top_10_share,bottom_10_share,top_10_labour_share,bottom_10_labour_share,top_10_labour_pen_share,bottom_10_labour_pen_share,top_10_labour_fam_share,bottom_10_labour_fam_share
"0,2264832555","0,0320937576","0,2430709795","0,0253346048","0,2362023852","0,0262731505","0,2406486287","0,0283249995"
