period,"total pensions, pre-2016, cost","total net pensions, pre-2016","total pensions, post-2016, cost","total net pensions, post-2016",total retirement benefits pre-2016,total survivors pensions pre-2016,total retirement benefits post-2016,total survivors pensions post-2016,"total universal pensions, cost",total net universal pensions," total thirteenth month of pension pre-2016, cost",total net thirteenth month of pension pre-2016," total thirteenth month of pension post-2016, cost",total net thirteenth month of pension post-2016," total thirteenth month of universal pension, cost",total net thirteenth month of universal pension
78,21718413.0622695,20829760.0517443,21833070.6214086,20937538.2084937,16466706.4339466,4363053.61779766,16574485.257364,4363052.9511297,651243.700966904,631706.389937897,3617735.63162575,3411347.37163893,3636845.23388628,3429310.39772205,108540.616827817,105284.398322983
79,21800084.4757482,20905770.9158056,21915936.0905324,21014671.4848849,16489590.1474625,4416180.76834316,16598491.3824476,4416180.10243738,676676.512399179,656376.217027203,0,0,0,0,0,0
80,21940885.4404791,21038298.3991978,22057766.3792557,21148166.5328571,16532620.7809317,4505677.61826613,16642489.5796208,4505676.95323624,707818.890610213,686584.323891907,3654167.73139399,3445049.38609398,3673647.89693641,3463360.74168466,117969.815101702,114430.720648651
81,22034733.9164165,21126387.5266266,22152179.5740498,21236786.4959553,16517416.2047327,4608971.32189397,16627815.8430784,4608970.6528769,730254.375643744,708346.744374432,0,0,0,0,0,0
82,22083894.8784156,21171928.4513969,22202760.9482898,21283662.6082102,16487936.5793581,4683991.87203885,16599671.402263,4683991.2059472,755684.571607957,733014.034459718,3677611.87715638,3466715.80180746,3697422.89786794,3485338.16124376,125947.428601326,122169.005743286
83,22132933.9546362,21217508.8897909,22252536.1795928,21329935.0323426,16493986.5151953,4723522.37459561,16606413.3251022,4723521.70724038,789489.496305834,765804.811416659,0,0,0,0,0,0
84,22185936.7517184,21267360.8982415,22305285.9846177,21379549.228426,16483312.6128766,4784048.28536486,16595501.6125411,4784047.61588495,822190.69348166,797524.97267721,3694342.80707227,3482061.99306019,3714234.35497733,3500760.04808033,137031.782246943,132920.828779535
85,22269596.875867,21345643.8300154,22391613.8523154,21460339.8391032,16516789.8144947,4828854.01552074,16631486.4941268,4828853.34497643,834679.553476427,809639.166872134,0,0,0,0,0,0
86,22431489.8824854,21498916.8253895,22555679.4772279,21615655.0956737,16583003.121294,4915913.70409546,16699742.0621226,4915913.03355116,873124.318515815,846930.58896034,3734974.80310904,3519869.04041536,3755673.07798213,3539325.41877978,145520.719752636,141155.098160057
87,22494168.9402465,21558052.4883263,22619991.6531882,21676325.69535,16623727.1847999,4934325.30352646,16742001.064048,4934324.63130202,889865.929578957,863169.951691588,0,0,0,0,0,0
88,22576596.4349493,21635973.2425915,22702461.426871,21754286.1917904,16631528.7834545,5004444.45913695,16749842.4070103,5004443.78478016,981148.38040144,951713.928989397,3758882.71656509,3542527.37136954,3779860.18982731,3562247.45173386,163524.730066907,158618.9881649
89,22666980.5315538,21720990.0371204,22793485.2537612,21839904.3326871,16688704.4746915,5032285.5624289,16807619.4478714,5032284.88481575,1082440.22749617,1049967.02067128,0,0,0,0,0,0
90,22763740.2782741,21812778.9802168,22889801.8136318,21931276.6800515,16722338.7920476,5090440.1881692,16840837.1725165,5090439.50753504,1180499.3560666,1145084.3753846,3789605.15654769,3572120.44408665,3810615.38701482,3591871.3161902,196749.892677766,190847.395897433
91,22902256.6306612,21943494.1004823,23029320.2840889,22062933.7913526,16799986.6941289,5143507.40635338,16919427.0759673,5143506.71538523,1281927.20750054,1243469.39127552,0,0,0,0,0,0
92,23015137.3376634,22050886.9964183,23145283.7057327,22173224.439018,16856691.0142452,5194195.98217308,16979029.1654639,5194195.27355414,1351490.8115384,1310946.08719225,3830967.2527568,3611521.62357865,3852658.28867874,3631912.45281249,225248.468589734,218491.014532042
93,23077767.4083035,22110034.4583349,23208238.0224575,22232676.6935056,16884579.8598297,5225454.59850518,17007222.7229332,5225453.97057242,1434960.8592605,1391912.03348268,0,0,0,0,0,0
94,23216285.8596945,22241595.3293915,23347981.8096267,22365389.3794011,16991774.0352329,5249821.29415854,17115568.7286937,5249820.65070748,1514915.71790762,1469468.24637039,3864221.41417425,3643369.24833869,3886170.71382136,3664002.84560912,252485.952984604,244911.374395065
95,23330830.6032372,22350367.6213277,23463432.1414904,22475012.9245213,17075675.6783067,5274691.94302104,17200321.6251684,5274691.29935284,1637806.10025613,1588671.91724844,0,0,0,0,0,0
96,23460890.5883986,22473571.8151142,23592418.0016648,22597207.4408618,17103868.8901654,5369702.92494881,17227505.1582284,5369702.28263345,1714504.7011664,1663069.56013141,3904386.38124409,3681785.47283959,3926307.59148303,3702392.66610141,285750.783527733,277178.260021901
97,23573572.4897103,22581117.2761967,23704539.8477719,22704226.4500057,17171556.4275921,5409560.84860453,17294666.245213,5409560.20479261,1826972.4432889,1772163.26999024,0,0,0,0,0,0
98,23638562.4612796,22643107.0740429,23769738.0839938,22766412.0166253,17206884.3569652,5436222.71707764,17330189.9433596,5436222.07326571,1919949.71741539,1862351.22589293,3933754.06431636,3710291.31167065,3955616.64278842,3730843.39106364,319991.619569232,310391.870982155
99,23720179.1237433,22721236.7036514,23852130.3509458,22845270.714378,17279336.1849229,5441900.51872849,17403370.8418791,5441899.87249894,2020940.78568302,1960312.56211253,0,0,0,0,0,0
100,23829586.0377493,22824999.1708633,23963091.9086664,22950494.5462347,17363565.7742228,5461433.3966405,17489061.7851906,5461432.76104411,2112633.86499119,2049254.84904146,3965079.53076565,3740349.77172289,3987330.4838457,3761266.92315768,352105.644165199,341542.474840243
101,23941364.4146453,22930365.8124041,24074603.8582335,23055610.7460725,17418745.8239842,5511619.98841991,17543991.3936982,5511619.35237429,2208163.83594593,2141918.92086755,0,0,0,0,0,0
102,24032108.1154968,23016761.6509712,24165621.5382421,23142264.1250538,17463716.8142764,5553044.83669481,17589219.9241955,5553044.20085834,2304630.14446676,2235491.24013276,3998332.20748664,3772348.36475137,4020584.41920342,3793267.8752289,384105.024077794,372581.87335546
103,24117711.9862522,23098055.3031953,24253088.5110399,23225309.3172994,17473060.3113587,5624994.99183663,17600314.9629654,5624994.35433401,2389855.17125828,2318159.51612053,0,0,0,0,0,0
104,24276889.0852561,23249487.7859261,24412207.8314139,23376687.4879593,17552461.3650402,5697026.4208859,17679661.7073767,5697025.78058268,2484038.17616122,2409517.03087638,4038671.66729075,3810819.03713346,4061224.80594911,3832021.47062708,414006.362693537,401586.171812731
105,24399607.3583474,23366373.7378504,24536223.0246361,23494792.5447556,17644428.23498,5721945.50287042,17772847.6575427,5721944.88721294,2584158.29356429,2506633.54475737,0,0,0,0,0,0
106,24485580.0385016,23447511.3651543,24621515.7355887,23575291.0009765,17675223.5822927,5772287.78286152,17803003.8348525,5772287.16612406,2664866.4070132,2584920.4148028,4073028.05102963,3843662.28799825,4095684.01482791,3864963.07515786,444144.401168867,430820.069133801
107,24490224.947748,23452041.3575604,24627236.1961785,23580832.0111532,17685893.2191097,5766148.13845066,17814684.5030843,5766147.50806881,2738831.84379896,2656666.88848499,0,0,0,0,0,0
108,24530966.3186878,23490825.4701105,24666832.876569,23618540.116129,17664850.532511,5825974.93759945,17792565.7590486,5825974.35708038,2833187.46959398,2748191.84550616,4080281.0208325,3851012.62461053,4102925.46161592,3872302.58006361,472197.911598996,458031.974251026
109,24627442.8436087,23582290.1870557,24761901.8365356,23708681.7220171,17704672.3483168,5877617.8387389,17831064.4637973,5877617.25821984,2925275.48457947,2837517.22004209,0,0,0,0,0,0
110,24754478.1697367,23702311.9622564,24890873.8303911,23830523.9647834,17805446.1522027,5896865.81005376,17933658.7352487,5896865.2295347,3014646.02824883,2924206.64740137,4117030.60445385,3886030.73049469,4139763.22901537,3907403.57868226,502441.004708139,487367.774566894
111,24754982.8727637,23702014.951853,24891505.2332177,23830346.5958279,17772612.8787779,5929402.07307512,17900944.9638172,5929401.63201072,3063678.20800211,2971767.86176204,0,0,0,0,0,0
112,24790835.3641553,23735110.3124552,24927623.2617968,23863691.5613865,17758866.5224473,5976243.79000794,17887448.209601,5976243.3517855,3105899.70892264,3012722.71765496,4122690.18660462,3891679.64902243,4145488.28038675,3913114.73483721,517649.951487106,502120.452942493
113,24850279.693075,23791820.1568055,24987735.699405,23921029.4279719,17806988.3746134,5984831.78219211,17936198.0439118,5984831.38406007,3186053.34314245,3090471.74284818,0,0,0,0,0,0
114,24885775.6844489,23826099.2646551,25022920.5421953,23955015.2368676,17835979.6388058,5990119.62584929,17964895.9967038,5990119.2401639,3301460.87136635,3202417.04522535,4138287.19465498,3907198.14593738,4161144.63653664,3928689.01896852,550243.478561058,533736.174204226
115,24998321.1389321,23932458.6778693,25134944.5708167,24060884.5103379,17883373.5316568,6049085.14621251,18011799.7315091,6049084.77882879,3377492.52792087,3276167.75208325,0,0,0,0,0,0
116,25049840.8638786,23981550.0309783,25182554.2615719,24106300.4313183,17878223.7360166,6103326.29496168,18002974.5033732,6103325.9279451,3444247.11926044,3340919.70568263,4165186.99215471,3932981.37466082,4187305.85746322,3953778.45138095,574041.186543407,556819.950947105
117,25177347.991077,24103206.1417567,25309513.7480956,24227441.7598626,17945555.2135673,6157650.92818938,18069791.1907224,6157650.56914011,3538594.89865127,3432437.05169174,0,0,0,0,0,0
118,25285803.3603881,24207040.270871,25418850.1819227,24332104.3315735,18032662.4407134,6174377.83015763,18157726.8604651,6174377.47110836,3631548.6335652,3522602.17455825,4204350.25997779,3970640.53299612,4226524.73882574,3991489.88644333,605258.105594201,587100.362426375
119,25347057.6331375,24265371.4001676,25479157.5331496,24389545.3545721,18035873.8062936,6229497.59387399,18160048.121904,6229497.23266818,3714587.12905711,3603149.5151854,0,0,0,0,0,0
120,25484165.317531,24396293.6405584,25616175.570466,24520383.3266162,18124095.369131,6272198.27142734,18248185.4338211,6272197.89279507,3811675.91897664,3697325.64140734,4236920.73613049,4001919.76334826,4258922.45351663,4022606.72099368,635279.319829439,616220.940234556
121,25595459.9296485,24501982.6408943,25727849.0753009,24626428.4861065,18183435.1929014,6318547.44799283,18307881.4167459,6318547.06936056,3878833.29239771,3762468.29362578,0,0,0,0,0,0
122,25742814.6163044,24642287.3089782,25874716.9138411,24766275.5169617,18243407.7862474,6398879.52273076,18367396.3767123,6398879.14024938,3959366.16948648,3840585.18440188,4279660.06344802,4042646.43407397,4301643.78826779,4063316.52779774,659894.36158108,640097.530733647
123,25825049.815519,24721046.9119942,25956724.2941316,24844820.970189,18281221.8871711,6439825.02482309,18404996.3278473,6439824.64234171,4044823.97293549,3923479.25374742,0,0,0,0,0,0
124,25961689.9233513,24851361.1662218,26092031.8589944,24973882.6340252,18348450.9503099,6502910.21591188,18470972.8005947,6502909.8334305,4133485.72476012,4009481.15301731,4315870.62808394,4077528.95457873,4337594.2925881,4097954.59160582,688914.287460019,668246.858836219
125,26057163.1421203,24942006.6249002,26186300.9871344,25063396.2476336,18429240.8861149,6512765.73878524,18550630.8913298,6512765.35630386,4207192.23020777,4080976.46330153,0,0,0,0,0,0
126,26133123.5587028,25015017.0600092,26260992.3908458,25135212.9176436,18521231.8244674,6493785.23554189,18641428.0645831,6493784.85306051,4324166.42380063,4194441.43108662,4344357.97556047,4105035.95696505,4365669.29783606,4125074.07388454,720694.403966772,699073.571847769
127,26211026.9137397,25088577.8112206,26338056.4846129,25207985.1625203,18583868.9421098,6504708.86911081,18703276.7093985,6504708.45312179,4387905.38046503,4256268.21905107,0,0,0,0,0,0
128,26306036.7552197,25179012.3466378,26432553.6257938,25297935.0008838,18666479.1433174,6512533.20332043,18785402.2161588,6512532.78472496,4435449.35889118,4302385.87812444,4373146.61640154,4132650.99226752,4394232.19339551,4152476.93165497,739241.559815196,717064.31302074
129,26406856.4662397,25275095.4957719,26532360.9603912,25393066.5159011,18756582.1987548,6518513.29701706,18874553.6465189,6518512.86938222,4539194.51502781,4403018.67957698,0,0,0,0,0,0
130,26573583.2824452,25434333.2743544,26698201.4241996,25551471.1232304,18880090.6213852,6554242.65296925,18997228.8610503,6554242.26218006,4641218.69317982,4501982.13238443,4417554.01122187,4175275.14397465,4438323.13336299,4194803.61575234,773536.448863304,750330.355397405
131,26590219.1179582,25450397.2081829,26713990.2953917,25566738.9105971,18860769.8277262,6589627.38045671,18977111.9209296,6589626.98966752,4713238.22172766,4571841.07507583,0,0,0,0,0,0
132,26706426.4578621,25561856.9905181,26829003.1402659,25677075.5808222,18942926.3399536,6618930.65056452,19058145.3259627,6618930.25485951,4818249.26440617,4673701.78647398,4439456.89596845,4196652.60157734,4459885.72403655,4215861.21448336,803041.544067695,778950.297745664
133,26809554.6709983,25661255.4076941,26932543.9312702,25776861.8211942,19070992.460115,6590262.9475791,19186599.2693201,6590262.5518741,4925915.00716734,4778137.55695232,0,0,0,0,0,0
134,26804128.0736106,25656239.1963354,26926152.4877077,25770938.6544311,19045863.667935,6610375.52840039,19160563.5180212,6610375.13640999,4974165.16197015,4824940.20711105,4455958.83468579,4212902.32109541,4476295.6180361,4232024.41196671,829027.526995026,804156.701185175
135,26866981.1716408,25716517.9044665,26987594.3466488,25829890.9537995,19045873.1344954,6670644.76997112,19159246.5758188,6670644.37798072,5080915.49090972,4928488.02618242,0,0,0,0,0,0
136,27003897.0140991,25847481.131979,27124074.9870204,25960445.3673881,19167610.0226163,6679871.10936269,19280574.671702,6679870.69568607,5154331.67940251,4999701.72902044,4488914.12463918,4244554.09047106,4508943.24439256,4263387.15041421,859055.279900419,833283.621503406
137,27071941.2566564,25914025.8966093,27191900.4633592,26026784.491773,19249176.4890565,6664849.40755281,19361935.4978968,6664848.9938762,5282994.39976326,5124504.56777036,0,0,0,0,0,0
138,27165960.65649,26004148.8818675,27285901.9347511,26116890.6242961,19331186.0836385,6672962.79822908,19443928.2397436,6672962.38455246,5341826.73834384,5181571.93619353,4516118.23012368,4271025.32860826,4536107.90076704,4289821.75397133,890304.456390641,863595.322698921
139,27246795.1170968,26081165.1025698,27365783.4229483,26193011.0509333,19400541.6035979,6680623.49897191,19512387.965638,6680623.0852953,5421127.72997554,5258493.89807627,0,0,0,0,0,0
140,27309451.2196957,26142295.6222577,27427449.8720948,26253209.2112715,19449978.0622207,6692317.56003697,19560892.0730704,6692317.13820113,5565893.88719236,5398917.07057659,4539896.95730064,4294393.83775282,4559562.48726763,4312885.66920368,927648.981198727,899819.511762765
141,27438252.3152314,26265146.1954395,27555687.1989763,26375530.0930039,19521930.1127287,6743216.08271087,19632314.4162912,6743215.67671272,5669584.1184997,5499496.59494471,0,0,0,0,0,0
142,27376074.4323641,26206630.967107,27492131.7878798,26315719.9881358,19470526.4473544,6736104.51975264,19579615.8743813,6736104.1137545,5737654.29027432,5565524.66156609,4550840.9083361,4305516.2044444,4570182.93334121,4323703.92825407,956275.715045719,927587.443594348
143,27366688.4816449,26198789.6990937,27482107.816898,26307279.1998254,19526056.4029227,6672733.29617104,19634546.3135625,6672732.88626289,5819625.67479704,5645036.90455313,0,0,0,0,0,0
144,27482595.7213691,26308131.2210842,27597224.3997068,26415877.5043155,19574150.4898994,6733980.73118486,19681897.1830388,6733980.32127671,5862485.34992463,5686610.78942689,4568512.57100418,4322573.72459621,4587616.52193172,4340538.02309141,977080.891654104,947768.464904481
145,27695374.8070973,26512441.5291988,27807112.9921954,26617470.2029897,19728902.2200097,6783539.30918914,19833931.3037087,6783538.899281,5988383.52054413,5808732.0149278,0,0,0,0,0,0
146,27830573.8340801,26642684.994626,27940665.8773545,26746166.2949984,19868652.6592783,6774032.33534772,19972134.3709889,6774031.92400956,6138511.3872875,5954356.04566887,4626404.04159749,4378123.38765008,4644751.78989047,4395376.85565089,1023085.23121458,992392.674278146
147,27879906.9866051,26689361.4041371,27989353.7811989,26792236.1707498,19895021.3583905,6794340.04574661,19997896.5363413,6794339.63440845,6211919.72937611,6025562.13749483,0,0,0,0,0,0
148,27969214.8693432,26774422.4669813,28077747.4634721,26876437.8853086,19995784.1526156,6778638.31436577,20097799.980744,6778637.90456463,6310494.1051547,6121179.28200006,4649313.72097783,4400213.44821153,4667401.56110678,4417221.42279136,1051749.01752578,1020196.54700001
149,27970639.6684385,26777138.1478245,28078207.8723201,26878247.0393194,20047830.7540575,6729307.39376703,20148940.0678468,6729306.97147263,6419627.1254985,6227038.31173355,0,0,0,0,0,0
150,28079429.0280518,26881388.0466446,28185828.1910096,26981400.798578,20135470.6700711,6745917.37657357,20235483.8610395,6745916.93753846,6526142.06231251,6330357.80044313,4667633.732988,4418228.98971161,4685366.49042299,4434904.59500026,1087690.34371875,1055059.63340719
151,28186106.6918351,26982771.8093148,28290933.1778829,27081308.7635387,20245769.2432025,6737002.56611229,20344306.6364615,6737002.12707718,6593861.76136685,6396045.90852585,0,0,0,0,0,0
152,28238141.0676485,27032031.2013349,28341342.8968252,27129041.1238755,20289301.5230371,6742729.67829787,20386311.8820131,6742729.24186239,6647005.45691317,6447595.29320578,4693967.69864327,4443376.32358538,4711168.03951926,4459551.45364751,1107834.24281886,1074599.2155343
