Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
83,15539770.005,14773285.982,38432923.863,73317988.526,0.000,496856.416,192552.223,110107.691
84,18315807.464,17529372.935,46362344.462,73531816.419,12255302.737,509359.433,197394.043,113830.077
85,15742840.611,14942274.081,38817541.338,74252375.007,0.000,519104.969,200720.819,115343.917
86,18450114.269,17632001.318,46558046.674,74027814.578,12337969.096,534055.745,201880.100,117395.864
87,15772584.826,14989643.281,38857429.868,74559924.311,0.000,508233.733,194602.172,114436.629
88,18608887.866,17834111.686,47085022.543,74845236.272,12474206.045,486671.637,204742.913,119088.044
89,15861995.048,15080639.299,39129029.194,74915432.152,0.000,497500.853,200187.924,119524.247
90,18860984.073,18037215.780,47628779.508,75668434.953,12611405.826,537990.245,202201.362,119395.267
91,16082773.821,15260501.541,39608583.749,75795980.516,0.000,546742.766,195501.671,114325.491
92,18815590.988,17985171.153,47524352.082,75384859.142,12564143.190,541094.539,203828.482,122138.306
93,16180885.983,15322699.527,39764134.109,76095766.967,0.000,573782.816,200837.687,119379.933
94,19236178.752,18411714.004,48743068.667,77021896.057,12836982.676,540239.303,201258.627,118524.027
95,16513348.089,15659520.626,40646511.874,77770781.923,0.000,572675.734,199769.743,116259.980
96,19651888.081,18822701.714,49824242.285,78810934.821,13135155.803,542592.733,202251.272,120489.090
97,16638699.872,15800832.316,40976344.201,78515861.837,0.000,549233.265,204495.440,120198.360
98,19696054.521,18854305.389,49948738.074,78885656.748,13147609.458,555999.724,200960.318,121127.269
99,16842639.610,16008315.655,41544934.465,79485616.401,0.000,543146.908,206308.366,121240.973
100,19886455.812,19036958.740,50497490.512,79537235.562,13256205.927,556496.605,207083.052,122739.165
101,17042767.125,16204853.655,42104494.954,80380133.149,0.000,547724.616,206335.207,119790.924
102,20205709.579,19361856.726,51446748.187,80770724.220,13461787.370,552681.928,207773.232,119139.563
103,17187718.265,16328281.740,42403797.315,80992171.716,0.000,562206.869,210236.403,124276.078
104,20408040.557,19563960.121,51989042.094,81557828.016,13592971.336,559293.552,201558.162,118898.174
105,17401174.201,16527145.906,42965813.215,81886341.122,0.000,585874.031,202889.288,121807.109
106,20485146.134,19641723.678,52200461.910,81837981.651,13639663.608,545597.298,209513.223,126159.908
107,17255606.230,16424013.584,42699446.217,81377121.915,0.000,534749.327,208085.762,126796.508
108,20362971.763,19488439.377,51841210.431,81188519.311,13531419.885,570421.817,213070.092,130057.824
109,17278259.289,16354892.228,42466039.816,81133355.966,0.000,623613.369,211898.097,125507.993
110,20456900.236,19603182.141,52095823.050,81716694.574,13619449.096,554655.609,212429.766,123761.028
111,17544865.962,16685393.863,43324965.431,82727451.346,0.000,563874.298,209382.338,123164.947
112,20785495.470,19921269.348,52992539.559,82961520.258,13826920.043,559768.911,213966.370,129272.629
113,17669465.316,16785738.068,43547718.887,83321113.410,0.000,571986.813,220160.281,130828.792
114,20973673.578,20081841.777,53417883.330,83643034.567,13940505.761,576865.539,220543.947,134889.022
115,17766068.016,16899819.637,43926638.143,83821924.037,0.000,553041.553,219447.777,133941.500
116,20896420.179,20021723.703,53287798.851,83415408.363,13902568.061,561338.530,220378.447,132827.855
117,17660547.084,16750163.378,43512452.537,83130081.088,0.000,591504.025,225414.375,133521.867
118,21119612.164,20224288.097,53919842.518,84154537.074,14025756.179,586762.162,218905.593,128080.445
119,17870410.897,16994835.315,44183899.295,84318149.608,0.000,558681.962,223524.826,133383.991
120,21211593.386,20357340.614,54237678.793,84774237.790,14129039.632,538951.452,221325.112,134251.726
121,17909054.973,17016595.673,44223193.246,84416537.593,0.000,580070.713,219678.447,132443.057
122,21272660.565,20373143.985,54415163.963,84644537.067,14107422.845,582081.412,223548.937,134123.188
123,18049633.262,17183150.293,44700042.688,85189794.500,0.000,547824.743,223381.559,136109.524
124,21479963.808,20623086.221,55062042.843,85645242.856,14274207.143,532462.995,227271.973,138775.170
125,18103348.874,17207428.154,44766237.952,85249379.084,0.000,564911.560,233078.008,139901.646
126,21554105.585,20674316.647,55215386.575,85852668.073,14308778.012,557549.695,226416.689,136889.363
127,18052359.272,17174464.365,44696811.609,85100209.316,0.000,550585.633,230951.961,137653.303
128,21558371.623,20653863.784,55153615.558,85758654.241,14293109.040,552386.779,248443.717,148110.490
129,18239781.363,17364563.068,45216246.027,85959442.860,0.000,537056.433,237193.675,144240.268
130,21769480.892,20895175.885,55879550.654,86662297.450,14443716.242,535769.756,236806.086,145327.377
131,18587953.334,17674512.592,46113094.211,87372855.058,0.000,584127.542,230899.355,140591.207
132,22152189.670,21233640.238,56904848.284,87910011.577,14651668.596,591172.784,229169.808,140295.487
133,18843052.155,17923499.634,46767441.712,88590300.587,0.000,589645.168,231107.152,141143.143
134,22397168.206,21482066.562,57627440.178,88887813.441,14814635.574,596740.872,223491.239,135527.906
135,18802089.646,17907779.453,46792744.207,88468606.215,0.000,565036.671,231925.822,139068.142
136,22422935.178,21465011.066,57614080.344,88827952.066,14804658.678,633478.217,228523.178,137032.452
137,18907691.490,17937225.809,46769228.931,88753710.894,0.000,639701.390,232513.372,140358.455
138,22566993.753,21578517.700,57851210.541,89323766.568,14887294.428,651069.305,236737.320,143813.468
139,18993543.375,18016720.238,46980321.533,89097157.407,0.000,641593.563,236405.464,141177.302
140,22419765.367,21473805.447,57619235.078,88855519.135,14809253.189,604600.249,239129.053,146043.740
141,18931920.202,18021457.205,47104048.858,88980328.876,0.000,575721.409,234755.544,142837.207
142,22613319.226,21716725.830,58393949.668,89725274.803,14954212.467,562369.360,233344.342,144113.849
143,19068387.602,18120990.697,47388172.190,89405542.952,0.000,606342.628,238865.786,145983.560
144,22695136.074,21798790.434,58607350.264,89998302.478,14999717.080,568673.677,230699.353,138532.300
145,19113527.536,18191637.240,47552937.025,89783824.686,0.000,579857.564,239985.942,145781.129
146,22551133.628,21620155.934,58067499.817,89314472.535,14885745.422,583482.597,244589.434,147008.090
147,18929778.889,17964879.820,46817132.484,88866983.133,0.000,623323.426,240335.247,144629.138
148,22543492.473,21585908.820,57876522.467,89342380.856,14890396.809,610279.024,243005.003,148999.466
149,18946762.987,17983632.618,46849607.977,89065510.870,0.000,614347.991,243920.529,149802.641
150,22603351.542,21667216.733,58033433.089,89823603.859,14970600.643,597784.171,235659.482,146701.651
151,19192098.634,18214898.191,47477515.310,90175569.673,0.000,642975.674,233882.598,143345.958
152,22878169.973,21906958.376,58841582.302,90603252.134,15100542.022,613995.257,249342.384,154105.652
