agegroup,male,_993a,_994a,_995a,_996a,_997a,_998a,_999a,_1000a,_1001a,_1002a,_1003a,_1004a,_1005a,_1006a,_1007a,_1008a,_1009a,_1010a,_1011a,_1012a,_1013a,_1014a,_1015a,_1016a,_1017a,_1018a,_1019a,_1020a,_1021a,_1022a,_1023a,_1024a,_1025a,_1026a,_1027a,_1028a,_1029a,_1030a,_1031a,_1032a,_1033a,_1034a,_1035a,_1036a,_1037a,_1038a,_1039a,_1040a,_1041a,_1042a,_1043a,_1044a,_1045a,_1046a,_1047a,_1048a,_1049a,_1050a,_1051a,_1052a,_1053a,_1054a,_1055a,_1056a,_1057a,_1058a,_1059a,_1060a,_1061a,_1062a,_1063a,_1064a,_1065a,_1066a,_993b,_994b,_995b,_996b,_997b,_998b,_999b,_1000b,_1001b,_1002b,_1003b,_1004b,_1005b,_1006b,_1007b,_1008b,_1009b,_1010b,_1011b,_1012b,_1013b,_1014b,_1015b,_1016b,_1017b,_1018b,_1019b,_1020b,_1021b,_1022b,_1023b,_1024b,_1025b,_1026b,_1027b,_1028b,_1029b,_1030b,_1031b,_1032b,_1033b,_1034b,_1035b,_1036b,_1037b,_1038b,_1039b,_1040b,_1041b,_1042b,_1043b,_1044b,_1045b,_1046b,_1047b,_1048b,_1049b,_1050b,_1051b,_1052b,_1053b,_1054b,_1055b,_1056b,_1057b,_1058b,_1059b,_1060b,_1061b,_1062b,_1063b,_1064b,_1065b,_1066b
300,TRUE,0.0268915765,0.0262414582,0.025083242,0.0270568239,0.0259394391,0.0253469853,0.02504078,0.0240511478,0.0265576674,0.0291032734,0.029944224,0.0253425893,0.0243528241,0.0238591079,0.0260557301,0.0199466972,0.0148934603,0.0238191015,0.0221193212,0.02241884,0.0182558885,0.0212781219,0.0234847201,0.0212861497,0.0193195936,0.0203225014,0.0194075975,0.0206485742,0.0220086123,0.0157638907,0.0196595411,0.0189502846,0.0221432518,0.0255968051,0.021036863,0.0269346522,0.023521035,0.0267079903,0.025854284,0.0243040681,0.0256116858,0.0306450367,0.0282214543,0.0251004779,0.0261390954,0.0259351044,0.0251447753,0.0223356618,0.0181133575,0.0213249861,0.0187969757,0.0188828337,0.0180860242,0.0168477732,0.0149995874,0.0164757173,0.014432178,0.0150784424,0.0156649826,0.0164739397,0.015340506,0.0150090773,0.0177473322,0.0203072423,0.0204972627,0.0208936306,0.0197818387,0.0187347788,0.0182181009,0.0174392695,0.0161612105,0.0153815871,0.0149263531,0.0147318219,0.0801744167006707,0.0805422755930018,0.077801182087934,0.0825685887593569,0.0782260909207643,0.0783342094181419,0.0778622293776057,0.0746504652856333,0.0840912047875329,0.0910709122291751,0.0961021852096444,0.079753908632645,0.0757361782173601,0.089591631313735,0.102003755021604,0.0791107140481966,0.061755765678385,0.0909781971192381,0.0816882137763319,0.0841581574839071,0.0726006906502824,0.0804694957216661,0.09264034780698,0.0766492425974141,0.0711897779254543,0.0760125073652076,0.0686575509917551,0.0696741940783977,0.0736029746278512,0.0508591597847307,0.0615420077404661,0.0566763581920856,0.0638216758062035,0.071255936549842,0.0577326305263767,0.0638539374352205,0.0539581579735487,0.0596884968362542,0.059556213235225,0.0583316542073907,0.0534937404896869,0.0636090838631105,0.0557020714449589,0.0465757287794076,0.047606978299939,0.0456542068370171,0.0432905817536975,0.0393514221119405,0.0320184391180753,0.0354193244860647,0.0399699604043014,0.0222502316572564,0.025787225968822,0.0226856195434377,0.0197767350116346,0.0197813401732741,0.0175253703571446,0.0150810835205359,0.0158292524770619,0.0166499308957489,0.0153872098216769,0.0199153313688011,0.0229179036965776,0.0259307469740143,0.0260881689915617,0.0307223403652795,0.0291579052722551,0.0275196275795763,0.0267767429138833,0.026799861454389,0.0263946143783217,0.0251772948702874,0.0246310984828807,0.0253670747550637
16,FALSE,0.00180433131094979,0.00202363962242266,0.00214522772366737,0.000715832532959294,0.00100638294622496,0.00130518525136533,0.00164666775693537,0.00195426428545178,0.000776258548874368,0.00197471790647566,0.00183732281728026,0.000567471707739759,0.00133914357266764,0.00111684499829362,0.000762250395583655,0.00113683795128619,0.00137053841819463,0.00102315479863573,0.00145636594550321,0.00145099640447508,0.00134339620847218,0.00131803233963092,0.00149975135502836,0.00134759957781584,0.00112229766514374,0.000605444138771895,0.000464266045499618,0.000455745157981198,0.00154739392156773,0.00117064815154853,0.0018164268711425,0.00183091619300235,0.00225609040926436,0.00225626205729221,0.00193373884591896,0.00136476091264388,0.00206526549407849,0.00153635445532071,0.00115959226986699,0.000807237471251762,0.00227358398154354,0.00235351060756582,0.00168643292836623,0.00116229677748428,0.00107412536298287,0.00159025354737508,0.00269445481630958,0.00195442296695175,0.00239093684609491,0.00116870770536131,0.0017976597047323,0.00164832471986409,0.000846797614288156,0.00173242583395141,0.00138120987104769,0.000232975903512064,0.000717820397105346,0.00145753113927506,0.00158902848244558,0.00173522746249792,0.00157816509025939,0.00151135130846918,0.00148465672754352,0.00143029907731302,0.00154149868467618,0.00166789739233194,0.00131936207444602,0.000976146606703654,0.00140752834451329,0.00180015087049919,0.00138421197634667,0.00102386284926166,0.00111816214023628,0.00123407924173497,0.00528809966641532,0.00609686626081669,0.00653687298037657,0.00214656300151257,0.00298603659984632,0.00396953584603233,0.00503890947067372,0.0059685942717491,0.00241408172276314,0.00607438893760334,0.0058064031831797,0.00176137984927532,0.0041048074369931,0.00392333674826295,0.00287201640223984,0.00442585242820135,0.00558686180763568,0.00384386495852732,0.00528787142109467,0.00534505534973964,0.00524973992922426,0.00490093698853642,0.00582257605548053,0.00477403129732958,0.00406869388711089,0.00222571630363624,0.00161570989720666,0.00151249342980273,0.00508755056211288,0.00370729121301738,0.00559094920286712,0.0053872546337008,0.00640293564591558,0.00619032029839666,0.00523806494518855,0.00319402483544484,0.00467805829237323,0.00339767301630234,0.0026397838308373,0.00191306066256123,0.00469869067248389,0.0048228325680175,0.00328661791275802,0.00213065502094969,0.00193510249624248,0.00275921860523541,0.00458021339641885,0.00340557740792325,0.00417947454188444,0.00190279994869576,0.00377604648040416,0.00191926486750575,0.00119334600355435,0.00230501464811886,0.00179324644365027,0.000274704674533882,0.000856458142379373,0.00145778643882888,0.00160569172836851,0.00175376490580449,0.00158296977511203,0.00200539057647855,0.0019172019509754,0.00182637913036778,0.00196196335300131,0.00245250394192892,0.00194470468215885,0.00143386753448608,0.00206876803085192,0.00276638845533056,0.00226070573322534,0.00167590617480837,0.00184516349383873,0.00212499041296932
20,FALSE,0.00522356963574729,0.00392402992684407,0.00610599909281484,0.00449600870359574,0.00437101195765631,0.00428576922114327,0.00430677031031238,0.00421260830998432,0.00465833783716849,0.00419474701170802,0.00416413143216272,0.00585483641507331,0.00629124777530449,0.00477791727807647,0.00397660040897912,0.0036096837736652,0.00317937373516061,0.00368536562289557,0.00408469879548773,0.00404380963923399,0.00267683887789802,0.00331248489517821,0.00385308935817044,0.0030132524179548,0.0028273156952209,0.00328866707672171,0.00262350085734313,0.00407539704791064,0.00447201059166316,0.00348580993493049,0.00380157943787095,0.00399457064674737,0.00471533933282078,0.00451077898587998,0.00346345412081083,0.00454268984858642,0.00562713506720696,0.00512487264627732,0.00436967951977013,0.00358903547013897,0.00565329555166181,0.00649822498181294,0.00473725775825347,0.00456885270391157,0.00543721662321962,0.00476033552246886,0.0047923987132268,0.00381678679365347,0.00493655120742787,0.00599605773234006,0.00483731909747119,0.00477776809657149,0.00409169097118693,0.00428996904168629,0.00350659953463379,0.00399436308865814,0.00374083632666322,0.00416390335498877,0.00404191612776245,0.00397675633604492,0.00419386502434241,0.00463455415707911,0.00388356873840798,0.00301323866195106,0.00324501102265379,0.00350875793504364,0.00306936522116141,0.00264529733436077,0.00353779844354499,0.0043404763154796,0.00431236348720256,0.00441673024670839,0.00408540981431864,0.00380989483170105,0.0153091378953858,0.0118224042474366,0.0186060155980969,0.0134821560815621,0.0129692198510388,0.0130345592959725,0.0131789947384639,0.0128658902561291,0.0144869364047216,0.0129033745834815,0.013159704857244,0.018172872306513,0.0192842359722437,0.0167842256229631,0.0149830838605164,0.014052950710029,0.0129603967735302,0.0138454589629042,0.014830999098222,0.0148962370126174,0.0104605832983428,0.0123170572212917,0.0149590835582781,0.0106748039899105,0.0102499385353392,0.0120897031801128,0.00913014497103241,0.013525127257757,0.0147031597334569,0.0110391089969451,0.0117012349164555,0.01175355229725,0.0133824487585809,0.0123758526309595,0.00938172062777516,0.010631506267277,0.0127460929061798,0.0113337397121731,0.00994747002198727,0.00850560438406409,0.0116833542517107,0.0133162140743468,0.00923224158147286,0.00837535571133458,0.00979547809110915,0.00825956738938886,0.00814643788214107,0.00665074198119929,0.00862933294530636,0.00976231977690801,0.0101609563281155,0.00556310437035463,0.00576619842316155,0.00570785847640546,0.00455267318645643,0.00470980129575148,0.0044633305826904,0.00416463269972799,0.00408430142367176,0.00401924004306128,0.00420663314339461,0.00614952405883694,0.00501502160323763,0.00384766815157521,0.00413013178007963,0.00515933576401701,0.00452416287572494,0.00388569292845373,0.00519981309657701,0.00667024290383439,0.00704298548622648,0.0072295088138605,0.00674164217826073,0.00656034857243375
25,FALSE,0.00856867460138618,0.0119133424871151,0.00803657230349388,0.0092727484199996,0.00906900675934033,0.0089475901021548,0.00904978115838548,0.00891174759438919,0.00914637234219042,0.0112183392268016,0.00923454755984469,0.0100912641963154,0.00913230991518691,0.00972987760979233,0.0101017441296663,0.00732642928581297,0.00850587823333017,0.00964325834019924,0.00723133623798524,0.00708058658760982,0.00585327970768532,0.00736467874716521,0.00789821606356936,0.00669587866953874,0.00627420402056448,0.00734664053780802,0.00789085768969805,0.00745540615549381,0.00802627441486621,0.00717690975681171,0.00767739196516101,0.00798240649942229,0.00726378371232004,0.00713657951567793,0.0081515733844033,0.00815589931814928,0.00889391182213545,0.00835957377020638,0.0088453536536222,0.00892366090668665,0.00847966287053091,0.00714065913711648,0.008702109099647,0.00898495760620877,0.00802871956427388,0.00806380684933225,0.00860046312873849,0.00741498525745286,0.00617087311648301,0.00760426033368695,0.00731758774448915,0.0068256594801789,0.00673740880618353,0.00686193770363687,0.0069055832344178,0.00572488879715855,0.00592340151592154,0.00733387577691298,0.00748819135676348,0.00773159756779489,0.00764378134554842,0.00797584785237766,0.00817314827603624,0.00824190681462685,0.00770934819063572,0.0072428902112826,0.00792031579208652,0.00865166493101786,0.0080531341948344,0.00735433667795904,0.00768872569104665,0.00824697281536391,0.00821221643613572,0.00831128535713364,0.0251129074944445,0.035892782024247,0.0244887998444017,0.0278061386766242,0.0269086297708293,0.0272128263853372,0.0276929136399572,0.0272177136117742,0.0284442475163538,0.0345085014290394,0.0291834977731773,0.0313223534612846,0.0279927966066479,0.034179842718482,0.0380614755987328,0.0285227061675548,0.0346733558222981,0.0362285187630882,0.0262560219478051,0.0260828538945209,0.0228735171385517,0.0273846288860993,0.030663725409257,0.0237209441570989,0.0227460292735153,0.0270075083311935,0.0274612735311587,0.0247424522876894,0.0263889345446401,0.0227283445011649,0.023630958762858,0.0234872882584423,0.0206151045476056,0.0195800451876771,0.0220807845294557,0.0190876986116863,0.0201457091451293,0.0184873341750358,0.0201362342261455,0.0211480577334267,0.0175244517726246,0.0146326952310683,0.0169591729173491,0.01647070301453,0.0144642290424204,0.0139913574941735,0.0146196388966013,0.0129205943134462,0.0107869880100196,0.0123806714941915,0.0153708465372436,0.00794761388941925,0.00949466523937919,0.00912989555534747,0.00896562704627756,0.00675028485804188,0.00706743006934755,0.00733516037054065,0.00756671579825348,0.0078141942617038,0.00766705265009982,0.0105830391868225,0.010554342650206,0.0105242650571717,0.00981217744518,0.0106500656909677,0.0116743352741246,0.0127084818803293,0.0118363986312437,0.0113018038742932,0.0125572864185311,0.0134990274085167,0.0135515963438523,0.0143114000350022
30,FALSE,0.013158639575661,0.0117707601700487,0.0142672117201196,0.0142788301069217,0.0138357582829422,0.0135186553832423,0.0135351456868891,0.0131881995644259,0.0128514636881098,0.0127007216571131,0.0131151529119374,0.0138479018357032,0.0112466523549233,0.0120207878334524,0.0131726670132337,0.012522459810845,0.00947208581276653,0.010408596203073,0.0119254458385373,0.0127581808892395,0.00952312557100484,0.00985170254081533,0.0104545116615395,0.0103417257938426,0.00901592824280143,0.00941454528189095,0.0102613216188903,0.00980526203561252,0.00924327982209808,0.0110105936364386,0.0097003961306902,0.0111904662974188,0.00997405231352681,0.0112007505535265,0.0126063734218134,0.0146520134078497,0.0120310076935336,0.0119254482330083,0.011856137728769,0.0113679585647561,0.0103276856781732,0.0115296749703271,0.0111663364353968,0.0125247926002188,0.0114584459676627,0.0104505753615219,0.0114755070851167,0.0108929550201446,0.0112078464449971,0.011936751788473,0.0101591739720248,0.00976960352717124,0.00910317389978306,0.00918956490824317,0.00839430760182717,0.0101223491285647,0.00921744894126895,0.00991400777313575,0.00960184306988071,0.00942562829801107,0.00988237181584169,0.0108673621479457,0.0115230112008964,0.0120234711579005,0.0125384184092431,0.0131734467891996,0.0127691445015075,0.0124398981797583,0.0127688883980925,0.0128882664586923,0.0123224655435008,0.0121508093921384,0.0121621637752176,0.0123738660578874,0.0385650889768707,0.0354632068624054,0.0434746156641702,0.0428178477523106,0.041052047607191,0.0411150731881183,0.0414184181972119,0.0402785912636781,0.0399666884766781,0.0390684273842625,0.0414471887572198,0.0429826102614021,0.0344737809821254,0.0422275237137762,0.0496321365557087,0.0487515033239159,0.0386120036939221,0.0391037976519303,0.0432997107822544,0.0469974858687853,0.0372145851282236,0.0366323131311484,0.040588187547309,0.0366367899047771,0.0326856708941103,0.0346094801871076,0.0357108150784963,0.0325409807359269,0.0303902275944305,0.0348691252657582,0.0298577514327705,0.0329266252843527,0.0283070283133429,0.0307305763905742,0.0341478389629065,0.0342909107964425,0.0272515836185282,0.026373323895588,0.0269902115475246,0.0269407641720812,0.0213436586280982,0.0236267012210586,0.0217616015028899,0.0229597231593208,0.0206430907966905,0.0181325940259795,0.0195068297170184,0.0189809484177252,0.0195918637343866,0.0194345006766929,0.0213396968402261,0.0113754629735251,0.0128286098232555,0.0122268332116858,0.0108984612472143,0.0119353829342987,0.010997680240838,0.0099157442998506,0.00970253218537132,0.00952632233033794,0.00991245845409313,0.0144197484202028,0.01488016667127,0.01535302451472,0.0159584420460921,0.0193704542784447,0.0188213801049808,0.0182730401455804,0.0187675567674797,0.0198060907698605,0.020125146276503,0.0198890080872542,0.0200697016976243,0.0213068544183682
35,FALSE,0.0178285982915517,0.0163853663843759,0.0154264080684034,0.0173904202038216,0.0165945176178475,0.0159504476542309,0.0156913976186161,0.0150025491905602,0.0151950463958627,0.0142080241103452,0.0151138595310104,0.0137989186508051,0.0142230037866232,0.014920201396244,0.0132776786166024,0.0122793288954069,0.0106772362990933,0.0108162703875789,0.0120822562318125,0.0114730964042138,0.0126733392917452,0.0110828245240115,0.0134922960250559,0.0120633235691939,0.0125057722480883,0.012156407098704,0.012277682566921,0.0127543153858736,0.011665943067756,0.013475284315044,0.0140582265882728,0.0121426398188758,0.0113715306604846,0.0148867246042895,0.0137001543861087,0.0142266586936234,0.0130683027165091,0.015653939571838,0.0130208951920362,0.0103796330741681,0.0135130530843215,0.0131511820903677,0.0126858307342796,0.0138011065649242,0.0152062180567096,0.014210420819943,0.0142064410909425,0.0131971000704647,0.012873173409178,0.0121607646211792,0.01185616848753,0.0105347621366157,0.00985631103315206,0.0101831394686321,0.0105738852824391,0.00868083521592742,0.00954979111323089,0.0125013381781664,0.0122364909103116,0.0121392362503702,0.0121300426495399,0.0127838344253081,0.0131322737030341,0.0132763448067537,0.012852227635053,0.0125425289435992,0.0134987785666894,0.0145453571543908,0.01459608039108,0.0144200858141987,0.0147202120317781,0.0154598380775631,0.0147158361332121,0.0141882615757871,0.0522517145859313,0.049366194639154,0.0470068836860906,0.0521485555231155,0.0492375562896418,0.0485110245135685,0.048016688087526,0.0458198667534421,0.0472549820339908,0.0437050093069314,0.0477636054293898,0.042830570972648,0.0435970368758973,0.0524128008083526,0.0500278005646063,0.0478049642404475,0.0435246782568009,0.0406353787131808,0.0438690685042548,0.0422636025315356,0.0495250283549235,0.0412100849227996,0.0523819628537427,0.0427357541640723,0.0453374899366662,0.0446890336210167,0.0427280293926905,0.0423280815713275,0.0383555049458949,0.0426744817116834,0.0432711230967379,0.0357282834023821,0.0322731654350592,0.0408434796821296,0.037110646344514,0.0332954298235295,0.0296011733433268,0.0346189434982689,0.0296417538165435,0.0245985455744749,0.0279266818377983,0.026949506447712,0.02472287977079,0.0252993878730901,0.0273949312938954,0.0246562301837542,0.0241490528645384,0.0229959157306538,0.0225029367148694,0.0197992211321371,0.0249042926036344,0.0122663930308607,0.0138899651849966,0.0135487968252572,0.0137282411426129,0.0102356766374774,0.0113942100139966,0.0125035278988338,0.0123648080924923,0.0122689197694706,0.0121669722664348,0.0169626882539584,0.0169582774907554,0.0169528453644628,0.016357846993364,0.0184427422318391,0.0198968413527339,0.0213657613087595,0.0214531413214648,0.0221601197849674,0.0240411644337623,0.0253053796359635,0.0242837086297502,0.0244311052366957
40,FALSE,0.0169568725312843,0.0169289340597553,0.0154435316977898,0.0161765005898652,0.0162994998795416,0.0165690794853999,0.0172684526094431,0.0175247847329146,0.0151156626144806,0.0149596729687474,0.016701633616139,0.0146011424908792,0.0157205407553911,0.0150585227351096,0.0132134816275831,0.0137388344341647,0.0130689358377102,0.0116266825563732,0.0125156163353516,0.0120544325390129,0.0147950391453847,0.012897768002011,0.0111047546747182,0.013052063388096,0.0146503912467258,0.0134613377422231,0.011358553826068,0.0134038079979062,0.0141479662679895,0.0128232491369819,0.0142156815731318,0.0118550666455544,0.0146380701483857,0.0150005608332535,0.0147497339416302,0.016193495867531,0.0149346554545186,0.0151653408428105,0.0156846706901471,0.0155419069035554,0.0169826487471979,0.0138004849655786,0.0164616199423129,0.0138997784178819,0.0115295449581249,0.015784795681735,0.0137899208539954,0.0147622652597548,0.0125407234354592,0.0169137288404384,0.0129270358960044,0.0132818644855421,0.010858295673584,0.012045067755983,0.0121035810418139,0.0111736299072688,0.0102267091109006,0.0110699718549636,0.0122006960427961,0.013439146554364,0.0140176070128721,0.0153471343044116,0.0151476419205807,0.0146709350912752,0.0158975999943562,0.017281741425716,0.0162497004774171,0.0153090653975783,0.0162739240490225,0.0169500187599222,0.0156891578037487,0.0149474821723933,0.0150390577645039,0.0153810315977381,0.0496968774148968,0.0510038673669315,0.0470590622911995,0.0485083815855649,0.0483622098149329,0.0503925054962513,0.0528425780070814,0.0535231240468221,0.0470081068968395,0.0460171408247891,0.0527813717224727,0.0453205997921336,0.0481873593865189,0.0528987063661242,0.0497859183609288,0.0534870019709582,0.0532742005104271,0.0436799961471666,0.0454425415133036,0.0444050784219798,0.0578162326692101,0.0479587232953008,0.0431126656123456,0.0462384822133085,0.0531124310070645,0.0494861820652755,0.039529334554249,0.0444835697673103,0.046515947061844,0.0406095706767064,0.043755768438684,0.0348821333074596,0.0415438232242975,0.0411558027638263,0.0399537220207184,0.0378985267634667,0.0338286719034742,0.0335383994144039,0.0357057744827906,0.0368325452884081,0.0350971039162386,0.0282800630396422,0.0320813558994212,0.0254802673894092,0.0207711799738623,0.0273878979844277,0.0234410240797924,0.0257232123795607,0.0219217979014886,0.0275376317125338,0.0271536866897924,0.0154650449482886,0.0153020078574212,0.0160261161378547,0.0157142691444871,0.0131749606751902,0.0122018659863892,0.0110719108590776,0.0123286378643796,0.0135827170214782,0.0140602832731066,0.0203638944417172,0.0195608103233834,0.0187336271823807,0.0202338859576471,0.025411358735148,0.0239516272402939,0.0224875768723293,0.0239192155102011,0.0260480035221062,0.0256236541819437,0.0244667317391356,0.0248170809672832,0.0264849643211089
45,FALSE,0.0199136684427541,0.0181064703377633,0.0178070213479789,0.0184586629445315,0.0177916495246423,0.017286896247738,0.017205567545066,0.0166591343797245,0.0168654233047033,0.0182521513654168,0.0188500979504835,0.0169846090253365,0.0190188196346351,0.0177213622226304,0.0151292497741887,0.0133221531921337,0.0140486710469412,0.0139804398506319,0.0124496490441554,0.0116805157171995,0.0127900453760341,0.0151936710291313,0.0150825381573914,0.011875171848783,0.0115956034504546,0.0136298056281966,0.014910728017962,0.0134352243170706,0.0119626564021285,0.0148035817671094,0.0151752635784585,0.0178056761863537,0.015105703705446,0.0134877750110159,0.0142507771970777,0.0168661001270306,0.0156252849688668,0.0174409335973221,0.0176536339042871,0.017186825202825,0.0154563826857707,0.0183438297520755,0.0170271939067383,0.0158941537947497,0.0164354065757161,0.0153986444548799,0.0153751499314647,0.0149141438861706,0.0131784218264591,0.0144121671764919,0.0120432902579108,0.0110897820618908,0.0137975012862607,0.0112282658178108,0.0132011248245357,0.0134807779965547,0.0135578203091799,0.0163204348715707,0.0165426559477936,0.0169667454884756,0.0162450642468239,0.0164294475607348,0.0169459304734171,0.0172033074274729,0.0168112227240035,0.0165702831696686,0.0163267747467031,0.0161814044599116,0.0162336801547272,0.0160339654881012,0.0165546674805192,0.0175637589563076,0.0177886821204642,0.0183137834087887,0.0583625982712683,0.0545515747377129,0.0542610164069653,0.055351889037957,0.0527895637058465,0.0525756433810866,0.0526501456568886,0.0508793077637069,0.0524496769866003,0.0561450655701117,0.0595710605199767,0.0527186601147118,0.0582974028121301,0.0622529283325365,0.057004173112672,0.0518648097449311,0.0572679924022728,0.0525227687132956,0.0452030230358767,0.0430276758987017,0.0499810938007026,0.0564957490794007,0.0585558567669627,0.0420692043842454,0.0420378321558607,0.0501054988551133,0.0518913908667432,0.0445878319311372,0.0393310445741907,0.0468810278594745,0.0467093551384845,0.0523910990070024,0.042870998571275,0.0370052969516765,0.0386021600772215,0.0394726594114379,0.0353930253175111,0.0385709100250386,0.0401880717447379,0.0407308138940267,0.0319428539897908,0.0375903211424144,0.0331835791134039,0.029136240625074,0.0296093895437934,0.0267178943542947,0.0261357018354068,0.0259878605276915,0.023036525877235,0.0234647815174159,0.0252973483641843,0.0129126432693659,0.0194440710993693,0.0149393507507301,0.0171392274555825,0.0158953465838381,0.0161763383201961,0.0163232935410211,0.0167161294552365,0.0171480013119266,0.0162945219458938,0.0218000005229875,0.0218830187221015,0.0219672669564068,0.0213967116751491,0.0243652187354717,0.0240652326676876,0.0237689608898055,0.0238600655241424,0.0246402552954639,0.02703721129738,0.0287491748616022,0.0293544430374349,0.0315349394534507
50,FALSE,0.0158592870611897,0.0166812966759601,0.0181664999023063,0.0165236469631763,0.0162143888777393,0.0160521636386561,0.0162928628971554,0.0161027971586619,0.0144772741499689,0.0168521617461287,0.0155159696396308,0.0174054764192347,0.0175562136616586,0.0181809365053168,0.0152440605638609,0.0151350027308942,0.012894906143011,0.0137916162297184,0.0142382186071947,0.0156438405302035,0.0152958789289878,0.0167337718273148,0.0142428119996474,0.0163488620824082,0.0165020120992884,0.0152591005626886,0.0126603366026065,0.0141637867681029,0.0133234231177124,0.0171850962295046,0.0146743898377347,0.0135488439059732,0.016481701271154,0.0175902331010834,0.0184229711076644,0.0209931128455072,0.0195356322333723,0.0195544419065541,0.0178059512113272,0.0157189494594215,0.0166182711438,0.0160686564177903,0.0168070219649848,0.0179016067411903,0.0152709162946027,0.0142550210400264,0.016298271516709,0.0165814914257988,0.0154558551731536,0.0138454784111434,0.0133976175921039,0.0130559821388836,0.0118665030371492,0.00991971312069673,0.0117284442522913,0.0141899583558139,0.01250152716057,0.0128770625855659,0.0126493222119791,0.0125928686359995,0.0127423555363103,0.0135842190736124,0.0148648337396611,0.0159752445343803,0.0155972424730786,0.0153593414148739,0.0160895988611792,0.0169242710428817,0.0160706777531763,0.0150034915730968,0.0141322703990078,0.0137202206426415,0.0142056270926788,0.0149412360231033,0.0464800949298586,0.0502577799739746,0.0553564085757698,0.0495493674680846,0.0481096771509159,0.0488203792552561,0.0498572106067461,0.0491801767016934,0.0450227865078592,0.0518385864379399,0.0490343747208411,0.0540249936934939,0.0538141524737778,0.0638673552893434,0.057436758616075,0.0589224598911189,0.0525647859899716,0.0518133819218351,0.0516970816934808,0.0576274298534104,0.0597734204247982,0.0622224196177013,0.0552957367458352,0.0579177825089879,0.0598251585463342,0.0560950659628016,0.0440597182350175,0.0470057312792479,0.0438049987317458,0.0544229759917403,0.0451676692683148,0.0398658728306135,0.0467761717974834,0.0482608731850261,0.0499036978798546,0.0491313336868278,0.0442504010395322,0.0432449682328557,0.040534818420039,0.0372521159368091,0.0343440648113512,0.0329280179349416,0.0327544953144088,0.0328161869025743,0.0275114891240743,0.0247336151751317,0.0277048852656379,0.0288932096809357,0.0270175907509872,0.0225421424788564,0.0281421598433161,0.0152020336332807,0.016722819876449,0.0131983047125261,0.0152272231655994,0.0167315496281844,0.0149160357828001,0.0128793181177079,0.0127819685232977,0.0127273983120519,0.0127811493247485,0.0180247072711605,0.019195607791275,0.0203991274852291,0.0198516018497182,0.0225846299290296,0.0237156417070203,0.0248601620151902,0.0236204865781163,0.0230566707255791,0.0230809336001051,0.0224578931751627,0.0234417742966672,0.0257276698556
55,FALSE,0.0166014674903733,0.020472973227389,0.019426209532534,0.018791740684519,0.0182075064307458,0.0177890473630489,0.0178095221251429,0.0173517506270592,0.0184652111301914,0.0201754580813811,0.0152649206400825,0.0162844038877135,0.0164073292457094,0.0147661471916336,0.0162266159274315,0.012525197067557,0.0139959445637348,0.0169321013249424,0.0142330642852125,0.0144024364143859,0.0148289754480198,0.0136330446111294,0.0131502387686383,0.014979435017521,0.00972179183955507,0.014160799190693,0.0137743591212726,0.0127849289007668,0.0125638986163678,0.0150186444551856,0.0153816397037805,0.0147933275139633,0.0165140005256619,0.018280900175386,0.0164132892846677,0.0148710097792684,0.0183113012924083,0.0200211507703463,0.0175439214723958,0.0148664750412851,0.0158753490397354,0.020003450688921,0.0192793335140391,0.0154304548973208,0.0157220084093694,0.0175538746095795,0.014104557655358,0.0140834433833454,0.0128234109372932,0.0157919773915714,0.0123410808840205,0.0109036182917916,0.0110436082681193,0.0121161657121999,0.0107116953927995,0.0109401358997435,0.0132706545486076,0.0187583986465707,0.0153551232203912,0.0122928820041048,0.0137095136793941,0.0158389137162573,0.0164833168289612,0.0168854833905936,0.0166582947039068,0.0165823452299131,0.0170663155810597,0.0176587320695702,0.0158654068803795,0.0138988785663123,0.0139942140206282,0.0145134735784963,0.0139675569056688,0.0136325586311721,0.0486552631243957,0.0616814270414603,0.0591949576277454,0.0563506873886394,0.0540234518063772,0.0541028647853025,0.0544982855992593,0.0529946538799598,0.0574248473797768,0.0620613096071766,0.0482409966076421,0.050545287939594,0.0502925365760595,0.0518716276615902,0.061138842782424,0.0487621598068841,0.057053058204613,0.0636117927062102,0.0516783670345803,0.0530544524911129,0.0579488493625355,0.0506927566130591,0.0510539731278837,0.0530664247504926,0.0352446559035622,0.0520575220947325,0.0479366703114568,0.0424296794475273,0.041307819926856,0.0475621035633044,0.0473445794085561,0.0435276188511759,0.0468678392444862,0.0501557995282101,0.0444599204379119,0.0348034400187429,0.041477153954638,0.0442771025215834,0.0399383140400046,0.035231848873825,0.032808708656009,0.0409912295041832,0.0375726788818468,0.0282862147081527,0.0283241591413767,0.0304573930972641,0.0239758646285684,0.0245403668617814,0.0224159494802533,0.0257112823271725,0.0259228678897423,0.0126958791941519,0.0155631588578086,0.0161207128745921,0.0139071621708238,0.012899645098017,0.0158337101992252,0.0187616843470788,0.0155161437415618,0.0124242069215295,0.0137512519570426,0.0210164295556217,0.0212856255569042,0.0215614307244656,0.0212020704639308,0.0243829549885731,0.0251552962302808,0.025939016169148,0.0233187819474689,0.0213591526343708,0.0228554588524188,0.0237563263533396,0.0230489167653351,0.0234742271126413
