age,male,_2015_1,_2015_2,_2015_3,_2015_4,_2016_1,_2016_2,_2016_3,_2016_4,_2017_1,_2017_2,_2017_3,_2017_4,_2018_1,_2018_2,_2018_3,_2018_4,_2019_1,_2019_2,_2019_3,_2019_4,_2020_1,_2020_2,_2020_3,_2020_4,_2021_1,_2021_2,_2021_3,_2021_4,_2022_1,_2022_2,_2022_3,_2022_4,_2023_1,_2023_2,_2023_3,_2023_4,_2024_1,_2024_2,_2024_3,_2024_4,_2025_1,_2025_2,_2025_3,_2025_4,_2026_1,_2026_2,_2026_3,_2026_4,_2027_1,_2027_2,_2027_3,_2027_4,_2028_1,_2028_2,_2028_3,_2028_4,_2029_1,_2029_2,_2029_3,_2029_4,_2030_1,_2030_2,_2030_3,_2030_4,_2031_1,_2031_2,_2031_3,_2031_4,_2032_1,_2032_2,_2032_3,_2032_4,_2033_1,_2033_2,_2033_3,_2033_4,_2034_1,_2034_2,_2034_3,_2034_4,_2035_1,_2035_2,_2035_3,_2035_4,_2036_1,_2036_2,_2036_3,_2036_4,_2037_1,_2037_2,_2037_3,_2037_4,_2038_1,_2038_2,_2038_3,_2038_4,_2039_1,_2039_2,_2039_3,_2039_4,_2040_1,_2040_2,_2040_3,_2040_4
31,False,192844,192844,192844,224839,224839,224839,224839,180345,180345,180345,180345,200808,200808,200808,200808,195270,195270,195270,195270,232733,232733,232733,232733,199069,199069,199069,199069,226701,226701,225841,225841,214751,214751,214751,214751,247481,247088,247088,247088,235756,235756,235756,235756,208780,208780,208780,208780,219734,219734,219734,219734,229393,229393,229393,229393,212380,212380,212380,212380,221084,221084,221084,221084,194952,194952,194952,194952,202934,202934,202934,202934,212003,212003,212003,212003,231880,231880,231880,231880,219324,219324,219324,219324,215212,215212,215212,215212,226652,226652,226652,226652,189292,189292,189292,189292,195899,195899,195899,195899,216052,216052,216052,216052,219642
32,False,213001,213001,213001,192844,192844,192844,192844,224720,224720,224720,224720,180345,180345,180345,180345,200808,200808,200808,200808,195270,195270,195270,195270,232733,232733,232733,232733,199069,197446,197446,197446,225841,225841,225841,225841,214751,214751,214751,214751,247088,246927,246927,246927,235756,235756,235756,235514,208780,208780,208780,208780,219734,219734,219734,219734,229393,229393,229393,229393,212380,212380,212380,212380,221084,221084,221084,221084,194952,194952,194952,194952,202934,202934,202934,202934,212003,212003,212003,212003,231880,231880,231880,231880,219324,219324,219324,218729,215212,215212,215212,215212,226652,226652,226652,226652,189292,189292,189292,189292,195899,195899,195899,195899,216052
33,False,192125,192125,192125,213001,213001,213001,212873,192844,192844,192650,192650,224720,224720,224720,224720,180345,180345,180345,180345,200808,200808,200808,200808,195270,195270,195270,195270,232733,232733,232733,232733,197446,197446,197446,197446,225841,225841,225841,225841,214751,214751,214751,214751,246927,246927,246927,246927,235514,235514,235514,235514,208410,208410,208410,208410,219734,219734,219734,219734,229393,229393,229219,229219,212380,212380,212380,212380,221084,221084,221084,221084,194952,194952,194952,194952,202934,202934,202934,202202,212003,212003,212003,212003,231880,231880,231880,231880,218729,218729,218729,218729,215212,215212,215212,215106,226652,226652,226208,226208,189292,189292,189292,189292,195899
34,False,224743,224743,224743,192125,192125,192125,192125,212634,212634,212634,212634,192650,192650,192650,192650,224720,224720,222885,222885,180345,180345,180345,180345,200808,200808,200808,200808,195270,195270,195270,195070,232733,232733,232733,232733,197446,197446,197446,197446,225841,225841,225841,225841,214751,214751,214751,214573,246927,246927,246927,246927,235514,235279,235279,235279,208410,208410,208410,207813,219734,219734,219734,219734,229219,229219,229219,229219,212380,212380,212380,212380,221084,221084,221084,221084,194952,194952,194952,194952,202202,202202,202202,202202,212003,212003,212003,212003,231880,231880,231880,231880,218729,218729,218729,218729,214761,214761,214761,214761,226208,226208,226208,226208,189292
35,False,225729,225729,225729,224743,224743,224743,224516,192125,192125,192125,192125,212634,212634,212634,212634,192650,191593,191180,191180,222885,222885,222885,222885,180345,180345,180345,180345,200808,200808,200808,200808,194811,194811,194811,194811,232733,232733,232733,232733,197446,197446,197446,197446,225841,225841,225841,225841,214573,214573,214573,214573,246927,246927,246927,246927,235279,235279,235279,235279,207813,207813,207813,207813,219734,219734,219345,219345,229219,229219,229219,229219,212380,212380,212380,212380,221084,221084,221084,221084,194952,194952,194952,194952,202202,202202,202202,202202,212003,212003,212003,212003,231880,231880,231880,231880,218729,218729,218729,218509,214761,214761,214761,214761,226208
36,False,232294,232294,232294,225729,225729,225729,225729,224516,224516,224516,224516,192125,192125,192125,192125,212634,212634,212634,212634,191180,191180,191180,191180,222730,222730,222730,222730,180345,180345,180345,180345,200808,200808,200808,200808,194811,194811,194811,194811,232733,232733,232733,232733,197446,197446,197446,197446,225841,225841,225841,225841,214573,214573,214573,214573,246927,246927,246927,246927,235279,235279,235279,235279,207813,207813,207813,207813,219345,219345,219345,219345,229219,229219,229219,229219,212380,212380,212380,212380,221084,221084,221084,221084,194952,194195,194195,194041,202202,202202,202202,202202,212003,212003,212003,212003,231880,231880,231570,231570,218509,218509,218509,218509,214761
37,False,202220,202220,202220,232294,232294,232294,232294,225729,225729,225729,225729,223883,223883,223883,223883,192125,192125,192125,192125,212634,212634,212634,212634,191180,191180,191180,191180,222730,222730,222730,222730,180345,180345,180345,180345,200808,200808,200808,200808,194811,194811,194811,194811,232733,232733,232733,232733,197288,197288,197288,197288,225841,225841,225841,225841,214573,214573,214573,214573,246927,246927,246927,246927,235279,235279,235279,235279,207813,207813,207813,207813,219345,219345,219345,219345,228672,228672,228672,228672,212380,212380,212380,212380,221084,221084,221084,221084,194041,194041,194041,194041,202202,202202,202001,202001,212003,212003,212003,212003,231570,230156,230156,230156,218509
38,False,174592,174592,174592,202220,202220,202220,202220,232294,231398,231398,231398,225729,225042,224924,224924,223883,223883,223883,223883,192125,192125,192125,192125,212412,211990,211990,211990,190695,190695,190695,190695,222730,222730,222730,222730,180345,180345,180345,180345,200646,200646,200646,200646,194811,194811,194811,194811,232733,232733,232733,232733,196533,196533,196533,196533,225841,225841,225841,225841,214573,214573,214573,214573,246927,246927,246927,246752,235279,235279,235279,235279,207813,207813,207813,207813,219345,219345,219345,219345,228672,228672,228672,228672,212380,212380,212380,212380,221084,221084,221084,221084,194041,194041,194041,194041,201701,201701,201701,201701,212003,212003,212003,212003,230156
39,False,187132,187132,187016,174592,174592,174592,174349,202220,202220,202220,202220,231398,231398,231398,230803,224924,224924,224924,224924,223883,223883,223883,223883,192125,192125,192125,192125,211990,211990,211990,211990,190695,190528,190528,190104,222730,222730,222730,222730,180345,180345,180345,180345,200525,200525,200525,200525,194811,194811,194811,194811,232733,232565,232565,232565,196533,196533,196533,196533,225841,225841,225841,225841,214573,212707,212707,212707,246752,246211,246211,246027,235279,235279,235279,235279,207813,207813,207813,207708,219345,219345,219345,219345,228672,228672,228672,228672,212380,212380,212380,212380,221084,221084,221084,221084,194041,194041,194041,194041,201701,201616,201616,201616,212003
40,False,215329,215329,215329,187016,187016,187016,187016,174349,174349,174349,174349,202220,202220,201224,201224,230612,230412,230412,229754,224701,224701,224701,224701,223883,223883,223497,223497,192125,192125,192125,192125,211990,211237,211237,211237,190104,190104,190104,190104,222730,222730,222730,222730,180345,180345,180345,180345,200525,200353,200353,200353,194811,194811,194811,194811,232138,232138,231873,231873,196533,196533,196533,196533,225841,225214,225214,225214,212707,212707,212142,211939,246027,246027,246027,245821,235035,235035,235035,235035,207708,207708,207708,207708,219345,219345,219345,219143,228672,228672,228672,228672,212380,212380,212152,212152,221084,221084,221084,221084,194041,194041,194041,194041,201616
41,False,173464,173464,173464,215329,215329,215329,215080,186966,186966,186733,186584,174349,174349,174349,174306,201224,201224,201224,201224,229754,229194,229194,229194,224701,224701,224701,224701,223497,223497,223497,223497,192125,192125,192125,192125,211237,211237,211237,211237,190104,190104,190104,190104,222730,222730,222730,222730,180345,180345,180345,180345,200353,198353,198353,198353,194656,194656,194656,194656,231873,231873,231772,231772,196533,196533,196533,196533,225214,225214,225214,225214,211354,211269,211269,211269,245821,245821,245310,245310,235035,235035,235035,234818,207708,207708,207708,207708,219143,219143,219143,219143,228672,228672,228672,228672,212152,211612,211612,211612,221084,221084,221084,221084,194041
42,False,193041,193041,193041,173464,172919,172919,172919,215080,215080,215080,215080,186584,186584,186584,186584,174306,174306,174306,174306,201224,201224,201224,201224,229194,228728,228728,228728,224701,224701,223422,223422,223497,223350,223350,223350,191350,191350,191239,191239,211237,211237,211237,211237,190104,190104,189390,189390,222730,222730,222730,222730,180345,180345,180345,180142,198353,198353,198353,198353,194656,194656,194656,194656,231772,228948,228948,228948,195720,195720,195720,195500,225075,225075,225075,225075,211269,211269,211067,209869,245310,245310,245310,245310,234818,234818,234818,234818,207708,207708,207708,207708,219143,219143,219143,219143,228672,228672,228672,228672,211612,211612,211327,211327,221084
43,False,168033,167742,167742,193041,193041,193041,193041,172919,172919,172919,172919,215080,215080,215080,212981,185601,185601,185601,185601,173810,173810,173810,173810,201224,201224,201224,201224,228728,228728,228001,228001,223422,223422,223422,223422,223243,223243,223243,223243,191239,191239,191239,191239,211237,211237,211237,211237,189390,188601,188601,188601,222730,222730,222597,222597,180142,180142,180142,180142,198353,198353,198353,198353,194656,194656,194656,194656,228948,228948,228948,228948,195500,195500,195394,195394,225075,225075,225075,225075,209869,209869,209869,209869,245310,245310,245310,245310,234818,234818,234818,234818,207708,207708,207708,207708,219143,219143,219143,219143,228672,228672,228313,228313,211327
44,False,164095,164095,164095,167742,167742,167742,167742,193041,193041,193041,193041,172919,172919,172734,172734,212913,212913,212714,212714,185601,185601,185601,185601,173810,173810,173810,173810,201008,201008,201008,201008,227367,227367,227167,227167,223368,223368,223368,223368,223243,223243,223243,223243,191239,191239,191239,191138,211237,211237,211237,211237,188601,188601,188601,188601,222597,222597,222597,222597,180142,180142,180142,180142,198353,198353,198353,197820,194656,194608,194608,194608,228948,228948,228948,228948,195394,195083,194946,194946,225075,225075,225075,225075,209869,209869,209869,209869,245310,245310,245310,245310,234818,234640,234640,234640,207708,207708,207708,207708,219143,218851,218851,218851,228313
45,False,138431,138431,138431,163935,163935,163935,163935,167742,167742,167742,167742,193041,192940,192940,192940,172734,172734,172734,172734,212374,212145,212145,212145,185601,185429,185429,185429,173595,173595,173442,173017,200579,200579,200579,200579,227167,227167,227167,226960,223368,223368,223368,223216,223243,223243,223243,223243,191138,191138,191138,191138,211237,211237,211237,211237,188601,188601,188601,188601,222469,222328,222180,222180,180142,179926,179804,179804,197315,197315,197315,197315,194608,193816,193816,193816,228758,228758,228758,228513,194749,194749,194749,194452,225075,225075,224978,224978,209671,209671,209671,208521,245244,245244,245244,245244,234640,234640,234288,234288,207708,207708,207481,207481,218753
46,False,161985,161985,161985,138431,138339,138054,138054,163935,163935,163935,163935,167742,167742,167742,167742,192940,192940,192940,192940,172734,172734,172734,172734,211832,211832,211769,211545,185429,185319,185319,184740,173017,172816,172816,172816,199566,199566,199566,199436,226960,226824,226824,226824,223061,223061,221517,221517,223156,223156,223045,223045,191138,191138,191138,191138,211237,211237,211237,211237,188601,188601,188601,188601,222046,222046,222046,222046,179804,179804,179804,179804,197315,197315,197315,197315,193816,193816,193816,193816,228513,228513,228513,228513,194452,194452,194452,194360,223544,222290,222290,222197,208336,208336,208336,208336,245244,245244,245244,245244,234059,234059,234059,234059,207481
47,False,159621,159621,159621,161985,161679,161579,161579,138054,138054,138054,138054,163935,163935,163935,163822,167134,167134,167134,167134,192940,192940,192813,192813,172734,172734,172561,172561,211545,211545,211545,211545,184740,184270,184270,184114,172816,170009,170009,170009,199436,198414,197803,196147,226824,226263,226263,226263,221517,221052,219835,219835,223045,223045,223045,223045,191138,190896,190369,190369,211237,211237,211237,211237,188601,188601,188601,188601,222046,222046,222046,220639,179804,179804,179535,179011,197315,197315,197315,197315,193253,193253,193253,193253,227406,227406,227303,227182,194360,194360,194360,194360,222197,222197,222197,222197,208336,208206,208206,208206,245244,244968,244649,244649,234059
48,False,147440,147440,147374,159621,159621,159621,159621,161579,161579,161579,161579,138054,138054,137440,137440,163822,163822,163822,163534,167134,166912,166912,165328,192813,192813,192813,192813,172561,172561,172561,172329,211545,211545,211343,211024,182165,182165,181973,181973,169347,169227,169227,169227,196147,196147,196147,196147,226263,226263,226263,226098,219262,219262,219262,219262,222950,222950,222950,222950,189442,187769,187769,187769,211237,211237,209617,209617,187264,187264,187264,187264,220639,220382,218651,218651,179011,179011,179011,179011,197045,197045,197045,197045,193253,193253,193253,193253,227182,227182,227182,227182,194360,194360,194056,193979,222197,222197,222197,222197,208206,207892,207892,207892,244649
49,False,129281,129281,129281,147374,147374,147099,147099,159621,159480,159480,158337,160995,160995,160995,160995,137440,137440,137440,137440,163534,161949,161949,161949,165328,165328,164908,164908,192813,192198,192198,192198,172329,172329,172329,172329,211024,211024,211024,211024,181973,181843,181843,181843,169227,169227,169227,169227,195719,195719,195719,195719,225965,225965,225799,225799,219262,219262,219123,219123,222950,222950,222950,222866,187546,186957,186438,186438,209617,209617,209617,209617,187264,187264,187139,187139,218651,218651,218651,218651,179011,179011,179011,179011,197045,197045,197045,197045,193032,193032,193032,193032,227182,227182,227182,227182,193979,193979,193979,193979,222197,221790,221790,221527,207810
50,False,144749,144144,144144,129046,128815,128208,128208,147099,146781,146781,146781,158337,158337,158337,158337,160995,160687,160574,160574,137440,137440,137230,137166,161949,161736,161736,161736,164908,164066,163865,163251,192042,192042,191863,191763,172329,172215,172063,172063,210601,210601,210601,208989,181843,181843,181843,181843,168995,168995,168995,168995,195719,195603,195264,195264,225607,225607,225607,225477,219123,219123,219123,218426,222866,222772,222772,222772,186438,186438,186438,186224,209617,208922,208296,207599,187139,187139,187139,187139,216553,216553,216553,216553,179011,179011,179011,179011,196928,196928,196928,196928,193032,193032,193032,193032,227182,226732,226732,226601,193909,193909,193909,193751,219855
51,False,148802,148802,148802,144144,143479,143479,143479,128208,128208,128208,128208,146781,146781,146781,146714,157795,157795,157795,157795,160574,160574,160574,160574,137166,137166,137166,137166,161736,161736,161736,161736,163251,161969,161952,161952,191048,191048,190380,190249,172063,172063,171912,171912,208989,208989,208639,206887,181648,181648,181648,181648,168995,168889,168889,168637,193541,193541,193541,193541,223832,223832,223832,223466,218203,218136,218136,218039,222772,222772,222772,222772,186224,185982,185982,185982,207599,207599,207599,207599,187139,187028,187028,187028,216553,216553,216553,216360,179011,179011,179011,179011,196739,196739,196739,196739,192264,192264,192264,192264,226601,226232,226085,225910,193643
52,False,140711,140711,140711,148802,148802,148802,148802,143479,143479,142412,142412,128208,127992,127992,127992,145296,144802,144438,144438,157274,157274,157154,157154,160429,160429,160429,160302,137166,137166,137166,136825,161736,161736,161567,161482,159532,159532,159532,159532,190249,190249,190249,189826,171593,171593,171593,171593,206737,206737,204862,204862,181648,181648,181648,181346,168637,168637,168637,168637,193347,193191,193191,193191,223466,223193,222893,222893,218039,217757,217757,217757,222606,221996,221931,219932,185843,185843,185843,185642,207599,207599,207599,207599,187028,186928,186839,186839,216360,216360,216360,216360,179011,179011,179011,179011,196739,196582,196582,196582,192264,192264,192264,192264,225910
53,False,125604,125604,125604,140711,140711,140452,140452,148802,148802,148802,148728,142307,142307,142307,142307,127849,127849,127849,127849,144438,144438,144438,144438,157154,157154,157154,156864,160302,160198,160198,160198,136825,136825,136825,136825,161167,161167,161167,161167,159532,159532,159532,159532,189826,189826,189826,189826,171593,171514,171311,171311,204624,204387,204387,204387,180875,180761,180661,180661,167422,167422,167422,167422,193191,193191,193191,193191,222893,222893,222893,222649,217599,217599,217451,216818,219932,219889,219834,219834,185642,185642,185642,185642,207342,206675,206675,206675,186839,186839,186839,186839,216230,215482,215482,215482,179011,179011,179011,178621,196582,196582,196582,196582,192116
54,False,127625,127625,127625,124891,124891,124891,124419,140452,139924,139924,139745,148007,148007,147886,147886,142307,142307,142307,142307,127849,127849,127849,127849,144438,143973,143973,143973,156864,156864,156864,156782,160103,159918,159918,159918,136825,136825,136825,136825,161167,161080,161080,161080,159325,159325,159236,157623,189770,188640,188430,188430,171311,171096,171096,171096,203812,203812,203812,203812,180661,180661,180363,180208,167422,167304,167304,167304,193191,193103,193103,193103,222649,222649,222355,221209,216818,216818,216818,216818,219648,219434,219434,219434,185642,185483,185483,185483,206574,206399,206399,206399,186839,186839,186839,186780,215482,215399,215399,215399,178517,177693,177693,177136,196582
55,False,152012,151423,150828,127625,127625,127625,127556,124419,123797,123678,123214,139242,139009,137949,137283,147751,147751,147751,147751,142094,141771,141771,141154,127849,127849,127849,127849,143973,143973,143973,143272,155979,155979,155770,155770,159918,159918,159606,159606,136418,136338,136338,136338,160910,160910,160910,160910,157623,157623,157623,157623,188246,188246,188246,188246,171096,171096,171096,171096,203686,203686,203686,203686,180208,180079,179906,179706,167170,167170,167170,167170,193103,193103,193103,192867,221209,221209,221073,220731,216818,216328,215967,215758,219317,219317,219317,219086,185208,184957,184957,184957,206399,206399,206096,205862,185350,185260,185260,185260,215182,214399,214399,214399,177136
56,False,135887,135887,135887,150828,150828,150828,150828,127556,127556,127556,126903,123004,123004,122762,122567,137283,137117,137117,137013,147719,147602,147602,147395,141154,139747,139483,139483,127396,127396,127367,127367,143272,143272,143272,143272,155770,155770,155770,155770,159484,159484,159484,159484,136175,136175,136175,134819,160910,160681,160468,160468,157623,157623,157623,157067,188053,187993,187664,187381,171096,171028,170844,170538,203686,203686,203686,203686,179497,178119,178119,177982,167170,167021,167021,167021,192031,191528,191528,191416,220481,219069,219069,219012,215445,214596,214596,214385,218711,218585,218585,216962,184957,184957,184835,184835,204507,204254,204254,203026,185260,185260,184255,184255,214193
57,False,139309,139134,138918,135645,135645,135355,135355,150828,150828,149237,149151,126903,126841,126416,126416,122567,122567,122567,122567,136821,136368,135231,134199,147395,147395,147395,147395,138905,138696,138696,138452,127367,127367,127367,127367,143272,143272,143145,143145,154905,154817,154817,154719,159484,159484,159123,159123,134620,134620,134287,134287,160291,160291,159847,159847,156814,156643,156643,156099,187381,187381,187381,187381,170294,170294,170294,170294,203651,203651,203651,203651,177927,177927,177741,177741,167021,167021,167021,167021,191416,191416,191416,189773,217524,217524,217524,215583,214288,214288,213941,213941,216962,216962,216485,216001,184835,184835,184835,184006,202245,202245,202245,202189,183404
58,False,125800,125800,125800,138918,138918,138659,137287,135355,135208,135059,135059,149151,149151,149151,148765,125943,125772,125772,125772,122422,122422,122422,122165,133987,133987,133764,133764,147290,147185,147110,147110,138452,138452,138362,138362,127367,127234,127234,127234,143145,143145,141667,141667,153956,153956,152797,152797,159123,159018,159018,158817,134091,132315,131118,131118,159847,159847,159752,159544,156099,155887,155222,155222,187381,187179,187179,187179,170238,170238,170043,170043,203651,203522,203314,203314,177617,177617,177617,175730,166895,166699,166061,165848,189773,189773,189773,189773,215414,215414,215414,215143,212729,212729,212426,212426,216001,216001,216001,216001,183909,183779,183779,183779,202189
59,False,126142,126142,126142,125800,124159,124159,124159,137287,136586,136319,136319,135059,134613,134613,134613,148683,148683,148254,148254,125665,125665,125665,125665,122165,122165,122165,122165,133764,133764,133764,133764,147110,146641,146641,146641,138362,138362,138362,136942,127234,127234,127234,127234,141667,141505,141110,141110,152797,152561,152561,152561,158817,158817,158467,157959,129713,129666,129545,129545,159544,159349,159349,159349,155222,155222,155222,155222,187179,187179,186980,186770,170043,169587,169462,169462,202586,202365,202243,200380,175730,175622,174701,174547,165848,165848,165848,164498,189773,189773,189773,189773,215143,215143,214453,214453,212275,211529,211529,211529,215134,215134,215134,214998,183779
60,False,133629,133456,133268,125080,124401,124233,124233,123975,123900,123513,122129,136178,136178,136178,136178,134613,134613,134383,134383,147801,147120,147120,146855,125285,125285,125285,125285,121927,121927,120668,120668,133764,133764,133764,133663,146610,146610,146434,146164,136732,136732,136732,136509,127234,127234,127234,127234,141110,141110,141110,140611,152419,152419,152419,152419,157862,157701,156929,156929,129331,129038,128300,128300,159204,159123,158555,158253,155222,155222,155222,155222,186569,186569,186354,186018,169462,169331,169056,169056,200277,200277,200207,197579,174293,174293,173495,173495,164498,164238,164163,164163,189773,189773,189653,189653,214010,214010,213942,212956,211529,211529,211399,209744,214998
61,False,129681,129269,129269,133268,133149,133149,133149,124233,124167,124123,123895,121435,121435,121435,119943,136178,136178,136178,134251,134383,134306,134306,134099,146855,146744,146744,146561,125068,125068,125068,124939,120543,120543,120334,119605,133240,133160,133034,133034,146164,146164,145621,145621,136380,136231,136231,136231,125370,125131,125131,124970,140611,140047,139507,139507,152297,151682,151682,151178,156702,156702,155480,153837,128249,128117,128117,128027,156697,156697,156697,156697,155222,155117,155117,155117,186018,184716,184716,184564,168983,168983,168983,167967,197579,197579,197327,197327,173307,173307,173151,173151,164163,164021,163892,163770,189561,189561,189292,189292,212405,210977,210220,210220,209744
62,False,133557,133557,132181,129269,129269,129269,129099,133040,133040,132831,132557,122089,122089,121579,121579,119884,119836,119836,119836,134036,133815,133752,133752,134029,133903,133903,133499,146484,146484,146394,145671,124939,124831,124831,124831,119605,119605,119456,117548,132833,131111,131025,130942,145411,145411,144495,144135,136231,136231,136002,136002,124408,124408,124322,124322,139450,139450,137532,137532,150950,150950,150820,150551,151712,150959,150959,150959,127904,127904,127904,127904,153891,153442,153351,153056,154722,154722,154574,153975,184344,182378,182378,182199,167967,167427,167427,167427,197327,197174,197174,194895,173151,172974,172974,171787,163770,163714,163527,163527,188844,188844,188630,188630,210123
63,False,129939,129749,129704,131896,131896,131524,131121,129099,128906,128717,128717,131039,131039,130821,130628,121579,121470,120957,120827,119836,119793,119525,119371,133218,131973,131645,131504,133345,133191,133191,131678,145116,144352,143766,143766,124831,124551,124431,124322,117548,117548,117445,117045,130772,130772,130647,130647,143194,143194,143194,141685,136002,135846,135572,135466,124322,124322,124322,124322,137473,137234,137234,136974,150551,150395,150395,150085,150737,150056,149935,149935,127801,127586,127483,127483,153056,153056,152426,152255,153674,153501,153182,153023,182199,182199,180533,180533,167215,167215,167057,166799,194895,194679,194679,194679,171725,171725,171725,171313,163527,163132,163132,162949,188414
64,False,135033,134282,134282,129704,129435,129435,129435,131080,131080,130527,130329,128717,128441,128441,128287,130351,128801,128801,128469,119570,119570,119118,119118,118640,118537,116407,116407,129859,128057,128057,128057,131551,131551,131321,131217,143766,143766,142605,142470,124141,124011,123914,123914,116928,116741,116741,116741,129503,129503,129503,129387,141685,140991,140991,139839,135362,135362,135362,134196,124322,124322,124322,124322,136974,136974,136787,136673,149900,149900,149709,147858,149755,149755,149630,149417,127221,126643,126643,126409,152255,151043,151043,151043,153023,153023,152316,152316,179599,179599,179412,179412,166401,166098,165979,165979,194416,193078,192566,192566,171313,170578,168559,168038,162949
65,False,99904,98568,98434,134177,132800,132676,132509,129033,128077,128077,127893,130329,128773,128624,128022,127950,127950,127800,127563,128364,128230,128043,127910,118917,117984,117184,117184,116122,115614,115362,114648,127819,127713,127537,127438,131122,130961,130961,130961,142188,141987,141705,140905,123914,123914,123806,123540,116543,116543,116341,116231,129055,129055,128690,128690,139635,138169,137553,137326,134094,133693,133460,133221,123013,122584,122509,122209,136673,136472,136440,136440,147353,147250,147166,147000,149071,148856,148486,148219,126282,126171,126035,125850,151043,151043,150701,150609,152209,150540,150281,150088,179330,179175,179043,178878,165849,165849,165849,165849,192274,191445,190560,189927,167266
66,False,100428,100309,100058,97728,97620,97579,97579,131655,131350,131049,130230,127526,127291,127291,127095,127914,127914,127914,127914,126971,126971,126844,126382,127765,127655,127540,127467,117067,116181,115928,115928,114009,113908,112421,112272,125283,125047,124950,124170,130879,130297,129289,129289,140700,140700,140168,137344,123540,123183,122964,122840,116231,115417,115293,115293,128434,128346,128183,127475,136831,136400,136400,136400,133104,132982,132937,132849,120892,118841,118841,117112,136440,136440,136440,136321,146655,146431,144620,144389,146387,145840,145596,145467,125539,125172,123376,123376,150417,150417,150417,148876,150088,149457,149215,149215,178763,178621,178425,176451,165672,165562,165444,165355,189863
67,False,98106,97090,97090,99843,99675,99492,99376,97144,95807,95625,95625,130061,129964,128814,128071,125591,125417,124982,124982,127424,127359,127081,127081,126066,126066,125039,124934,127278,127207,127038,127038,114403,114403,114149,113851,112033,111282,111013,110852,122549,122441,122441,122359,129168,129024,129024,128801,137107,136835,136217,136106,121712,121590,121081,119463,115193,115193,115088,114845,127371,127211,127049,126419,136180,136180,136180,135866,132849,131716,131576,131505,115080,114489,114489,114184,136037,134640,134535,133863,144267,144077,143857,143619,145467,145340,144020,143906,123255,123143,121636,120233,148876,148793,148647,148004,149013,149013,149013,147233,176304,176039,175716,175643,165222
68,False,82163,81978,81978,96958,96677,96311,96126,99111,99014,99014,99014,95511,95511,95511,95511,128021,127779,127569,126652,124738,124507,123153,122868,127081,126780,125304,124770,124719,124511,124511,124206,126537,126398,126300,125765,113794,113510,113189,112900,110745,109713,109055,108944,122359,122175,122088,122088,128648,128648,128648,128304,135784,135784,133579,133430,119463,119327,119300,119124,114582,114432,112892,112540,126276,126176,124452,123030,135866,135808,135591,135477,131276,131200,131088,130836,114184,114017,113947,112818,133863,133571,133312,133249,143619,143206,143098,142919,143779,143779,143111,142513,117885,117707,117707,117707,147839,147604,147417,147417,147116,147011,146908,146718,175495
69,False,83032,82686,82686,81562,81562,81447,81447,95907,95802,95802,93969,99014,99014,98713,98516,93997,93877,93674,93561,126334,126241,124427,124184,121619,120701,120154,119791,124770,124545,122816,122705,122771,122691,122691,122691,125626,124951,124334,123050,112237,112237,112142,111915,108823,108539,108423,107977,121852,121573,121481,121481,127734,127418,127418,126729,133228,132821,132341,132167,118908,118507,118507,118507,112540,112339,112095,112014,122815,120009,119791,119195,135477,134096,133440,133088,130719,130532,129051,128749,112698,112634,112115,112115,131582,131367,131367,131228,142919,142051,142051,142051,142301,142301,142059,141564,117607,117288,117072,116867,147417,147383,147383,147383,146718
70,False,110540,110367,110136,81952,81553,80028,78547,81004,80439,79774,79569,93794,93673,93499,93374,97863,97215,97175,96885,93348,93061,92942,92835,123736,123515,120718,120635,119640,119535,118954,118461,120722,119386,118985,118690,120770,119012,118055,117817,122820,121198,121104,120560,111638,111518,111159,110828,107778,107635,107312,107047,121453,119654,119300,117445,126543,126233,125393,123603,131878,131290,131012,130775,118378,118284,115069,114704,111800,111733,111519,111256,118982,117548,117219,117138,132555,132184,132069,131976,128584,128310,128143,127024,112037,110103,108236,108220,129291,128525,128299,126828,141942,141742,141645,140964,141347,141122,140878,140561,116677,116009,114603,114481,147269
71,False,75359,75277,75085,110059,109202,108995,107763,78461,78283,77047,76590,79391,78815,78253,78092,93216,92808,92418,91736,96660,96549,96533,96242,92242,91579,91381,91279,120508,120395,120311,120222,118060,117945,117720,117650,118229,117982,116784,116579,117574,117417,117379,117252,119394,118863,118479,117809,109154,108945,108515,108323,106945,106606,106371,106256,117265,114238,113468,112503,123204,122803,120626,118733,129535,129279,129220,129003,114186,113357,113151,112588,111187,111084,110654,110440,116847,115046,114778,114544,131357,130662,130458,129926,126783,126519,126232,125056,108130,107633,107515,106792,126650,126249,126132,125689,140832,140376,139662,139477,139409,139330,138966,138515,114203
72,False,66828,66738,65922,74426,74253,72441,72329,107654,107018,106647,105030,76309,76309,76265,76044,77736,77423,77423,77286,91620,91452,91152,90278,95782,95537,94226,93866,91116,90939,90754,89273,120158,119962,119847,119722,117419,117017,116705,115093,116337,114773,114572,114473,116600,116187,115396,115220,117694,117324,116451,116402,108119,107662,107432,107215,106109,105598,104896,104682,112330,111790,111200,109842,118191,117683,117298,116770,128926,127539,127289,124333,112467,112217,112122,111915,110149,109951,109754,109472,113015,112949,112787,112275,129830,129745,129416,128287,124875,124677,124556,123941,105099,104915,104827,104117,125570,125389,125135,124634,139251,138184,138070,137905,138347
