period,Contributory_pensioners_share,Moratorium_pensioners_share,universal_pensioners_share,retirement_coverage_for_legal_age,retirement_coverage_65+,All_coverage_legal_age,All_coverage_65+,Contributory_retirement_coverage_legal_age,Contributory_retirement_coverage_65+,survivors_benefit_coverage_legal_age,survivors_benefit_coverage_65+,Moratorium_benefit_coverage_legal_age,Moratorium_benefit_coverage_65+,PUAM_coverage_legal_age,PUAM_coverage_65+,Mean_Contributory_retirement_pension,Mean_survivors_benefit,Mean_moratorium_pension,Mean_universal_pension,Mean_retirement_pension,Mean_pension_benefit,Median_pension_benefit,Median_pension_to_labour_income_ratio,Mean_pension_to_labour_income_ratio,Mean_family_benefit,Mean_child_benefits,Mean_Contributory_child_benefits,Mean_AUH_benefits,Child_benefit_coverage,Contributory_child_benefit_coverage,AUH_coverage,Gini_retirement_age,Gini_retirement_age_non_labour_income,Gini_65+,Gini_65+_non_labour_income,Gini_retirement_age_has_income,Gini_retirement_age_(has)_non_labour_income,Gini_65+_has_income,Gini_65+_(has)_non_labour_income,Total_SIPA_benefits
91,0.6333788041298803,0.26820581263647725,0.09841538323364246,0.8507119152622278,0.9774716390381731,0.8801701815378112,0.9821979413512582,0.5388228955478299,0.6098484796641166,0.16959932559063073,0.16700468332597443,0.22816588055243975,0.26893881017953436,0.08372313916195812,0.09868434919452213,5159.2072384238509,3642.5139289733957,3212.6985208695119,2565.2227992181074,4381.8543133416642,4747.3662739606343,3216.1435726403561,0.6276906559855709,0.7689983615341531,556.6325286695336,558.01240391211365,509.26787713115164,756.00104674584736,0.7913619447274906,0.5710553784234881,0.22030656630400244,0.36165269004140427,0.36495989426696263,0.29981179677590025,0.29011220713786989,0.32693110135623282,0.30779077029025725,0.29672701367560061,0.28086288428372108,4448246
92,0.6291523890658206,0.26444358162756787,0.10640402930661155,0.8514971127144917,0.976365873878421,0.8812505136902492,0.9811904442083582,0.5357214427469708,0.6052080068492128,0.17093487469651872,0.1685424663407592,0.22517294623175302,0.26466481868174363,0.0906027237357679,0.10649304834746458,5205.2325045310045,3663.3016638158701,3229.3078553902315,2579.0678592691902,4403.2774134075971,4775.6694044688265,3232.7893210983893,0.6318144823721816,0.769515034874129,556.03830209722105,563.63152668335681,522.09048498031962,706.81777961677017,0.7856431092519196,0.565298887599803,0.22034422165211665,0.36185287583346276,0.36498148506916678,0.30139030668555361,0.292055828317488,0.32738909119052667,0.30836517335104829,0.29868044734399729,0.28215982383743532,4474821
93,0.6210995662348577,0.26113264577354245,0.11776778799159981,0.8531489394442231,0.9775185645931468,0.8819565993773663,0.982129070458443,0.5298904362225358,0.5983620379863659,0.1740257712010675,0.17246874742401622,0.22278503979596173,0.2613091412202122,0.1004734634257255,0.11784738538656862,5265.7535015013873,3707.6804078947257,3257.7841097013152,2603.6736008913099,4427.8998802365968,4826.6536055727411,3261.4886512876592,0.6312843855860313,0.773631609789924,706.09306312649835,697.60060675375632,651.00867236178033,886.12512927359671,0.783215068249469,0.5776963061118046,0.20551876213766443,0.36082592880305081,0.36606231134929185,0.3003264007894163,0.29313612914760651,0.32541624047030487,0.30856992745601414,0.29753578813701065,0.2843066376104747,4493001
94,0.6189510370490506,0.25819471411849293,0.12285424883245646,0.8554380744062516,0.977298531081423,0.8841382163435935,0.9822793346521352,0.5294742832849924,0.5959511283885214,0.1748370920444234,0.1736026769646592,0.22086958906739623,0.258396933705336,0.10509420205386305,0.12295046898756551,5324.1546235863079,3762.1245953457505,3291.6713337646652,2630.9991433971045,4468.5125881125368,4882.5229359838931,3295.4250619140166,0.6286744213753639,0.7751253018755401,573.60962518259896,578.44129694670482,537.44318558012901,755.91071438898723,0.7940935025915368,0.587449238648395,0.20664426394314164,0.36457252168565468,0.36552638527331643,0.30541719491443109,0.29416495098198536,0.33001407634023727,0.3094596895764406,0.30262340554675238,0.28538570939264596,4513670
95,0.6161495315155034,0.25542738889806266,0.12842307958643392,0.8547931258847512,0.976808523067837,0.8838084106511177,0.9819741884783654,0.5266803840565621,0.5923571092653604,0.17603024989538935,0.17505377066899702,0.21833757619275498,0.2558272787146576,0.10977516563543403,0.12862413508781897,5356.5091788220607,3776.9285610589718,3305.7335022433363,2640.5372554159458,4483.891424063796,4901.5209806788616,3309.5247102742696,0.6315264289402716,0.7755067744938234,576.25595193541903,582.35993405972249,539.43193487420763,776.59772758200711,0.7935770564322401,0.5864683999387172,0.20721813257017402,0.36152980688368402,0.36627537473592459,0.30456093587505323,0.29523401375298841,0.32746531424638431,0.31081282792074533,0.3016950996918048,0.28623192357150851,4537702
96,0.613992810364408,0.2534467248851534,0.13256046475043856,0.8513305678287868,0.977022097184226,0.879336721558198,0.9812217930133204,0.5227108478903242,0.590205069461927,0.17757646767620833,0.1774356866747251,0.21576694421082396,0.25397845283290726,0.11285277572763876,0.1328385748893918,5382.9120896233962,3818.2513285598839,3319.6348558812492,2652.2074916035353,4497.9977615916778,4938.7973903492957,3323.4529047574233,0.6358255977474812,0.7740186319376569,573.75108066329221,578.45705354079473,538.96392360446998,721.48869058329365,0.7998607054507038,0.5868832911952104,0.21297741425549338,0.36580141552220863,0.37027410436467761,0.30605747067063893,0.29629554409176101,0.32963769166931439,0.31226489303736454,0.30266040426588126,0.28681715569293303,4551845
97,0.6111607230139284,0.25078984204215976,0.13804943494391184,0.849242758424478,0.9748508079730905,0.8777919482753901,0.9792414918435874,0.5190238182530469,0.585696603612339,0.1799409625756759,0.1800111637863904,0.2129814572407229,0.25099296089157985,0.11723748293070821,0.13816124346917175,5413.5356527376789,3850.2633323631571,3344.5788468147107,2671.1924220823125,4516.0833687739705,4974.3221054962523,3348.8892384302153,0.6307245413539099,0.7754727574297017,732.19686908837673,718.59167680870121,671.80904872205986,917.88368364033533,0.7999749148581213,0.5897834540861733,0.21019146077194803,0.36735779736873014,0.3708607282954598,0.30656922781092311,0.29721787232813851,0.33027479710561158,0.31343044247785823,0.30311823710938335,0.28617702107965459,4563476
98,0.6107675281043417,0.24858067583006888,0.14065179606558947,0.8483125719288435,0.9743666824256808,0.8765378015711257,0.978299942825314,0.5181217726168162,0.5848886146563044,0.18221638918712402,0.18195343685145426,0.2108741124452158,0.2487375239675652,0.11931668686681138,0.14074054380181128,5462.8429926613089,3888.9818502816174,3375.2298383987682,2694.3216336467563,4554.5052023116414,5031.3914364574384,3379.5950997423911,0.6409540813114644,0.7809199779360789,583.57223087444834,583.31398653891017,538.83778377858562,760.59091886623753,0.8046065918631402,0.5928918530970325,0.21171473876610772,0.36531295336148539,0.37168328029563452,0.30548442506265722,0.29827543376146792,0.32869491790900801,0.31465766709821408,0.30172845865890324,0.28715230581970397,4575128
99,0.6099965202633691,0.2462305693945232,0.14377291034210768,0.8478953845538135,0.9738925096470006,0.8760700949280896,0.9779333386490632,0.5172132341251975,0.5837946127875477,0.1850251744535715,0.18565833565896514,0.20877776332567372,0.246290180098327,0.12190438710294234,0.14380771676112578,5485.4882097253467,3914.2365923498919,3387.5931507495829,2705.9159984321591,4569.2951285001172,5065.4929444484724,3391.9958889284203,0.629889604627058,0.7747844235906481,593.85057044838948,588.63160973569018,543.67442506650241,789.56475299442616,0.7940758175254797,0.5906800651489534,0.20339575237652624,0.36834094066510004,0.37206637165380141,0.30835218359323996,0.29877187885441486,0.33180941827059485,0.31458802749937492,0.30410609223463797,0.28741392765109269,4578688
100,0.6055145918113373,0.24326092152429687,0.15122448666436583,0.8494275033872173,0.9742661205124907,0.8764744308999936,0.9782427817415668,0.5143407479868342,0.579386654350949,0.18583070607216004,0.18721574356926368,0.2066325172420573,0.24350391886621808,0.12845423815832582,0.15137554729532365,5527.9522421960319,3942.336808665023,3399.1812734827768,2714.6686662082116,4584.6680900126257,5098.5417434758665,3404.315714455975,0.6225033387355526,0.7746188031392193,585.14899222887357,582.22505882925032,533.46933399033185,755.18966062412187,0.7900624733557877,0.5710988537169227,0.218963619638865,0.36820867887036945,0.37336861182144859,0.30894554249483569,0.30027176328821836,0.33279610616813082,0.31644392415898359,0.30452518162073072,0.28890490346233832,4599385
