period,Contributory_pensioners_share,Moratorium_pensioners_share,universal_pensioners_share,retirement_coverage_for_legal_age,retirement_coverage_65+,All_coverage_legal_age,All_coverage_65+,Contributory_retirement_coverage_legal_age,Contributory_retirement_coverage_65+,survivors_benefit_coverage_legal_age,survivors_benefit_coverage_65+,Moratorium_benefit_coverage_legal_age,Moratorium_benefit_coverage_65+,PUAM_coverage_legal_age,PUAM_coverage_65+,Mean_Contributory_retirement_pension,Mean_survivors_benefit,Mean_moratorium_pension,Mean_universal_pension,Mean_retirement_pension,Mean_pension_benefit,Median_pension_benefit,Median_pension_to_labour_income_ratio,Mean_pension_to_labour_income_ratio,Mean_family_benefit,Mean_child_benefits,Mean_Contributory_child_benefits,Mean_AUH_benefits,Child_benefit_coverage,Contributory_child_benefit_coverage,AUH_coverage,Gini_retirement_age,Gini_retirement_age_non_labour_income,Gini_65+,Gini_65+_non_labour_income,Gini_retirement_age_has_income,Gini_retirement_age_(has)_non_labour_income,Gini_65+_has_income,Gini_65+_(has)_non_labour_income,Total_SIPA_benefits,,,
59,0.7375620935445506,0.24689318594321813,0.01554472051223121,0.992293517704398,0.9926247079477363,0.9953470139313523,0.9963255701439023,0.7252941070918354,0.8152476459324476,0.06976111174758207,0.07242628472046797,0.2511845031132631,0.15820926584008166,0.015814907499299497,0.019167796175206933,4922.8419922704552,3562.0598992979981,2590.6342763988923,2591.7508554383076,4310.7996388069741,4395.8924308598444,3250.8388822359125,0.5582228190453132,0.6383413371960842,536.62109445930912,544.88287710894099,486.38893281272334,731.86327017853102,0.7756317776499025,0.5384839154532918,0.23714786219661083,0.31530283623186411,0.27921787876795101,0.29627289927749395,0.2726591206565766,0.31438961141992389,0.27819586897389109,0.2953080856359997,0.27158407970336601,4346998,0.43%,2017,
60,0.7281365353409169,0.2534906708999677,0.018372793759115453,0.992327755134572,0.992597527327267,0.9953676856567277,0.9962874214342116,0.716660666140819,0.8089031163442527,0.07387077890489946,0.07693133981419427,0.2570372426530203,0.16108134146548944,0.01862984634073276,0.02261306951752491,5364.9211823278974,3854.6382203970256,2799.4851871932201,2800.6590558889116,4667.494431576908,4771.1636664639982,3524.9258904800622,0.6080712068689775,0.6924217801675159,603.56477606213286,616.73230681701841,567.35195797253834,802.57293665672569,0.7685862239691348,0.5437373648486433,0.22484885912049143,0.31397820983198915,0.28168081073261203,0.295842175402594,0.27572985287599394,0.31309507683453014,0.28069592576465552,0.29474652757578934,0.2746029108965134,4359038,0.28%,2017,
61,0.7206478807469513,0.25922191036952646,0.020130208883522207,0.9923067968451486,0.9925615718131657,0.9953364732112898,0.9962297151111851,0.7098152913608619,0.7990536647938498,0.07662279146015281,0.08043484460881428,0.2621350713594101,0.1688616054402999,0.02035643412487657,0.024646301579016136,4977.2567137410624,3599.6253723168466,2604.356297301531,2588.9816119863121,4314.0724580053238,4423.8853114701442,3261.3536431342141,0.5721029362141288,0.649725840356901,691.53069925100817,691.22371280164373,639.44095530467655,843.32749824514974,0.7430107408813358,0.515369624984183,0.22764111589715275,0.31702521130785699,0.28199835251563904,0.29845740597579418,0.27649759428914278,0.31614897030960815,0.2810771728604769,0.29737227184531156,0.27530531993823221,4378998,0.46%,2018,1.61%
62,0.7144278693017053,0.2633273030058489,0.02224482769244573,0.992709011611392,0.9930701503570172,0.995714557285635,0.9966950049214219,0.7040985111022737,0.7930436655962958,0.07949072880385619,0.08333509019971617,0.26612899701521237,0.17291254626597816,0.022481503493905878,0.027113938494743237,4986.6278341935113,3608.501847275018,2659.7826401927991,2607.1728222410966,4320.9753980023743,4438.9813147310033,3321.9360631716036,0.5893541710798327,0.6602510604378187,557.71362417944283,568.08264592127557,497.41401622637443,775.46068398763441,0.7701547763924449,0.5343345726700304,0.23582020372241444,0.30733793501543394,0.26862487171653182,0.28521751562344527,0.26244795814964722,0.30645178014393293,0.2676891894183609,0.28414976805013831,0.26119435012723924,4396733,0.41%,2018,
63,0.7068180282960702,0.26804512967798694,0.025136842025942862,0.9927713662264062,0.9930872550307026,0.9957512076156557,0.9966818040167224,0.6977659855059042,0.7865274317920937,0.08062306956158637,0.08468520910383882,0.26971220321413425,0.17604894910727528,0.025293177506367774,0.030510874131333663,4664.841600242562,3359.8249755007309,2482.8246442415993,2428.7323278304498,4023.7538567783486,4136.2607357720717,3058.5463840345205,0.581379325850626,0.6521457086056748,514.48479701442136,519.48847534044353,462.20181165001929,685.32823576531189,0.7572972661376633,0.5090455777087906,0.24825168842887277,0.31745054018390906,0.28180177368396064,0.29873172643221285,0.27760404782567372,0.31684912253800696,0.2811689446920812,0.29759091184210523,0.27635688531996389,4422660,0.59%,2018,
64,0.6979579488893174,0.2742277170871089,0.02781433402357366,0.9928093703993778,0.9931330086115995,0.9957709936402075,0.9967186768871029,0.6897005272464494,0.7810197452885153,0.0836933088953662,0.08694854546473571,0.27519627078774767,0.17831921962511454,0.02791257236518074,0.033794043697969685,4269.8847828347834,3060.1757318861719,2286.8471499466764,2238.2132073792995,3669.5713080441333,3778.592984389787,2810.4761158031592,0.5635372801692741,0.6292667989340992,469.77395560383565,476.14507570636147,422.9040472572122,633.24662336549272,0.7645021874879887,0.5170041314154394,0.24749805607254935,0.32047025617320501,0.28041232280681339,0.29988287218176712,0.27511552313231591,0.3198751631866143,0.27978214939082208,0.29888404689317061,0.27393375774788076,4445065,0.51%,2018,
65,0.6976965059161839,0.27944225306785325,0.0228612410159628,0.9910880464795521,0.9906120944095408,0.9940180475712463,0.9941585434162836,0.6889477930467058,0.7818402086874464,0.08471574675886602,0.08840984110593518,0.27929135724232684,0.18111577138488769,0.0228488961905193,0.02765611433720658,4203.2985124732095,3025.9438793956483,2247.3868793274369,2212.7436121647265,3611.2276035738714,3725.703261796165,2765.929515205908,0.5561412349942693,0.6225421367870525,584.76088753949159,583.37692562009988,534.33777399771691,729.59342706702512,0.744683615866213,0.5127335572783928,0.23195005858782025,0.31796728485604103,0.28314046564553974,0.30296162089372608,0.27810024682030998,0.31737638282909986,0.28251939023013117,0.30208236967759639,0.27615019602415397,4471433,0.59%,2019,2.11%
66,0.6923832683021157,0.28433926428633866,0.023277467411545624,0.9907631804684922,0.9902038714157207,0.9936889475420653,0.9937411229664792,0.6842539096007918,0.7769987066774439,0.08510801715605411,0.08920926073835858,0.2833156054107555,0.18516402986927327,0.023193665456944904,0.028041134869003625,4236.2374031892905,3031.7860240370719,2253.0027287846551,2217.1522579845537,3625.3267262932818,3740.5973231065564,2772.319489965575,0.5581814097907538,0.6274508457680481,511.09258681672509,521.00425790760755,418.3775681302655,780.38388147019305,0.7536129464028982,0.5171199332322272,0.23653697428779338,0.32424499138443735,0.28565608921512747,0.3075342731054318,0.28077674009653081,0.32363088125088818,0.28500691040200377,0.30632834533729081,0.27803705874036566,4497467,0.58%,2019,
67,0.6872212560417053,0.290963460441897,0.021815283516397728,0.9897855921189089,0.9889812131880463,0.9926849752839683,0.9924831269989499,0.6795973663086183,0.7717529345311132,0.08757549577882767,0.09187713953191559,0.28855362237188636,0.19109771492620867,0.02163460343840426,0.02613056373072447,4323.7505999923924,3086.8965390232938,2292.5956070392035,2249.9369501289216,3687.5178818169479,3814.2275942321962,2816.9398836191676,0.5762873077554636,0.6494917636482129,498.89881333982959,509.36455554058296,424.66754209350159,727.01155473913752,0.7526325724199031,0.5096278153001533,0.2430047571197497,0.32306215070426525,0.28840658126450619,0.30596778222910959,0.28353825311443637,0.32245251822958559,0.28776573889281459,0.30477122191310224,0.27971521056982501,4509455,0.27%,2019,
68,0.6859362149753618,0.29015298412267465,0.023910800901963496,0.9824636331532689,0.9883472470292837,0.98590422240218,0.9917169025968232,0.6739073858760957,0.7651469352038683,0.08836061111715103,0.09239142855801095,0.2850647549514257,0.1948555068023963,0.02349149232574752,0.02834480502301904,4270.1871397774867,3033.3555736614212,2308.505458964115,2214.2007321618294,3651.8390645410609,3773.599088053742,2767.7509152022872,0.5855326669388953,0.6645458533836487,513.05993124354757,522.71917211196205,422.34035430774207,778.92635297205265,0.7650143423340459,0.5319051679251067,0.23310917440893922,0.32090242489914522,0.29201329270926124,0.3036943884990515,0.28242932151921285,0.31828203217498618,0.28762015014835668,0.30223029536454166,0.2782851202322093,4507936,-0.03%,2019,
69,0.6828855071842252,0.28938643820306215,0.027728054612712577,0.9757923507289675,0.9873153131180145,0.9815545022766272,0.9913891340509522,0.6663544543340384,0.7565513231440627,0.09422423544357356,0.09742047338452545,0.28238107280324914,0.1981780889720003,0.027056823591679997,0.032585901001951516,4674.0082280641273,3425.9288910114851,3152.3444929465177,2910.8096921038073,4184.7693143175129,4322.8733245572103,3468.8678038658991,0.6959621559469531,0.7217337845436841,635.17466122647511,628.93394777094113,529.93501270359741,878.28076761896659,0.7503654222829698,0.5085135038847546,0.2418519183982152,0.22356555004185463,0.18122873783988488,0.19891892861651925,0.16845432050163361,0.21909449797522143,0.17380809334103883,0.19676191863672818,0.16285971605747082,4507039,-0.02%,2020,0.80%
70,0.680778019268478,0.28911671086123614,0.03010526987028584,0.9677432625973552,0.9870435650190792,0.9756576697496342,0.9903880590367833,0.658818341471442,0.7495371707696048,0.0986999596308667,0.10101244087445498,0.27979074904026885,0.20246374220860314,0.029134172085644273,0.03504265204087124,4423.6204420389959,3157.370990288779,2708.2885458388764,2359.8293592975838,3865.5583386724311,3996.9606471854358,2950.638511784774,0.6183704774648868,0.6902261165149052,510.60704535514708,514.39512170831108,460.1068251096076,659.49684559567095,0.7735508985329678,0.5050331489746306,0.26851774955833724,0.30760338562905898,0.27821666091571651,0.27990962515501122,0.2577196997066985,0.30163576355880622,0.2684738508779218,0.27848863755628889,0.2523303022396185,4505400,-0.04%,2020,
71,0.6782956746219118,0.2893015613825094,0.0324027639955788,0.9612276820646877,0.9872870408224299,0.970912885421173,0.9902930880645434,0.6519965790713239,0.743117076753173,0.10431424800401004,0.10546261987962245,0.2780846692654045,0.20667854286561704,0.03114643372795933,0.03749142120363982,4415.7814078151314,3139.0057685940455,2694.7961299883214,2342.6195957461,3850.7215069024041,3990.8765021385998,2929.1200952460304,0.6688972490085365,0.7420854990041355,511.58430227665207,513.5165581600678,463.89792840471915,657.01107079094652,0.7829105500851572,0.5219864932328057,0.2609240568523515,0.30649014453344126,0.28360604117850374,0.27958400881019585,0.26011532824353439,0.29843587398028276,0.27117750087286857,0.2781623492028692,0.25466641285050479,4499713,-0.13%,2020,
72,0.6772447247798372,0.2881231040611511,0.03463217115901164,0.9539985813237545,0.9867361731656243,0.9651559957429514,0.9901466790057749,0.6460905066489613,0.7342739147290858,0.11022839055718484,0.11128011715211585,0.27486903252093464,0.2127813276872318,0.03303904215385855,0.03968093074930684,4430.1220243375974,3145.3350681292291,2713.343723610104,2342.6195957461,3863.1837899453303,4015.2510614826465,2929.1200952460304,0.6683248063230727,0.7500859952287208,506.42079923442537,509.3691182701744,460.73213292113991,633.88276588327392,0.7903043829871959,0.5239997902445699,0.26630459274262597,0.31094542889760746,0.28885596229613075,0.2816443195027688,0.26098123286357727,0.301366658796968,0.27334445552023745,0.28008013804543058,0.25543145195437778,4495296,-0.10%,2020,
73,0.6746890106072927,0.28656563795510587,0.03874535143760143,0.94553151550902,0.9865727456777896,0.9584917501070158,0.990477421578766,0.6379397226967948,0.7263067373562297,0.11554199080106022,0.11619172116462997,0.2709568419485004,0.2162998674570692,0.03663495086372487,0.04396614086449063,4450.0096752070094,3165.8303134144162,2732.1857138006767,2342.6195957461,3876.0887865672089,4041.4894144911796,2929.1200952460304,0.659113152644112,0.7351169513175712,646.77832678623361,633.87989749283736,585.50821183532616,767.45457776158742,0.7696843424213458,0.5195821389053257,0.25010220351602,0.31728462877992913,0.29636019625880133,0.28516423656295431,0.26430838582059568,0.30570408009400352,0.27713557736799332,0.2837852856540482,0.25915931266729503,4502950,0.17%,2021,-0.09%
74,0.6733940019526726,0.28630566044021644,0.04030033760711087,0.9376961575417457,0.9865840267647743,0.95242941855491,0.9905922677590916,0.63143896814268,0.7205223935918977,0.12067962148302029,0.11998913142473648,0.26846771767724276,0.22067474124348968,0.037789471721822974,0.04538689192938694,4465.3270909676739,3176.71030524866,2751.9090474485938,2340.9797729612292,3889.15389229734,4065.5403575775053,2929.1200952460304,0.6347775598677591,0.7155150820606443,507.38365515763417,510.64848502937031,463.93071630760602,640.99513345881996,0.7647770368092218,0.5158153972272163,0.24896163958200557,0.3228655833989123,0.3017413258722737,0.28714437576531404,0.26498874247820692,0.31000872732575374,0.27947324208624941,0.28545993369612688,0.25987292866562778,4489838,-0.29%,2021,
75,0.6711395827091038,0.28520324914344264,0.04365716814745359,0.9316154387302511,0.986464412139484,0.9479103992857223,0.990619024622879,0.6252439967947794,0.7141709053763537,0.12701301274438867,0.1256394170664669,0.2656997500780614,0.22349967730142756,0.04067169185741032,0.04879382946170267,4475.7358560936664,3200.4163441232026,2772.0700415613587,2341.1028041623517,3896.6527962531654,4094.7739922309447,2929.1200952460304,0.6290171396257657,0.7102654532710153,501.65942179971495,508.67312375862434,453.07977077540062,661.07376632497176,0.763640150800454,0.5000443384496128,0.2635958123508412,0.32459412008724964,0.30601994088954909,0.28670643295573067,0.26677464725919242,0.30925770768878152,0.28098097003897055,0.28562935348773033,0.26167652570743338,4474826,-0.33%,2021,
76,0.670067172708257,0.28432816509606884,0.04560466219567421,0.9277220814880204,0.9865250262324781,0.9442750076896723,0.9904591505759187,0.621636112201697,0.7095534051400709,0.13187250398237502,0.13161618969893188,0.2637775171485945,0.2263942076296901,0.04230845213772891,0.050577413462717,4492.3125711385055,3209.9541497973914,2788.118021582,2341.1657221539981,3909.6597365151542,4121.8322534737808,2929.1200952460304,0.614518313594027,0.6987443847193892,504.00831392324477,506.83799058805977,459.36795144052229,636.47044736343253,0.7640597304655677,0.5165936272471705,0.24746610321839724,0.32902107412884413,0.30959961986485723,0.29124980380280296,0.26794574015777833,0.31327253973190849,0.28248067026748136,0.28974333580569372,0.26323985263047223,4473288,-0.03%,2021,
77,0.6696431297828535,0.2834383931855172,0.04691847703162929,0.920093864472849,0.9844182272015412,0.9368806671558135,0.9882553236413953,0.6161345350995993,0.7010830997238797,0.1361101987608557,0.13505695740997917,0.2607899265260374,0.2318458542365975,0.0431694028472124,0.0514892732410639,4514.2640422387176,3222.509480330631,2809.7326490773316,2338.7203118648226,3929.0612044819309,4157.1605734103168,2929.1200952460304,0.6082035540945105,0.6985627005590634,636.83426313226084,623.2103872400736,569.98250006498097,764.30609766520865,0.7621352754831788,0.515846592727248,0.24628868275593085,0.33203528897401252,0.31568616918806247,0.29121651772142504,0.27069171217628096,0.3137575882064127,0.28532170290659148,0.28959919388236133,0.26462391481488867,4456222,-0.38%,2022,-1.04%
78,0.6675292166884936,0.2825589685899507,0.04991181472155563,0.9152296503992744,0.9848943897909836,0.9335291386649147,0.9889545529282737,0.6109425316211115,0.6941938989411576,0.14049456700740287,0.1390326681215167,0.2586063460397602,0.2362231731328524,0.04568077273840271,0.054477317716973714,4578.2898136935482,3262.2661970144723,2850.9359214063011,2364.5201141945586,3979.7172164214403,4220.3886205092458,2961.1324200682175,0.6066458210168824,0.7025666848089565,507.77193912248464,505.7484047704973,453.99391644670294,658.82776989685829,0.7654908814269744,0.5234706522571042,0.24202022916987018,0.33234765428098989,0.31989336476950969,0.29001837188196117,0.27194559468522678,0.31399586648821237,0.2871928211386659,0.28790098423314814,0.2663789736967444,4461612,0.12%,2022,
79,0.6660285649097802,0.28242078827805356,0.05155064681216614,0.9084823102534364,0.9846025451219862,0.9288687507330311,0.9887824108764975,0.605075169344018,0.6862109834768023,0.14488801005749422,0.1415474379171737,0.25657429019844274,0.24259654936248917,0.046832850710975635,0.05579501228269473,4630.4711425995874,3304.4741994964211,2893.7560257925288,2388.7847319539874,4024.4263058777028,4278.2272075275514,2991.3820012959809,0.6118956472436382,0.7066689360564629,508.45229958562015,508.66416573300938,455.18002539429909,668.93167884980198,0.7616051293463705,0.5219153655606635,0.23968976378570697,0.33492388922973582,0.32321957602329604,0.29024750693909279,0.27156459346899403,0.314629456273121,0.28811598138237043,0.28837701245377828,0.26657482572631724,4454153,-0.17%,2022,
80,0.6641559614000415,0.2814535576457767,0.05439048095418186,0.9023288889671692,0.9854240719229889,0.9242740477196938,0.9892125981505318,0.5992871107510216,0.6797423581243002,0.14946529636935796,0.145224707016375,0.25396367596637076,0.24736259506924752,0.0490781022497769,0.05831911872944115,4683.7582435314307,3335.9499957682615,2934.5844303269123,2413.8917705384333,4067.9879216963272,4332.2037679029199,3019.8165051150609,0.6142885044221585,0.7092977032455547,513.46544957528204,510.63898107419755,452.72233192862547,680.38572215852093,0.7631329234759986,0.517645369471437,0.24548755400456157,0.34120271890819004,0.32737894917564314,0.29588483462176668,0.27238782788926819,0.31955754622126714,0.28890742769034633,0.29410600483421273,0.26762222160022658,4459076,0.11%,2022,
81,0.6648525818072039,0.2807931385707894,0.05435427962200673,0.8958353281880093,0.9844139252819485,0.91832218285709,0.9879139956300401,0.5955984308199017,0.6755008654115334,0.15327915125298802,0.14891809835385467,0.2515444134445043,0.2511759109644507,0.048692483923603216,0.05773714890596439,4746.4297821889786,3384.388979671503,2975.7025706839327,2437.2123745712297,4123.7058822361141,4404.254327217549,3048.9971462950798,0.6128820105516444,0.7148488851567232,661.51601248051566,647.44229646560427,591.37334553192295,819.65410869116897,0.7667444090277482,0.5257114301028621,0.2410329789248861,0.34348577153399484,0.3319558025246277,0.29507248831392913,0.27453186339918972,0.31972174832474148,0.29148346139242293,0.29333162258627959,0.26883034554350255,4449932,-0.21%,2023,-0.14%
82,0.6632909200364042,0.2806532215859863,0.05605585837760945,0.8885453364618716,0.9840155066246181,0.9125234082169759,0.9875794547041054,0.5893640537158512,0.6688152954961375,0.15658847262415698,0.15168218464848782,0.24937311120322847,0.25594246402413423,0.04980817154279202,0.05925774710434632,4807.5217576797813,3418.9316013077655,3015.3204948493512,2460.2581974257,4172.9568258274221,4461.1430280653813,3077.7854936495978,0.6156468039624792,0.719377001762177,529.49206402895595,528.58693382665535,479.03964036264563,685.07746855475148,0.7779470588360251,0.54159222855492,0.2363548302811052,0.34473727521147773,0.33642744428034793,0.29255551508093308,0.27535130039425165,0.31888554436549865,0.29349329738779262,0.2909358412791625,0.26940812464760444,4444362,-0.13%,2023,
83,0.6599235329236596,0.2812182540748542,0.05885821300148625,0.8809871212505404,0.982816287669262,0.9066914920078339,0.9865759770807407,0.581384133515901,0.6600788508729141,0.15895849483087132,0.15275207086719336,0.24774966010050883,0.2611972423976489,0.051853327634130496,0.06154019439869904,4857.0440234776488,3426.6687196070384,3050.9478766553666,2477.8593379549716,4209.1022593865982,4495.0618473303084,3099.7343804106763,0.6140863197195325,0.7187356881543105,528.35828051120018,529.51400643227134,481.11805976977286,685.92753878668009,0.7728232853907602,0.5450949729247908,0.2277283124659694,0.34628352287174535,0.34095123690460383,0.29197273538615814,0.27655406031870683,0.31849695107046189,0.29448949232694865,0.29000704320761683,0.26976872714938172,4444554,0.00%,2023,
84,0.6560325972645902,0.28116157998853486,0.06280582274687492,0.8740100413057014,0.9833441593066207,0.9016617200271735,0.9871425646664184,0.573379077433111,0.6510676652795354,0.16532277153109848,0.157990965492424,0.24573804413935563,0.26714044319386554,0.054892919733234714,0.06513605083321974,4896.2828680430657,3470.6017833893507,3087.5778293072003,2494.679956986502,4236.9098548786678,4547.3621163538292,3120.6848746848304,0.6043928232591653,0.7196756949890777,530.39457475673794,535.38067323343182,483.7644149195059,698.85583073003511,0.7739491447572641,0.5371718171373853,0.23677732761987888,0.35190531617324072,0.34472117909848832,0.29385146373912419,0.27721687302391962,0.32259502075847146,0.29568370561829499,0.29160447305314463,0.27090469616639479,4438152,-0.14%,2023,
