period,"total pensions, pre-2016, cost","total net pensions, pre-2016","total pensions, post-2016, cost","total net pensions, post-2016",total retirement benefits pre-2016,total survivors pensions pre-2016,total retirement benefits post-2016,total survivors pensions post-2016,"total universal pensions, cost",total net universal pensions," total thirteenth month of pension pre-2016, cost",total net thirteenth month of pension pre-2016," total thirteenth month of pension post-2016, cost",total net thirteenth month of pension post-2016," total thirteenth month of universal pension, cost",total net thirteenth month of universal pension
74,22339448.7870973,21430252.1814901,22449991.7331821,21534161.4043955,17128567.7824724,4301684.39901767,17232477.6997854,4301683.70461009,549258.712696118,532780.951315235,3722669.57071889,3511259.89610753,3741093.1918014,3528578.09990844,91543.1187826864,88796.8252192058
75,22512825.9989424,21594423.4022223,22628257.4384159,21702927.804638,17205849.6844018,4388573.71782049,17314354.7838146,4388573.0208234,585173.206276312,567618.010088023,0,0,0,0,0,0
76,22720127.5340628,21790749.7078294,22837927.7197605,21901480.7272489,17304078.8530879,4486670.85474151,17414810.5706598,4486670.15658917,613936.235444937,595518.148381588,3786091.76668056,3570776.19379809,3805724.92615211,3589231.36365777,102322.705907489,99253.0247302647
77,22899684.1791071,21960546.7361111,23018990.2112984,22072693.246927,17376328.7955737,4584217.94053742,17488476.0149412,4584217.23198585,652203.426689774,632637.323889081,0,0,0,0,0,0
78,23057091.1286781,22109892.5030448,23177152.9181352,22222749.4213543,17417764.930019,4692127.57302586,17530622.5599318,4692126.86142248,681354.413746845,660913.78133444,3842258.65696189,3623358.11547914,3862268.74886073,3642167.60181796,113559.068957808,110152.296889073
79,23261865.6970848,22303373.6239031,23383982.4519668,22418162.2053975,17515945.0037353,4787428.6201678,17630734.298666,4787427.90673152,698437.028011342,677483.917171002,0,0,0,0,0,0
80,23447797.0640443,22480469.8164871,23571616.7906338,22596859.1870597,17615991.2222721,4864478.59421499,17732381.3079997,4864477.87906005,745409.769941227,723047.47684299,3907350.53489693,3684167.37186137,3927986.94811903,3703565.60028617,124234.961656871,120507.912807165
81,23607049.852422,22630835.5203593,23732095.7213205,22748377.4603185,17649706.0239479,4981129.49641139,17767248.6821116,4981128.77820692,772274.369900478,749106.138803464,0,0,0,0,0,0
82,23731325.4675823,22748910.0943271,23858669.6071989,22868612.4043495,17688889.7209042,5060020.37342285,17808592.7525684,5060019.65178109,791828.20309151,768073.356998765,3954386.77339837,3728013.9264812,3975610.58723212,3747964.31147485,131971.367181918,128012.226166461
83,23924998.7831346,22932450.8930272,24056424.1159203,23055989.5201812,17741350.5683663,5191100.32466098,17864889.921227,5191099.59895421,818091.440406266,793548.697194077,0,0,0,0,0,0
84,24074087.9768394,23074120.1477571,24207596.7678089,23199617.2213644,17838065.0837791,5236055.06397795,17963562.8881184,5236054.33324607,863096.268521022,837203.380465391,4011295.2120617,3781250.81408286,4033546.46624739,3802166.99303123,143849.378086837,139533.896744232
85,24285664.4552224,23274988.7555911,24419863.1250871,23401134.3108868,17913987.5212034,5361001.2343877,18040133.8118694,5361000.49901737,906007.340994646,878827.120764807,0,0,0,0,0,0
86,24500362.7892349,23479032.605728,24637113.7975187,23607577.3546837,18039690.0324159,5439342.57331217,18168235.5194841,5439341.83519958,954622.733229071,925984.051232198,4082093.16022635,3847462.98788973,4104884.78238161,3868887.11272339,159103.788871512,154330.675205366
87,24713915.9270777,23682252.7513313,24853050.8359904,23813038.3623945,18141569.3683019,5540683.38302944,18272355.7305883,5540682.6318062,1002553.83424098,972477.21921375,0,0,0,0,0,0
88,24943546.4884791,23901013.4777461,25083747.6806416,24032801.3905038,18274876.5313327,5626136.9464134,18406665.2004772,5626136.19002662,1120095.09177201,1086492.23901885,4155716.70687452,3917126.57268984,4179083.35807268,3939091.30795134,186682.515295335,181082.039836475
89,25186466.2970283,24132580.4621418,25328197.2966446,24265806.3892898,18435802.1126237,5696778.34951819,18569028.8033828,5696777.58590702,1226953.77710318,1190145.16379008,0,0,0,0,0,0
90,25441534.2987489,24375299.3040982,25584247.9184911,24509448.8895398,18599326.7876124,5775972.51648582,18733477.142847,5775971.74669283,1319813.12133296,1280218.72769297,4238419.58643923,3995794.11320427,4262204.97392888,4018152.46116389,219968.853555493,213369.787948828
91,25767793.3522414,24686272.4211003,25912913.5019122,24822684.1401416,18818662.6496617,5867609.7714386,18955075.1411905,5867608.99895109,1431457.54039163,1388513.81417988,0,0,0,0,0,0
92,25978412.9843928,24886703.6185777,26127779.5617832,25027106.9750819,18977567.584319,5909136.03425868,19117971.718686,5909135.25639589,1503149.85339057,1458055.35778885,4327820.00028479,4080683.69225262,4352714.21243094,4104085.65142314,250524.975565094,243009.226298141
93,26191272.1790553,25089436.2256997,26342109.0758115,25231221.6792472,19115097.7140102,5974338.51168947,19256883.9026555,5974337.7765917,1595836.56859947,1547961.47154149,0,0,0,0,0,0
94,26530902.4936031,25413573.5788702,26682654.9895501,25556219.6904352,19317016.890684,6096556.68818615,19459663.7568693,6096555.93356593,1693299.58773953,1642500.60010734,4419865.7561319,4168047.38130431,4445157.61988457,4191823.14357822,282216.597956588,273750.100017891
95,26766521.6173102,25638335.7211686,26920059.0710181,25782659.6886092,19472403.7335488,6165931.98761989,19616728.4586724,6165931.22993675,1828852.04588896,1773986.48451229,0,0,0,0,0,0
96,27004343.3021734,25864851.1872516,27159044.6326461,26010269.1942783,19619129.604698,6245721.5825536,19764548.3706893,6245720.82358893,1916851.55001343,1859346.00351303,4498694.61319159,4243093.25724517,4524477.94777079,4267331.0127159,319475.258335571,309891.000585504
97,27222685.7756198,26073830.9241423,27378743.4528305,26220523.8924122,19755194.2685222,6318636.65562012,19901888.0003013,6318635.89211087,2027454.62054235,1966630.98192608,0,0,0,0,0,0
98,27514004.2566389,26352595.421294,27671823.8117586,26500944.5501433,19966157.3324544,6386438.08883966,20114507.22766,6386437.32248323,2148761.21775973,2084298.38122694,4583621.84900332,4324131.75482412,4609924.88603332,4348858.04120703,358126.869626622,347383.063537823
99,27591065.8207715,26427015.2738056,27747488.8034745,26574051.6198244,19979554.4608274,6447460.81297826,20126591.5788505,6447460.04097392,2272320.82513533,2204151.20038127,0,0,0,0,0,0
100,27822789.996516,26647940.8218762,27981639.7007132,26797258.2808918,20135591.8598698,6512348.96200645,20284910.1113384,6512348.16955337,2386691.105769,2315090.37259593,4634728.79045026,4373066.00846098,4661203.51722607,4397953.69379787,397781.850961501,385848.395432656
101,28044626.5175953,26859030.0830438,28201445.4075686,27006438.5719632,20264902.1444332,6594127.93861052,20412311.4387698,6594127.13319334,2514807.89383297,2439363.65701798,0,0,0,0,0,0
102,28217673.7916988,27024052.4830299,28373949.5975672,27170950.468171,20389275.861651,6634776.62137889,20536174.6549687,6634775.81320233,2650481.29531144,2570966.8564521,4700262.75742899,4435816.70598632,4726308.49947529,4460302.52877335,441746.882551906,428494.476075349
103,28398857.161962,27195952.0340584,28556288.1169229,27343935.8546016,20499441.7172304,6696510.31682794,20647426.348964,6696509.50563762,2738628.3764759,2656469.52518162,0,0,0,0,0,0
104,28671974.066098,27455294.9485111,28831412.5899022,27605165.9094205,20651923.2429118,6803371.70559936,20801795.0232882,6803370.88613228,2838629.87434919,2753470.97811872,4775421.44908693,4507125.07995745,4801994.31449639,4532107.38698959,473104.979058199,458911.829686453
105,28914421.4951906,27687460.1827566,29074570.0150639,27837998.5352195,20839581.604551,6847878.57820566,20990120.782273,6847877.75294654,2990505.00401625,2900789.85389577,0,0,0,0,0,0
106,29050574.7886214,27818141.5272835,29211100.7105957,27969034.8378628,20936908.1370001,6881233.39028347,21087802.255408,6881232.5824548,3079327.96797277,2986948.12893359,4838397.81972261,4567174.11835086,4865151.95280403,4592326.84546838,513221.327995462,497824.688155598
107,29255761.6748648,28012901.6147406,29418956.6305101,28166303.8124469,21086507.1915992,6926394.42314143,21239910.2163691,6926393.59607782,3161567.82367629,3066720.788966,0,0,0,0,0,0
108,29458330.965988,28206394.5328915,29622520.4809225,28360731.6123746,21205804.3302649,7000590.20262662,21360142.2398958,7000589.37247881,3277137.29763007,3178823.17870116,4905985.64229715,4631486.59833492,4933350.37270196,4657213.31555771,546189.549605011,529803.863116861
109,29758720.8756062,28491995.8573375,29924752.4663516,28648064.484113,21451017.1320121,7040978.72532545,21607086.5920311,7040977.89208194,3383922.91444281,3282405.22700953,0,0,0,0,0,0
110,30131868.6831551,28846959.5474682,30298889.3739942,29003958.0734825,21709192.9308019,7137766.61666632,21866192.2931669,7137765.78031558,3494603.64445405,3389765.53512043,5017851.62620856,4737482.62618998,5045688.2442962,4763652.94673605,582433.940742342,564960.922520072
111,30279035.3794164,28987858.1185236,30446330.3682191,29145114.4817477,21751038.741605,7236819.37691857,21908295.9259548,7236818.55579284,3571792.47835039,3464638.70399988,0,0,0,0,0,0
112,30416225.0441173,29118321.5516459,30583951.7462984,29275983.7219916,21796773.4651073,7321548.08653852,21954436.4540615,7321547.26793016,3623184.46656809,3514488.93257105,5065004.7765004,4782470.14689477,5092959.0620227,4808751.10406508,603864.077761349,585748.155428509
113,30674009.3066286,29364592.0625641,30842778.0094263,29523233.710105,21990837.518944,7373754.5436201,22149479.9854763,7373753.72462874,3742098.42315775,3629835.47046302,0,0,0,0,0,0
114,30945376.6996021,29624183.8746245,31112878.4609258,29781636.5144194,22129313.975504,7494869.89912044,22286767.4410297,7494869.07338963,3896976.58501405,3780067.28746363,5152970.26208078,4866454.84352552,5180887.39679618,4892700.90829694,649496.097502342,630011.214577272
115,31123627.5272298,29794388.764433,31291336.9747238,29952036.6335914,22270646.342481,7523742.421952,22428295.0240758,7523741.60951552,3999228.61458945,3879251.75615177,0,0,0,0,0,0
116,31291926.4656953,29954740.1652354,31460165.1331282,30112885.5050031,22352977.616122,7601762.54911335,22511123.7655151,7601761.73948805,4081348.53194034,3958908.07598213,5210676.1335623,4921368.10380019,5238716.08742182,4947729.71096131,680224.75532339,659818.012663689
117,31553487.7600652,30205716.6534493,31719217.1976651,30361503.3208746,22527660.777281,7678055.87616834,22683448.2573508,7678055.06352388,4238965.90462267,4111796.92748399,0,0,0,0,0,0
118,31820438.2279977,30460111.0757135,31985844.7187805,30615594.1768452,22719693.9971169,7740417.07859653,22875177.9139236,7740416.26292164,4365852.72790902,4234877.14607175,5298540.49878777,5005027.51662179,5326108.42452035,5030945.4476095,727642.12131817,705812.857678626
119,31992741.3881839,30624686.0275408,32159344.152351,30781295.1458089,22817470.3436597,7807215.68388112,22974080.2833179,7807214.86249097,4474478.18399967,4340243.83847968,0,0,0,0,0,0
120,32333966.4743933,30949331.2340632,32502346.7990692,31107611.769213,23088660.2197423,7860671.01432093,23246941.5804167,7860670.18879631,4590657.13279792,4452937.41881398,5383881.54893628,5086250.60298295,5411945.47360823,5112635.1058563,765109.522132986,742156.236468997
121,32630577.7215673,31232316.5151817,32800066.7875283,31391639.2784385,23295188.3262715,7937128.18891023,23454511.9181313,7937127.36030715,4701247.45287985,4560210.02929345,0,0,0,0,0,0
122,32895971.4477557,31485588.8063303,33064590.3058051,31644093.3680545,23451366.6124143,8034222.19391605,23609872.0058315,8034221.36222304,4831043.99319451,4686112.67339868,5477344.69230937,5175117.50697278,5505448.33800515,5201539.38059323,805173.998865752,781018.77889978
123,33183320.0279432,31760439.5765353,33351540.0853769,31918569.2762533,23627122.4401009,8133317.13643436,23785252.9821912,8133316.2940621,4982195.63036484,4832729.7614539,0,0,0,0,0,0
124,33554001.9690689,32114363.6029913,33723974.1628334,32274137.8413381,23918774.5938356,8195589.00915568,24078549.677696,8195588.16364214,5081411.45168593,4928969.10813535,5586851.60563964,5279264.80362084,5615180.37130396,5305898.42869245,846901.908614321,821494.851355891
125,33730869.0867971,32283127.8363246,33899802.6917031,32441925.8025473,23995799.1381822,8287328.69814247,24154597.9530714,8287327.84947593,5201811.3089734,5045756.9697042,0,0,0,0,0,0
126,34030914.1760883,32569796.8089006,34201216.297221,32729880.0134516,24229547.102409,8340249.70649162,24389631.1587913,8340248.85466033,5336071.01594736,5175988.88546894,5666470.97210725,5355652.98259738,5694854.51901345,5382338.13629845,889345.16932456,862664.814244823
127,34286170.7041387,32813484.0239414,34455151.4129302,32972325.0979482,24422294.7251045,8391189.29883691,24581136.6528832,8391188.44506502,5429638.78506489,5266749.62151294,0,0,0,0,0,0
128,34424382.4883621,32944925.2731658,34593303.4544391,33103710.1860667,24474167.7392644,8470757.53390147,24632953.5110755,8470756.67499111,5502857.4900803,5337771.76537789,5731982.41321945,5417968.30396684,5760135.76657066,5444437.11024432,917142.915013383,889628.627562982
129,34679596.5775502,33188861.6313914,34848170.7519486,33347320.6780223,24626806.9392113,8562054.69218003,24785266.8636717,8562053.81435061,5626044.23360378,5457262.90659567,0,0,0,0,0,0
130,34855115.3629784,33358090.278716,35023575.3746849,33516442.0098909,24804361.2190079,8553729.05970811,24962713.8312858,8553728.17860518,5739587.0740385,5567399.46181734,5803813.73555199,5486662.1452651,5831890.28363265,5513059.83706154,956597.845673083,927899.910302891
131,34937326.5593518,33437764.9491483,35103928.276638,33594369.8811906,24874282.9591413,8563481.990007,25030888.754035,8563481.12715561,5828451.33563591,5653597.79556683,0,0,0,0,0,0
132,35102654.4490841,33595251.4953709,35268868.2923506,33751491.8232906,24932327.1390361,8662924.35633476,25088568.3330249,8662923.49026572,5965472.40261876,5786508.2305402,5844670.20867116,5525882.52630565,5872372.39447254,5551928.34169082,994245.400436461,964418.038423367
133,35515083.2457653,33990056.098753,35678968.510411,34144107.5602157,25234666.2358694,8755389.86288362,25388718.5155097,8755389.04470591,6121027.45027464,5937396.6267664,0,0,0,0,0,0
134,35568379.309176,34040831.1958246,35731819.0512339,34194463.8634918,25249478.646565,8791352.5492596,25403112.1354609,8791351.72803083,6223719.68602861,6037008.09544775,5922224.38673265,5600171.30507444,5949464.22142542,5625782.2832784,1037286.6143381,1006168.01590796
135,35800134.8772617,34262457.4627455,35960977.0134216,34413648.378296,25376201.8577317,8886255.6050138,25527393.5975734,8886254.7807226,6367770.95924016,6176737.83046295,0,0,0,0,0,0
136,36029511.7895729,34482195.7933547,36190373.0470841,34633404.5159332,25578599.998763,8903595.79459165,25729809.5487066,8903594.96722659,6480747.19667112,6286324.78077098,5998978.44988559,5673514.4848709,6025788.50708036,5698722.1121851,1080124.53277852,1047720.79679516
137,36277376.9859793,34719839.2619632,36438909.0990781,34871678.585589,25778807.4948351,8941031.76712816,25930647.5111084,8941031.07448064,6630167.45727601,6431262.43355773,0,0,0,0,0,0
138,36587518.0511401,35017242.1847779,36747496.2204357,35167620.7980117,26002795.8802757,9014446.30450224,26153175.1887399,9014445.60927178,6778607.09202303,6575248.87926234,6092076.90962667,5762386.52095017,6118739.78431352,5787455.84283621,1129767.84867051,1095874.81321039
139,36880243.3220394,35297459.2574717,37041112.6852488,35448676.1175712,26217926.0490935,9079533.20837818,26369143.6070161,9079532.51055514,6905016.02426696,6697865.54353895,0,0,0,0,0,0
140,37296095.0320353,35693307.3394679,37456699.921175,35844275.5931622,26495895.8363397,9197411.50312821,26646864.7904593,9197410.80270293,7106120.84201735,6892937.21675683,6209731.90845785,5874339.01566971,6236499.32932565,5899506.70812499,1184353.47366956,1148822.86945947
141,37574646.2264136,35959715.8920913,37733031.6219673,36108595.9737966,26644054.0154781,9315661.87661314,26792934.8002207,9315661.17357591,7247225.16333608,7029808.408436,0,0,0,0,0,0
142,37815671.55182,36189188.0950596,37973153.1492789,36337218.5983887,26798272.5523086,9390915.54275097,26946303.7518915,9390914.84649714,7362723.40629188,7141841.70410313,6296175.05739528,5956796.76527816,6322421.60053874,5981474.97443626,1227120.56771531,1190306.95068385
143,38035427.1171349,36400407.8438689,38192696.7536918,36548239.0956856,26974352.0599429,9426055.78392604,27122184.0581052,9426055.03758048,7501362.79499757,7276321.91114764,0,0,0,0,0,0
144,38376943.3477627,36725197.7538553,38533820.9342802,36872660.4704065,27201096.1618704,9524101.59198495,27348559.6275503,9524100.84285621,7596907.63627004,7369000.40718194,6389328.85239128,6045247.74327508,6415474.72412021,6069828.66730941,1266151.27271167,1228166.73453032
145,38786772.1710416,37117068.5133471,38943566.6004878,37264453.0539922,27532929.8696267,9584138.64372033,27680315.1656574,9584137.88833479,7774055.15321625,7540833.49861977,0,0,0,0,0,0
146,39151870.1032202,37467144.8123244,39308716.8374315,37614578.5110156,27834531.8088119,9632613.00351252,27981966.2657056,9632612.24531008,7966638.97865625,7727639.80929656,6518348.03349396,6168180.19799415,6544488.76021226,6192755.6761219,1327773.16310938,1287939.96821609
147,39263750.5239051,37573701.082087,39416124.9588978,37716930.8111914,27903482.602187,9670218.47989996,28046713.1174063,9670217.69378506,8071859.06008499,7829703.28828244,0,0,0,0,0,0
148,39561268.1181812,37856955.7506082,39712853.8116128,37999444.0545028,28138726.5415445,9718229.2090637,28281215.6369289,9718228.41757389,8191511.61566667,7945766.26719667,6586232.85136336,6232783.49153742,6611496.73503263,6256535.05854297,1365251.93594444,1324294.37786611
149,39907012.9982844,38187514.8958163,40058163.7716528,38329594.3664688,28401810.2252252,9785704.67059106,28543890.4903191,9785703.87614971,8348464.24156022,8098010.31431342,0,0,0,0,0,0
150,40339634.2617486,38599795.7817289,40491172.9991575,38742240.0407515,28757877.3102818,9841918.4714471,28900322.3667083,9841917.67404321,8458171.46857035,8204426.32451324,6715567.39122662,6355565.04429708,6740823.46552142,6379309.80755148,1409695.24476172,1367404.38741887
151,40616544.7018032,38864329.7177835,40765892.3601961,39004714.354498,28975422.6503093,9888907.06747416,29115808.0904676,9888906.26403048,8559154.82922565,8302380.18434888,0,0,0,0,0,0
152,40883108.8385531,39119330.4795753,41032496.0550123,39259752.2928091,29209725.2024096,9909605.27716574,29350147.8220832,9909604.47072594,8677645.54010879,8417316.17390553,6806167.74354346,6441941.33086874,6831065.22815939,6465351.69186777,1446274.2566848,1402886.02898425
