period,"total pensions, pre-2016, cost","total net pensions, pre-2016","total pensions, post-2016, cost","total net pensions, post-2016",total retirement benefits pre-2016,total survivors pensions pre-2016,total retirement benefits post-2016,total survivors pensions post-2016,"total universal pensions, cost",total net universal pensions," total thirteenth month of pension pre-2016, cost",total net thirteenth month of pension pre-2016," total thirteenth month of pension post-2016, cost",total net thirteenth month of pension post-2016," total thirteenth month of universal pension, cost",total net thirteenth month of universal pension
74,21272775.2741875,20409473.0216267,21378432.5043576,20508790.8695311,16296315.9662494,4113157.05537729,16395634.4738707,4113156.39566045,532148.36277597,516183.911892691,3544152.01062878,3342967.95570195,3561761.55812957,3359520.9303383,88691.393795995,86030.6519821151
75,21324925.6095745,20457809.676476,21433153.6310834,20559544.0682389,16296079.569567,4161730.106909,16397814.6210468,4161729.44719216,571563.46646626,554416.562472272,0,0,0,0,0,0
76,21428593.9559451,20555100.9547827,21537096.1918547,20657093.4563387,16304069.2866482,4251031.66813449,16406062.4526867,4251031.00365193,603527.101648678,585421.288599218,3569480.99379993,3366458.69411478,3587564.77067154,3383457.44433436,100587.85027478,97570.2147665363
77,21444548.7374934,20568326.9686409,21554575.5098009,20671752.5341841,16260114.9933462,4308211.97529472,16363541.2307034,4308211.3034807,637018.170179147,617907.625073773,0,0,0,0,0,0
78,21458112.2967456,20580027.0185817,21568023.2092504,20683343.6758986,16232622.7097673,4347404.30881447,16335940.0504251,4347403.62547346,661153.709452803,641319.098169219,3574015.62055477,3370236.21028112,3592334.17681661,3387455.65312548,110192.284908801,106886.516361537
79,21511340.1382712,20629096.9437109,21621910.6688891,20733033.6420907,16233241.3316962,4395855.61201474,16337178.7122294,4395854.9298613,694061.528605506,673239.682747341,0,0,0,0,0,0
80,21588416.7908193,20701917.0637496,21700296.7632881,20807084.6374964,16291967.5644606,4409949.49928902,16397135.8194849,4409948.81801146,727228.279096321,705411.430723431,3595357.04710845,3389803.96790499,3614003.78004227,3407331.89686286,121204.71318272,117568.571787239
81,21717214.0314818,20823313.4458505,21831710.6735751,20930940.6890334,16314116.823932,4509196.62191853,16421744.748747,4509195.94028642,741255.034311386,719017.383282044,0,0,0,0,0,0
82,21738863.6166187,20842792.9280959,21854474.1791457,20951467.2564609,16322298.5089719,4520494.41912403,16430973.5198808,4520493.73658011,761179.670005654,738344.279905485,3620051.51632926,3412536.81286425,3639320.01426632,3430649.2009189,126863.278334276,123057.379984247
83,21807793.8596309,20906840.2567416,21926145.7074337,21018091.3932268,16331313.0321072,4575527.22463443,16442564.8526206,4575526.54060615,778460.067489513,755106.265464828,0,0,0,0,0,0
84,21916664.8865322,21009469.7550969,22036015.6988955,21121659.5171562,16362114.4058078,4647355.34928914,16474304.8540201,4647354.66313617,817812.399946322,793278.027947932,3649083.78186039,3439435.95097221,3668975.58364396,3458134.24466454,136302.06665772,132213.004657989
85,22057223.6091798,21142118.7833238,22179299.6181687,21256870.2301783,16423152.4251651,4718966.35815867,16537904.5652981,4718965.66488021,839199.082287099,814023.109818486,0,0,0,0,0,0
86,22154701.793396,21233999.1662686,22278359.2279198,21350237.153126,16457118.3916053,4776880.77466335,16573357.0551746,4776880.0979514,880363.934110687,853953.016087367,3688303.88094489,3475810.54749204,3708913.45308272,3495183.54531171,146727.322351781,142325.502681228
87,22230048.1003585,21305160.4256875,22352646.0902469,21420402.3402198,16479000.9832758,4826159.44241172,16594243.5839054,4826158.75631442,920176.588946361,892571.29127797,0,0,0,0,0,0
88,22311343.5335556,21382316.0437969,22434513.6066539,21498095.7164806,16529629.0601061,4852686.9836908,16645409.4210194,4852686.29546115,1021120.57878888,990486.961425213,3714012.02721649,3500218.62723386,3734540.33797601,3519515.31628283,170186.76313148,165081.160237536
89,22440228.6053352,21504613.8668116,22562998.9956701,21620017.8375969,16609126.7139789,4895487.1528327,16724531.3762502,4895486.46134669,1119268.63327341,1085690.57427521,0,0,0,0,0,0
90,22536675.7780694,21596233.449634,22658889.2215254,21711113.8904621,16657192.6982685,4939040.75136559,16772073.8270611,4939040.06340101,1210572.00784038,1174254.84760517,3751143.51877663,3535785.96008996,3771512.39126387,3554932.7771644,201762.001306731,195709.141267529
91,22705655.7491385,21756310.4971485,22829744.7833688,21872954.1512929,16779366.6570365,4976943.84011198,16896010.9989883,4976943.15230461,1319098.23959386,1279525.29240605,0,0,0,0,0,0
92,22822667.9593891,21867156.5959749,22949304.0223955,21986194.4571354,16847614.4579027,5019542.13807221,16966653.0090997,5019541.44803565,1391282.54262958,1349544.0663507,3798398.73346456,3580874.69014444,3819504.73721642,3600714.41060265,231880.423771597,224924.011058449
93,22927243.2590481,21965870.5008079,23053327.9250854,22084390.0500688,16860324.3212445,5105546.17956343,16978844.5200788,5105545.52998993,1470659.38283507,1426539.60135002,0,0,0,0,0,0
94,23046543.9423212,22079273.9398498,23172471.3297743,22197645.6464464,16938162.1856122,5141111.7542376,17056534.5563755,5141111.0900708,1551626.42762208,1505077.63479342,3835350.88482511,3616301.14100355,3856338.77606563,3636031.0277311,258604.40460368,250846.27246557
95,23168567.6550529,22196087.1579121,23294605.5323783,22314562.7251506,16995512.9186742,5200574.2392379,17113989.1502967,5200573.57485395,1660775.14077425,1610951.88655102,0,0,0,0,0,0
96,23169181.5793852,22195957.0985126,23294937.2021674,22314167.3465223,16916419.4924866,5279537.60602594,17034630.4035275,5279536.94299484,1739283.64558324,1687105.13621574,3855313.54009872,3635760.73093361,3876272.80393024,3655463.70793177,289880.607597207,281184.18936929
97,23301571.3764519,22321381.166096,23428405.8983907,22440605.5792666,16989927.7929219,5331453.37317405,17109152.8706203,5331452.70864638,1827649.84951689,1772820.35403139,0,0,0,0,0,0
98,23379282.0860968,22395509.1071362,23505913.3830622,22514542.4888318,17017465.8008648,5378043.30627134,17136499.8470881,5378042.64174367,1916758.84638008,1859256.08098868,3889789.16916153,3668861.49952905,3910894.37868204,3688701.6654669,319459.807730013,309876.013498112
99,23410343.6930328,22424359.1824457,23536968.3883094,22543386.120462,17011399.589597,5412959.59284876,17130427.1845309,5412958.93593115,2001479.08783568,1941434.71520061,0,0,0,0,0,0
100,23534507.971186,22541772.07076,23661109.004801,22660776.7663676,17046746.9985994,5495025.07216059,17165752.3662924,5495024.40007523,2099124.97245235,2036151.22327878,3915109.3045012,3693154.28245203,3936209.42783588,3712990.41297511,349854.162075392,339358.53721313
101,23607367.4738391,22610324.8169465,23734108.8442388,22729461.4291177,17094113.1551594,5516211.66178707,17213250.4398652,5516210.98925247,2200254.66052725,2134247.02071144,0,0,0,0,0,0
102,23787824.4780362,22782343.0864021,23914792.6635272,22901692.9047656,17209779.087803,5572563.99859904,17329129.578492,5572563.3262736,2311874.99099776,2242518.74126783,3956808.7045184,3733099.14462168,3977970.01983109,3752992.81009289,385312.498499627,373753.123544638
103,23893281.7058092,22882283.647053,24019641.6681067,23001061.7356147,17230440.5986723,5651843.04838068,17349219.3595594,5651842.37605524,2391774.92481559,2320021.67707112,0,0,0,0,0,0
104,24018371.7963509,23001028.2721241,24145657.2067567,23120676.2817694,17345200.4869215,5655827.78520263,17464849.1578818,5655827.12388759,2484464.49745528,2409930.56253162,3994817.48574324,3769394.70023649,4016031.67185056,3789338.06423089,414077.416242547,401655.093755271
105,24161276.1398117,23137116.0681274,24289426.6758462,23257577.295792,17426436.1070828,5710679.96104458,17546897.998381,5710679.29741101,2598791.83736968,2520828.08224859,0,0,0,0,0,0
106,24219389.9132489,23191974.6489236,24346691.444401,23311637.8119653,17448606.7669597,5743367.88196392,17568270.6028742,5743367.20909115,2682811.13338474,2602326.7993832,4027958.13230074,3801233.56445966,4049175.00518048,3821179.45400205,447135.188897456,433721.133230532
107,24254593.3442891,23225745.7028948,24383774.6938372,23347175.8947364,17432965.1356906,5792780.56720419,17554396.0140494,5792779.88068702,2745116.8135513,2662763.30914476,0,0,0,0,0,0
108,24185233.3054351,23160894.4336253,24313452.8945585,23281420.2187475,17384579.2394831,5776315.1941422,17505105.7111225,5776314.50762504,2836027.86790902,2750947.03187175,4022203.05912032,3796491.69045416,4043572.87917746,3816581.35027073,472671.311318169,458491.171978625
109,24270104.4754827,23240897.9048,24397786.9245955,23360918.7783123,17443827.3804981,5797070.5243019,17563848.9405276,5797069.83778474,2944491.32842901,2856156.58857614,0,0,0,0,0,0
110,24414497.8171287,23378064.2004671,24539722.2160146,23495774.5066678,17564346.1936939,5813718.00677318,17682057.1864118,5813717.32025601,3033877.56490674,2942861.23795954,4059904.20570875,3832617.89018221,4080774.82737554,3852238.30349493,505646.26081779,490476.872993257
111,24513665.0700602,23472905.1665089,24637668.1046896,23589467.3907786,17603948.6330034,5868956.53350555,17720511.5285896,5868955.86218901,3092144.96238599,2999380.61351441,0,0,0,0,0,0
112,24585649.0986633,23540580.2544966,24710551.7796256,23657988.1463193,17635835.2954462,5904744.95905039,17753243.8539793,5904744.29234005,3129867.85824034,3035971.82249313,4088270.50048463,3859738.30423854,4109087.50258086,3879310.81564051,521644.643040057,505995.303748855
113,24689676.8936291,23638944.0108641,24814765.1545803,23756526.3479442,17692596.4431358,5946347.56772834,17810179.4447304,5946346.90321382,3198293.73367136,3102344.92166121,0,0,0,0,0,0
114,24748294.3956564,23695085.8175054,24872150.2384967,23811510.4536557,17733771.803677,5961314.01382839,17850197.1251941,5961313.32846166,3299182.79868458,3200207.31472404,4115025.32628252,3885475.96055167,4135667.99226662,3904884.59600988,549863.799780763,533367.88578734
115,24875779.2409655,23816166.2180529,25000635.8659359,23933531.4319878,17832964.428092,5983201.78996083,17950330.3001382,5983201.1318496,3371937.27375776,3270779.15554502,0,0,0,0,0,0
116,24982767.5777372,23917661.7777652,25106663.1417922,24034123.3207472,17860126.7270507,6057535.05071456,17976588.9298228,6057534.39092433,3423069.6743646,3320377.58413367,4153810.47331978,3922396.84125141,4174459.68306835,3941812.07991578,570511.612394101,553396.264022277
117,25119086.1585664,24047319.8042635,25241953.3242784,24162814.6528031,17949472.4531711,6097847.3510924,18064967.9236064,6097846.72919676,3524672.76215868,3418932.57929392,0,0,0,0,0,0
118,25310037.782607,24229418.9570471,25433271.1633012,24345258.0476699,18091289.41186,6138129.54518712,18207129.1243785,6138128.92329148,3637028.03915453,3527917.19797989,4208008.48830537,3974195.11633884,4228547.33416048,3993506.61294336,606171.339859088,587986.199663316
119,25360636.4924401,24277845.1734359,25482855.5918613,24392730.8395954,18138630.1801918,6139214.99324406,18253516.4740362,6139214.36555925,3719428.36043937,3607845.50962619,0,0,0,0,0,0
120,25493813.412456,24404065.650413,25615215.1815356,24518183.0259571,18226075.8250159,6177989.8253971,18340193.8312931,6177989.19466399,3787809.77291334,3674175.47972594,4238403.45425729,4003350.56650165,4258637.03148141,4022375.20806563,631301.62881889,612362.579954323
121,25482316.0074645,24391690.2000308,25603007.8093286,24505140.2063924,18162282.0288215,6229408.17120935,18275732.6273449,6229407.57904752,3829633.72268848,3714744.71100783,0,0,0,0,0,0
122,25590300.0654851,24494793.7923383,25710739.5988052,24608006.9455878,18229954.7166809,6264839.07565742,18343168.4620922,6264838.48349559,3920874.32602198,3803248.09624132,4254063.42529143,4018656.35030959,4274136.67941368,4037531.01969738,653479.054336997,633874.682706887
123,25638025.8799985,24540628.3120223,25757321.5700344,24652766.2525847,18255028.4600844,6285599.85193792,18367166.9928086,6285599.25977609,4001689.67366141,3881638.98345157,0,0,0,0,0,0
124,25783076.1393652,24678347.2750348,25902387.5697727,24790500.0115464,18388282.5851785,6290064.68985629,18500435.9138519,6290064.09769445,4076371.74869609,3954080.59623521,4286037.37618269,4049338.62913632,4305922.61315284,4068036.64956336,679395.291449348,659013.432705868
125,25766122.1719217,24662984.2755497,25884865.3859512,24774602.8887873,18384109.6028641,6278874.67268551,18495728.808989,6278874.07979829,4135758.56650576,4011685.80951059,0,0,0,0,0,0
126,25948472.5473681,24836587.5712128,26067132.5340404,24948127.9507346,18520163.2052158,6316424.36599698,18631704.1776248,6316423.77310976,4247329.20308309,4119909.3269906,4313388.49074283,4075688.14613231,4333165.1537786,4094284.13219515,707888.200513849,686651.554498433
127,25982579.126047,24868781.64372,26100529.8203005,24979655.3453166,18501396.1007819,6367385.54293817,18612270.3952656,6367384.95005096,4317821.29828287,4188286.65933439,0,0,0,0,0,0
128,26055192.0641968,24937701.0549207,26172810.2726229,25048261.9405201,18541571.9954201,6396129.05950052,18652133.4739068,6396128.46661331,4365516.97385661,4234551.46464091,4330836.28370585,4092638.75448642,4350439.27760646,4111071.57478986,727586.162309434,705758.577440151
129,26105592.6545712,24986580.955289,26222858.6451663,25096810.7561272,18584017.8222107,6402563.13307824,18694248.2159361,6402562.54019103,4456922.35167799,4323214.68112765,0,0,0,0,0,0
130,26155412.8013483,25033642.1696476,26272504.7577967,25143708.3785224,18639938.3594255,6393703.81022213,18750005.1557291,6393703.2227933,4542212.76517105,4405946.38221592,4347503.65861041,4109124.41401392,4367018.94387189,4127475.01129452,757035.460861841,734324.397035986
131,26227338.7902461,25102281.0450928,26343931.7586183,25211877.8565591,18698703.2396875,6403577.80540535,18808300.6403468,6403577.21621228,4617454.55037093,4478930.91385981,0,0,0,0,0,0
132,26299688.6085977,25172053.6148048,26416118.8434841,25281497.4567944,18753298.0270608,6418755.58774397,18862742.4582435,6418754.99855089,4730790.62788993,4588866.90905324,4371522.31784475,4132434.71018546,4390927.25436773,4150681.6035096,788465.104648322,764811.151508873
133,26381393.994926,25251292.0404317,26498292.9130667,25361176.4446805,18861896.1789271,6389395.8615046,18971781.1723689,6389395.27231153,4816002.57734114,4671522.50002091,0,0,0,0,0,0
134,26366240.9688406,25236841.6408919,26481695.8039183,25345368.7029728,18831186.4694274,6405655.17146454,18939714.1221313,6405654.58084146,4867814.99964404,4721780.54965471,4382594.96136424,4143626.28868924,4401837.34825801,4161720.42697574,811302.499940673,786963.424942452
135,26465978.9653337,25332568.4391344,26581122.9958949,25440803.3449697,18951610.7482934,6380957.69084099,19059846.2523044,6380957.09266535,4954541.30510298,4805905.06594989,0,0,0,0,0,0
136,26565420.6119864,25427497.1714671,26679372.7042159,25534611.5608719,18980349.3147153,6447147.85675181,19087464.2485742,6447147.31229765,5024651.54196575,4873911.99570678,4415749.87480787,4175430.91643338,4434741.78782289,4193289.60926877,837441.923660959,812318.66595113
137,26662829.8454322,25520726.3226033,26776149.9904704,25627246.6816482,19076025.5043708,6444700.81823248,19182546.4078699,6444700.27377832,5110195.6558608,4956889.78618497,0,0,0,0,0,0
138,26772876.0319816,25626575.4393268,26885805.3579423,25732728.4284388,19152023.2701963,6474552.16913052,19258176.8037624,6474551.62467635,5213862.34795558,5057446.47751691,4450174.15244904,4208709.52443921,4468995.60441925,4226407.98389249,868977.057992597,842907.746252818
139,26828696.0606664,25680310.6988649,26939759.6050499,25784709.752262,19200856.9172848,6479453.78158002,19305256.5151361,6479453.23712586,5301681.91906433,5142631.4614924,0,0,0,0,0,0
140,27015544.7023833,25858755.8738526,27127070.5106561,25963589.4554701,19364955.7991916,6493800.07466096,19469789.9291908,6493799.52627929,5426499.90137433,5263704.9043331,4490474.07022175,4247485.08589483,4509061.58469295,4264963.62204577,904416.650229055,877284.150722184
141,27109814.643699,25948999.0598154,27220561.917516,26053100.8190444,19423190.0243795,6525809.0354359,19527292.3318886,6525808.48715582,5529567.65128298,5363680.62174449,0,0,0,0,0,0
142,27198833.1776074,26033466.4600814,27308940.526087,26136966.6894933,19500343.1874188,6533123.27266265,19603843.9651108,6533122.72438258,5611612.26891142,5443263.90084408,4520974.74413873,4277092.86771195,4539325.84864438,4294349.17633293,935268.711485238,907210.65014068
143,27248128.4543396,26080806.3655043,27355512.9386702,26181747.1027181,19533981.8914799,6546824.47402448,19634923.17207,6546823.9306481,5714839.56237184,5543394.37550068,0,0,0,0,0,0
144,27257710.1038171,26088879.6845222,27364841.4597959,26189581.7089323,19553974.1354189,6534905.54910329,19654676.7032054,6534905.00572691,5760539.63581447,5587723.44674003,4530763.4421436,4286855.37149748,4548618.41101064,4303645.53159945,960089.939302411,931287.241123339
145,27452964.0021071,26275812.1201378,27559522.9073166,26375976.0408248,19720893.5395596,6554918.5805782,19821058.003623,6554918.03720182,5889461.28751332,5712777.44888792,0,0,0,0,0,0
146,27575241.6687703,26393514.3804987,27680332.5758567,26492298.3909138,19802331.8317585,6591182.54874016,19901116.38555,6591182.00536379,6033581.4241189,5852573.98139534,4583564.54535104,4337826.52043842,4601079.44081471,4354297.0115233,1005596.90401982,975428.996899223
147,27638807.1603971,26454702.1459247,27741896.5038719,26551604.6865449,19857416.6768401,6597285.46908457,19954319.7608367,6597284.92570819,6123163.82070126,5939468.90608022,0,0,0,0,0,0
148,27718911.0203448,26531642.4506419,27821437.6719191,26628016.0787807,19943977.3541478,6587665.09649404,20040351.525663,6587664.55311766,6210604.14894106,6024286.02447283,4607536.46482172,4361105.05561502,4624623.98754138,4377173.87430354,1035100.69149018,1004047.67074547
149,27878566.2057922,26684427.8455805,27980287.3138534,26780044.5008342,20040129.9742607,6644297.87131979,20135747.1760896,6644297.32474463,6330057.80625645,6140156.07206876,0,0,0,0,0,0
150,27898066.3977532,26704168.8193895,27998859.7718859,26798913.4046161,20105543.8093955,6598625.00999409,20200288.9411971,6598624.46341892,6449226.37755311,6255749.58622652,4637369.83740349,4390211.33225276,4654168.52272735,4406008.65195628,1074871.06292552,1042624.93103775
151,27946015.7153348,26750640.3098515,28045150.8853284,26843826.1831872,20183957.7811589,6566682.5286926,20277144.2010697,6566681.98211744,6525587.58308342,6329819.95559092,0,0,0,0,0,0
152,27984492.1891129,26788662.2055429,28083266.3547987,26881508.3063684,20242624.8009261,6546037.40461682,20335471.4503905,6546036.85597784,6626518.49558563,6427722.94071806,4652054.3846796,4405115.20692442,4668516.45929404,4420596.11256109,1104419.74926427,1071287.15678634
