Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
68,23088184.0284345,22372517.267354,78148260.6167441,68577945.5596563,11429657.5932761,464698.393553885,177792.317855489,104537.213815951
69,20077444.0209442,19328433.7283078,68188406.9055644,68085062.9292202,0,494875.861778972,180480.58588522,105219.778531727
70,22717067.160613,21986757.1483621,76833506.4671445,67425670.6526229,11237611.7754372,468574.618343827,185179.824889634,109365.098596209
71,19809205.2923633,19031464.7647977,67161946.4441475,67033723.5805965,0,511853.050180466,189311.911746248,109393.665198415
72,22785387.3496667,22007208.8492327,76873001.747256,67462697.7552937,11243782.9592156,508748.355975553,192463.956820081,109951.696626327
73,19867063.3358765,19128581.562599,67452107.0441032,67332521.6035069,0,475170.808205429,188382.830546316,107040.192179591
74,22677562.663725,21910313.1769334,76543487.7305498,67162529.6371776,11193754.9395296,508723.442556653,184409.425656107,105880.883684044
75,19831049.6736217,19065369.102846,67234511.0950198,67119751.6287999,0,499835.282769854,188977.348189106,109811.342595341
76,22749054.9087828,21942376.9337508,76601573.6369343,67226846.3979296,11204474.3996549,535910.302190817,192992.997280811,111106.679371906
77,19933572.7460401,19142489.5613607,67480154.2148739,67368291.1792176,0,512115.932522041,198411.743297863,115079.298370743
78,22759106.4294179,21949053.1583687,76620026.6785264,67240625.3775512,11206770.8962585,536122.75656381,194374.668291182,113651.208848878
79,20032280.0928995,19276821.1242537,67996181.2919942,67892872.2471923,0,487841.65333261,191052.565816177,109378.213567239
80,22902988.5490238,22176803.0515311,77403324.4964891,67926621.678329,11321103.6130548,454774.868861964,194136.279642403,110391.92712624
81,19983302.9810845,19204063.1092968,67679266.2399689,67570366.9682113,0,504965.979603502,196444.068515504,111185.462383705
82,22804457.1724806,22027157.1597673,76925285.2065915,67513957.859616,11252326.309936,508185.020604349,191109.857281268,111435.906896687
83,19915014.5656942,19145605.0712641,67503850.1965252,67415549.29821,0,498228.701032715,192965.583406744,111736.014272362
84,22971054.6862726,22168221.4827942,77358689.6518244,67899777.87744,11316629.64624,534643.610400615,189733.028893772,112080.805977207
85,20111489.1794016,19283876.820216,67995718.2576497,67906900.4111224,0,559774.032805832,191500.087789783,109054.626557081
86,22911928.904349,22058597.7361344,77057040.6761446,67630221.4008212,11271703.5668035,579052.973100184,194774.182838918,113577.160393659
87,19975945.4543339,19150753.1548951,67516389.4654831,67420248.3819223,0,557185.239576437,191937.543071301,108670.738272831
88,22846344.54691,22024535.4258494,76925220.8244909,67509606.3415255,11251601.0569209,549025.561075458,195050.227504258,111047.617829875
89,19779255.1400937,18989019.9079366,66976767.9505406,66872772.6851638,0,509029.971447197,201246.341559341,114227.027357921
90,22735686.9178123,21958592.098879,76696992.309581,67310265.4226067,11218377.5704345,503568.42156751,195390.515462459,111622.688433394
91,19847259.4361133,19031887.485037,67119416.276763,67008040.0537136,0,539417.680493246,197678.319482031,111822.787287088
92,22867423.7707949,22076978.3804032,77094302.5846372,67661690.6443232,11276948.4407205,522613.186119634,191807.545692226,108606.655114044
93,19810656.2209564,18994358.4864771,67014106.6665067,66901367.1477852,0,532858.923856829,202263.787031333,115964.319415858
94,22576547.1360019,21754522.6162146,75954510.2623519,66656728.7101132,11109454.7850189,536189.011099178,203807.926467373,117182.26031542
95,19758412.605873,18948778.8321398,66787635.8644785,66695561.0168139,0,526552.012711122,201747.304257626,116192.08109208
96,22660757.1920659,21830870.4584867,76182352.5961663,66872264.3445213,11145377.3907536,532155.835605609,212230.78917586,122143.01256823
97,20006931.8817607,19182921.56724,67634752.0883443,67525374.1420702,0,528846.129032467,209748.012553512,122023.104192547
98,22839764.7072587,21997178.3782632,76820565.0219398,67422329.2042443,11237054.8673741,557088.165012876,202200.503013221,118996.658527737
99,20066436.3662625,19256962.4171558,67934071.0284799,67834478.9196583,0,524407.740526237,202318.604139364,118210.863487279
100,22728995.8029142,21889339.8416779,76406628.1606792,67063335.2254903,11177222.5375817,556124.153761764,202434.263337047,115853.634482103
101,20063403.4390992,19222864.1421926,67751295.8440016,67646895.088184,0,549701.957891607,206850.237149375,119981.574093702
102,22936851.1021195,22103086.9538936,77155769.5789819,67724081.6149772,11287346.9358295,541731.961973269,206787.765971439,121777.743258721
103,20288674.5235957,19434967.9215215,68504951.2525713,68418333.5753358,0,563743.460991756,205702.728109878,120372.018532242
104,23259251.3722792,22416526.0150818,78213367.1217515,68651125.820879,11441854.3034798,555277.587577998,204326.501779063,118744.668343355
105,20292580.8765167,19427517.635686,68458272.9026876,68380086.0297658,0,568125.664891258,210451.170854976,123552.007263494
106,23173835.8757984,22291807.1423532,77733372.7356548,68231139.140295,11371856.5233825,595862.98109246,203574.955960816,117986.851988432
107,20080084.8733366,19224073.8233225,67742645.4464878,67670801.4247938,0,564957.129358326,206696.145633407,120511.107174864
108,22897094.8547335,22044605.6195335,76918385.8541371,67521429.1301999,11253571.5217,563774.546086472,205377.325131874,119053.377116565
109,19928384.3760685,19067243.9239552,67150205.889754,67071840.0382895,0,569582.802956197,207189.150161947,120526.427135945
110,22763078.6235402,21924588.298242,76444559.671725,67097854.5339494,11182975.7556582,547809.251493412,206977.748471149,119576.179048069
111,20044675.4362034,19220233.9299604,67630005.7624544,67557527.5070439,0,537061.09693492,205532.770250332,116925.198653914
112,22652395.8248399,21808406.9587746,75987763.3063951,66703047.5951288,11117174.5991881,551387.030381798,209012.393874607,119413.488298413
113,19889039.3368804,19043114.1947712,66983981.9803568,66894411.6810895,0,548236.821796403,212652.862727535,121479.225121764
114,22520658.6010156,21651256.7821132,75399952.8901655,66173119.4133222,11028853.2355537,574548.563849075,209599.513327993,121791.059607546
115,19747719.9251032,18858451.9152245,66316164.7689856,66227298.5769568,0,578896.181098216,220350.623020293,128601.722514568
116,22465500.0595198,21583675.0361744,75141513.6555709,65949824.3627196,10991637.3937866,581475.338781209,214066.417734333,123261.809756951
117,19530357.1572537,18680717.8977807,65678215.4270187,65606572.75341,0,548473.424397201,216264.04788451,121288.26741619
118,22172830.6092639,21291163.9212026,74125288.884128,65064150.3403884,10844025.0567314,581515.020961159,214306.237230444,122636.328385215
119,19383814.3424818,18530907.1150358,65135003.8968125,65058679.8665883,0,543250.47288817,219823.693144095,128332.944876823
120,22248755.1161363,21394660.0044159,74505249.5238203,65399532.2946346,10899922.0491058,542811.185270507,221047.849007808,128908.682060217
121,19446599.5317109,18598236.2808989,65416766.8916518,65342796.5995035,0,545249.57882574,217052.437222839,122944.621090601
122,22262491.0726111,21381241.0610912,74501428.6283475,65396326.8348263,10899387.8058044,583242.488346552,214938.088065697,118670.621582424
123,19371375.0231133,18505542.8743858,65141853.8673906,65064112.1736364,0,561562.599002034,218640.775788578,122326.819909796
124,22013812.4459097,21132846.7100167,73680484.4141444,64676178.038303,10779363.0063838,580663.328740852,215318.563567515,121405.490835268
125,19170681.3608551,18243774.0214985,64247540.5567286,64171380.6787801,0,618723.88498644,220076.596770417,125866.939428185
126,21738048.6081267,20822465.6276476,72635613.3778629,63760145.5340448,10626690.9223408,615029.35379984,214708.513979627,122635.875285174
127,18947565.9347392,18023738.3393752,63511194.9829784,63420664.2715987,0,621467.307286374,216826.259368463,122191.46958456
128,21516383.6736017,20640125.9212249,72009632.3773486,63201935.9046,10533655.9841,565947.534779767,222163.462142477,125923.936363726
129,18848203.7687194,17957807.4520353,63292666.5975562,63218267.4926654,0,574795.152366897,226392.762837773,127440.573542145
130,21453261.3440789,20585099.5883699,71815026.7903975,63040858.8526104,10506809.8087684,559973.534799074,219754.476052021,126333.921225647
131,18544295.602564,17669042.8037733,62206027.4447365,62120119.9736787,0,568845.86059886,219308.080661323,124426.939329424
132,21362205.4301528,20428804.2113347,71276094.2902515,62557594.7131516,10426265.7855253,622757.813853579,222157.069181655,126409.051118362
133,18679143.9854963,17767076.5817232,62562616.0358291,62490164.9574358,0,589666.912342149,230085.834272276,131878.081655238
134,21397730.5228121,20483825.3088789,71459696.4294068,62729559.9386637,10454926.656444,603723.766545009,222314.156172981,125524.701735969
135,18731214.1301829,17835152.9619316,62813935.0759657,62738526.645383,0,588168.520337701,220734.308295395,124511.9137403
136,21386334.9310976,20510126.015789,71558261.8366058,62808497.3035895,10468082.8839316,571512.938388787,218663.930778817,122902.923058606
137,18725706.7068418,17830159.011952,62807520.6218878,62737605.1593091,0,582636.519714328,224773.974806795,125910.286240888
138,21438745.0168762,20539895.9662609,71688064.381926,62924478.7619586,10487413.1269931,583436.433869686,225780.337175838,128046.113671229
139,18782718.6616271,17878393.4979764,62977706.9150515,62897124.9013623,0,595408.979550063,221749.69361928,124523.557830475
140,21326196.887083,20401174.5535175,71177858.4383355,62478032.4856838,10413005.4142806,612262.207528081,223764.3535157,127136.817888195
141,18471049.1567223,17562920.9167879,61925994.2872391,61858299.5431298,0,605545.066863381,217065.581461415,122167.98801375
142,20970553.1526156,20065236.4896146,70110030.8580199,61548583.7815121,10258097.2969187,589738.207723895,226606.253130971,127103.14592318
143,18309145.5224851,17387055.2696558,61286517.3295625,61213902.4649486,0,602496.344126005,230895.966971533,126711.345331044
144,20884631.0529431,19944134.6293848,69597441.5442291,61095423.5067784,10182570.5844631,631380.094930859,223725.403748453,121987.035541311
145,18212830.5885792,17279569.0054016,60908343.0668866,60841187.4574005,0,612716.69696806,230307.076361702,128911.156925561
146,20739671.2027202,19863369.7231619,69326428.7178966,60859554.5393272,10143259.0898879,569184.399399064,221399.582989502,122453.567385258
147,18185006.7833821,17295103.0127346,60939313.1389475,60874431.024012,0,581609.640056982,221531.637297544,123946.418989848
148,20823002.0632864,19944506.7711253,69569750.8586072,61073897.4988566,10178982.9164761,565067.427431811,226088.273282775,124770.84492356
149,18139369.4549729,17284212.8183177,60889187.0815491,60829333.3832449,0,547204.855211801,221314.882568611,123766.998392496
150,20848912.9065051,19929735.5154568,69555111.0944531,61063958.5170912,10177326.4195152,611927.096707934,222040.929480088,121727.664086161
151,18263195.3463587,17384222.4655518,61282837.2321104,61231423.7088658,0,568375.119121961,224852.139395126,122493.746128278
152,20892911.0408136,19985916.1570665,69778111.2274512,61266367.6809407,10211061.2801568,597166.669254575,224344.614462491,122119.428614245
