Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
49,901478,1124285,1031277,1030014,1028851,919037,740996,701617,676258,655790,478441
50,884030,1127493,1037233,1039573,1031356,916783,749685,699497,676562,649480,497998
51,865054,1140452,1043719,1029845,1039121,923613,762980,695385,677856,645377,507978
52,862192,1134536,1056696,1003035,1059221,936972,768762,687456,673828,650547,512102
53,863892,1149483,1043831,1011745,1058542,948127,762754,684666,677058,654491,523778
54,863494,1133148,1060297,1009179,1067540,949558,775946,678453,678885,657192,531012
55,859935,1135789,1061918,1015790,1068840,948859,782551,687022,678753,648245,545546
56,833338,1151253,1069989,1011799,1077150,942279,788555,708611,669742,643389,553095
57,826882,1137274,1084995,1007774,1081930,953831,788614,714974,664856,645591,566363
58,826999,1138207,1090219,1007601,1076910,957357,799059,721185,668720,643404,565940
59,825487,1133625,1098770,1008117,1077250,955026,808414,726458,671699,639207,581681
60,834002,1115573,1122514,992387,1087324,949410,821748,725859,669268,645456,584005
61,827732,1097617,1141307,991372,1080062,968497,821528,729116,663967,639136,600822
62,830591,1099421,1130293,1003601,1073686,980586,818584,736023,677637,625938,613704
63,839013,1103144,1118324,1021567,1061125,983883,837202,737632,673922,630502,615455
64,845628,1098915,1127331,1032313,1046094,1007418,830214,736994,684458,641543,611101
65,826213,1105555,1132821,1010236,1048991,1015239,852155,735344,679559,644111,621915
66,837724,1101190,1136856,1007763,1037872,1010591,870818,738041,686172,647301,616905
67,864655,1100338,1135202,1007063,1037843,1012697,887772,740178,671846,650052,631079
68,870067,1084118,1137275,1007656,1044415,1017954,904940,729843,673804,652020,638680
69,859511,1095102,1123636,1027920,1026228,1024592,911146,734396,685734,648212,635398
70,857473,1082573,1126907,1033484,1034429,1027512,907283,745021,684770,648500,626675
71,863802,1069160,1139866,1040181,1024912,1036078,913749,755953,680498,652521,622253
72,882977,1064874,1133395,1053056,998485,1056035,926752,762632,671662,649148,627397
73,893844,1056366,1148390,1039838,1006615,1055756,937094,757064,670481,654895,626942
74,886344,1061128,1131950,1055257,1004555,1062499,939282,767507,663995,657357,628855
75,885554,1061719,1134438,1058144,1009765,1063508,940390,772352,673483,658567,616716
76,895511,1046279,1149995,1066232,1005774,1072173,933703,776045,695306,650603,611931
77,897490,1037541,1136571,1081332,1002331,1076517,945486,776024,701391,646539,613649
78,890073,1036895,1137504,1086423,1002174,1072245,948301,787157,707668,648982,610825
79,880279,1043829,1132732,1095169,1003488,1072003,947319,795452,711502,654796,605355
80,851921,1064941,1114680,1118913,987915,1081231,942310,808786,712834,650905,608384
81,858657,1054169,1096048,1137706,986900,1074041,961977,808078,715384,647377,601265
82,844801,1060795,1096229,1126539,999194,1067284,972260,805235,722927,660746,591459
83,821773,1075688,1100487,1114075,1016600,1054602,978140,824362,726191,655334,598568
84,825301,1065385,1096258,1123008,1028922,1036431,1001478,817715,727499,662289,610343
85,832523,1052745,1102898,1129667,1006990,1040641,1003863,839401,726154,656691,612149
86,842099,1055486,1098673,1133134,1004358,1029312,998350,858220,727814,664845,614997
87,835098,1067968,1097231,1131480,1004934,1028007,998817,875174,729472,652180,618255
88,825805,1084183,1081011,1134552,1005700,1033816,1003384,895223,718509,654287,620012
89,811717,1084298,1091995,1120732,1025298,1015715,1012140,900332,722632,665206,616729
90,821842,1081827,1079189,1124356,1030620,1024670,1014678,898120,729534,661394,617032
91,829291,1084867,1065776,1137315,1036516,1016194,1021819,905272,741549,657391,621751
92,820678,1105981,1061351,1132326,1048688,990561,1042836,916294,748388,649933,617647
93,829969,1105678,1052843,1147626,1034279,999397,1043282,926263,743340,646812,621665
94,843334,1097498,1057882,1131186,1051190,999913,1049153,929040,755951,642244,621851
95,842409,1097926,1058473,1133707,1054235,1005407,1051918,928760,759364,648660,622942
96,860597,1082542,1042731,1147929,1061732,1001416,1060254,921419,764709,671591,615037
97,861851,1083721,1034295,1135538,1075497,996624,1062862,933701,765871,678828,608955
98,853998,1073564,1033649,1136428,1081432,996459,1057572,936733,775354,684763,617772
99,872506,1057486,1042359,1131716,1089938,997873,1057282,934679,782771,686804,623717
100,872791,1043842,1063471,1113629,1113458,982533,1067639,928440,796099,688275,619267
101,865772,1058044,1052899,1094856,1132782,981790,1061397,947251,795977,690182,612968
102,850579,1058957,1059590,1095557,1121095,994229,1055290,961020,792972,697819,621815
103,850924,1038292,1074018,1100185,1106116,1011571,1042354,964657,812998,700992,616746
104,847852,1039802,1063715,1095956,1115555,1023153,1028608,986565,805620,702067,628038
105,859834,1036337,1051075,1102596,1122214,1001339,1034492,991328,825927,702506,624538
106,860879,1045752,1053649,1098371,1126502,999621,1023431,988735,841997,705717,633000
107,853057,1050166,1066270,1096790,1124848,1000197,1021976,990128,858595,709673,620820
108,851483,1045028,1082263,1080508,1127625,999817,1027744,994927,878307,699496,625905
109,852927,1043149,1082750,1091325,1116680,1017315,1009393,1003240,882924,701700,639237
110,842140,1056414,1080279,1078519,1120546,1022129,1019328,1005220,883063,710979,637346
111,824672,1057027,1083319,1064637,1133337,1029045,1010699,1011839,890030,722638,632730
112,808437,1049996,1104433,1060173,1128425,1040848,982935,1031932,901236,728977,626016
113,800918,1051754,1103927,1051665,1143014,1028998,991270,1031999,911159,722328,624060
114,804754,1041161,1095647,1056863,1126583,1045628,992665,1037325,913901,733636,619807
115,781311,1053385,1096075,1057454,1129168,1049422,997600,1039946,913831,736847,625932
116,780705,1067894,1080863,1041673,1144725,1057510,993825,1046764,908604,740101,649140
117,780514,1068136,1083097,1033237,1133387,1070141,990536,1047818,920496,742567,654386
118,781144,1066069,1072940,1032591,1134320,1076189,989367,1044572,923297,750677,657815
119,781056,1067376,1056862,1041301,1129978,1083554,990781,1046046,920296,762357,659797
120,784281,1062348,1043489,1062142,1111926,1106937,974949,1059219,914624,773045,660956
121,774334,1063977,1057691,1052019,1093116,1125852,976045,1049507,933176,773057,663074
122,753061,1064861,1058604,1058710,1093817,1114400,988249,1043546,946042,769696,672100
123,735068,1068134,1037939,1073138,1098383,1102312,1005645,1030426,950995,789214,674245
124,725101,1070715,1039449,1062835,1094233,1111828,1015986,1016778,972259,778886,677755
125,711552,1084368,1036337,1050095,1101247,1118113,993112,1021957,978764,799353,677436
126,708538,1076721,1045752,1052836,1097022,1121772,991137,1009029,977179,813966,679242
127,707242,1052163,1048543,1065457,1095441,1120118,992341,1010888,975440,833323,681630
128,706215,1037510,1043405,1081672,1079087,1121883,992944,1017163,980549,854540,669827
129,713701,1022255,1041526,1080518,1089904,1110204,1010593,1001314,987044,860930,671888
130,711775,1002296,1054628,1078357,1076558,1114070,1016402,1010754,989128,860198,682419
131,703508,992002,1055241,1081397,1063145,1127029,1024241,1001465,996393,867835,694044
132,696193,987708,1048210,1102511,1058983,1122962,1035988,976951,1013107,880977,702207
133,693412,986459,1049968,1101485,1051186,1137340,1023907,984290,1012745,891903,697623
134,688503,993267,1039375,1093424,1056265,1120909,1041240,984434,1016136,898109,707350
135,678033,976170,1051407,1093852,1057014,1123853,1044916,987804,1018802,896960,714446
136,672638,974274,1066079,1078640,1041352,1139078,1053055,983436,1026593,891630,716753
137,671097,972975,1066321,1080874,1032714,1128679,1065665,980206,1027643,902308,717375
138,667871,967779,1064254,1072358,1030427,1129612,1071771,980038,1024243,904125,727250
139,666956,953106,1065561,1056280,1039137,1126090,1079384,981318,1025414,900142,736623
140,661826,948792,1060725,1043489,1059396,1108295,1102767,968498,1036872,893726,748178
141,653296,936578,1063473,1056068,1049594,1089496,1121428,968673,1030706,909329,748322
142,655886,924872,1064357,1056981,1056285,1092602,1108169,979680,1025541,923083,746180
143,664589,906840,1067630,1036316,1070775,1097204,1095078,996896,1014956,928066,765559
144,671423,892162,1070211,1037826,1060472,1092955,1104424,1009373,1001150,951736,758779
145,664781,882949,1083864,1034714,1047934,1098817,1110880,987230,1004651,959846,776084
146,668075,871688,1076217,1044042,1050675,1094780,1115388,985181,995603,956894,791849
147,677224,870595,1051459,1048456,1063296,1092778,1113704,986287,997348,955490,809836
148,671468,875221,1034915,1043318,1079511,1076639,1116249,985741,1004348,959656,828311
149,659064,878710,1019660,1041439,1079998,1087456,1105013,1003252,988570,964260,833963
150,654171,877345,999129,1054541,1077837,1074340,1109007,1008581,997865,966098,832915
151,653853,872957,988835,1055154,1080877,1060835,1121742,1016234,988932,972541,840011
152,644952,866272,984541,1048123,1101991,1055877,1116947,1028192,962979,992608,850186
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
49,901478,1124285,1031277,1030014,1028851,919037,740996,701617,676258,655790,478441
50,884030,1127493,1037233,1039573,1031356,916783,749685,699497,676562,649480,497998
51,865054,1140452,1043719,1029845,1039121,923613,762980,695385,677856,645377,507978
52,862192,1134536,1056696,1003035,1059221,936972,768762,687456,673828,650547,512102
53,863892,1149483,1043831,1011745,1058542,948127,762754,684666,677058,654491,523778
54,863494,1133148,1060297,1009179,1067540,949558,775946,678453,678885,657192,531012
55,859935,1135789,1061918,1015790,1068840,948859,782551,687022,678753,648245,545546
56,833338,1151253,1069989,1011799,1077150,942279,788555,708611,669742,643389,553095
57,826882,1137274,1084995,1007774,1081930,953831,788614,714974,664856,645591,566363
58,826999,1138207,1090219,1007601,1076910,957357,799059,721185,668720,643404,565940
59,825487,1133625,1098770,1008117,1077250,955026,808414,726458,671699,639207,581681
60,834002,1115573,1122514,992387,1087324,949410,821748,725859,669268,645456,584005
61,827732,1097617,1141307,991372,1080062,968497,821528,729116,663967,639136,600822
62,830591,1099421,1130293,1003601,1073686,980586,818584,736023,677637,625938,613704
63,839013,1103144,1118324,1021567,1061125,983883,837202,737632,673922,630502,615455
64,845628,1098915,1127331,1032313,1046094,1007418,830214,736994,684458,641543,611101
65,826213,1105555,1132821,1010236,1048991,1015239,852155,735344,679559,644111,621915
66,837724,1101190,1136856,1007763,1037872,1010591,870818,738041,686172,647301,616905
67,864655,1100338,1135202,1007063,1037843,1012697,887772,740178,671846,650052,631079
68,870067,1084118,1137275,1007656,1044415,1017954,904940,729843,673804,652020,638680
69,859511,1095102,1123636,1027920,1026228,1024592,911146,734396,685734,648212,635398
70,857473,1082573,1126907,1033484,1034429,1027512,907283,745021,684770,648500,626675
71,863802,1069160,1139866,1040181,1024912,1036078,913749,755953,680498,652521,622253
72,882977,1064874,1133395,1053056,998485,1056035,926752,762632,671662,649148,627397
73,893844,1056366,1148390,1039838,1006615,1055756,937094,757064,670481,654895,626942
74,886344,1061128,1131950,1055257,1004555,1062499,939282,767507,663995,657357,628855
75,885554,1061719,1134438,1058144,1009765,1063508,940390,772352,673483,658567,616716
76,895511,1046279,1149995,1066232,1005774,1072173,933703,776045,695306,650603,611931
77,897490,1037541,1136571,1081332,1002331,1076517,945486,776024,701391,646539,613649
78,890073,1036895,1137504,1086676,1002174,1072351,948394,787077,707747,648614,608243
79,880279,1045605,1132143,1095422,1003588,1072500,947213,796454,713040,650907,606530
80,852415,1066717,1113501,1119166,988100,1083156,942394,809556,712958,645224,611852
81,859151,1055945,1095545,1137959,987085,1077933,962158,809323,714984,643558,606131
82,846938,1060860,1097502,1126792,999410,1071315,974074,806480,722754,655263,594969
83,823910,1076011,1101635,1114432,1015975,1058754,979954,823520,726314,649367,603237
