Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
49,999473,1179713,1010319,991855,865363,807519,671266,644422,543087,516295,423509
50,1005313,1179818,1009203,1006002,858100,807917,682847,640264,555696,504473,423986
51,997859,1196946,1014074,1007249,854854,813831,689610,642925,562870,504714,413198
52,987668,1207319,1022392,999017,854748,836764,689963,633705,579062,500558,420973
53,973786,1228326,1026741,992166,866051,838289,694387,638241,577546,502050,429474
54,964277,1249074,1011585,992726,886580,836229,694986,640574,585372,502778,428704
55,957626,1254663,1018678,998486,888594,835004,711221,643091,578259,502489,439161
56,949739,1277702,1021185,994076,889598,860135,711742,638107,578323,507215,441437
57,934195,1278090,1038103,987736,907941,851679,717705,631655,585075,510269,444907
58,959911,1258685,1063654,983409,919588,852421,728271,631476,585570,509926,449414
59,954370,1265316,1078646,971131,937997,843536,716744,655097,582412,504121,455566
60,947336,1263457,1096097,975780,928032,834922,745305,639276,597849,507656,451244
61,950754,1263914,1097081,979734,921435,846581,751645,633152,605565,517028,452026
62,941924,1264411,1098771,1002283,928837,838380,765252,623107,618897,512645,457869
63,954008,1259503,1120429,994255,943434,846196,767344,625660,614087,514832,466586
64,936372,1261105,1133232,973942,950540,859996,774334,622717,616011,514872,464605
65,948217,1245447,1147067,978817,958314,852387,783075,627894,621352,507830,471658
66,923709,1249665,1152612,977394,961048,856619,790263,631990,626145,505640,470455
67,919697,1246610,1162626,970051,983440,856216,797408,628104,625381,516084,469785
68,915972,1242959,1164720,978586,998966,844791,805539,637005,626315,513791,468861
69,907702,1238997,1168470,1003701,987926,857466,800069,645164,627236,516556,469240
70,912682,1240058,1168557,999308,1004017,851062,801397,658627,623274,527604,459793
71,913648,1227681,1185510,1006064,1004474,847881,808162,669005,625129,533655,459570
72,885841,1231916,1197817,1013915,996405,847758,830899,669853,615676,547957,458382
73,893409,1200559,1221037,1019836,989307,859630,831172,676259,619172,545415,461023
74,874563,1215707,1242577,1006080,988049,879946,828709,679249,619527,552355,461683
75,874310,1203729,1247286,1013830,993553,882435,827211,695199,621886,545757,465426
76,885265,1179009,1270387,1015287,990085,883330,852339,694713,615101,547401,470903
77,879944,1168849,1272536,1030804,983745,901500,843861,702538,610798,557485,471333
78,879089,1173133,1253400,1055918,978721,911131,844808,712677,609511,559171,468458
79,858378,1190554,1259512,1070785,965445,929084,836654,704812,627235,553227,461332
80,872654,1167821,1257620,1089912,969909,921956,825259,730136,610300,567154,465505
81,861631,1180946,1258941,1089755,972842,914740,833481,739142,603787,575396,473415
82,887145,1151251,1260062,1091203,993882,919865,827586,748033,594862,586456,465950
83,884439,1146155,1256163,1113818,984390,936622,834149,748867,596729,581086,469392
84,883903,1145077,1257765,1126784,966580,944127,848994,754874,595373,579291,469635
85,889750,1150596,1242039,1140959,969592,951738,839551,765128,601169,585624,457617
86,894642,1149012,1246710,1146467,967596,954761,841560,772638,603571,590564,452557
87,889731,1145230,1243658,1156886,962925,973921,841504,777560,601447,589998,462409
88,903177,1133237,1238750,1158307,971671,987838,830101,784653,608779,587876,461169
89,901141,1122938,1237172,1163867,994425,978509,843602,777788,618337,592421,459824
90,897061,1128640,1236033,1164140,992633,993219,837674,777750,631540,588187,471828
91,900020,1123253,1223702,1181696,1000610,994600,834028,784250,639181,590654,475506
92,893832,1116126,1227585,1193841,1008359,985964,835832,803657,640172,580733,491151
93,911244,1116180,1196479,1217359,1014137,979214,847629,805761,645146,581618,492400
94,912900,1094081,1211651,1238552,1000833,979768,866573,805680,647028,580490,501846
95,909013,1096789,1199764,1243348,1008314,985343,869653,804850,664985,579795,496966
96,911348,1095327,1174919,1266552,1009048,981760,871369,830675,661995,572296,496024
97,909297,1093785,1164966,1268547,1024315,974963,889216,823019,671486,568033,504076
98,913918,1097512,1169019,1249449,1051886,968191,900557,823952,681517,567612,505867
99,909333,1077842,1186414,1256498,1067009,954732,919002,814677,673269,586595,500739
100,921432,1093380,1164790,1254279,1085082,959030,911691,805005,700289,573972,513039
101,905615,1093785,1177810,1255413,1084517,961852,906574,814670,712407,567281,521136
102,898353,1120707,1146850,1256884,1085436,984716,912460,808297,720409,562733,530566
103,909997,1116437,1141754,1253386,1107726,974619,928001,814823,723168,564555,528712
104,908599,1119047,1140505,1254660,1121350,956586,935648,830395,728199,563499,529446
105,924641,1114982,1147209,1238345,1137504,959623,942469,821369,738310,570632,533031
106,925138,1113458,1143958,1242918,1142716,960543,942753,825696,746874,575394,538594
107,921481,1109743,1140409,1239988,1153013,955309,961281,823219,751055,575972,536176
108,921856,1122706,1127446,1235080,1155146,963740,976863,812749,762020,579803,540359
109,906912,1130863,1118357,1231933,1161099,985037,967593,827568,755698,588778,544176
110,910549,1127745,1123311,1232363,1161524,983587,982694,822431,757266,601663,538407
111,905424,1126829,1117283,1219719,1179015,990994,982611,816103,766019,608652,546276
112,899053,1116370,1110156,1222963,1190969,999160,972051,818841,782654,611283,535768
113,894519,1116809,1109934,1191857,1214487,1003364,964104,832980,781223,616358,537881
114,876429,1126338,1087727,1208269,1235254,990374,963395,852033,782412,615604,538972
115,881264,1123148,1089064,1195749,1238896,998382,967793,856805,780706,631070,540224
116,869735,1138384,1088785,1169876,1262124,998432,962234,859452,804312,632027,533706
117,859990,1135665,1087180,1159625,1264145,1013926,954837,877125,797360,641825,529355
118,850240,1129522,1092038,1162749,1245047,1040912,948698,887804,796266,652640,528971
119,837606,1139138,1073318,1178977,1252211,1055107,937822,903765,786597,643997,547150
120,828593,1144067,1089237,1157799,1249446,1073890,943498,894057,778319,668707,535475
121,797744,1147666,1090515,1169637,1250633,1074454,946915,889490,786073,682002,528811
122,791082,1140465,1117227,1140032,1251897,1077010,969065,894707,782974,688745,519588
123,789240,1137531,1112957,1135174,1249362,1099714,958823,907645,789854,691023,523271
124,785944,1135825,1117071,1133220,1250033,1113451,942127,914586,804698,696949,522936
125,781404,1131264,1112993,1139676,1233734,1129713,945211,923871,789418,707918,530323
126,766792,1137465,1111338,1136425,1237516,1134937,944770,926566,791605,716812,537310
127,766133,1128465,1107614,1132833,1234785,1145589,945860,940863,792032,723093,533263
128,767039,1118604,1120577,1120868,1229971,1147190,954255,955901,783853,730154,535278
129,761996,1101032,1127435,1111779,1227390,1154026,974453,946379,799377,723611,545872
130,764694,1091384,1124775,1118285,1228270,1153774,974073,961132,792844,724556,557028
131,760381,1096591,1123639,1113075,1214857,1171071,982117,962140,788291,732323,562115
132,751375,1097963,1113090,1105948,1218345,1183286,990525,954555,795114,744424,564167
133,756276,1088000,1113875,1104535,1187951,1206686,995370,947430,808020,741440,573905
134,753197,1068292,1123925,1081988,1203369,1227938,981655,946840,824173,744806,571730
135,736348,1070076,1120251,1084742,1191398,1231929,990333,949541,829716,741686,588817
136,728560,1050338,1134968,1084726,1165215,1255139,990967,946205,831183,765595,587811
137,731626,1040125,1132098,1081571,1155361,1257038,1006575,941662,848657,755029,593767
138,717258,1033191,1127104,1086253,1158498,1236334,1033552,936192,856088,755451,604763
139,700238,1017133,1136869,1068239,1172378,1244021,1047868,925713,875255,750338,597229
140,697462,1011863,1142647,1083371,1150878,1240295,1065682,931280,867873,740777,622655
141,697610,989465,1146280,1084934,1163395,1238710,1066688,933302,863802,745490,637237
142,702740,980455,1139079,1111890,1133790,1239984,1069147,955672,870994,742670,641452
143,693513,974786,1135990,1107729,1128842,1237513,1094110,941506,884029,750124,644622
