Period,Total_SIPA_income,Total_wage-earners_SIPA_contributions,Total_taxable_income,Total_gross_wages,Total_SAC,Total_autonomous_workers_SIPA_contributions,Total_Monotributo_SIPA_contributions,Monotributo_integrated_tax
49,18013213.3803217,17347875.132335,61270696.5028841,61124541.644259,0,387307.74366267,186053.100727902,131396.290851637
50,21987284.8376434,21267061.0431055,74404955.9850635,65203459.7814053,10867243.2969009,447665.539231941,175705.863901351,138360.559149473
51,20252033.1053315,19570349.3183757,69154424.1552009,68947778.1502546,0,409586.841871378,169728.451822785,146240.704659518
52,23410614.470378,22697567.5904741,79387648.1927451,69590023.8841447,11598337.3140241,452001.886490039,160856.229035079,143126.806255413
53,19361177.2680955,18730981.9743785,66169327.3708073,65969446.4991392,0,393749.303540133,140580.623194619,136950.524260378
54,21627185.9091842,21000408.0284984,73474967.5296685,64398468.3244794,10733078.0540799,405480.54154907,123264.06565687,140047.533542582
55,19287086.5797527,18683011.940978,66027844.4236046,65814286.3594961,0,385148.513728268,117211.122819859,145307.146038084
56,22352779.764135,21699018.8330496,75938888.7022723,66567194.9294462,11094532.488241,430841.261930839,116846.532613606,151533.052201451
57,19750255.5830128,19044189.8726634,67335435.833727,67141575.4613791,0,379550.148735963,240428.251093079,122981.872172021
58,23074648.414734,22341989.2878523,78235755.8009565,68576290.8413962,11429381.8068994,414734.358565829,230125.000735159,125428.239401032
59,20784926.0061318,20060249.6853739,70944560.4861395,70730759.1091948,0,404488.128220431,227423.932766109,132520.371101937
60,24290022.283243,23519351.2085248,82382792.4944029,72187291.1486521,12031215.191442,448854.631969453,225747.440981187,137241.431096438
61,21009217.1486954,20272540.9859528,71691251.4604068,71460926.7071823,0,395063.397271101,253780.851069232,125474.163431883
62,23508016.7961195,22765334.7635907,79694711.6054899,69858266.8556921,11643044.4759487,394731.668128598,264391.846763689,119369.310909317
63,19471529.4679907,18813832.3252374,66519235.348311,66332052.2622419,0,353303.58542863,227763.883257448,109470.96295308
64,21298130.9454114,20640928.5315612,72294552.6452733,63369398.6568353,10561566.4428059,367304.590143263,219308.224733454,100842.284247725
65,18361876.204535,17759406.1900617,62782216.5007118,62603357.0893305,0,316028.191945909,209263.257400491,110255.093038559
66,21030561.3037949,20365457.1737188,71302410.6481814,62407840.3806029,10401306.7301005,378638.543274522,212239.824858329,106036.802776025
67,17735386.4345681,17133982.9539383,60580062.5663582,60338706.1470997,0,332472.798528602,194760.608650817,105957.247786361
