period,total pensions cost,total net pensions,total retirement benefits,total survivors pensions," total thirteenth month of pension, cost",total net thirteenth month of pension," total thirteenth month of universal pension, cost",total net thirteenth month of universal pension
49,17723171.722939115,17030854.849562854,14760379.264430184,2270475.5851326697,0.0,0.0
50,20553511.836558744,19748415.229237247,16992181.21267297,2756234.0165642784,3429034.7172183823,3237297.2910650023
51,19913553.450677678,19131276.420332007,16376595.158333194,2754681.2619988183,0.0,0.0
52,21574041.017934874,20724427.96784559,17651929.046436902,3072498.921408694,3598577.8501392216,3398115.300338119
53,18946459.063141998,18202844.594982494,15467569.519367294,2735275.0756151956,0.0,0.0
54,19479701.45921882,18714055.79512055,15813478.472412465,2900577.3227080842,3249743.416583678,3069713.537767493
55,18520094.084314704,17791552.48671162,14990969.770486344,2800582.7162252804,0.0,0.0
56,20069552.41082428,19278522.91664002,16192693.051601464,3085829.865038559,3347904.359118627,3162783.235049716
57,19028244.168497127,18277849.779463574,15321024.88900776,2956824.8904558118,0.0,0.0
58,20241339.20361735,19440597.789126668,16222943.094222045,3217654.6949046273,3376346.2066239575,3189515.0333914915
59,19358647.19277299,18591165.103030704,15442100.153377455,3149064.949653251,0.0,0.0
60,21027157.26037194,20190531.16833624,16636069.515688328,3554461.652647915,3507008.968953962,3312778.668393221
61,19695659.17281579,18908947.64635849,15504191.63955014,3404756.00680835,0.0,0.0
62,19356678.15690352,18582104.01809094,15183860.874420397,3398243.143670548,3228183.610223304,3049244.1690850183
63,19133087.6293696,18365748.390927114,14950282.467323374,3415465.923603742,0.0,0.0
64,19412818.781708337,18628030.98060591,15066619.29827692,3561411.6823289897,3235677.510374277,3055450.0655836537
65,19545925.445504107,18753786.242401186,15147177.77625311,3606608.46614808,0.0,0.0
66,19641592.54332951,18843646.856660057,15154930.694911994,3688716.1617480624,3274049.9772536745,3091639.3441491453
67,19703761.950990368,18901308.000712167,15202554.248277852,3698753.752434309,0.0,0.0
68,19875844.787806682,19064326.40430615,15327312.7940769,3737013.6102292542,3313192.4440446533,3127475.847405178
69,20282665.988213707,19454760.409344096,15641601.425914317,3813158.9834297793,0.0,0.0
70,20369773.208262134,19535878.149246525,15634890.057450289,3900988.091796231,3394245.6081334297,3197741.290885087
