Period,0,[1;5[,[5;10[,[10;15[,15,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[,[70;75[,[75;80[,[80;85[,[85;90[,[90;95[,100+
107,188153,685014,875471,937782,236123,916029,1126658,1125339,1213910,1169283,938030,978104,835690,733939,575158,535214,400635,339277,197154,92909,39644,21316
108,181876,678266,863106,959315,205202,923002,1124079,1125051,1224767,1157828,958634,979279,824335,757201,577588,530972,406945,336845,207718,93573,40328,19489
109,167328,695649,848964,959388,195058,913247,1123619,1129173,1222745,1155902,977591,984813,827938,757592,588947,526978,415015,336654,214200,95597,40906,17775
110,168844,703656,845930,942287,194948,919422,1117286,1129758,1212963,1171156,982298,982887,816543,774819,598090,526159,416968,336274,222550,92564,42558,16413
111,164604,714065,839371,930974,200772,913922,1122178,1131561,1203891,1169926,990846,983295,828385,772635,605205,516294,432099,328719,227420,97464,40249,17295
112,171229,690934,853938,929297,207480,897622,1122734,1109266,1215565,1188839,996041,976565,830666,773044,611109,524382,443421,320133,230315,99742,39308,16029
113,177520,693735,847821,923402,205457,891044,1122472,1109541,1202563,1203295,1002196,962852,842411,787910,608949,521782,443535,330584,224428,102767,43478,14322
114,163330,694924,860612,907126,196792,886415,1123797,1102462,1190854,1237929,991538,974826,846809,783753,620118,517891,445949,332105,218131,106029,41030,17027
115,161366,691243,859231,916899,181508,879144,1130392,1100478,1176038,1247989,999040,965520,855806,802194,614169,527064,446179,333085,224492,101413,41792,15126
116,160063,688250,853271,921432,182312,870716,1141101,1088548,1164481,1260658,998707,967740,864203,803016,633049,521738,438164,339041,229622,103200,42253,14711
117,152833,693558,850995,920327,177209,864973,1149370,1083277,1162127,1245432,1020883,965504,875910,798523,633109,533273,434506,340057,233577,100441,41390,13951
118,167638,687286,845630,903209,189485,845809,1169234,1077138,1158143,1224286,1062463,961345,880276,783036,656324,519600,450716,329692,240279,104423,39743,14819
119,175497,690384,847986,884092,205895,832382,1151019,1088096,1160519,1226209,1077859,956703,880247,787537,661605,520416,455145,327534,239749,108802,37125,15085
120,178094,689179,853493,871583,208635,825583,1144964,1090925,1149290,1245657,1079663,944321,900439,784127,670366,518907,458875,328602,239070,113079,37590,14271
121,177735,683562,850879,872824,210322,811995,1151983,1097558,1136561,1248714,1079946,943300,909361,791474,679628,518928,453303,334065,236773,117241,35454,15187
122,177775,685940,849234,887783,180676,825858,1126701,1115654,1127171,1244334,1095871,936608,916105,812024,672274,519657,450374,339031,236120,115078,39285,15944
123,170652,688900,859424,876633,172872,822105,1121522,1122750,1132589,1239836,1101593,943762,912638,810753,690823,519517,452973,338409,242118,114163,38449,16121
124,167616,688328,859303,873621,168289,801436,1140536,1114336,1131572,1236335,1118002,944267,917807,813493,694754,509429,464513,340883,243603,114562,38339,17588
125,169986,672356,867548,876816,165602,785613,1153198,1113280,1131111,1218420,1139295,932579,931861,813286,693898,522799,462304,343627,238919,122067,39070,18317
126,161115,674181,866208,874412,183253,760146,1157041,1111310,1134632,1205483,1150773,929788,950485,808952,691044,530360,464143,346747,240889,118823,44511,18191
127,158649,668317,871786,875471,176619,759292,1149760,1117450,1121163,1204701,1164495,928708,956015,808358,701071,526260,474282,339318,244699,118623,47613,17286
128,164806,673456,858969,863106,192355,764961,1126693,1114434,1121088,1216928,1152493,950437,954599,796446,720449,529925,468846,344848,244057,123364,47738,17071
129,160859,674402,861708,848964,200554,756835,1106933,1113974,1125210,1214805,1150328,969730,962384,798721,720362,540629,465969,346239,248936,124011,48993,17347
130,156513,666794,871015,845930,191837,749859,1112105,1107486,1126851,1203861,1165726,970627,960527,790841,736071,548183,464032,345576,249713,127936,47764,19037
131,156538,661879,878314,839371,194080,736303,1112397,1112573,1128941,1195285,1163940,979077,961816,801843,734995,557046,451648,362671,244411,131236,49330,18779
132,147790,666550,861808,853938,177462,750642,1103275,1112911,1106353,1207431,1182380,983816,955869,799858,733611,566126,457804,372428,236495,135720,46632,19993
133,146468,657514,870644,847821,169471,752383,1094674,1114322,1104843,1195277,1196429,988586,941710,813248,747807,564910,460969,367669,244883,133090,50612,21125
134,153978,660233,857776,860612,161631,743947,1082788,1117410,1095729,1183691,1231235,978935,952798,815560,745402,574354,457027,370259,250347,132544,47487,19314
135,145019,659395,849453,859231,167433,747918,1060130,1126703,1094564,1168663,1240621,983989,947322,828127,761299,567986,463695,372571,243970,139494,46634,17928
136,148804,656365,845413,853271,174447,745437,1052506,1137211,1082634,1156700,1254133,985843,946833,835146,763217,585315,461063,360616,249133,141841,47684,18155
137,146621,653827,843491,850995,174134,744645,1041450,1145679,1077365,1155186,1239710,1008072,944758,843136,759049,586563,472927,351980,248903,145562,47719,20221
138,144983,647708,852020,845630,185568,716200,1034634,1165523,1071282,1151749,1217522,1050719,940071,850725,740332,607784,460671,367739,244966,145748,52718,19528
139,144553,627414,862977,847986,173088,709563,1037617,1147702,1083400,1152883,1219405,1066371,933803,850900,744417,608397,465935,373450,241365,152128,50975,18443
140,156157,627022,862919,853493,158786,711242,1033091,1141962,1085960,1141152,1239028,1068785,922435,868245,743948,611943,461631,373823,243807,148029,51625,18331
141,156764,622321,857073,850879,162819,708605,1021043,1148981,1093435,1128739,1242902,1070720,919357,875876,753129,615893,460626,371074,246542,149479,54956,18314
142,159936,616182,859491,849234,165250,721133,1005367,1124434,1110936,1121898,1237817,1089626,912930,884205,769787,609985,463114,368032,249648,147758,56368,20788
143,179815,603319,854590,859424,165413,709820,993810,1119467,1117979,1127870,1233355,1094665,923365,877787,771065,628375,457917,373130,246257,150622,57792,20175
144,176609,616105,853660,859303,170327,701894,968635,1138044,1109818,1126853,1231049,1110809,923054,883732,777453,632012,451162,381359,245579,154398,55839,21383
145,195127,608357,839360,867548,169594,705822,950633,1149536,1110830,1125057,1212525,1132681,911436,899352,777853,635996,462629,384148,242834,149833,60178,22060
146,200965,613536,833148,866112,169882,703932,942015,1153471,1109061,1127322,1199860,1143138,910772,919786,771104,635146,470575,388572,246897,149049,54900,26390
147,195924,623592,824335,871690,175457,699660,934283,1146190,1115201,1113853,1199373,1154975,908358,927295,775276,646310,465903,394218,243007,149962,54668,27360
148,183347,628102,835201,858873,182084,680668,955932,1122555,1112390,1113510,1211541,1144417,929400,925340,763878,667020,468225,389721,250921,151134,59946,27614
149,176085,643002,832200,861708,172946,675061,956005,1103711,1110260,1118129,1207929,1142428,946518,938010,762561,666299,481167,380940,254748,155699,63004,26021
150,168103,657988,820729,871015,163599,681374,940133,1107317,1103357,1120035,1196521,1157299,951471,936429,756497,679806,485888,383418,263291,153538,66260,25010
151,166212,663568,815115,878314,157980,680434,928820,1107180,1109815,1122177,1188838,1157975,959098,935990,765594,678678,495125,373479,274218,148783,68861,24901
152,169186,664132,811038,861808,168294,684687,926641,1097853,1109579,1099020,1198761,1176479,963127,930040,764687,679188,502983,376502,278029,143732,70663,24729
Period,0,[1;5[,[5;10[,[10;15[,15,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[,[70;75[,[75;80[,[80;85[,[85;90[,[90;95[,100+
49,195587,917628,1127523,1139748,251166,993475,1173238,1007284,1009891,854687,814998,672116,633455,550174,513030,422931,269992,197564,134033,65172,22266,3321
50,195475,923708,1121482,1140328,254485,979552,1188805,1011894,1006565,846040,834158,677736,629982,553867,518553,427891,274878,194272,135216,65433,24548,3543
51,201159,917978,1126435,1142745,237429,989885,1186417,1016774,1007311,854067,838291,683190,622704,570728,512820,431197,279272,190959,137970,64602,23207,3183
52,207659,902264,1126991,1119051,249723,988337,1207683,1020503,1000973,856003,837851,690440,633289,576275,507327,428536,286449,187668,135255,66326,22263,5407
53,207517,895686,1127869,1119052,237207,986562,1224073,1025569,988832,869255,852787,684204,628303,580875,509985,428759,295235,189853,133883,72347,22197,5639
54,199091,892465,1129104,1112077,246677,964767,1256464,1013769,1000968,873193,845676,692110,631790,579555,503292,434345,299525,188501,139582,71797,22345,5049
55,183654,885239,1138000,1109955,254897,941849,1267039,1019187,995772,880938,858437,690500,641399,583169,502131,443915,297591,188977,134738,76361,21739,5277
56,183329,875555,1149965,1097898,232413,951067,1281367,1017215,995981,888734,860158,712835,636681,573707,510870,443532,301880,191585,129776,77252,22990,5277
57,177870,869812,1158139,1093389,226674,954853,1264722,1037230,996388,900892,853958,710689,647073,568692,514247,451452,304124,194062,128590,80822,25027,5277
58,191960,850153,1178795,1085789,216038,961947,1244834,1079953,989794,906248,835960,732291,639178,585538,501988,456462,310554,193070,130437,72949,28844,4044
59,207254,836726,1160541,1096081,220908,959571,1247225,1094577,985425,905015,841470,734485,646707,584504,506657,454259,319436,189325,134989,72701,26495,5672
60,209785,829355,1155670,1096846,223413,947510,1266264,1095674,970778,927569,835740,748023,640260,588059,509317,453796,326108,188061,133556,73784,27486,6581
61,211484,815975,1160388,1106622,213322,943231,1269235,1097148,968170,936524,839603,762830,638965,587768,514255,451610,332007,189697,124851,84370,25289,7314
62,182118,829555,1135496,1124858,211684,934315,1269046,1111172,962915,945260,857890,758175,637280,593382,515418,455483,330461,191459,124017,88679,24847,7410
63,173977,824801,1131273,1132113,209120,939131,1264660,1118702,969348,943033,858326,776031,634993,598635,511446,463202,331293,192880,125498,86899,24128,7741
64,170289,804383,1149984,1124042,212303,932837,1262458,1133376,969712,950511,859745,780126,627026,609555,515910,464414,339237,187008,127681,85722,24493,7373
65,167830,788800,1162122,1123825,218766,925420,1243833,1156355,958231,965595,859787,779819,637450,613781,518678,461470,341297,198543,130310,84351,26768,7435
66,183976,762655,1164799,1123163,220174,927291,1230592,1169180,954406,986524,858169,769368,651905,613595,516342,467126,351328,205210,132816,82741,26723,6175
67,177108,761936,1156465,1130356,212688,920994,1230497,1181218,951241,996591,857082,783782,645691,625014,503607,481057,353686,208355,136695,83793,27518,6253
68,192986,767489,1133282,1127309,218753,915322,1241868,1170072,972670,997638,843994,807795,645708,620252,513768,476621,366410,210258,137976,86172,26931,7184
69,201147,759363,1112707,1127264,240988,895437,1238638,1168937,993871,1004534,847000,803925,659365,612512,520123,473726,370171,214074,138735,82626,30100,7622
70,192287,750979,1118772,1121128,243126,893879,1227664,1184639,998671,1002276,837747,819914,665240,605648,523947,477734,376244,221332,134183,82972,30826,7757
71,194201,737667,1118866,1126110,242503,896919,1220941,1182602,1005983,1003428,846494,823889,670370,596600,538824,472734,378457,223650,133449,83116,30925,8125
72,179497,752436,1109744,1126666,231431,884297,1231036,1203626,1010275,997593,848234,823779,678506,605385,546566,464887,375273,230382,133305,80124,32912,8818
73,173314,754532,1101143,1127544,216511,899750,1218013,1218818,1016279,984143,861474,837819,672881,600735,552322,466354,377594,237979,133533,82584,33570,8818
74,165247,745881,1088590,1128779,218426,890860,1205546,1252180,1006871,996600,865638,831119,681892,603943,549117,461002,385657,241513,134789,85147,34752,8732
75,171113,749717,1066035,1137675,222107,885057,1191499,1261965,1014082,990079,874996,844940,678194,614689,551177,460597,393038,240329,134270,79621,39505,7437
76,176255,749044,1057155,1149640,211260,883847,1178430,1276164,1012111,989816,883439,848114,698804,611387,541566,467688,394870,245488,134715,79153,37991,9277
77,174349,750060,1046309,1157909,201011,889300,1176890,1260722,1032242,990978,894526,841102,693626,623852,536152,474999,401656,249898,134334,78690,39750,9707
78,185715,721508,1039421,1177683,189750,892961,1173252,1240544,1075379,985604,900662,823746,716362,615389,552536,463522,405740,256782,135448,80262,38051,11715
79,175688,714871,1042404,1159094,207772,885736,1176081,1240573,1091178,981235,900108,829501,720853,619509,553173,465128,403750,265931,128363,82776,37058,9014
80,166107,716413,1038024,1154223,223099,873065,1164867,1259884,1091979,968526,921873,826049,731152,612518,558395,462944,401590,271463,132714,79114,37293,11246
81,171705,713768,1026331,1158941,229184,876756,1152454,1262923,1093203,965918,930834,831003,743442,608569,556867,469599,399618,274940,132402,72354,40381,11792
82,165680,726296,1010265,1134049,253382,870794,1142069,1262689,1108837,961030,941120,849215,737036,607976,558227,472073,399104,272942,138019,69330,42466,13066
83,161806,715334,997752,1129826,247043,884388,1145385,1258360,1115869,966812,938490,849752,753338,607423,561657,470576,406029,272861,140544,68180,41195,10925
84,168777,712702,972500,1148209,239499,883861,1144199,1256054,1130543,967951,946011,850053,756394,599399,574497,473462,404465,280773,136192,72151,36713,12002
85,160451,716758,954230,1160347,235716,887174,1143096,1236790,1150540,954699,960889,850942,757385,611481,575991,474807,396472,282104,146475,75173,36907,11800
86,171999,705610,945736,1162898,218226,904397,1146201,1222920,1162870,950666,981485,847825,751407,620526,574426,475135,401481,288686,148786,76464,37573,11647
87,178051,698698,938248,1154564,210931,918450,1132418,1223017,1176497,945391,991020,849075,764751,613052,585181,459329,416613,286058,154727,76725,37834,10655
88,161566,688068,959781,1131381,222020,904601,1132063,1234269,1165295,965648,990347,836200,789003,614542,577384,469476,411241,294795,155238,75633,38666,10141
89,156815,675345,959854,1111141,244254,881687,1134730,1233631,1161223,987025,996763,838764,786124,627010,570697,475532,411544,296897,158638,79872,36822,9784
90,160683,685035,942753,1117332,240630,879049,1135461,1223511,1177042,991228,994594,828279,805197,632485,564483,479789,414816,302194,160991,80578,35830,10368
91,157730,682258,931440,1117656,237796,886750,1136899,1215930,1174318,998757,995166,838259,806924,639418,557519,494112,404857,301724,164956,76204,35047,11727
92,161565,669825,931571,1108534,230327,894775,1111605,1227131,1195023,1004825,987673,838562,807408,646819,568040,500274,401837,294729,171395,76349,34676,15036
93,167710,658750,927484,1099933,216665,909315,1112740,1213641,1210080,1011158,974291,849402,820808,642709,564939,506393,407850,294601,175884,79386,36889,14653
94,161098,680343,910993,1088262,226077,901138,1105311,1201075,1243081,1000692,984454,852993,813346,653191,566738,505493,401372,303822,181443,79547,38157,14557
95,166867,667755,920422,1065707,233672,902439,1102942,1186567,1253058,1007020,977071,861999,828015,646491,578673,510305,398438,307995,177943,78763,39897,14576
96,181984,653951,924955,1056827,234234,913842,1090885,1172039,1267630,1004593,978118,870674,829354,667321,577720,499802,403077,309102,179664,80958,40043,13731
97,185068,651541,923997,1046309,231048,924969,1086970,1169958,1252910,1024724,980078,881876,825687,663409,585673,491243,406605,313388,180970,79315,42012,14352
98,181457,655088,906879,1039421,238326,937465,1079519,1166617,1232124,1069911,972929,887635,807826,684823,576436,506973,398358,317926,188965,80364,39802,13932
99,180796,660921,888113,1042404,229198,928339,1090549,1169446,1234209,1083434,968233,884801,813411,690543,578806,509143,401599,320537,189923,75800,41482,13687
100,160162,671147,880647,1038024,227689,924977,1092932,1158037,1253520,1084422,956588,907915,808529,701524,574519,514492,400901,321977,194142,78253,38606,13661
101,154024,667922,882016,1026331,230551,927268,1102184,1146617,1255140,1085243,953632,917330,814871,716075,570160,515465,403512,322176,195593,79983,37765,16395
102,159583,674322,888175,1010265,210083,923144,1121274,1134942,1252907,1099632,948176,927011,832585,709984,570048,516491,404874,328985,191042,80194,38704,16003
103,161917,681976,874629,997752,217609,911482,1128265,1139217,1249259,1105848,952734,924836,833094,726711,569486,522996,403193,334192,191833,80239,35562,14024
104,178197,662928,879979,972500,233813,913989,1118317,1138136,1248153,1119150,953227,932334,834540,729047,562812,533745,406638,328778,196936,79931,36552,12883
105,183855,663097,875161,954230,237703,920947,1119410,1133742,1229401,1141973,943290,945773,834106,731907,571167,531784,404561,323023,194760,89604,39353,13024
106,190727,661201,875960,945736,247782,913545,1119143,1136514,1216872,1156247,936815,963868,834722,723825,580875,531095,409042,318067,206021,87027,38541,11225
107,177392,665055,875182,938248,236123,916985,1125697,1124024,1217067,1167971,933057,973726,834564,738004,575191,541063,394995,332138,206455,92384,38869,12452
108,167828,680392,847939,959781,205318,924354,1122937,1123688,1229463,1155484,954628,974206,820187,760033,577333,534586,402657,323697,212012,90371,39040,13351
109,159665,690460,830681,959854,195174,914033,1122946,1125966,1229150,1151755,974720,981960,823817,758661,592885,526334,408540,325240,208762,89483,41423,13401
110,155756,691373,844778,941914,195064,920334,1117348,1126050,1218751,1166689,978746,975126,813528,774429,600086,522416,410300,330819,211898,90939,42188,13249
111,165676,685263,838630,930601,200888,914630,1122305,1127854,1212798,1164398,986734,976921,822940,776595,606894,516127,423652,322345,212299,94029,42946,15186
112,164710,687201,829927,930732,207480,900206,1121734,1103929,1223532,1185103,992948,969094,821910,778838,609934,525030,432815,319267,208455,100144,41315,15476
113,169263,681967,825543,926645,205457,893881,1122359,1105206,1210024,1200879,1000989,955766,831993,794826,602210,520715,443033,323166,209914,101685,42312,15872
114,164583,685583,840524,910154,197007,890660,1123708,1098872,1195693,1234048,991999,969725,833762,789178,613173,522465,441387,319774,218554,106918,42271,13822
115,160012,683934,834228,919927,181723,883177,1133780,1095857,1181061,1243872,999210,962044,842625,804365,610437,532726,446057,317778,224331,104085,40829,13668
116,161321,670137,835551,924355,182527,873596,1145380,1083800,1168175,1259883,995475,963156,851187,804711,628668,530072,438709,318505,225359,106415,41187,13776
117,170912,666257,836340,923052,177424,868393,1153058,1082167,1163768,1245213,1015297,964198,862104,801045,625813,540173,431322,326657,232556,106978,38858,15925
118,168308,666887,836545,906255,188990,849364,1172618,1074716,1159762,1225000,1061970,956328,864707,787860,641838,529230,446153,317812,235456,111982,38476,16512
119,169878,662988,841615,886047,205400,835813,1153875,1085941,1162315,1228169,1075397,951807,863438,793078,644684,531207,449186,320341,237624,115639,38031,15550
120,172514,671897,830549,878581,208391,828608,1148933,1088297,1152888,1245538,1077112,939594,888046,784982,659874,525311,453251,313685,237998,119074,38362,14958
121,167434,683247,821844,880242,209786,815228,1154086,1098113,1140884,1247584,1078357,938327,895462,792539,673264,523050,454031,318829,236702,119576,39655,16059
122,173082,677104,832413,886401,180635,827990,1129630,1116838,1128367,1247523,1092094,934895,902001,813499,665270,523961,453048,321870,240276,118045,38394,17468
123,172919,672441,842401,872599,172831,823145,1125580,1124453,1131539,1244135,1098186,943080,898813,813849,682098,525080,453474,321712,243325,118161,37214,17141
124,162387,666214,841125,877949,167997,801038,1143371,1115876,1130458,1243338,1111671,943737,909965,810821,684788,515987,466289,324169,240960,120559,37450,15286
125,149665,666826,846952,874135,164598,784463,1154960,1116862,1128383,1224990,1134103,934218,926801,809385,688973,523285,463137,325911,239427,120409,43110,14770
126,146713,659150,851928,875108,182249,758815,1154516,1116430,1131104,1212766,1150047,929190,944672,809075,678862,537084,461642,329799,235946,126164,40212,16410
127,147957,667659,842447,874330,175615,758186,1144710,1123920,1117954,1211905,1161289,924396,954882,808536,691209,531434,470801,307868,249836,126693,44528,15449
128,155635,660055,848220,847087,191595,765290,1118594,1120622,1118593,1224242,1147835,946801,957592,792930,716444,529336,466127,315800,246225,132714,41448,15749
129,160937,656865,849677,829829,200519,756160,1098290,1120631,1122449,1222351,1144140,968371,965384,797337,714119,542126,463153,319908,243944,132784,43481,16970
130,151896,650359,846272,843926,191458,747776,1102032,1114107,1122408,1212988,1159859,973243,962440,789036,731648,546218,460179,327141,245055,131758,45191,17058
131,145585,649997,850277,837778,193736,734185,1102252,1119019,1124845,1206926,1161693,975154,963397,797917,735910,550501,453040,340979,239021,127790,47017,18953
