period,Total_pensions_pre-2016_cost,Total_net_pensions_pre-2016,Total_pensions_post-2016_cost,Total_net_pensions_post-2016,Total_retirement_benefits_pre-2016,Total_survivors_pensions_pre-2016,Total_retirement_benefits_post-2016,Total_survivors_pensions_post-2016,Total_universal_pensions_cost,Total_net_universal_pensions,Total_thirteenth_month_of_pension_pre-2016_cost,Total_net_thirteenth_month_of_pension_pre-2016,Total_thirteenth_month_of_pension_post-2016_cost,Total_net_thirteenth_month_of_pension_post-2016,Total_thirteenth_month_of_universal_pension_cost,Total_net_thirteenth_month_of_universal_pension
49,17739527.288558856,17045993.61946176,17790674.44757181,17094071.946118776,14771650.40838506,2274343.2110767,14819728.836881334,2274343.1092374385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,20424409.148744952,19624343.673762105,20486059.0674386,19682294.59401268,16954103.323783353,2670240.3499787473,17012054.430565897,2670240.163446785,0.0,0.0,3407289.44757584,3216782.3026090367,3417564.4334358717,3226440.788806492,0.0,0.0
51,19770941.565574564,18995633.90645771,19832742.200185783,19053726.49991071,16349963.100922441,2645670.805535269,16408055.90723826,2645670.5926724486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,21368020.673770856,20527716.254706636,21437449.892842345,20592979.717251632,17570118.802366164,2957597.452340467,17635382.682784874,2957597.034466755,0.0,0.0,3564125.2620863095,3365584.7114391015,3575696.7979985424,3376461.954677553,0.0,0.0
53,18728923.394308306,17994767.40532453,18790329.877039816,18052489.49563356,15350017.696522791,2644749.7088017412,15407740.152898142,2644749.342735415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,19344939.56640527,18584916.984582886,19409610.71805394,18645707.862157255,15749221.038689986,2835695.9458928993,15810012.663744345,2835695.1984129082,0.0,0.0,3226716.187802951,3047918.2525063786,3237494.716371157,3058050.068563864,0.0,0.0
55,18427066.140293524,17701618.550810408,18490510.095546402,17761255.863359667,14950734.963771032,2750883.587039377,15010373.039067743,2750882.824291928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,20136622.399999958,19341867.093674958,20206405.22229553,19407462.942828793,16247088.04738379,3094779.0462911613,16312684.600267852,3094778.3425609404,18733.832039999998,18171.8170788,3358284.081170615,3172742.5167466025,3369914.5551824216,3183675.1617201706,3122.30534,3028.6361798000003
57,19378037.816640485,18611080.374938473,19444565.36792928,18673616.269777294,15504652.091638131,3106428.283300343,15567188.413902428,3106427.855874865,52369.77369599999,50798.68048512,0.0,0.0,0.0,0.0,0.0,0.0
58,20699324.118194498,19878648.34178524,20771569.888088174,19946559.36211715,16488869.483774753,3389778.8580104904,16556780.918611694,3389778.4435054525,99239.45136,96262.26781919999,3451641.6718140487,3261708.4883044236,3463682.637217606,3273026.995261833,16539.90856,16043.711303200002
