period,Contributory_pensioners_share,Moratorium_pensioners_share,universal_pensioners_share,retirement_coverage_for_legal_age,retirement_coverage_65+,All_coverage_legal_age,All_coverage_65+,Contributory_retirement_coverage_legal_age,Contributory_retirement_coverage_65+,survivors_benefit_coverage_legal_age,survivors_benefit_coverage_65+,Moratorium_benefit_coverage_legal_age,Moratorium_benefit_coverage_65+,PUAM_coverage_legal_age,PUAM_coverage_65+,Mean_Contributory_retirement_pension,Mean_survivors_benefit,Mean_moratorium_pension,Mean_universal_pension,Mean_retirement_pension,Mean_pension_benefit,Median_pension_benefit,Median_pension_to_labour_income_ratio,Mean_pension_to_labour_income_ratio,Mean_family_benefit,Mean_child_benefits,Mean_Contributory_child_benefits,Mean_AUH_benefits,Child_benefit_coverage,Contributory_child_benefit_coverage,AUH_coverage,Gini_retirement_age,Gini_retirement_age_non_labour_income,Gini_65+,Gini_65+_non_labour_income,Gini_retirement_age_has_income,Gini_retirement_age_(has)_non_labour_income,Gini_65+_has_income,Gini_65+_(has)_non_labour_income
71,0.6768940735596416,0.29070461751490356,0.032401308925454814,0.9600929983597892,0.9859717039675945,0.9697549854857012,0.9898497712942586,0.6498812606558481,0.7406177437047917,0.10463574015732256,0.10722998461270988,0.2791034678669195,0.20788587790769977,0.03110826983702171,0.037468082355103016,4150.1938593496361,2972.6225058454256,2470.5266554663053,2133.9680570172222,3596.57849220756,3741.1561646994069,2667.4600712715428,0.5277513932401781,0.6120067823478574,408.69404291249015,415.01941177051543,369.16669061190004,534.54629625151813,0.6962428383669949,0.46666630441058105,0.2295765339564138,0.3276477359594836,0.29822433151309119,0.29811540575558221,0.27470243110685244,0.32003458624713993,0.28579163853709449,0.29638801237806134,0.26925029991250859
72,0.6750768593191286,0.28979680795611384,0.03512633272475748,0.9527810945362695,0.9854653012970601,0.9638657312512643,0.9896825531038278,0.6432004689181866,0.7309328163745963,0.10971601244617708,0.11113423965096061,0.2761129198775432,0.21429456501519667,0.03346770574053961,0.040237919907267196,4270.1999449469904,3030.4579580576615,2542.8785275989744,2184.0076693474925,3696.347427884778,3847.7771956706033,2730.009586684384,0.5402494867207672,0.62522548028737,413.38850374295771,417.16116226754815,367.55599166841569,545.60069835073398,0.6965989471980659,0.46080433587842046,0.23579461131964546,0.32969813721905072,0.30326975937142259,0.29716616919673611,0.2748803678587633,0.32050104927202738,0.28762000715557962,0.29554536395206105,0.26935190650296065
73,0.6731160500677978,0.2882998647257811,0.038584085206421065,0.9446468241509391,0.9856530056404753,0.9568157490681665,0.9903743666466943,0.6358569389815698,0.7241074108869316,0.11355377893187198,0.11543255189881417,0.27234155161635454,0.21777175095375198,0.0364483335530149,0.04377384379979169,4511.2101926927589,3189.1850628447201,2677.3882387003237,2294.7318695541358,3896.9987829474071,4066.1158430449923,2868.4148369426684,0.5726934917616978,0.6591139397602789,543.89009822225034,533.43913710333845,479.18177045181545,675.18053305561614,0.70508403795691,0.4628156600664472,0.24236257872033376,0.33265415765737388,0.31165971533926107,0.29798276867460621,0.27851477540967934,0.32144048420522986,0.29249067424209618,0.29619310580953384,0.27305809263707342
74,0.6702894850016128,0.2887917965810128,0.040918718417374475,0.9369288055996128,0.9863148178970782,0.949713486748164,0.9902958132215649,0.6280135265885406,0.7171414304952413,0.11596445694443955,0.11770551831620996,0.27057735303761465,0.22310399612643556,0.038337925973457546,0.046069391275401356,4528.9937240072213,3205.6079237064414,2694.3492581469941,2297.7122844658097,3907.8622756895252,4087.0177120788867,2872.1403555822649,0.56943264791185,0.6572083386337761,451.71403937190343,452.06573696229373,392.33813990277304,621.18399264671734,0.7222311894753198,0.47141657271586607,0.25081461675945377,0.33736405829488725,0.31688931808558779,0.29898374769141117,0.27852531349025905,0.32368270696635193,0.29395521942424019,0.29766130329949325,0.27300495162861221
75,0.6690143523530042,0.2877907486437867,0.043194899003209164,0.9303237816467688,0.9853306775114733,0.9448372659821734,0.9900530080854486,0.6223999622570107,0.7107432569092301,0.11946986157056007,0.12031107788324015,0.2677385776012423,0.22639135690104356,0.04018524178851579,0.048196063701199575,4556.2961088681277,3224.9802400655717,2711.5404168913983,2297.2794280406715,3927.8144898343517,4115.8446436243139,2871.5992850508455,0.5687857436201196,0.6593840389778817,449.77861555187991,453.59264876735381,398.93037670898275,602.79750926219253,0.7176137361158254,0.47203598301643485,0.24557775309939048,0.34309870836651946,0.32102251741193677,0.30158755772900037,0.27997851531106688,0.32657109344661894,0.2956046164461289,0.30020440013489308,0.27434848454962568
76,0.667271393540092,0.28695819503872066,0.04577041142118732,0.9260507331044816,0.9854471829628879,0.9419667169440671,0.9902975244585976,0.6179271631674512,0.7052103751597983,0.12330226298287861,0.12476715522616454,0.2657378468859461,0.22957008377482346,0.042385723051084255,0.05066672402826612,4514.9291796724419,3198.7355034126645,2695.5684433061756,2251.957730913402,3889.2715723963584,4085.605528138085,2837.6698057406643,0.5529128125320723,0.6458492398372246,443.81074136596743,447.85797551859423,393.53984397802111,589.68593234372383,0.7223232887555072,0.478146344739396,0.2441769440161112,0.34390475181652214,0.32413990145376453,0.30238814893702926,0.28115281271139886,0.32790657891878078,0.29663377813234681,0.30095316762727697,0.27584974146464164
77,0.6668886037989141,0.28604692075761756,0.047064475443468284,0.9187890030997323,0.9842690502122352,0.9353703950076032,0.9890816136105856,0.6127299154629766,0.6975069076202036,0.12862309965769902,0.13007272100453546,0.2628167651626396,0.23517090518974187,0.04324232247411605,0.051591237402289776,4578.0038106568672,3217.4453368375162,2730.6405884870946,2270.4779678230443,3940.9687560691118,4149.2942097964033,2860.4360057403414,0.552310101834317,0.6539377952455124,559.45412167491224,550.20211639451531,497.19047003046251,694.76518055128133,0.7091263608492844,0.47901492895997044,0.23011143188931402,0.34484966786286342,0.33062977881949684,0.3016069483112282,0.28407396069662866,0.32652645937696234,0.29970497160016035,0.30026313418564321,0.27793268245772035
78,0.6644562334217506,0.28480924966863796,0.050734516909611366,0.9131749001040351,0.9841822156867138,0.9302413565587848,0.9886042968478226,0.6067647545784106,0.6900861067643691,0.13320549285716052,0.13449052318526633,0.2600806581148637,0.23882540090587806,0.04632948741076084,0.05527070801646665,4599.727164289221,3235.6827054418882,2744.4936892650389,2275.4278746410196,3953.4173086937894,4180.2279686913953,2865.0373460263677,0.5583033796963862,0.6598916824843895,443.85420718173702,449.44443647849772,395.76850549711997,624.98923716134141,0.7211075874583897,0.49184991490024416,0.22925767255814547,0.34901920147005239,0.33660526424847947,0.30453766504290603,0.28662632270223282,0.3291155324345878,0.30252259734420817,0.30263310212083233,0.27998992419249574
79,0.6631180174381562,0.28362782246641477,0.05325416009542902,0.9059944459085778,0.9835229642124624,0.9255458704228898,0.9885362224402764,0.6007812407808769,0.6819224752914845,0.13898799104737106,0.1389424737782694,0.2569652318597159,0.2440469941272004,0.04824797326798491,0.05755349479377752,4621.2448414695427,3251.2760756676266,2764.4864632121894,2279.4736813016643,3969.9074495276996,4210.1748799574198,2871.9070331966677,0.5611084566545141,0.6671222776023665,443.257793946969,443.08488242342935,384.37715417421401,609.10468148214636,0.7167504337435378,0.4769879743531385,0.23976245939039934,0.35354449025180484,0.34049919968872627,0.30583469034513194,0.28714950722785065,0.33250111171124208,0.30386819579359903,0.30368527713450555,0.28042679594081421
80,0.66202694979851,0.2824552254997012,0.05551782470178881,0.8997902991588481,0.9832784205857444,0.9205656540748308,0.9882346878736524,0.5956854272104211,0.6754596934998194,0.14219659429394518,0.14231130796953456,0.2541504718513561,0.2483691394337383,0.049954400097071035,0.05944958765218672,4723.8479523079195,3316.2648799894896,2823.1255484989401,2339.4388983384256,4054.6017732520836,4305.2474293323994,2924.2986229230323,0.5731456415356113,0.6842835524903721,445.00327990098424,447.63307330825916,392.98662005821973,595.01992108069521,0.7312713495551674,0.4861895196301072,0.2450818299250602,0.35386025625590506,0.34450899033374843,0.30635382657462423,0.28816819542095079,0.33051737480154186,0.30602241889252269,0.30449785450672739,0.28159137099577669
