Period,"Gini insee, all income","Gini insee, labour income","Gini insee, labour and pension income","Gini insee, labour and family benefits income","Decile ratio, all income","Decile ratio, labour income","Decile ratio, labour and pension income","Decile ratio, labour and familiy benefits income","Top 10%, share of all income","Top 10%, share of labour income","Top 10%, share of labour and pension income","Top 10%, share of labour and familiy benefits income","Bottom 10%, share of all income","Bottom 10%, share of labour income","Bottom 10%, share of labour and pension income","Bottom 10%, share of labour and familiy benefits income","Gini insee, labour and IFE income","Decile ratio, labour and IFE income","Top 10%, share of labour and IFE income","Bottom 10%, share of labour and IFE income","Gini insee, measure IFE impact","Decile ratio, measure IFE impact"
82,0.37473586808901571,0.45367276981378807,0.39073391455626222,0.43338480631256848,6.230118677072906,11.47816253950726,7.636141506989842,9.557729244283893,0.22508998827323884,0.2634995017425455,0.2343184763978704,0.24881694085065598,0.03502788743658275,0.03176005881477277,0.027225133657513556,0.04253623892880709,0.45367276981378807,11.47816253950726,0.2634995017425455,0.03176005881477277,0.45367276981378807,11.47816253950726
83,0.37486161733338691,0.45161417977805901,0.39003620132164135,0.43114756632072698,6.324913104962492,10.934099226335398,7.455818253410007,9.000915707269332,0.22642907103250098,0.26449990108882754,0.23570650496669837,0.24979643777790708,0.03473334095939774,0.03234767451547349,0.02732090773343136,0.04252797003532734,0.45161417977805901,10.934099226335398,0.26449990108882754,0.03234767451547349,0.45161417977805901,10.934099226335398
84,0.37372620229506842,0.45452300749805075,0.39026440355401276,0.43228391058666654,6.289421951085519,11.323347708720462,7.645582418861567,9.219382491441424,0.22622905446914743,0.2626305907424903,0.23564995766795602,0.24766478231680325,0.032978794991181413,0.030232098837099368,0.02614749110566913,0.03973254770165775,0.45452300749805075,11.323347708720462,0.2626305907424903,0.030232098837099368,0.45452300749805075,11.323347708720462
85,0.36714178187765656,0.45261953532621929,0.38769166877617145,0.42605772008917825,6.111857499833855,11.566884107225963,7.920604284918278,9.143972446521436,0.21993074729919687,0.2561116771059048,0.23172606453018074,0.23749558960686096,0.03155421647338028,0.028624117885565393,0.024088890642677437,0.038947947482164125,0.45261953532621929,11.566884107225963,0.2561116771059048,0.028624117885565393,0.45261953532621929,11.566884107225963
86,0.37655469099660055,0.45818941795744905,0.39263990111645231,0.43667783007918753,6.525040826244623,11.377490293718148,7.978595543961728,9.218280915881163,0.22730300145121984,0.2598395039059344,0.236752493782624,0.24483901898384283,0.03127343409543918,0.031121188639292096,0.025098596826924512,0.039698890177386,0.45818941795744905,11.377490293718148,0.2598395039059344,0.031121188639292096,0.45818941795744905,11.377490293718148
87,0.37103293654964309,0.45521228897669752,0.38753309597328661,0.43187791110597346,6.52389004389315,11.241902371673572,7.70611195393137,8.40849662845595,0.22100521640732207,0.2538764952188994,0.23016846509556227,0.23912549420417967,0.03419205861847244,0.034092103709083305,0.028065367290302994,0.04268116752149199,0.45521228897669752,11.241902371673572,0.2538764952188994,0.034092103709083305,0.45521228897669752,11.241902371673572
88,0.37600290479443543,0.45891193591689206,0.39173348888600001,0.43643564952445663,6.629794559329394,11.414534379092432,7.879552203635906,9.141881332668355,0.22720419037725276,0.25972426832772233,0.23646344518559792,0.24479863295128282,0.030902777981503652,0.030383809443800633,0.02486706502603833,0.03891491838168783,0.45891193591689206,11.414534379092432,0.25972426832772233,0.030383809443800633,0.45891193591689206,11.414534379092432
89,0.36732898575794931,0.45199629316507905,0.38676894353328545,0.42743414274347674,6.371308558137364,10.538390225993352,7.749015094641873,8.564087428488024,0.22199226574168635,0.24433006018569906,0.233749110209105,0.22622398806865818,0.034247432342137916,0.033163646862177314,0.02743603051152173,0.04277095016940887,0.45199629316507905,10.538390225993352,0.24433006018569906,0.033163646862177314,0.45199629316507905,10.538390225993352
90,0.37088578174267073,0.4507600100883582,0.38694342254497188,0.42825258746809547,6.246850548466525,10.8611339327037,7.246421003478565,8.796362147939371,0.2272779539398808,0.25070304600121823,0.2368624451542667,0.23560992745431691,0.032959636810524454,0.032228324345588734,0.026543132784462256,0.041430856315489116,0.4507600100883582,10.8611339327037,0.25070304600121823,0.032228324345588734,0.4507600100883582,10.8611339327037
91,0.37213823616249569,0.44825182116871548,0.38791421589808639,0.42615530779248345,6.300072080616141,10.240071637356362,7.494287946706468,8.426954671852544,0.22317937712947972,0.24117320053805533,0.23253288906554673,0.22671005390644494,0.03432880582988642,0.0319927861718358,0.02780469017948686,0.04146610408567344,0.44825182116871548,10.240071637356362,0.24117320053805533,0.0319927861718358,0.44825182116871548,10.240071637356362
92,0.37524913191887321,0.45745958671188153,0.38939090028518358,0.43739208633399251,6.527265403538363,11.16020055962404,7.434521971873314,9.396368985532023,0.2329888161368133,0.26304081218406117,0.24319737645975759,0.24640802967316558,0.03301005039821894,0.03172642455038141,0.02693478582759336,0.04056965825391642,0.45745958671188153,11.16020055962404,0.26304081218406117,0.03172642455038141,0.45745958671188153,11.16020055962404
93,0.36664094131419261,0.45508379348641032,0.38602361151596903,0.42757485662875261,6.111770466013264,10.715924425282102,7.3843453749098025,8.056549080730635,0.2207281451138558,0.2426287486220353,0.23242950641594487,0.22435852281744964,0.03208095395765351,0.03235618212013507,0.026102455411324103,0.040814787977277875,0.45508379348641032,10.715924425282102,0.2426287486220353,0.03235618212013507,0.45508379348641032,10.715924425282102
94,0.37109903013894135,0.45304628714521028,0.38505275296489189,0.43128936391779304,6.46596686222389,11.043018240940505,7.460278136195716,8.470156333426528,0.22052713563704646,0.23951349296110466,0.2296430087823356,0.2251881934434901,0.032538610504730614,0.030812770116313816,0.026790029976033768,0.03923278769859656,0.45304628714521028,11.043018240940505,0.23951349296110466,0.030812770116313816,0.45304628714521028,11.043018240940505
95,0.37406062037144072,0.45763474304015944,0.38756892794294195,0.436687281220762,6.7975669613834695,11.46671019439889,7.825952289445272,8.942229220954752,0.22112458926707407,0.236051797326109,0.22964159553251218,0.22269580342055775,0.031880933065060464,0.030628123869070944,0.02621272826495305,0.039023368808607406,0.45763474304015944,11.46671019439889,0.236051797326109,0.030628123869070944,0.45763474304015944,11.46671019439889
96,0.37782502472506979,0.45867041563087396,0.38953902944377761,0.44060681970399151,6.77062674453061,11.046129620219348,7.724750025474777,9.241278622030192,0.22265675022155296,0.23874554097901993,0.23114752232896377,0.22539915757625947,0.03165869340390246,0.031194624147558137,0.026472897128046236,0.038820209972006595,0.45867041563087396,11.046129620219348,0.23874554097901993,0.031194624147558137,0.45867041563087396,11.046129620219348
97,0.37322974857093627,0.46412447650530886,0.39125424202642367,0.43659680134489087,6.502169063431534,11.58170246777391,8.248115058776921,9.007261370083231,0.22421330476221468,0.2474368650547751,0.23503853734961835,0.22989682648511778,0.0322783678672484,0.03540568124015898,0.0272359071289201,0.04257704177662356,0.46412447650530886,11.58170246777391,0.2474368650547751,0.03540568124015898,0.46412447650530886,11.58170246777391
98,0.36792345924189251,0.45043270729061108,0.38107764157235502,0.43029028706730044,6.7232166756084615,11.196300621030366,7.918917515148334,9.138432017181497,0.22229679599368227,0.23760794004480956,0.23047991555046962,0.2244240878147522,0.03192015007583618,0.03427173853339713,0.02561987645246319,0.043627987093479294,0.45043270729061108,11.196300621030366,0.23760794004480956,0.03427173853339713,0.45043270729061108,11.196300621030366
99,0.36930298708287856,0.45142256557765204,0.38184344163520728,0.43557949422297937,6.704780916039692,10.562617697467719,7.712342548445829,8.89720975922512,0.22278099076174385,0.23764207176227392,0.23121685132773478,0.2240287034942249,0.03366603502048039,0.0366884320094488,0.02748262502381325,0.04586355693577866,0.45142256557765204,10.562617697467719,0.23764207176227392,0.0366884320094488,0.45142256557765204,10.562617697467719
100,0.37489377114917444,0.45690787457433341,0.38616884430331921,0.43850514075161279,6.711810112018381,11.07618000946275,7.832149306519267,8.990996504478213,0.2302160649822456,0.24972830717602898,0.238463994974286,0.23614261418287497,0.02980999753654192,0.03326905522895459,0.02567401182737637,0.03936008795015319,0.45690787457433341,11.07618000946275,0.24972830717602898,0.03326905522895459,0.45690787457433341,11.07618000946275
101,0.36797889815318507,0.46015000639578479,0.3841819890891448,0.43419160767717851,6.224555398113896,11.39776814038316,7.855572914431615,8.933046542309471,0.22364282061677837,0.23765816611900342,0.23344745197526617,0.2219936162117171,0.03051762270182941,0.035780502984586106,0.026517350549829902,0.04144445697413094,0.46015000639578479,11.39776814038316,0.23765816611900342,0.035780502984586106,0.46015000639578479,11.39776814038316
102,0.37110965350577374,0.4530269734623984,0.38303323869339567,0.43504979593865778,6.438478773012797,11.250046663863658,7.825310303187497,9.531503292479826,0.22544593735086402,0.2432420150602406,0.23338365273252673,0.23028270082161267,0.029751517674435148,0.03227496544677349,0.024860601756325113,0.039540867354726145,0.4530269734623984,11.250046663863658,0.2432420150602406,0.03227496544677349,0.4530269734623984,11.250046663863658
103,0.36762849443734263,0.44835943424122898,0.37984554986976504,0.43042471859412973,6.6914576125636245,10.92179555735527,8.190841895154183,9.655641246773978,0.22344596505433661,0.24006939850336298,0.23103020649989767,0.22762830392158936,0.030706996256036952,0.03433719079203,0.026035885556828262,0.04126933703716022,0.44835943424122898,10.92179555735527,0.24006939850336298,0.03433719079203,0.44835943424122898,10.92179555735527
104,0.36718993526950328,0.44756697960064445,0.37909515990896397,0.42874413322358973,6.414377767495243,9.919185243564312,7.378497657448561,8.66116656647124,0.22520664159401427,0.24240939172707673,0.2328479822924843,0.22978077322343726,0.032189619545067126,0.035136739222688576,0.027544121510699793,0.042117183787561636,0.44756697960064445,9.919185243564312,0.24240939172707673,0.035136739222688576,0.44756697960064445,9.919185243564312
105,0.36324613446169257,0.44445146506523492,0.3746113053279258,0.42589927273816092,6.4015195349863605,10.028310965148314,7.389808549114769,8.810531959867447,0.22350638374235726,0.24096275634107384,0.23242714687745772,0.2262273992243579,0.031239560375785205,0.031129137745851864,0.026146924732036562,0.038939708598488935,0.44445146506523492,10.028310965148314,0.24096275634107384,0.031129137745851864,0.44445146506523492,10.028310965148314
106,0.36410444830347055,0.43591277309671045,0.37113068328728616,0.42511885506832681,6.517454010145643,9.664651548982349,7.165011351794978,8.869533597245336,0.22458403975111838,0.23572701124976198,0.23132871863226945,0.2245742698318873,0.029634544806933782,0.03324214169384882,0.02363998756151033,0.04251300282483832,0.43591277309671045,9.664651548982349,0.23572701124976198,0.03324214169384882,0.43591277309671045,9.664651548982349
107,0.36642348995275703,0.4449831364015866,0.37635764882735068,0.42953766551360267,6.639034674047563,11.818998809945692,7.545200968670531,9.997545982301931,0.22271272814685697,0.2315562582204997,0.2292726243851569,0.22082569526491244,0.028764395933026602,0.03387130987054371,0.023814141536525196,0.04142379577683761,0.4449831364015866,11.818998809945692,0.2315562582204997,0.03387130987054371,0.4449831364015866,11.818998809945692
108,0.35945239749051611,0.43821327626325313,0.36812196910089207,0.42459040946533189,6.300274136990088,10.822483707772786,7.218345449530022,8.932808178692161,0.22293120614607223,0.23628764989875545,0.22890393914598625,0.2263342884512483,0.028827559677494927,0.03691394222238437,0.024625442121091502,0.04318235689182946,0.43821327626325313,10.822483707772786,0.23628764989875545,0.03691394222238437,0.43821327626325313,10.822483707772786
