period,Contributory_pensioners_share,Moratorium_pensioners_share,universal_pensioners_share,retirement_coverage_for_legal_age,retirement_coverage_65+,All_coverage_legal_age,All_coverage_65+,Contributory_retirement_coverage_legal_age,Contributory_retirement_coverage_65+,survivors_benefit_coverage_legal_age,survivors_benefit_coverage_65+,Moratorium_benefit_coverage_legal_age,Moratorium_benefit_coverage_65+,PUAM_coverage_legal_age,PUAM_coverage_65+,Mean_Contributory_retirement_pension,Mean_survivors_benefit,Mean_moratorium_pension,Mean_universal_pension,Mean_retirement_pension,Mean_pension_benefit,Median_pension_benefit,Median_pension_to_labour_income_ratio,Mean_pension_to_labour_income_ratio,Mean_family_benefit,Mean_child_benefits,Mean_Contributory_child_benefits,Mean_AUH_benefits,Child_benefit_coverage,Contributory_child_benefit_coverage,AUH_coverage,Gini_retirement_age,Gini_retirement_age_non_labour_income,Gini_65+,Gini_65+_non_labour_income,Gini_retirement_age_has_income,Gini_retirement_age_(has)_non_labour_income,Gini_65+_has_income,Gini_65+_(has)_non_labour_income,Total_SIPA_beneficiaries,Total_SIPA_benefits,Total_non_moratorium_beneficiaries,Total_non_moratorium_benefits,Total_PUAM_benefits
81,0.39023631313319795,0.5651352704512376,0.044628416415564476,0.9044867110695345,0.9839640869931574,0.9114203734189217,0.9848592971394534,0.39249398816107683,0.44128833553673386,0.2510450338286286,0.26558191565092326,0.4671061130396335,0.4891671146107245,0.04488660986882419,0.05350863684569901,5131.3910217971379,2498.5429803217676,2782.1030709468705,2474.4293244364058,3685.149547295518,4421.1283734649369,3121.3880424140862,0.6390153020522209,0.7522841127998208,680.73961105629746,667.90407096666684,622.1438379861977,828.3369082829571,0.789414899743143,0.567327971322116,0.222086928421027,0.33910335202064767,0.33266564233130724,0.28682529672996787,0.27266705878033159,0.31551402181543564,0.29146212987663284,0.28445160503402511,0.26436391365806805,4392219,5809346,2921112,3106105,184158
82,0.39267911465308264,0.5618702874567745,0.045450597890142934,0.8994074821049687,0.9840527237070527,0.9066305851539245,0.9849127885582514,0.39204594029549145,0.44019706452362367,0.2510358619537255,0.265100271151318,0.4619842306108015,0.48993305636166595,0.04537731119867565,0.0539226028217631,5211.2930731239148,2558.8336195916008,2817.0848474673526,2504.5676216092752,3743.0363190470803,4496.506361348087,3159.0046785153199,0.6490479282782747,0.7635123011977295,542.11061415665142,546.80083339916985,502.16096860515091,719.47105773157216,0.7853937551393415,0.5694329920874581,0.21596076305188333,0.34359870021351463,0.33648024565689988,0.28847347568205656,0.27360707819026614,0.31832175903925514,0.29332610793365105,0.28602794177456919,0.26547202593650099,4379852,5791248,2919274,3104921,186834
83,0.3951922111249606,0.5582925524649222,0.04651523641011719,0.8927038668106347,0.9837185563524234,0.90087422683004,0.9849027971583967,0.3909292832751635,0.43886780603158376,0.25163625956514185,0.26461662574112016,0.45576110574091006,0.4901610619209696,0.046013477794561164,0.054689688399870026,5291.3661375765905,2611.4163296790766,2856.8858782808102,2532.5874320889457,3803.8886959999286,4571.8257689159418,3196.2334215742471,0.657918701104348,0.7748027037260425,544.36363215635402,548.39774115677858,501.46957073734393,728.68612037892888,0.783318479496705,0.5684897119917752,0.21482876750492977,0.3475279325112054,0.34113044800149034,0.28808365844422745,0.27424681256723699,0.3186414501617586,0.29382688794264195,0.28530162676767612,0.26644511100810647,4366971,5773457,2914494,3105945,190359
84,0.39564217459269063,0.5559780874440192,0.048379737963290176,0.8872955970002253,0.9838734733241004,0.8958095175332792,0.9850527304150201,0.38855696755407154,0.4359414788662081,0.2506068744875569,0.2637636496433477,0.4512252815746099,0.49141519719656085,0.04751334787154392,0.056516797261331325,5363.3986984461189,2675.0854047386506,2890.2284605642772,2564.9369360203395,3852.9813928986559,4637.5912938000401,3233.6141280946667,0.6610897772551902,0.780900687147471,555.40591469645051,558.55756661627277,512.41088457723572,737.61986969839268,0.8001169577067921,0.5806076040278044,0.21953815605471075,0.34995776450219157,0.34488632415388054,0.28990699256285524,0.27481197132517166,0.32004211581567621,0.29528026537789115,0.28713152515156665,0.26707514613070277,4363942,5764653,2910765,3105728,197550
85,0.39557773914784194,0.5528471260358081,0.05157513481634998,0.8821480641115756,0.984761551470559,0.8914706742223024,0.9860508078942599,0.38577763061630616,0.4317574618662434,0.25161908188786264,0.2633812546262974,0.4460730296245931,0.49328899283481326,0.05029740387067633,0.05971509676950231,5437.0306285456973,2726.4248877562918,2933.5328498993258,2596.8283903391425,3906.4952632428185,4706.7448955601021,3272.1872196676832,0.6746389090222535,0.7928800231564213,710.22582090474498,696.06106806881439,653.60933531470914,841.63368288341269,0.8024726453897802,0.5910574383905661,0.21141520699921418,0.35363802340053335,0.34819822440997056,0.28992939867458067,0.2748029228704969,0.3215138687448626,0.2949615407602838,0.28749192654977868,0.26778133690479561,4362860,5764670,2906032,3107960,210235
86,0.39679125975451873,0.5492781010670801,0.053930639178401185,0.8763730034151538,0.983620561329436,0.8863277020057634,0.9849774796109848,0.38394794442386265,0.4301399940456858,0.25156261190618784,0.26302872731045435,0.4402400434573739,0.49164817220598317,0.05218501553391729,0.06183239507776695,5506.5804184096305,2764.8644554415596,2978.6488107946261,2625.04153279811,3962.6397114329629,4770.2666479973113,3306.6741006112643,0.6802597377387284,0.8035850891118524,574.38854520498694,574.10064870974304,530.79039257552938,765.83755095478853,0.8021447360246724,0.5966025607854663,0.2055421752392061,0.35776832640702744,0.3529066282685594,0.29217524097463493,0.2777359395934913,0.32365546414173135,0.29741447169968538,0.2893748191039871,0.26992766167967408,4361540,5760493,2906324,3111695,219320
87,0.4005400182293801,0.545575425294598,0.05388455647602185,0.8704002063170859,0.9836910440000405,0.8809286828867989,0.9850423558928204,0.38457585412168394,0.4298446482658398,0.25204699307780576,0.26360745526604534,0.4340874510429514,0.4925656788678741,0.051736901152450644,0.06128071686632653,5554.0634177527745,2806.5763648667498,3002.4041807160083,2634.9432879012293,4004.6453508022732,4826.1509001149789,3328.8852687085368,0.6818650490855768,0.8132922266646321,584.54482776610712,587.86730870676558,544.38940329821287,778.78037367977981,0.8051576461150773,0.5900277744746755,0.21512987164040182,0.35698724651240776,0.35664484171735006,0.29102568296837478,0.27819344842221855,0.32166340779421976,0.29870484004458581,0.28818981287983453,0.2704477561390437,4350402,5747912,2912301,3121205,218265
88,0.3997309936710622,0.5396682140358559,0.060600792293081955,0.8709200401945567,0.9820134913461217,0.8818862663880096,0.9835807862698492,0.3828993862310055,0.4273032372535235,0.25536234071963354,0.2658302924798857,0.42997159962069925,0.48605615256714985,0.05804905434285202,0.06865410152544832,5612.2892725453248,2837.3291750682779,3027.7752804446759,2654.2110159898816,4038.2473362654896,4867.0736322143557,3347.848116908368,0.6816373896161088,0.8187024127161846,581.04715228705561,585.0988522285171,539.80778333758064,781.35989363541398,0.8135773152796056,0.5977317822709804,0.21584553300862516,0.35799838679029927,0.35781407629197148,0.29080533758564653,0.2808496071154038,0.32267588076912523,0.30133829859079519,0.28796216821111936,0.27217956691681122,4371520,5776318,2922516,3138400,246092
89,0.3985974166679944,0.5329110712653032,0.06849151206670237,0.8720284686817744,0.9827364588761324,0.8833388645291997,0.9846011686882943,0.3816581476862155,0.42572817001361374,0.2538286124146322,0.2638594889574736,0.4247895055298659,0.4795193907357423,0.06558081546569305,0.07748889812677642,5681.5257565642833,2879.4104256642363,3040.2654842712582,2675.5429715295736,4068.0846091726162,4902.572035201254,3371.2259266999267,0.6822402008915207,0.8216481443096483,738.04753078576437,721.51619464749092,677.30873491485227,884.92189280900243,0.8135564186464178,0.5984426652401832,0.21511375340623465,0.35880491470537362,0.35806684585771387,0.29301748466442729,0.28185301904584098,0.32429374641125858,0.30183576934054407,0.28999250461031451,0.27397876199791882,4391011,5788483,2914905,3132793,279419
90,0.39985570373776236,0.5267513041691837,0.07339299209305397,0.8721631137256828,0.9818200195467032,0.8840194245369835,0.9842182050559075,0.3823481332589654,0.42548157713560436,0.25402668593685507,0.26402243976989126,0.4196354800650603,0.4734651709397579,0.07017950040165714,0.08287327147134094,5714.9708926466728,2925.9582201820526,3061.5059547897554,2696.1302570283142,4095.6930291632116,4938.9149204899413,3395.3603138407943,0.6872377643069199,0.8271046146631734,597.30204511007685,592.43083955052782,552.98406692135904,752.13343800248367,0.8194880488563102,0.6098264636410387,0.20966158521527167,0.36033092128288113,0.3587900841531923,0.29401665708700286,0.2841373171785293,0.32490165212301231,0.30310387867791855,0.29098386626478123,0.27608383275881837,4408903,5803842,2922987,3146043,300090
