period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit,,
88,2334372.99609102,1085220.76823997,918938.51237956,249777.124980854,0,7355.7392025635,43538.4230026425,20834.99693653,8871.061949865,2334536.62669198,163.6306009609
89,2775229.26372679,1036141.09642948,883904.166050328,249659.743230303,513304.017701416,7160.1243567377,44233.5042796308,32010.761996947,9043.3111085105,2775456.72515335,227.4614265654
90,2349649.37153876,1039608.18714579,968560.971590712,248512.389974007,0,9281.5276847506,41902.9946018268,35824.3184803378,8570.0864814832,2352260.47595891,2611.1044201558
91,2290972.31821704,996069.141716633,964494.363262969,246048.938302441,0,9632.392408216,31193.9889910514,38151.5657702019,6304.5955419725,2291894.98599349,922.6677764482
92,2283109.51601387,1016136.40303563,941837.037470739,245715.858692696,0,7673.4839521326,36832.6834337668,30071.0929417585,8430.0764701778,2286696.6359969,3587.1199830249
93,2753180.07186523,985416.306846257,919212.898805638,246899.63586189,501257.024240069,8574.9682416264,38098.521432445,46182.2579079531,8330.8259522952,2753972.43928817,792.3674229393
94,2280230.78232168,1031955.52111521,899845.83961726,245144.316278194,0,3752.2170426847,52085.7874886521,39726.7690542505,10382.6174008661,2282893.06799712,2662.2856754386
95,2243675.4082983,1016619.74471672,907183.15784894,243948.8720744,0,6592.599804033,38274.5027718475,25325.9263896979,7272.230521422,2245217.03412706,1541.6258287607
96,2197303.77435956,1026417.69838131,856692.499687024,241821.061068956,0,4455.6714882561,34602.3483302953,27567.8353526609,7488.0025289765,2199045.11683748,1741.3424779233
97,2695356.80501172,972405.848341344,910076.364181794,239946.510082882,492579.669984248,6103.7351893323,32335.3903724757,35639.4187720522,7970.2080613342,2697057.14498546,1700.339973744
98,2231089.48706828,1025800.0435214,878198.35069336,238215.947377485,0,8952.7429438827,36691.592395333,37419.0784643012,8749.934867716,2234027.69026348,2938.2031951994
99,2206710.24356992,1034786.01976026,854807.944967959,235432.932782601,0,8836.4780355171,33526.1896711715,32560.1274763725,8652.7568664481,2208602.44956033,1892.2059904067
100,2090972.8816194,962467.342543006,808038.393435291,235943.721248635,0,8109.9086081638,32214.1859242082,41890.4512175543,6425.03178525,2095089.03476211,4116.1531427086
101,2652299.59689136,997514.150413512,834723.214155435,235575.782815999,495415.0154138,7510.9890802031,39285.1643658039,38752.4898221302,8429.1553516824,2657205.96141856,4906.3645272022
102,2208465.80266681,1030704.10049568,861907.619664311,231884.446893214,0,11306.6760886269,30305.1047463712,37360.4083645567,6527.9667771143,2209996.32302987,1530.5203630612
103,2208775.62543357,1021945.27887706,866338.101135924,231167.777950758,0,6746.4696827602,42857.9664404047,31216.0488276809,9935.1840917109,2210206.8270063,1431.2015727265
104,2152730.70864439,997283.607493023,845181.900218975,230864.292770242,0,8963.0929357254,32150.5850984222,32937.0384201855,7321.2800813036,2154701.79701788,1971.0883734911
105,2656276.67135415,966395.317220885,875917.920957837,230605.483795391,490395.531267724,10048.8070800182,39378.8645291799,44283.4801344047,8727.1371849541,2665752.54217039,9475.8708162489
106,2141399.70279999,967550.358682801,864431.619207864,231256.276676628,0,5124.6259610187,36865.881473295,36156.7823788898,8401.2915171956,2149786.83589769,8387.133097698
107,2099087.2139467,957892.24113063,831401.538306265,230140.08293957,0,6063.0252214179,41052.9014214644,24781.8945557036,8732.4336163028,2100064.11719135,976.9032446505
108,2128351.78762144,925433.941457213,888537.918675601,231210.889066415,0,10236.8319318261,39717.2337150484,26513.5514390708,8836.2897266626,2130486.65601184,2134.8683903935
109,2615815.46783008,948595.707216831,877119.769061694,231836.213664805,486279.765934929,9018.6378919475,42898.5404230254,21713.2705508866,10095.9192691634,2627557.82401328,11742.3561832006
110,2134017.4054736,975865.621453934,860701.030542293,232855.229540499,0,6202.4051115655,35755.120852393,23756.0567510806,7981.7220425271,2143117.18629429,9099.7808206957
111,2150161.25769505,1011334.95536004,813572.346883917,233922.62092551,0,9182.5127627893,43934.9498251556,29900.4162879564,9323.3311311213,2151171.13317648,1009.875481437
112,2126225.97946113,988302.41844017,823107.127033299,232661.016098678,0,10897.1614113865,31875.6303881215,34615.3588492395,6582.7733275924,2128041.48554849,1815.5060873549
113,2647427.34508666,966331.067946704,849964.994916325,234054.373047947,490174.603850608,15987.2873995964,46814.5253110886,36229.6755331178,9385.7369091867,2648942.26491457,1514.9198279115
114,2090142.96476741,937898.335483743,817573.766211944,233490.940645301,0,8509.0732935616,38153.1862616238,48258.8238625454,7790.5899547253,2091674.71571344,1531.7509460331
115,2128147.21845178,943260.706549358,856428.187924539,231082.409404903,0,11075.8712705361,37979.8830770448,45561.77715611,8389.0866971312,2133777.92207962,5630.7036278453
116,2084755.84689649,984621.666286419,801213.105165018,232270.739563209,0,7583.7840228297,28171.7070117536,26469.1043938099,6813.7437903215,2087143.85023336,2388.0033368699
117,2611961.7262932,1003285.2806825,815273.187149236,230031.807167243,477305.085709067,5960.2153024477,43025.0898488327,39278.74283802,9122.0667398698,2623281.47543722,11319.7491440158
118,2124097.20005013,995575.483620307,806439.485060437,232100.144752408,0,5771.1554514555,46738.8595678048,37435.0794005952,8817.1765178824,2132877.38437089,8780.18432076
119,2173865.69501601,973732.44364615,860018.323927085,230696.259015817,0,9425.0475716352,48542.2789128597,42199.8026525706,11131.9472968986,2175746.10302302,1880.4080070048
120,2127105.8618151,962389.966490848,844175.619114266,231887.577073228,0,10151.2719992603,40713.655885921,30248.8811228023,8710.5570520363,2128277.52873836,1171.6669232641
121,2619023.20101358,958761.316431065,850173.599715416,232935.191411783,471028.663466058,8110.2536078919,49223.1195076414,40157.0164523767,10643.7544943206,2621032.91508655,2009.7140729749
122,2161175.73202492,978512.108072477,859041.081558614,228586.517685912,0,6947.9495239636,43310.784879136,29727.9617523438,8770.6600338631,2154897.06350631,-6278.6685186108
123,2027816.9419372,954187.677280309,755052.77446606,228188.700262226,0,10314.1118709179,32608.8505036626,33374.3973455534,7535.670411115,2021262.18213984,-6554.7597973605
124,2030793.94487068,946317.760472048,777230.072169471,225689.393801401,0,8946.8779485052,39943.1115844682,37467.0812731831,7819.8354669553,2043414.13271603,12620.1878453507
125,2539246.39284357,879364.759518535,892819.650702407,225920.45799885,450191.7022975,8972.7529281118,41276.6576684675,45568.8886833518,9760.6321368268,2553875.50193405,14629.1090904837
126,2034196.65396499,889493.766024394,848804.038094108,223533.838018554,0,7232.5742996361,31470.2166748013,26069.0809864612,8190.3553817421,2034793.8694797,597.2155147048
127,2028319.47293408,903993.91320922,836447.75951156,221578.471475738,0,8980.3429221298,27882.9825312829,34962.0458022751,5907.593470442,2039753.10892265,11433.6359885628
128,2011713.51344302,919558.499555106,804547.81881413,223255.678839975,0,9466.4475390057,26069.2119352611,34914.0429933932,7046.5564900415,2024858.25616691,13144.7427238924
129,2518740.30907845,972777.784909512,782928.183371927,222217.312760555,454516.984873924,9906.667192046,50069.3975450252,30608.0132485109,10414.1657093346,2533438.50961083,14698.2005323791
130,2015621.68309393,957068.008240103,742954.881373295,222509.13090647,0,6918.279547348,44061.4803641162,31978.7601243591,10070.818790163,2015561.35934586,-60.3237480761
131,2034892.01672594,1022730.4227108,713239.364793625,221378.139954797,0,8795.0780681465,34771.5644013058,27446.9393895511,8484.8830206559,2036846.39233888,1954.3756129409
132,2029317.43109523,995920.006980156,734875.593799392,218873.711381221,0,8214.0985260464,34961.0876095982,29415.0545537066,7507.8065766283,2029767.35942675,449.9283315192
133,2493161.91157996,970575.674309345,766213.131217453,217636.009747228,454096.627468003,6617.7847841834,42656.3657233846,32248.9981595458,9359.4850320669,2499404.07644121,6242.1648612493
134,2006734.32571287,982553.146967821,727346.264332185,217025.055520723,0,6946.5695250512,40700.9488156437,29043.477255325,10184.5769243486,2013800.0393411,7065.7136282271
135,2056380.81402917,1010237.94562245,746306.188585972,216306.82148826,0,8668.8081676663,39060.0104921636,27329.5991900622,10078.1877381264,2057987.5612847,1606.7472555372
136,2027285.76141303,1035632.98905622,688749.042854833,217469.967925539,0,6585.6998094712,36087.5419407585,33845.5360253196,9382.5129944527,2027753.29060659,467.529193559
137,2580663.54766407,1033077.310815,770641.834807256,216004.332274113,477308.062276064,8046.0836584676,40514.549491752,28415.8849762401,8939.9155573985,2582947.97385629,2284.4261922264
138,2046687.60947302,1002838.91608905,742301.806121594,215879.836478074,0,6045.0852355574,33490.0616522004,39145.4017022371,9365.7025819111,2049066.80986062,2379.2003876029
139,2037738.59213447,970876.300441014,762242.528507474,215603.669232232,0,9716.9173415976,47437.1427948237,22397.7550479055,10431.2064015001,2038705.51976655,966.9276320743
140,1983926.21041661,971712.216734738,730460.520636803,210731.970882087,0,6538.0898469951,32580.3540297718,24243.1963671407,8787.4704464048,1985053.81894394,1127.6085273319
141,2519576.04909495,961666.652316402,777992.783466149,211961.420223314,469324.248130563,10162.6569902872,38305.3399555716,38222.6810426195,8909.5186470493,2516545.30077196,-3030.7483229907
142,2052048.92091659,982417.182239212,752377.65496862,211809.606492601,0,8660.8731739203,47066.4229592696,40411.2535512694,10157.8644879811,2052900.85787287,851.9369562813
143,1993965.61898214,965366.106645196,742886.729237229,212030.995588186,0,8310.0084504549,30977.2485779339,31415.1715904501,8222.3642494583,1999208.62433891,5243.0053567686
144,1975397.7151493,974157.743529921,709113.493738867,211694.785798426,0,8010.5486864745,44308.783472124,22619.9902742103,10931.1434648948,1980836.48896492,5438.7738156116
145,2398949.73265216,916582.237265809,751993.039870295,210337.283638416,455212.840091907,8226.1735165295,24584.4086529567,28239.8746770067,6520.5978291509,2401696.45554207,2746.72288991
146,2001895.92403356,945640.117630219,754230.800442367,208913.763136278,0,9074.1828481697,43124.9911934521,28760.7940474652,10840.8738523427,2000585.52315029,-1310.4008832642
147,2034908.4247787,970798.120648616,755875.933744293,207730.839652543,0,8854.4180213777,42053.4283336268,33948.6531703251,10712.8383814779,2029974.23195226,-4934.1928264375
148,2046053.08110451,975094.614214882,767230.079613024,207194.582903662,0,7662.7889605618,41588.5223131821,35306.9548735002,9246.8782960006,2043324.42117481,-2728.6599296946
149,2473885.6385244,958947.949951847,759810.386190794,207033.947756544,473333.518510797,8694.3381475449,30331.0061675629,34410.9024410391,7076.9534003907,2479639.00256652,5753.3640421201
150,2074580.21590182,926589.348064817,837570.788188487,209095.171296221,0,8874.4280056068,36947.6287811281,43840.7875636054,10339.7853908286,2073257.93729069,-1322.2786111285
151,2051975.06579232,924527.735875813,822788.29356196,211424.594350794,0,10631.5116207588,31504.1651516938,40615.7099594698,11239.0273219924,2052731.03784248,755.9720501651
152,2056008.30483979,954505.871536823,793308.050008538,211768.487309681,0,4981.1060741341,39242.8905670048,40253.0220701403,9292.9342207721,2053352.36178709,-2655.9430527
