Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
49,1008532,1187222,989755,1012161,838435,820835,667005,640083,546590,519351,415976
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
50,987856,1210311,977296,1011557,847980,820780,676892,637928,563013,516567,414385
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
51,979435,1213799,993099,1011399,855367,830616,675942,638571,568805,508888,429782
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
52,986509,1209307,1023606,1001593,855071,838208,689988,633649,573035,502564,428875
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
53,977026,1227245,1027430,993910,864993,829416,711463,636595,572293,503267,430411
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
54,951312,1258477,1026245,995147,851600,860614,703965,635173,583942,495545,435774
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
55,946337,1278834,1026668,988313,872865,862303,707422,627862,587596,500781,436573
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
56,949371,1279130,1024694,995761,888500,859485,715632,639319,575692,504103,450749
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
57,944317,1283251,1046846,984043,908342,852468,713214,643142,581964,493208,464867
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
58,967177,1274453,1059197,979444,909634,849344,724112,646807,591896,492720,467859
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
59,966635,1273369,1075996,975154,912933,851942,731839,648722,587569,502198,465722
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
60,944487,1266421,1100773,975189,928385,834268,747222,644185,593060,503871,456719
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
61,940505,1269960,1118255,974883,923497,842062,751836,644920,596921,502419,456041
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
62,929219,1280417,1124408,978060,919941,840937,771311,643093,603777,497159,463534
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
63,930698,1275409,1129056,978969,936191,848389,771493,639179,607645,499853,468902
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
64,935441,1256610,1138800,976205,949842,856898,775217,631791,612652,508875,465582
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
65,929223,1236598,1164786,976879,958398,846940,783869,638273,619174,505533,469081
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
66,946118,1228092,1159068,981744,979401,831076,797195,645048,620929,505170,469153
