Period,Mean real labour income,Total workers
49,"6368,9065332604",11004289
50,"6691,6267211456",11039157
51,"6984,1911310188",11069835
52,"6967,8308273951",11079853
53,"6546,8359095505",11091626
54,"6356,2046503346",11171229
55,"6421,7509021331",11262070
56,"6485,7556979743",11267048
57,"6584,0500436289",11116578
58,"6551,3566988075",11136575
59,"6734,1800242166",11137097
60,"6721,2591396848",11182588
61,"6646,2195162113",11191499
62,"6604,9089002572",11272418
63,"6668,6554362916",11324479
64,"6702,4597358546",11306951
65,"6736,3537108216",11394013
66,"6752,4359258719",11436037
67,"6820,3896095229",11462202
68,"6829,978545834",11526291
69,"6835,3858220642",11565467
70,"6817,7380123734",11605522
71,"6836,1416269344",11596552
72,"6888,6856655088",11648999
73,"6910,0682000807",11728657
74,"6968,418346826",11698254
75,"6991,2964778223",11801060
76,"7011,2155316183",11827846
77,"7037,1149871301",11875194
78,"7070,8724222732",11849383
79,"7095,8079126585",11929863
80,"7149,0552233905",11928384
81,"7172,7090986533",11987166
82,"7177,9215366361",12019530
83,"7212,8207161877",12040707
84,"7256,7962086913",12059855
85,"7272,8825754848",12161978
86,"7284,1601135508",12185933
87,"7363,8948212955",12182469
88,"7379,8060570924",12274782
89,"7415,7755982864",12294437
90,"7444,612604771",12305060
91,"7471,125543707",12350709
92,"7515,7409404529",12324461
93,"7519,5758228913",12371375
94,"7558,4866514147",12459334
95,"7619,4788563677",12454930
96,"7652,4394727529",12543328
97,"7678,4544678797",12599553
98,"7688,9386955007",12663928
99,"7734,4659793452",12682237
100,"7755,4893851827",12763586
101,"7835,6373751122",12796280
102,"7893,9486231452",12814356
103,"7890,1689324318",12933413
104,"7934,8342404828",12890794
105,"7955,3303581336",12949395
106,"8001,3695049004",12923833
107,"8038,4035976877",13004378
108,"8063,9715415989",13040776
109,"8094,3272383522",13059621
110,"8141,6726241753",13070224
111,"8204,4669729304",13073376
112,"8183,8900851182",13124294
113,"8214,3730460522",13123274
114,"8255,0586991977",13165795
115,"8271,8910984675",13195674
116,"8349,2084387953",13137964
117,"8386,2819918745",13194561
118,"8409,5660620207",13220623
119,"8434,0194608028",13236947
120,"8484,1828064758",13228592
121,"8522,6321455356",13225483
122,"8584,3407003557",13207008
123,"8588,2674446063",13271804
124,"8636,6202758797",13348129
125,"8654,2464518779",13300732
126,"8652,5779929783",13310031
127,"8682,9614823846",13355653
128,"8710,9868010802",13461562
129,"8755,8412673841",13482810
130,"8823,8445938166",13457118
131,"8864,4390051759",13509209
132,"8938,2754770118",13505619
133,"8961,7375712106",13633034
134,"9009,1801824653",13554802
135,"9045,0602345662",13578516
136,"9058,2152865481",13579925
137,"9086,1624320144",13589085
138,"9106,6737530352",13570552
139,"9138,8593255312",13584848
140,"9196,6391695986",13636180
141,"9203,9540365315",13583020
142,"9231,2502313124",13688707
143,"9309,1718634473",13660210
144,"9363,674859325",13688825
145,"9373,487170757",13678119
146,"9413,3761654407",13723571
147,"9404,4842264602",13740685
148,"9448,6882680658",13808116
149,"9482,0723392495",13821135
150,"9494,2993648243",13875783
151,"9568,8777616071",13855484
152,"9633,5151905379",13826971
