period,total pensions cost,total net pensions,total retirement benefits,total survivors pensions," total thirteenth month of pension, cost",total net thirteenth month of pension," total thirteenth month of universal pension, cost",total net thirteenth month of universal pension
49,17961457.0690947,17255645.0718144,14972411.0121604,2283234.059654,0,0,,
50,20689184.2643273,19873660.1122901,17141641.5233179,2732018.58897219,3451359.37845264,3257958.83921554,,
51,20098988.3073259,19305093.5325662,16576621.5669162,2728471.96564992,0,0,,
52,21719874.0931624,20860990.1667672,17851765.4592199,3009224.70754724,3622658.74588121,3420261.30243928,,
53,18966435.76753,18219854.6591102,15527835.6791353,2692018.97997481,0,0,,
54,19546962.2662324,18776191.2728548,15958451.9373863,2817739.33546847,3260772.46244386,3079588.14843539,,
55,18526313.6895316,17795233.2370496,15024158.7818679,2771074.45518175,0,0,,
56,20184631.0003587,19386069.2257122,16276514.4290139,3109554.79669833,3366764.23411329,3180009.35485561,,
57,19205203.5850471,18443588.6857233,15406322.3015445,3037266.38417881,0,0,,
58,20445425.9226398,19631639.0028462,16312973.4156298,3318665.58721635,3409770.49201394,3220506.40328233,,
59,19523903.2593172,18745977.8850848,15523043.1180475,3222934.76703731,0,0,,
60,21149900.3106824,20305148.1921437,16739515.4318756,3565632.76026809,3526910.5764903,3330981.01610269,,
61,19787965.7078121,18994502.3976051,15565426.1057012,3429076.2919039,0,0,,
62,19449804.1581823,18667919.9656494,15187441.8041845,3480478.16146492,3243149.91767543,3062801.98563619,,
63,19244295.3070747,18468664.3770858,14970055.7921327,3498608.58495304,0,0,,
64,19456896.9651253,18667012.535805,15039169.0248715,3627843.51093351,3242619.04805249,3061607.47371306,,
65,19588039.4457946,18791010.9980712,15103018.5646523,3687992.4334189,0,0,,
66,19746155.2305708,18941314.148407,15198472.2164014,3742841.93200566,3291101.95116319,3107311.59533895,,
67,19910365.7623404,19097060.6645393,15308279.1014142,3788781.56312504,0,0,,
68,20018227.1689487,19199679.5889661,15357157.5174602,3842522.0715059,3336516.53067336,3149377.85108852,,
69,20500230.6148718,19661440.9891823,15747980.6502355,3913460.33894676,0,0,,
70,20578696.5778237,19735137.5501368,15765141.5550792,3969995.99505755,3429306.92017856,3230686.6620318,,
71,20762374.6722128,19909289.8532425,15837590.9711224,4071698.88212014,0,0,,
72,20881668.0913975,20022033.2509884,15904454.891168,4117578.35982044,3479564.34504754,3277195.75973189,,
73,21009591.0791807,20142379.0255968,15926091.377,4216287.64859684,0,0,,
74,21167711.9299053,20292360.1581256,15975777.6334726,4316582.52465298,3527059.42396475,3320971.55854907,,
75,21294199.4426629,20410772.7711944,15977726.2020498,4433046.56914467,0,0,,
76,21485059.4441837,20590761.5700676,16074814.20235,4515947.36771764,3579874.37395879,3370632.92806203,,
77,21582881.7517352,20682741.2794936,16078060.4907887,4604680.78870492,0,0,,
78,21701839.373727,20794696.1970983,16100930.3553285,4693765.84176978,3616182.55070108,3404853.13825756,,
79,21840103.5993067,20924386.9317469,16152341.5376294,4772045.39411746,0,0,,
80,21976030.8247382,21051885.7537788,16198184.9144662,4853700.83931255,3661780.66752203,3447900.50671377,,
81,22081216.9112974,21151261.2034007,16210731.2784195,4940529.92498118,0,0,,
82,22257779.5653849,21318245.2222454,16290836.1506889,5027409.07155649,3708742.54971633,3492115.6651872,,
83,22443456.6711059,21493388.1720072,16389589.2635993,5103798.90840785,0,0,,
84,22525492.6428099,21570579.7931092,16384726.4236557,5185853.36945349,3753369.37076257,3534305.89808171,,
85,22653560.1973701,21690729.9431414,16420849.7118104,5269880.23133098,0,0,,
86,22755746.5934073,21788086.8387834,16428125.9145182,5359960.92426522,3791773.16880927,3570604.26094311,,
87,22936475.5588328,21959058.8002272,16500513.0741489,5458545.72607832,0,0,,
88,23043494.8430103,22059683.1356281,16552149.5362412,5507533.5993869,3839573.95833558,3615636.74107835,,
89,23100136.5328096,22112512.1565968,16574460.5913587,5538051.56523811,0,0,,
90,23178553.8946591,22185289.3179713,16540004.0861705,5645285.23180084,3862083.60557595,3636973.77600895,,
91,23328812.1555916,22326912.5216352,16552732.1072198,5774180.41441532,0,0,,
92,23483395.043914,22473277.1253703,16636190.458849,5837086.66652136,3913078.71091594,3685039.09460251,,
93,23636566.314418,22618040.3700656,16709453.5335074,5908586.83655818,0,0,,
94,23722958.6936367,22699824.9852193,16752820.9345636,5947004.0506557,3953187.93044031,3722984.68287098,,
95,23783731.740064,22757462.3590084,16746648.1649738,6010814.19403466,0,0,,
96,23911385.701089,22878017.1295106,16805666.0277425,6072351.10176812,3984629.03869735,3752617.28455312,,
97,23988379.4246021,22949699.4331409,16807629.6623016,6142069.77083933,0,0,,
98,24026494.81622,22984899.9441487,16792949.9271134,6191950.01703535,4003856.96694341,3770850.52459145,,
99,24050831.7964224,23007567.8958029,16725543.8976177,6282023.99818526,0,0,,
100,24138401.0689347,23090026.6755595,16771579.8823993,6318446.7931602,4022409.47020651,3788397.74786207,,
101,24195084.9561063,23142547.5608027,16773031.0236677,6369516.53713496,0,0,,
102,24281733.2604034,23223663.5819647,16811852.587024,6411810.99494067,4046366.18503942,3811026.26971202,,
103,24448207.3821291,23380631.1329078,16862552.1234589,6518079.0094489,0,0,,
104,24569762.452886,23496187.2655732,16930791.5556212,6565395.709952,4094334.50684133,3856206.0244704,,
105,24584277.8871893,23508789.6399875,16912057.4190156,6596732.22097192,0,0,,
106,24720538.8844099,23637365.2159399,16909300.9296976,6728064.28624232,4119409.34688152,3879924.66937848,,
107,24826975.1042319,23737813.1732407,16974464.9098957,6763348.26334504,0,0,,
108,24852317.8101487,23761244.5377784,16965252.2986715,6795992.23910699,4141388.44201756,3900760.20193521,,
109,24979918.0553043,23881642.5789639,17022304.9537701,6859337.62519386,0,0,,
110,25321499.655402,24205682.3607454,17288391.4241889,6917290.93655654,4219804.12054553,3974586.94502527,,
111,25490321.6201688,24365414.7212835,17368941.9754096,6996472.74587388,0,0,,
112,25526481.8995534,24399325.250414,17314193.1496946,7085132.10071945,4253857.03232211,4006630.11976685,,
113,25661814.2537288,24527475.1949469,17358992.563518,7168482.63142892,0,0,,
114,25740911.9620317,24601425.7120889,17282495.5081182,7318930.20397065,4289400.96862619,4040226.00069223,,
115,25886190.0472068,24739067.8065746,17361107.4122566,7377960.394318,0,0,,
116,25965339.3490436,24814132.2097175,17398129.2676746,7416002.94204284,4327034.00156858,4075792.7482129,,
117,26056683.3579597,24900559.6708618,17480026.5145734,7420533.15628833,0,0,,
118,26148627.6842442,24987461.2033857,17572633.1289732,7414828.07441253,4357713.62718276,4104874.72126805,,
119,26138231.0852923,24977184.4923543,17547217.4380718,7429967.05428254,0,0,,
120,26370252.6870541,25196901.3825264,17712881.1092865,7484020.27323992,4394654.75784271,4139689.39772272,,
121,26574893.8929669,25390941.3351901,17840580.7490197,7550360.58617038,0,0,,
122,26637852.8243128,25450611.2232483,17829569.6593896,7621041.56385865,4439279.31613603,4181841.95192451,,
123,26739616.0993625,25546435.095964,17872326.612504,7674108.48346004,0,0,,
124,26935946.1335587,25732304.4456833,17950624.3008519,7781680.14483131,4488949.95674778,4228687.59823249,,
125,26966167.7189524,25760448.4765282,17932247.2965747,7828201.17995347,0,0,,
126,27088282.8721062,25876210.5232789,17983040.6892276,7893169.83405131,4514403.16222075,4252888.90018213,,
127,27218781.2886372,25999492.3351377,18086752.706386,7912739.62875173,0,0,,
128,27273923.8990597,26052394.2284769,18028093.3279972,8024300.90047967,4545379.68158724,4282292.39889447,,
129,27390140.4277382,26162525.1632275,18081218.8749302,8081306.28829726,0,0,,
130,27550953.7989575,26314647.4856357,18204770.3660864,8109877.11954933,4591583.45190151,4326145.16398532,,
131,27648574.6550385,26406665.4409693,18250439.959378,8156225.48159125,0,0,,
132,27745829.1612778,26499339.1069609,18326490.9505465,8172848.15641434,4624041.77149862,4356916.24707065,,
133,27992422.0269387,26733896.2501321,18457331.9973973,8276564.25273483,0,0,,
134,28108129.2114736,26843801.3214317,18471583.3476985,8372217.97373324,4684431.95835598,4413910.07304805,,
135,28225693.8947864,26956028.5241142,18479665.0721859,8476363.4519283,0,0,,
136,28318234.3847554,27043780.9139015,18477115.9279275,8566664.98597403,4719532.37405205,4447307.04061491,,
137,28500744.4894821,27217026.6429825,18510786.7300665,8706239.912916,0,0,,
138,28562709.5106045,27275572.2574491,18558036.4949594,8717535.7624897,4760864.86757056,4486337.75908233,,
139,28619972.9503115,27329764.1648379,18622405.606569,8707358.55826882,0,0,,
140,28780284.3709102,27481983.9919048,18757447.832734,8724536.15917079,4797234.73202361,4520929.25525609,,
141,28952100.6161889,27644693.285273,18893720.0683569,8750973.2169161,0,0,,
142,28993933.0696197,27684142.88703,18897141.0602912,8787001.82673885,4832820.83883835,4554437.91863444,,
143,29184630.1861475,27864791.271617,19023383.1770826,8841408.09453439,0,0,,
144,29258807.5270882,27934519.2578316,19037821.5638723,8896697.69395929,4876856.98604106,4596068.92245407,,
145,29515930.2752142,28179268.1411603,19220281.8124547,8958986.32870557,0,0,,
146,29760089.9099869,28411384.15903,19389015.7244949,9022368.43453515,4960481.66170713,4674925.71622124,,
147,29826611.3802765,28474802.0169529,19444585.0764473,9030216.94050564,0,0,,
148,29972047.0039206,28613432.0208651,19538481.0821112,9074950.93875387,4996101.76067691,4708654.38487349,,
149,30188802.1626182,28818898.7219372,19624327.4441784,9194571.27775887,0,0,,
150,30419219.6395459,29037270.930351,19797211.2088837,9240059.72146727,5070654.60429193,4779047.27651853,,
