Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
49,18071785.057349075,17329848.39449366,61265338.59883701,61177041.91297999,0.0,491674.78718426795,168247.35714577392,117163.59789338976
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
50,22020242.518203788,21193134.306998726,74221204.4725753,65136094.112734154,10856015.685455693,587218.7595326141,159544.336418108,114778.73607763089
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
51,20081401.161631715,19312842.883715365,68269155.89006594,68173579.19564453,0.0,532545.0412802176,153605.0737974848,117725.94691235338
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
52,23066142.63488668,22252631.431464095,77865039.8814963,68321606.42177273,11386934.40362879,593354.1929132374,141438.8830210775,112454.46784037807
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
53,19140575.34731795,18434964.76002824,65156395.06764037,65041727.48242442,0.0,508383.19926404586,122538.29592296318,106698.70300385053
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
54,21408022.69755595,20689748.157551788,72400991.17555183,63520136.876190975,10586689.479365163,533526.4379639205,111368.60763850075,104827.84914534325
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
55,18981752.565975342,18284579.017782208,64564420.94602902,64458206.40774121,0.0,510641.79365930165,108376.08876228065,111650.95110222096
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
56,22046701.052659728,21331498.906009953,74520090.51116557,65369925.04215836,10894987.507026393,529396.8153101205,104340.33126151648,116378.57154019867
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
57,19059288.01673812,18289845.547968358,64540505.42887623,64416500.886476666,0.0,507042.32322204346,198430.0474237858,91385.85446276159
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
58,21501907.70496362,20698710.002549388,72364269.7770698,63471752.48406841,10578625.4140114,537951.7753352711,196949.5263474665,97566.28675927882
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
59,19466256.910074327,18671656.367392514,65895238.95968921,65767139.77079624,0.0,518270.1835670993,200401.72968382345,108469.470615555
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
60,22462808.60992713,21651919.046868913,75669746.7750937,66365781.16679791,11060963.527799653,543362.6945274908,191911.62515652485,108021.77624885313
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
61,18163011.828397114,17396068.405287746,58468280.006123036,65774711.56853617,0.0,475867.5854451156,219846.13018179586,101756.72497494191
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
62,21053230.627598643,20285067.964609455,68042067.20973295,65883983.02549915,10980663.837583192,492720.1158050977,203351.98697084718,102986.51459035554
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
63,18724274.667187627,17953403.677866273,60723555.693464,67224216.93705004,0.0,504551.5294181833,193212.28396264178,104438.82277218706
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
64,21979020.604382064,21210632.088923045,71491534.28464837,68373641.88294345,11395606.980490575,517478.3468794785,177944.09049615113,104237.2544048456
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
65,17669897.57292715,16940947.618809413,53765231.89748345,68886329.54434659,0.0,476938.04548537754,179266.89726662033,103921.44480819984
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
66,20526505.942324452,19823212.50644454,63065982.98888569,68918302.37592702,11486383.729321169,452212.473007408,178666.59482395143,103449.09721221864
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
67,17538340.233190104,16842300.600797333,53438449.638289444,68536184.74774542,0.0,434988.18272176303,186460.1776720215,106558.95999855018
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
68,20410018.91143726,19712927.056906532,62672527.27611687,68566307.2093547,11427717.868225783,432455.8934892124,189669.72409405003,107094.62421067558
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
69,16431546.5962971,15720631.331734097,46736423.20692723,68838397.59252623,0.0,455991.3921101655,182015.73454329718,104154.4827279103
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
70,19157992.78934161,18442467.384594172,55346582.022040874,68525119.95831013,11420853.326385023,454753.58561712416,184162.03894394304,109442.54312337867
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
71,16298649.983479848,15571705.561454605,46224642.89242056,68314808.96404502,0.0,463611.8429484754,186651.2646805385,109544.7348517587
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
72,19110247.82138842,18402126.12106411,55180314.0892295,68476828.75623155,11412804.79270526,443819.9451329397,187242.90070388073,110084.07783927459
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
73,15180258.804249376,14407846.93758923,39813362.51270724,67880789.24143486,0.0,503415.5080892558,191013.5991399742,111403.94204416666
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
74,17750369.818281353,16986777.984428313,47723638.71467071,67554553.06371458,11259092.177285763,484816.3202581599,196875.28208738568,117000.33072498997
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
75,15243863.44262999,14442047.849169124,39947999.90842854,67978978.56083745,0.0,520027.1042845198,198811.25532837588,118538.90549709521
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
76,17844463.329657532,17033859.570928726,47927054.47247686,67622309.94218387,11270384.99036398,533772.6512782932,195553.85684150973,116110.35801285732
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
77,14378562.709187454,13550880.281415736,35047905.95128215,67611616.38750188,0.0,548360.6297741384,197909.26047798205,116303.62502799435
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
78,16740469.034454199,15940343.23740643,41822322.08656236,67357919.49841294,11226319.916402157,532446.787037422,190181.54478298093,110710.66461052085
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
79,14243858.060036184,13478381.106799304,34787951.074346274,67336924.97400782,0.0,500324.9241146857,188655.79478972053,109280.33476067673
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
80,16699510.0332082,15917897.528835084,41714260.260177806,67333641.20299436,11222273.533832392,508447.0657814963,193913.37131145768,113217.23897166016
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
81,14368796.401850386,13553955.42790564,34982322.629109435,67750491.67665233,0.0,537359.8741722989,197091.7044800257,114841.99327489252
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
82,16744011.601104116,15962520.015536992,41792347.08942337,67586122.66187084,11264353.776978472,495319.59317484184,203506.6510472297,118093.34477864015
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
83,14293858.83022245,13526310.920164175,34867271.33629824,67673116.65139538,0.0,496383.5337678901,192286.46019393852,112682.73728063772
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
84,16796209.174646493,16003314.59474753,41822912.61933898,67843796.26205789,11307299.377009647,524342.8340363479,191141.80363704075,110585.63175081993
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
85,14288205.707207035,13511408.871762095,34738999.152502745,67713195.01366809,0.0,508999.6543635482,191233.9569485184,109376.0344755333
Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
86,16846626.268595878,16058796.5927287,41931797.53228319,68121772.19501586,11353628.699169314,511973.43037041585,195931.474816603,114178.24382879987
