period,Total_pensions_pre-2016_cost,Total_net_pensions_pre-2016,Total_pensions_post-2016_cost,Total_net_pensions_post-2016,Total_retirement_benefits_pre-2016,Total_survivors_pensions_pre-2016,Total_retirement_benefits_post-2016,Total_survivors_pensions_post-2016,Total_universal_pensions_cost,Total_net_universal_pensions,Total_thirteenth_month_of_pension_pre-2016_cost,Total_net_thirteenth_month_of_pension_pre-2016,Total_thirteenth_month_of_pension_post-2016_cost,Total_net_thirteenth_month_of_pension_post-2016,Total_thirteenth_month_of_universal_pension_cost,Total_net_thirteenth_month_of_universal_pension
49,17715077.15364378,17023138.178211495,17764695.859053392,17069779.758133437,14752662.661656454,2270475.5165550443,14799304.397421073,2270475.360712362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,20422728.485374723,19622753.072926432,20483158.037232015,19679556.847599797,16969923.270815264,2652829.802111169,17026727.280399106,2652829.56720069,0.0,0.0,3407163.902411464,3216614.322815483,3417235.493665607,3226081.6178939664,0.0,0.0
51,19803719.415216826,19026235.285896555,19865407.34682204,19084221.93624189,16392319.506049527,2633915.779847027,16450306.568567274,2633915.3676746194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,21428379.615568142,20585898.5435391,21496797.789269023,20650211.619990844,17680801.73318883,2905096.810350271,17745115.341763616,2905096.278227231,0.0,0.0,3574736.464935527,3375531.6263047596,3586139.4926751987,3386250.4712297623,0.0,0.0
53,18797742.80450526,18060282.210190825,18858939.15746734,18117806.767773647,15421030.702901796,2639251.5072890273,15478556.138891824,2639250.6288818237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,19382688.838393554,18620360.064069107,19446150.645785987,18680014.146709748,15814085.276829194,2806274.787239909,15873740.523994941,2806273.622714805,0.0,0.0,3233501.784892129,3054064.852816763,3244078.7498993347,3064007.1979314727,0.0,0.0
55,18442647.75500453,17716066.093644682,18504209.96811058,17773934.557941254,14992926.818930224,2723139.2747144597,15050796.555132724,2723138.0028085317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,20186873.11410759,19389280.9398189,20255682.45505419,19453961.70359457,16313965.945295421,3075314.9945234726,16378647.993186716,3075313.7104078517,37448.33092,36324.8809924,3367063.329507814,3180768.9107449315,3378531.550035415,3191549.0360039356,6241.388486666667,6054.146832066666
57,19311480.22392076,18548365.260714587,19378524.64259297,18611386.999625143,15547751.074324274,3000614.1863903133,15610773.941814084,3000613.057811057,68744.54059199999,66682.20437424,0.0,0.0,0.0,0.0,0.0,0.0
58,20633382.65878099,19816192.87232887,20705688.695570998,19884160.531471547,16527027.32097073,3289165.551358139,16594996.088739475,3289164.442732071,105406.35487200001,102244.16422584,3441145.1983278864,3251515.341245014,3453196.201721978,3262843.2825777824,17567.725812,17040.69403764
59,19837112.059884995,19050818.92755351,19908875.370668266,19118276.424982145,15827858.830562627,3222960.096990882,15895317.360341465,3222959.064640683,149637.759648,145148.62685856,0.0,0.0,0.0,0.0,0.0,0.0
60,21578720.10916833,20722125.403220378,21656135.85826082,20794896.192376487,17142569.246211752,3579556.1570086186,17215341.10490312,3579555.087473364,192607.56152000005,186829.33467440002,3598308.120537098,3400899.7838717233,3611210.7427278976,3413028.2469606376,32101.26025333334,31138.22244573334
61,20064756.918727174,19268525.020877987,20136276.18067748,19335753.113424283,15878903.215432905,3389621.805445082,15946132.253107993,3389620.8603162905,206676.956,200476.64732,0.0,0.0,0.0,0.0,0.0,0.0
