Period,Total_SIPA_income,Total_wage-earners_SIPA_contributions,Total_taxable_income,Total_gross_wages,Total_SAC,Total_autonomous_workers_SIPA_contributions,Total_Monotributo_SIPA_contributions,Monotributo_integrated_tax
49,18000510.6188669,17348424.3044446,61294383.3095153,61294383.3095153,0,371077.892968079,186193.971362136,135449.214417351
50,22157499.2341788,21420846.3579256,75698211.0792046,64884180.9250325,10814030.1541721,449590.592220506,181303.384351026,151084.142402353
51,20233959.3615849,19481047.9018705,68948168.7444157,68948168.7444157,0,479075.444673333,169295.89556962,149343.027816335
52,23711099.340712,22929508.1705452,81128439.104295,69538662.0893957,11589777.0148993,516987.680878167,162008.72253143,146563.952510206
53,19318558.8094962,18652836.7134315,66019109.634082,66019109.634082,0,425976.651435597,141481.176969882,140377.525227439
54,22035975.6793422,21394352.2957855,75696584.2068533,64882786.4630171,10813797.7438362,415298.321746476,127089.694721227,141764.810127232
55,19225382.5714869,18603741.720877,65799884.3882005,65799884.3882005,0,399075.404357142,121633.121774462,144189.0349691
56,22564836.9054479,21903346.743288,77437977.0286537,66375408.8817032,11062568.1469505,439140.631379141,116461.810362377,151268.17202623
57,19510720.9348717,18772632.0522002,66351902.7083651,66351902.7083651,0,413586.258336625,238137.823326839,123378.287154311
58,23339052.656364,22600878.1366645,79882706.2211742,68470891.0467207,11411815.1744534,415889.735639967,230582.912895283,131002.673091904
59,20676340.3358436,19987346.5543269,70658358.7383324,70658358.7383324,0,367663.677083727,225108.785774441,137459.026655012
60,24442783.390504,23718443.3956191,83772244.5237371,71804781.020346,11967463.503391,396743.97044938,227007.358244038,143698.094559182
61,19573117.3944048,18842001.0762178,63609343.1458918,70961222.6214461,0,385120.323093544,255380.671773609,129450.461885458
62,22216148.1449952,21497589.8809881,72347360.9563194,69714099.3486738,11619016.5581123,396657.897900116,234931.164644349,124241.716375217
63,18296958.6464321,17659472.0058588,59887509.8280857,66038620.5698344,0,349907.588704731,208838.907550347,112485.920454584
64,19939496.2171495,19343434.468545,65408555.5176618,62201099.778605,10366849.9631008,316139.72116797,201450.048869671,112102.826524005
65,15750615.9012498,15179121.8967004,48156642.7646441,61869622.9419318,0,293358.556230833,200443.796049829,110988.074669527
66,18663324.9516775,18097437.8347259,58016147.8012195,62353425.0747698,10392237.5124616,294460.186874524,196186.538477386,107486.273713936
67,15837691.0752344,15243839.0367646,49291998.1091238,60559005.7924842,0,310256.129758465,207049.283705519,109352.321436835
68,17981870.1214457,17377691.1414433,56595521.5971546,58594550.2898636,9765758.38164393,322478.108124877,204810.158504698,109843.876246888
69,16555923.1792218,15988662.9467463,52375895.1340286,61546204.7331782,0,284905.113436398,204516.203423935,111198.450878821
70,18801751.3670639,18212144.8718661,59607498.6629331,60127667.6109315,10021277.9351552,322186.595348528,203394.127198662,91465.3895009118
71,15692778.4245512,15109116.3786795,49726326.1218659,57676697.1767814,0,320947.467585222,202577.446033542,85910.1889327511
72,18556313.0881059,17959449.1255249,59118264.0676139,58780187.1960025,9796697.86600042,333698.610056027,200711.856416134,89219.2801555189
73,17011354.5748119,16376935.9282691,54471702.4167731,61714281.6153007,0,357458.755762724,210085.103865535,95535.4098779736
74,20468773.2670454,19838994.9105247,65930254.2062349,64191001.6365561,10698500.2727593,344431.41832254,213651.837433887,102421.5725205
75,18542042.3516231,17891023.7983106,60022810.0490356,66658860.9655199,0,360620.875646477,213512.455061206,109836.03229265
76,22324124.7101463,21676276.3044446,72523612.5805511,69491920.2024011,11581986.7004002,352420.385698379,214875.995081456,115074.321316931
77,19899833.9641496,19234817.1466884,64923616.2535153,71078394.1776319,0,362743.57772226,218253.177225938,120028.660732815
78,23519382.8209354,22876200.8584158,76917338.59235,72882546.6160975,12147091.1026829,343833.181732158,216556.696207252,118274.40654316
79,20945117.71154,20288024.1285446,68806708.8089954,74486643.3949732,0,342360.315311143,228424.674799354,123297.989835651
80,24766969.0352662,24099500.7830014,81290531.0590126,76429260.4417563,12738210.073626,358264.472021522,225117.85766348,120122.746542474
81,21834976.2699228,21166027.0887729,71989124.5929999,77339489.3416123,0,357028.806084192,227230.26990038,120985.864521858
82,25491213.6987984,24822934.8113084,83929851.8181217,78423144.5334903,13070524.088915,357210.492592335,226129.543270694,121341.216610003
83,22431353.5151925,21708182.3989947,74013004.2328398,78998227.6914301,0,398318.781924119,237348.790441482,125005.062617524
84,26287685.4323966,25591380.6785373,86719778.5187178,80595899.7107856,13432649.9517976,379204.365677884,231798.38129535,121860.009837263
85,23119438.944783,22410214.5035391,76601050.2210339,81283849.7266455,0,383120.303508008,238700.747439375,124861.986137829
86,26799753.1870443,26088764.3537136,88571576.717453,81953380.1503791,13658896.6917299,377396.50429858,245223.736049168,126240.847118605
87,23407635.2708155,22691597.5389155,77660492.5093485,82094805.0392665,0,389802.073754881,239918.816375541,123309.773956587
88,27462656.3761058,26738422.4366267,90852651.1445124,83799548.6800021,13966591.446667,395040.022700501,242128.757192919,124378.799408116
89,24130031.8299877,23369591.0252966,80090348.3896648,84365554.6742704,0,418246.973848229,250579.917291352,130877.019359247
90,28109624.457786,27338906.1859217,93022389.7655922,85554326.8267422,14259054.4711237,428093.349865286,253282.940971528,127631.401467837
91,24759506.3077564,23994466.5525668,82353142.0898067,86497524.8176911,0,412926.859891439,259816.751991428,131851.633295219
92,28809004.3738849,28032745.9998057,95504122.3487915,87630384.4708714,14605064.0784786,437865.178378134,250133.233664353,126085.660052431
93,25675477.7301903,24916157.395643,85608322.3478226,89707352.1472951,0,416946.009393295,253046.947538635,127610.539450473
94,29860427.4249535,29082993.4180793,99137444.7435558,90819726.7742219,15136621.129037,428348.300695465,258681.421095373,129148.978690507
95,26463480.2170787,25691714.9555675,88288438.2579587,92343726.0430375,0,428234.72769783,253970.326255799,127943.153653563
96,30512865.9042839,29688396.7318518,101216084.692408,92622417.737392,15437069.6228987,480439.905784293,254812.189105631,127452.967917393
97,26893953.0238128,26092876.0161389,89731804.423602,93776927.3726254,0,452115.309728723,259784.376253993,127396.173844556
98,31078117.1016687,30266006.8536293,103244649.075635,94400237.1198606,15733372.8533101,458088.392896874,263316.343997396,129579.301635765
99,27410544.5329836,26621049.739064,91573218.232182,95624695.8119894,0,441174.202420976,261113.445808315,124581.636700539
100,31869162.785031,31086887.0722227,106059124.329536,96923107.9038367,16153851.3173061,428045.384877896,264623.841925426,128009.265721331
101,28126678.384588,27328919.8075891,94031258.4673932,98123729.9484284,0,436162.860439989,267922.057611126,133819.512782637
102,32448294.5639098,31649109.5337346,108001594.450743,98656697.6499814,16442782.9416636,433086.728332479,270090.827576838,137153.534665536
103,28589074.4145324,27795597.9639982,95679665.8055453,99785565.1604198,0,427743.93298719,270179.798779866,136503.883953117
104,33161048.1299916,32367536.1195679,110452014.591023,100822339.800704,16803723.3001174,418749.363297911,276626.130945307,140195.023114992
105,29324170.0403004,28537725.1890217,98204494.9748022,102363432.443213,0,423420.63397777,266625.219461526,137712.854056257
106,33860396.676954,33032052.8142815,112738484.279035,102796511.18233,17132751.8637216,455735.303189345,274575.211011409,140047.640673864
107,29692600.4077583,28905740.4822071,99486889.848673,103530059.339926,0,413970.443539887,274497.525943828,140559.937239259
108,34473921.7707141,33652521.4505383,114898478.898855,104665081.457452,17444180.2429087,444675.753492658,277474.588612137,141785.682958654
109,30390020.6800498,29546860.2941216,101763392.389457,105797901.68702,0,477194.210275634,269583.741591736,137689.191515542
110,35163436.0680978,34309479.6046984,117218170.221863,106678713.433021,17779785.5721701,492028.996166337,267404.622570531,135032.635232123
