top_10_share,bottom_10_share,top_10_labour_share,bottom_10_labour_share,top_10_labour_pen_share,bottom_10_labour_pen_share,top_10_labour_fam_share,bottom_10_labour_fam_share
"0,2094788447","0,0326108691","0,2221858942","0,0261696348","0,2171430626","0,0269383028","0,2200597317","0,0291823056"
