Period,"Gini insee, all income","Gini insee, labour income","Gini insee, labour and pension income","Gini insee, labour and family benefits income","Decile ratio, all income","Decile ratio, labour income","Decile ratio, labour and pension income","Decile ratio, labour and familiy benefits income","Top 10%, share of all income","Top 10%, share of labour income","Top 10%, share of labour and pension income","Top 10%, share of labour and familiy benefits income","Bottom 10%, share of all income","Bottom 10%, share of labour income","Bottom 10%, share of labour and pension income","Bottom 10%, share of labour and familiy benefits income","Gini insee, labour and IFE income","Decile ratio, labour and IFE income","Top 10%, share of labour and IFE income","Bottom 10%, share of labour and IFE income","Gini insee, measure IFE impact","Decile ratio, measure IFE impact"
49,0.39172492997942421,0.46321255624070301,0.40957017655302119,0.44326602239199636,6.836978930276472,12.00614852201817,8.277086324606138,9.487477254817524,0.2325232160869179,0.26523757626111477,0.24176891092960995,0.25189897760969177,0.027496367395073957,0.02422853296638493,0.021869176758881625,0.031504340047836345,0.46321255624070301,12.00614852201817,0.26523757626111477,0.02422853296638493,0.46321255624070301,12.00614852201817
50,0.38769493958856543,0.43779533590500014,0.40203807864846186,0.42779922722583602,6.6345568365018455,10.062707031532062,7.852716879152807,8.524064724196428,0.22754598380329807,0.24501482730387047,0.23447707295010914,0.23528232528013704,0.030825765185974564,0.024493284542939805,0.02390787163033442,0.033764098933462945,0.43779533590500014,10.062707031532062,0.24501482730387047,0.024493284542939805,0.43779533590500014,10.062707031532062
51,0.39022138921059879,0.44221551799096331,0.40670583335883215,0.42622735050404525,6.454716338992289,10.610203909235144,8.01288956324876,8.194921848546207,0.23111805237946648,0.2580889709792577,0.23937460151170092,0.246378133162694,0.030917328816154326,0.02324459062915315,0.02368364792729115,0.03278039347610933,0.44221551799096331,10.610203909235144,0.2580889709792577,0.02324459062915315,0.44221551799096331,10.610203909235144
52,0.38795101320182285,0.43657558792197909,0.40361318634000443,0.4216834736461863,6.553287052654199,10.030838367634276,7.945157110999502,8.026133233980032,0.22975158306985036,0.25213032499269816,0.23732293713007388,0.24135461103121889,0.03193498947707664,0.024843066354298053,0.024482933546048524,0.034810731021207755,0.43657558792197909,10.030838367634276,0.25213032499269816,0.024843066354298053,0.43657558792197909,10.030838367634276
53,0.38831994865791802,0.44019108700179566,0.40537178812926045,0.42183008809932904,6.373426718560046,10.324718840642868,7.940597199141812,8.15694893198052,0.23026170814177988,0.25680033126306007,0.2384982235665005,0.2451189787557156,0.03299433496357323,0.024858669039505617,0.02522523264547852,0.03510857112027274,0.44019108700179566,10.324718840642868,0.25680033126306007,0.024858669039505617,0.44019108700179566,10.324718840642868
54,0.38969984741994912,0.44193853775843944,0.40628736103980462,0.42561609945706735,6.58464681987915,10.445031645141203,8.047233699481794,8.379256082394782,0.23202613202304245,0.256916485095044,0.2402327534875941,0.24520565615426876,0.03258091287055935,0.02559761397484219,0.025067755471031808,0.03559513373343642,0.44193853775843944,10.445031645141203,0.256916485095044,0.02559761397484219,0.44193853775843944,10.445031645141203
55,0.39027461342072067,0.43878116113241783,0.40586266054624059,0.42260358514088364,6.497742162384353,10.1532552203887,7.849076580058818,8.167380756698757,0.2330356017744076,0.25822746583048156,0.24046852922050116,0.24775404741201795,0.033514047423175486,0.02560241769282798,0.025924653046582938,0.03557368200349165,0.43878116113241783,10.1532552203887,0.25822746583048156,0.02560241769282798,0.43878116113241783,10.1532552203887
56,0.38676248127686036,0.4399428286324602,0.40611396950796036,0.4172841472176998,6.631484774166022,10.133785030197926,8.210708902206896,7.970334142691747,0.2269822308924464,0.25041421789659885,0.23777772891409066,0.2352328319484416,0.033068446803850356,0.026907429284235024,0.026175865011110015,0.03606530999302837,0.4399428286324602,10.133785030197926,0.25041421789659885,0.026907429284235024,0.4399428286324602,10.133785030197926
57,0.38315367707627651,0.44038369263994315,0.40469183783140994,0.4152441836686267,6.280822982165152,10.079565604771403,8.024942667020555,7.853984076926467,0.23153743102753896,0.26403468293372,0.2443818337846936,0.24572191946608798,0.033178903039639066,0.027784674753130723,0.026188973924640438,0.036895125398609833,0.44038369263994315,10.079565604771403,0.26403468293372,0.027784674753130723,0.44038369263994315,10.079565604771403
58,0.38215383165966099,0.43797665815015935,0.4006832479705405,0.41621966780309616,6.321825715381567,10.102843270758022,7.7523555878908335,8.010220635382517,0.23246370301761873,0.2612012318038979,0.2434013830533177,0.24541451546149473,0.0334957299886405,0.02826775558205287,0.02625121827040015,0.03788596886239051,0.43797665815015935,10.102843270758022,0.2612012318038979,0.02826775558205287,0.43797665815015935,10.102843270758022
59,0.38109947407833628,0.43574234171481613,0.39799954828344719,0.4153978684941062,6.224503975450481,9.80338155677724,7.707354078929072,7.938363241891293,0.22978886739817073,0.2596774675213107,0.23962786614424542,0.24552049411432805,0.035609951055029815,0.027411830913332588,0.028812468020927785,0.0365124241629014,0.43574234171481613,9.80338155677724,0.2596774675213107,0.027411830913332588,0.43574234171481613,9.80338155677724
60,0.37688978202944923,0.43336097111776534,0.39542878472023957,0.4108338678491959,6.341694873547208,10.13908217108822,7.793804961253854,7.988288792988551,0.22650628778001616,0.254962098164211,0.2371315084559487,0.23954785890036023,0.03398273973486879,0.027850831430824362,0.027412355704017014,0.03668861495854609,0.43336097111776534,10.13908217108822,0.254962098164211,0.027850831430824362,0.43336097111776534,10.13908217108822
