Period,"Gini per capita, all income","Gini per capita, labour income","Gini per capita, labour and pension income","Gini per capita, labour and family benefits income","Decile ratio, all income","Decile ratio, labour income","Decile ratio, labour and pension income","Decile ratio, labour and familiy benefits income","Top 10%, share of all income","Top 10%, share of labour income","Top 10%, share of labour and pension income","Top 10%, share of labour and familiy benefits income","Bottom 10%, share of all income","Bottom 10%, share of labour income","Bottom 10%, share of labour and pension income","Bottom 10%, share of labour and familiy benefits income","Gini per capita, labour and IFE income","Decile ratio, labour and IFE income","Top 10%, share of labour and IFE income","Bottom 10%, share of labour and IFE income","Gini per capita, measure IFE impact","Decile ratio,  measure IFE impact"
69,0.39170149709296809,0.48303364107513458,0.41143438233544888,0.45698036815678711,7.327560642986714,13.884513714118762,9.85549545696299,9.97895909355674,0.20627641351456563,0.24285759244902205,0.21825698851891184,0.22476149920026423,0.05535934963537326,0.04186438620172194,0.03689863410693695,0.06655504616903815,0.48303364107513458,13.884513714118762,0.24285759244902205,0.04186438620172194,0.48303364107513458,13.884513714118762
70,0.48035142139053916,0.49132098755676801,0.4241919309378735,0.48289367530059363,11.680126622681714,14.446033237788587,10.68966822208733,12.413376887142013,0.2468893465692389,0.307913771302032,0.2698017315663283,0.28933529262018176,0.0377984066865128,0.004278447556379479,0.006965251299813011,0.012210844557396952,0.57079925666858367,24.287703730240494,0.28835411530666594,0.04160120057012225,0.64883971586684974,12.55476727055281
71,0.45094827160489565,0.50139411247007626,0.43578012024684759,0.48637387293244044,8.711077526386545,15.926442746085396,11.736738849329754,12.092398223835342,0.23654888327657045,0.2942890289434586,0.2621352550135127,0.2766179619298175,0.03980148218968953,0.01854100027547134,0.01861966771671965,0.030881734120473698,0.52775692543936159,17.140770951881347,0.2702409844616877,0.036959925509925565,0.62084591435275849,14.476124463420904
72,0.48647698036571674,0.50292835528819713,0.43647850139137745,0.48714925501564132,25.996296307238747,15.64854423725217,11.122868338010422,12.296136853894875,0.24884848903815032,0.3042139375321372,0.2643250593770898,0.28699824813266495,0.008709224328663683,0.0001720691133506989,0.0005614012547915759,0.0006890790365393738,0.58173041325411556,27.680370020880734,0.2964157927829492,0.0113716620220963,0.61380842601765584,14.549463558426266
73,0.41591716794127409,0.49790969370815685,0.43368934129015896,0.47509260198728526,8.366180664032454,15.243688256579052,11.16153477074935,11.030289220982924,0.21542007806933097,0.26123673652055124,0.22707533916674466,0.24312767959071932,0.047797757230114125,0.035644599881901676,0.032640877058482905,0.055907696396256146,0.49790969370815685,15.243688256579052,0.26123673652055124,0.035644599881901676,0.49790969370815685,15.243688256579052
74,0.41534198369835967,0.49554847949578595,0.42894467315195428,0.47874824925132348,8.635144518010991,15.101232874913325,10.510803208881883,11.36284726480076,0.21442465017744203,0.24987857122296783,0.22334527680972222,0.23628282206745144,0.04680835350987416,0.03668154331454416,0.033137958814354794,0.05511168877998155,0.49554847949578595,15.101232874913325,0.24987857122296783,0.03668154331454416,0.49554847949578595,15.101232874913325
75,0.41393367892061655,0.49893501767913889,0.42837429044449132,0.48040687359635492,8.477541836509472,15.737550607492764,10.726906578812462,11.42776679106543,0.20937554261263233,0.24245986749062864,0.2182865344453836,0.2289095395915823,0.04793539234671809,0.04179711247832801,0.03385587940823112,0.060629512909207095,0.49893501767913889,15.737550607492764,0.24245986749062864,0.04179711247832801,0.49893501767913889,15.737550607492764
76,0.4114366737106418,0.49568009876878094,0.42615403141331082,0.47700948239199525,8.180963111259276,14.944610619659937,10.701117375289916,11.33762053799883,0.20885871744678028,0.24336282874830184,0.21851754684575872,0.22847863979983363,0.05029710378936549,0.0425706529846697,0.03467653345202211,0.06369265816188949,0.49568009876878094,14.944610619659937,0.24336282874830184,0.0425706529846697,0.49568009876878094,14.944610619659937
77,0.40752301857794415,0.49522583875658455,0.42563616408647748,0.47059187689903043,7.664702542216029,14.195934480199266,10.017615305084131,10.65568907649255,0.21071384426771952,0.2514970777555722,0.22300049398854835,0.23228434314324747,0.04896331606347141,0.03801577590109518,0.033773541548178194,0.058754539032267114,0.49522583875658455,14.195934480199266,0.2514970777555722,0.03801577590109518,0.49522583875658455,14.195934480199266
78,0.40996042040306263,0.49602877464880041,0.42355993435451927,0.47700865989316482,8.35580016470736,14.412797443224749,10.37279333372793,11.320173653517049,0.21450329352918443,0.25228360953096474,0.22441932085148988,0.2366002414246862,0.047025950569387194,0.040137896700677224,0.03346073025413155,0.05880981453265808,0.49602877464880041,14.412797443224749,0.25228360953096474,0.040137896700677224,0.49602877464880041,14.412797443224749
79,0.40691215617511411,0.49664237332661482,0.42172905481334433,0.47614715318682188,8.175172744835537,14.542968050557143,10.293510128890457,11.077178656502259,0.21645811169672743,0.25385367421701543,0.2267759372074869,0.2374132300597297,0.047795077266985404,0.04035255607640388,0.03241088486380796,0.06173834696141184,0.49664237332661482,14.542968050557143,0.25385367421701543,0.04035255607640388,0.49664237332661482,14.542968050557143
80,0.4055617421427451,0.49790939673514484,0.42108349520155047,0.47563307432860125,8.139729085179336,14.602294012661673,10.207083524780698,10.743357824720489,0.22039389841712784,0.25482237016923814,0.23112697159189918,0.23783574748806094,0.0469432627412199,0.042053094976894155,0.033700289158281035,0.06050793995997012,0.49790939673514484,14.602294012661673,0.25482237016923814,0.042053094976894155,0.49790939673514484,14.602294012661673
81,0.39956564227218122,0.49799086388335384,0.41872392519722823,0.46998848771651486,7.558238175132685,14.550111581580897,9.917716338367242,10.30087120076088,0.2131399164479035,0.24559491400284547,0.22611531639301535,0.22535936309879614,0.04535870420901945,0.03592712559165517,0.030703416884080372,0.056541172291061995,0.49799086388335384,14.550111581580897,0.24559491400284547,0.03592712559165517,0.49799086388335384,14.550111581580897
82,0.40833493188917031,0.50138585683947556,0.42322788432783975,0.48100352357899451,8.534094974581341,15.338932499991484,10.554946709641733,11.983728323210327,0.21901145121458812,0.2554311927687898,0.2297041946560277,0.23816862170991082,0.043802825766452856,0.038572289531770505,0.03067406047006752,0.05710111952653892,0.50138585683947556,15.338932499991484,0.2554311927687898,0.038572289531770505,0.50138585683947556,15.338932499991484
83,0.40671472814722975,0.50280276845476379,0.42103025853937859,0.48330912006318555,8.165868731503043,14.471193090824643,10.376610798590281,11.298498885779109,0.22251565052895245,0.2591485439796998,0.23312151405382914,0.24202060910811196,0.04499261515478615,0.03873135341223877,0.031171963619412626,0.05831162302553645,0.50280276845476379,14.471193090824643,0.2591485439796998,0.03873135341223877,0.50280276845476379,14.471193090824643
84,0.4030645698653037,0.49806952600891069,0.41761244569893557,0.47897884764486415,8.100751260240704,14.124138083651111,9.947047211524037,11.2793229727367,0.21644152967825525,0.24378515977401127,0.2268802208419518,0.22747008414105532,0.04525238345641888,0.04205008130037259,0.03243231821432224,0.060055324054780014,0.49806952600891069,14.124138083651111,0.24378515977401127,0.04205008130037259,0.49806952600891069,14.124138083651111
85,0.39976793642676961,0.49754140983664319,0.41808249158475236,0.47149940246459893,8.148140573951425,15.00713283438365,10.89795796201651,10.738064952725356,0.20727720447899045,0.235196323442834,0.21978785312953358,0.2157737334877139,0.04503377867404443,0.03863728092483202,0.030766057727316692,0.05868806662649049,0.49754140983664319,15.00713283438365,0.235196323442834,0.03863728092483202,0.49754140983664319,15.00713283438365
86,0.40498172615302802,0.50082402611679511,0.41885888183101966,0.4801132765678518,8.332392167129502,14.927258069812469,10.059203901809274,10.685263592922276,0.21390322677689622,0.241484203181935,0.22403783570192629,0.22555094141263218,0.045615100290342686,0.04144699266976633,0.03093320546080983,0.062169649276187205,0.50082402611679511,14.927258069812469,0.241484203181935,0.04144699266976633,0.50082402611679511,14.927258069812469
87,0.40642157739499479,0.50188991898410451,0.42050627520895795,0.48075229208397918,8.027606659738543,14.300230920200802,10.197072894491338,10.672327703358164,0.2156804216926452,0.24369451855471697,0.22627523894525312,0.22705740045138195,0.04700057883766642,0.04335145245680179,0.03233325033418416,0.0639870331270755,0.50188991898410451,14.300230920200802,0.24369451855471697,0.04335145245680179,0.50188991898410451,14.300230920200802
88,0.40737788172164557,0.50291861722446196,0.42258538328903966,0.48147006124505343,8.228648739305983,14.514631293277398,10.502420270155175,11.140452318137386,0.215874361802473,0.2493844343906303,0.2262492401982324,0.23270317008745203,0.04790346562824894,0.04444408407908319,0.03414554177074848,0.0638260403563636,0.50291861722446196,14.514631293277398,0.2493844343906303,0.04444408407908319,0.50291861722446196,14.514631293277398
89,0.40458034635004525,0.49827506468052052,0.42239677220209065,0.47025086384545278,7.8417343647140205,14.30040203282441,9.909609111266041,10.117834584151803,0.21520056176519142,0.24860744292544754,0.22784556881361187,0.22859893720965777,0.04696567873058328,0.04117367423787808,0.03270196584293361,0.061179503741556326,0.49827506468052052,14.30040203282441,0.24860744292544754,0.04117367423787808,0.49827506468052052,14.30040203282441
90,0.4041901207339007,0.49467901394984315,0.41838106787275559,0.4719170304120977,8.075941170415339,13.962222412073222,9.770523747735647,10.157792869575164,0.21220269168298175,0.23440996433469635,0.2218421219220784,0.21949110852527803,0.0452770160204552,0.04285842025305469,0.03176459504245596,0.06194596630630628,0.49467901394984315,13.962222412073222,0.23440996433469635,0.04285842025305469,0.49467901394984315,13.962222412073222
91,0.41064897210933948,0.50405013384656061,0.42295842707405973,0.48443021288446625,8.043690113864095,13.846728166736835,9.62655873906666,11.024495143262378,0.21631695481666363,0.24017581583606276,0.2258547593125896,0.225131194466301,0.040961594901261604,0.03925196571545011,0.028753281865089186,0.05670516669647116,0.50405013384656061,13.846728166736835,0.24017581583606276,0.03925196571545011,0.50405013384656061,13.846728166736835
92,0.40541407686652375,0.49898228078660961,0.41807698838845225,0.47904292521143366,7.782285484673092,13.683856957525341,9.126416843868437,10.437764999303973,0.21499245065105532,0.23873199786145904,0.22454689138735814,0.2236507282116162,0.04427817423543061,0.04003737256392459,0.03002034005103198,0.060574821612525635,0.49898228078660961,13.683856957525341,0.23873199786145904,0.04003737256392459,0.49898228078660961,13.683856957525341
