Period,"Gini insee, all income","Gini insee, labour income","Gini insee, labour and pension income","Gini insee, labour and family benefits income","Decile ratio, all income","Decile ratio, labour income","Decile ratio, labour and pension income","Decile ratio, labour and familiy benefits income","Top 10%, share of all income","Top 10%, share of labour income","Top 10%, share of labour and pension income","Top 10%, share of labour and familiy benefits income","Bottom 10%, share of all income","Bottom 10%, share of labour income","Bottom 10%, share of labour and pension income","Bottom 10%, share of labour and familiy benefits income","Gini insee, labour and IFE income","Decile ratio, labour and IFE income","Top 10%, share of labour and IFE income","Bottom 10%, share of labour and IFE income","Gini insee, measure IFE impact","Decile ratio, measure IFE impact"
66,0.38074257021691787,0.44060157231357333,0.40129039556389351,0.41676385897874868,6.1343074037778855,10.013529489748299,7.629751592386352,7.720600987283482,0.23402535844009353,0.27805065306919274,0.2454862859152917,0.26090423172942706,0.0358758130638656,0.025583784445940155,0.028714144043621343,0.03523547903985613,0.44060157231357333,10.013529489748299,0.27805065306919274,0.025583784445940155,0.44060157231357333,10.013529489748299
67,0.37869606171692405,0.43912273960038123,0.39884665684129972,0.41497069448716223,5.970719887730858,9.898743511471345,7.450894372895405,7.606467150974839,0.22833863561017978,0.2641270152580389,0.2396567733849463,0.2474490819653341,0.03539735684211577,0.026994149941020836,0.02842713785168037,0.036403208972399986,0.43912273960038123,9.898743511471345,0.2641270152580389,0.026994149941020836,0.43912273960038123,9.898743511471345
68,0.3762645234414731,0.44286144006102279,0.39836991626540369,0.41582610963227817,5.977949422811301,9.929694138854302,7.393864495607191,7.676150622584691,0.2320381341983995,0.27428201101110616,0.2442948018318107,0.2559583677330415,0.03519711740655805,0.027194558116255166,0.02814675720143829,0.03664384776408016,0.44286144006102279,9.929694138854302,0.27428201101110616,0.027194558116255166,0.44286144006102279,9.929694138854302
69,0.35773362855505292,0.4447988642692069,0.38208019142728356,0.41360612733890673,5.760264879523903,10.693841614286114,7.548012755813976,7.905003627538529,0.22731108104663292,0.2808418088962315,0.24041451613981385,0.26004256744039717,0.035700121503497204,0.02973901204754454,0.026156478540944012,0.04242772011918289,0.4447988642692069,10.693841614286114,0.2808418088962315,0.02973901204754454,0.4447988642692069,10.693841614286114
70,0.4559922573241395,0.45086659297481246,0.3975865924430434,0.4380675931052837,11.991478643317523,11.430731063079154,7.80929148062875,9.828430798758063,0.2683019199633924,0.3484462755466342,0.29315252155046156,0.32748772361420064,0.026056000006356005,0.0006816646047076996,0.0009582979104089139,0.002441426250752988,0.54411203453431245,22.90127484194766,0.326311934889016,0.03550669847450406,0.62091252337742531,inf
71,0.4242825571234492,0.4632125462255684,0.40903887998829513,0.44404227395779428,8.531112304032007,12.089293176565794,8.824340697659734,9.738709690788083,0.2533578454879452,0.3281490056981877,0.28072642841892753,0.30849282929600536,0.03330913570917187,0.002999327435728791,0.004495851158972119,0.0058781849978612,0.4977904181595878,13.510473698610767,0.3013340780101682,0.04183636634723872,0.59181156638360166,inf
72,0.46090180745122972,0.46514616069642589,0.41005022453501611,0.44541172363766224,27.320444429587987,12.33138181783817,8.560727733456142,9.722476029804094,0.26461990114454087,0.32949981591344224,0.2810453953983092,0.31089513622679144,0.007821173768524026,0.00010338312455414286,8.727513668072332e-05,0.0001626374550748633,0.55295169943696365,28.851585637045485,0.3210534992187892,0.01114723736819042,0.58445417627692609,inf
73,0.38499805898149242,0.45902595265680501,0.40697330656561181,0.43101711806055537,6.321374312142697,11.774047387596102,8.190459408923122,8.67909100223057,0.2325551540288613,0.2883410100852854,0.24511303785037383,0.26838458826603356,0.03508731138479697,0.027886330545172,0.026629689853649906,0.039222314232893955,0.45902595265680501,11.774047387596102,0.2883410100852854,0.027886330545172,0.45902595265680501,11.774047387596102
74,0.38589781985722393,0.45706495424858101,0.40288885854780754,0.43622317843462655,6.746720179524423,11.767089464407485,8.155919574330017,9.043690258467572,0.2338825089122993,0.2857102860404762,0.24360046993870157,0.2701810139140257,0.03306516762089383,0.02778018436682028,0.02558438716393838,0.0378516572551293,0.45706495424858101,11.767089464407485,0.2857102860404762,0.02778018436682028,0.45706495424858101,11.767089464407485
75,0.38397887411765952,0.46040637339111029,0.40183653979275169,0.4378029499244887,6.5131434628349725,11.648622637196118,8.052943247590962,8.656128329338133,0.22779990908954495,0.26933394527765514,0.23746441115106276,0.254322053746332,0.03512198431825785,0.03234554195898919,0.027254275478776895,0.04283267378112333,0.46040637339111029,11.648622637196118,0.26933394527765514,0.03234554195898919,0.46040637339111029,11.648622637196118
76,0.38006461621154558,0.45617625314870514,0.39837356912900873,0.43323485804645057,6.356584441336004,11.264178318590343,8.056203502740157,8.70964330133409,0.22379507542219496,0.26662160227470244,0.23417399123776403,0.2502750227019888,0.035570117926842414,0.031875466917842224,0.027607379085984537,0.042627648741259745,0.45617625314870514,11.264178318590343,0.26662160227470244,0.031875466917842224,0.45617625314870514,11.264178318590343
77,0.37617904955630665,0.45631714537758472,0.39834649862153049,0.42693409950192779,5.9994303940352465,11.159216475682594,7.666441247082328,8.37181959323285,0.22979766528905327,0.27959596024054106,0.2431230126682951,0.2583339537908637,0.03605444566583588,0.031799204311134234,0.02776023157681812,0.04299187151034454,0.45631714537758472,11.159216475682594,0.27959596024054106,0.031799204311134234,0.45631714537758472,11.159216475682594
