period,Contributory_pensioners_share,Moratorium_pensioners_share,universal_pensioners_share,retirement_coverage_for_legal_age,retirement_coverage_65+,All_coverage_legal_age,All_coverage_65+,Contributory_retirement_coverage_legal_age,Contributory_retirement_coverage_65+,survivors_benefit_coverage_legal_age,survivors_benefit_coverage_65+,Moratorium_benefit_coverage_legal_age,Moratorium_benefit_coverage_65+,PUAM_coverage_legal_age,PUAM_coverage_65+,Mean_Contributory_retirement_pension,Mean_survivors_benefit,Mean_moratorium_pension,Mean_universal_pension,Mean_retirement_pension,Mean_pension_benefit,Median_pension_benefit,Median_pension_to_labour_income_ratio,Mean_pension_to_labour_income_ratio,Mean_family_benefit,Mean_child_benefits,Mean_Contributory_child_benefits,Mean_AUH_benefits,Child_benefit_coverage,Contributory_child_benefit_coverage,AUH_coverage,Gini_retirement_age,Gini_retirement_age_non_labour_income,Gini_65+,Gini_65+_non_labour_income,Gini_retirement_age_has_income,Gini_retirement_age_(has)_non_labour_income,Gini_65+_has_income,Gini_65+_(has)_non_labour_income,Total_SIPA_beneficiaries,Total_SIPA_benefits,Total_non_moratorium_beneficiaries,Total_non_moratorium_benefits,Total_PUAM_benefits,
59,0.3874920655565279,0.602072874829707,0.010827835182229486,0.9952764069334573,0.9955096213765391,0.9955386447439538,0.9958285880052431,0.43549998813028856,0.485242589230075,0.24696452833355326,0.27662464812944537,0.5475511681176238,0.49539714367062765,0.012685409033016017,0.015429590970625524,5110.0184732510443,2106.9776806604282,2878.8591772922014,2591.7508554383076,3740.4197090147886,4406.2752890131278,3250.4611073299147,0.577399001258528,0.6434195418655393,525.95277236442655,536.37094850642279,475.10888710397461,732.43199868114357,0.7711083822469835,0.5381525166596459,0.23295586558733755,0.31404579105897346,0.27918336964775969,0.29970225098074743,0.27328460736411464,0.3137949991225461,0.27859990369142296,0.29776580476407583,0.27124419642563696,4346472,6453553,2992050,3652951,45955,2017
60,0.38437335402558315,0.6021195447705041,0.013899078254326562,0.9953102526350333,0.9955607473528704,0.9955709161031305,0.995876554602741,0.43260120739318425,0.48126631393767094,0.24686449286138795,0.2767249391987937,0.5469476856651007,0.49519873251591334,0.016218755367609573,0.01964985951563811,5563.8511068404569,2324.5405865113239,3111.4963413010255,2800.659055888912,4049.9176571200278,4780.0965797164963,3524.9258904800622,0.6200880206475474,0.6963886198739381,597.15907256392882,607.67356774989469,557.86270758335627,794.08572877831341,0.7807447813239258,0.5590934636853022,0.22165131763862356,0.31393212134232606,0.28102287214466271,0.30034082607420992,0.27530841891172786,0.31368279427102663,0.28044439188078929,0.29844570659662195,0.27334549584611106,4365128,6461282,2982503,3640984,59110,2017
61,0.38129570701795634,0.603146694294228,0.015947984746138996,0.9953725389534287,0.9956008377976122,0.9956314064598615,0.9959137930239316,0.4290418278116894,0.476338608330934,0.24512736417562553,0.2752813467484611,0.5482282426629456,0.49737743520344396,0.018556712829555365,0.02243394832878615,5173.4498793632829,2166.3253181112127,2878.3178156622885,2605.4234857306806,3749.1962381214839,4423.937092423901,3261.3536431342141,0.5746804101371361,0.6494454493405527,687.17158027542735,687.86158154889063,635.10473534179982,837.20760581852551,0.7445254582147407,0.5171347213183408,0.22739073689639983,0.31695710541905259,0.28144625912362542,0.30192714067787801,0.27633759716876077,0.31671058856834999,0.28084798331556998,0.30004372907688992,0.27432593835823998,4387953,6475781,2976026,3633473,68100,2018
62,0.37824005961499585,0.6036163069051702,0.01853280248844049,0.9952068655738626,0.9954309994360878,0.9954636165016795,0.9957424625916358,0.4263308616777349,0.4742908475732102,0.24390743561497522,0.2753206431222378,0.5478716158876393,0.4956598428914272,0.02145491832077326,0.026026844845448704,5159.8272525807151,2208.7810474367029,2886.6173281925649,2620.8936399052454,3741.6364531669274,4429.8815448084697,3321.9360631716036,0.5945464674819928,0.659939673229597,555.37615975189442,566.66314362870412,498.58636086397075,768.12265992176845,0.7584269129199865,0.5311518225819178,0.22727509033806875,0.30385912771353024,0.26900115183133261,0.28490514358581426,0.26261034124476668,0.30360993865695474,0.26839749460382589,0.28302556915956034,0.26042881331583961,4401506,6479718,2958970,3615289,79385,2018
63,0.37451723393454195,0.6041338102545849,0.021738039526891007,0.9947671160540127,0.9952386294557949,0.9950502731887103,0.9955813829107236,0.4222479066308881,0.46969224587978387,0.2423353593482267,0.27297165614816865,0.5478761867813305,0.49571672323783633,0.02509214057094824,0.030373304495516486,4852.7230083231671,2084.9737880250705,2682.5379725313587,2440.9891494646472,3490.1528541124226,4134.6765534184387,3051.2364368308085,0.5806300840138665,0.6530288977232451,514.46114415375075,522.86151940617287,469.74124532313817,684.55827695855442,0.7475450444822485,0.5097022190156274,0.23784282546662103,0.31636108717829992,0.28278581975192818,0.2997195220364447,0.27784293195424986,0.31589275537832823,0.28201865142337912,0.29775501398057436,0.27564578167212916,4410192,6466406,2942012,3589634,93135,2018
64,0.3717683899349758,0.6042122605408753,0.024408910596084524,0.9943090025534734,0.994692272987564,0.9945916163465324,0.9950336487350746,0.41978904265182626,0.46871474791950807,0.24367681889269174,0.2738613040033858,0.5468816216599943,0.49259253605152015,0.02808659437203269,0.033926447980475,4443.5542661080908,1918.8295263295968,2449.77644168097,2248.3808926425272,3186.1626232713365,3778.7814561545606,2810.4761158031592,0.5632948247893054,0.6284533941630612,474.50445567505591,484.47703655840058,439.34482623418575,617.93776819989159,0.7524398168336974,0.5148189078918286,0.2376209089418688,0.31912077528003346,0.28083394534613881,0.30149679433422455,0.27620650466044427,0.31865522967639109,0.2800661668728186,0.29949383278104541,0.27409626386275021,4413876,6464865,2932013,3574935,104450,2018
65,0.3748229834064971,0.6052327593746686,0.01994425721883438,0.9928907590794257,0.9929350340084665,0.993170843504493,0.9932728845525152,0.4230585965398514,0.47299622642479866,0.2435977657204379,0.27616597816090366,0.5469827632154012,0.49237682518854214,0.02284939932417307,0.027561982395125695,4364.0050474123655,1907.9718726276033,2407.0610793863566,2212.7436121647261,3136.6931382928333,3726.8148019443533,2765.929515205908,0.5539022206987023,0.6231361055535348,594.81779764700184,591.2900600100495,540.80852895780504,738.57307183333842,0.7369765777931009,0.49988629609083435,0.23709028170226662,0.32125987502171288,0.28250535639069418,0.30372072342802731,0.27769932307627287,0.32079994832566494,0.28174622513980302,0.3018850214899344,0.27457711891655323,4433702,6483217,2944660,3591170,85741,2019
66,0.3781250730529043,0.6026859397490891,0.019188987198006525,0.9924134119633583,0.9923414649199074,0.9926905295397844,0.9926758140255473,0.42721115304642127,0.47774510636659867,0.23977657626112228,0.2712360196104817,0.5433424018368334,0.48822190855122494,0.02185985708010359,0.026374450002083716,4416.3211983569054,1929.6297122651351,2394.9263437800996,2217.1522579845541,3155.8551161792511,3744.7735942988643,2772.319489965575,0.5611565760067078,0.627822945789205,513.13765002091452,527.01641670583831,431.93047073459491,767.2442089864636,0.7622975584435872,0.5277608627413112,0.23453669570227598,0.32551679515464915,0.28510379973987415,0.30848670483004864,0.27985517681409844,0.32506459757863748,0.28435543823196879,0.30657944706831669,0.27640480590793065,4458391,6485592,2958713,3599194,82906,2019
67,0.3783829349540371,0.6013076675910548,0.02030939745490819,0.9918351784473105,0.9912613059957133,0.9921758028454516,0.9916720616982093,0.42736425778933984,0.4779244737487193,0.2368501912005277,0.26763515339698424,0.5414585760857696,0.4855864661181543,0.023012344572201037,0.02775036612883964,4541.1461896738128,1978.5007525228061,2429.5622792037079,2249.936950128922,3224.9015144479613,3819.7063952525682,2816.9398836191676,0.5919954195005948,0.6569698913955864,506.3815661424623,515.6389714452979,434.38806660611715,718.43528610515682,0.7611019659650382,0.5134872131548501,0.24761475281018808,0.32287009189687188,0.28815439334763809,0.30741669738402333,0.28345802114839702,0.32239911766856322,0.28763642159685843,0.30533615959921317,0.27962014889564774,4493769,6506977,2967207,3603733,88300,2019
68,0.380294257925185,0.5971642953151393,0.022541446759675676,0.9842447427451787,0.9909525656342268,0.9846352191600666,0.991360366327956,0.42696757518030404,0.4774428806017603,0.23220296280453212,0.2631693571008023,0.5319692207224901,0.4830141806684998,0.025307946842384507,0.030495504363966645,4474.5620940926683,1959.2230977797972,2397.4980066762023,2214.2007321618221,3183.2617667086392,3766.5499364913135,2767.7509152022772,0.6043616810468005,0.6686287527926881,518.50641284268704,528.34359224771617,427.90483826072762,788.94764086484145,0.7624330007407611,0.5283915678145666,0.23404143292619453,0.32357272619183758,0.29156975590355805,0.30310039572603281,0.28143635516829157,0.32050369185114158,0.28715084494121262,0.30114600126305557,0.277465454890513,4486827,6475432,2956695,3582573,97738,2019
69,0.3805684479578088,0.5947954917392888,0.025122045718713678,0.9792393306423169,0.9903872952875729,0.9801889039917661,0.9908391150155272,0.42419192158787844,0.4735439265395006,0.2345925729596162,0.2632792883854769,0.5275873875620587,0.48386083828507936,0.028001714027593574,0.03363316325835417,4866.5481025636336,2229.417541705428,2916.7324536509714,2860.5538451461662,3657.6952650348453,4318.0715219707135,3468.8678038658959,0.7069624351328164,0.7281682590759729,639.93529397646432,630.64391020497624,533.76423572480041,874.14800488114861,0.7491897027874224,0.511934409854721,0.2372552929327014,0.22052141213598384,0.18013139273790224,0.19584902787749756,0.16669239452779083,0.21537640771618977,0.1721275539706664,0.19319412424430385,0.16201089695786827,4486967,6467793,2958664,3584841,108607,2020
70,0.3803582294572336,0.5918416575562186,0.029401759865120572,0.9740319410942732,0.9900166874773902,0.9752481247938753,0.9905141794422808,0.4206309446231535,0.46873201581901613,0.2356275197822042,0.26272458537729854,0.5226573793214433,0.48444170653256086,0.032514848024444626,0.0389655975093464,4645.8024452442214,2050.5085041740526,2622.9507488337481,2333.8849060034972,3384.2814215911303,3987.1046025385303,2950.6385117847649,0.5268769344839443,0.6267078860109166,496.55477216903682,501.80401674154308,467.01590559892304,667.05438638842475,0.7134622410529999,0.5501779297952339,0.163284311257766,0.30226147211726528,0.27602155316625021,0.27424533980763155,0.25538045398373654,0.29548691026957408,0.26662882984903158,0.27182848769571694,0.25078114540440194,4488440,6460392,2958003,3578051,126885,2020
71,0.3812532093617154,0.589648887975797,0.030986234673879988,0.9664952770340186,0.9893249758506483,0.9681370280889839,0.9897718230815736,0.41773284886381395,0.466389063972965,0.23755602411742496,0.26410049560533866,0.5168803364875858,0.4846332330606922,0.03395110590033602,0.0407883622482388,4628.9752007387478,2062.1710209343269,2603.731554027117,2313.7395932089762,3367.3777866616451,3976.904579535933,2923.6338639332635,0.5584012962999731,0.6528858330965877,498.16417635697087,500.26769099091007,461.45798808241796,641.0207928268112,0.7194038033989936,0.5271905091266857,0.19221329427230782,0.3064818084753857,0.28254205959780709,0.2744563468750939,0.25703869565984949,0.29805120995861212,0.26898698440345098,0.27180078552694281,0.2518256927145347,4475120,6440757,2950414,3568266,133178,2020
72,0.38370597214764235,0.5864335241275328,0.031840511369098844,0.9624489635578248,0.9894745879120879,0.9642463034132112,0.9899219363226059,0.4174144528980128,0.465981897566719,0.23934337660111452,0.26345019377943485,0.5125507686012941,0.48444736067503924,0.03463769291558318,0.04163437009419152,4521.4389771043125,2034.9153827771618,2543.0493713718847,2254.627804399553,3293.5105268380298,3893.6423730079955,2848.3608514755692,0.5546228091877355,0.6477716962489296,483.54090320103109,489.32068802124206,447.6150198551602,646.16395712944802,0.7423340430810503,0.5368856615512122,0.20544838152983802,0.31534100307093116,0.2872322761029385,0.27797424932302228,0.25856898460848288,0.30499348067382764,0.27154031166067877,0.27518561272953079,0.25302295304203237,4448329,6392970,2940595,3549621,135788,2020
73,0.3840227454722189,0.5847151687608272,0.033981295114315475,0.9542221919716652,0.988680505290994,0.9565275037023898,0.989138289045393,0.41304577198845094,0.462684840844051,0.2413315496750272,0.2643850326627491,0.5075516607682298,0.48554663458933695,0.03654947640249918,0.04396732933705973,4361.1081716833232,1974.4731703312768,2461.0183886100267,2163.4675344735247,3181.3322928803614,3762.2410983872369,2733.5006120388598,0.5434970774030645,0.6301434593462539,586.8713111946405,574.23095493910637,527.67513929958466,727.99525880191709,0.7367937500435985,0.5231094072009309,0.21368434284266766,0.32257068528827426,0.29490161604196563,0.28239626630830061,0.26179442460568775,0.31058353989846427,0.27617569878106762,0.27977306937915686,0.25567035711889347,4445800,6384401,2939549,3548267,144450,2021
74,0.3851069182745848,0.5816194271079071,0.036199585809434144,0.9466222342089541,0.987522372145568,0.9490598528631462,0.9879769173253643,0.4105230825997814,0.4601641319123961,0.24081299533765843,0.264182323390762,0.500629512880947,0.4847098738455792,0.038588674599526,0.04639866634510013,4451.0524995086562,2041.6002837069586,2494.3569347223538,2198.5961352247109,3237.9894180384181,3837.3752059475605,2776.1631717535925,0.5591260995683555,0.645544314350509,466.27188695501343,470.91043232579108,425.49907888819644,614.70528187742161,0.7551518629029237,0.5304876266793334,0.2246887958549928,0.32270543854174955,0.30030705052577006,0.28127653714137468,0.26264072175529296,0.30904374166729109,0.27772905428583511,0.27866790117750928,0.25569571553290493,4446831,6374475,2942531,3542720,153524,2021
75,0.3851182988982724,0.5803354790511059,0.03818088260982612,0.9403579176493201,0.9870414732406693,0.9429881836003821,0.987448100176997,0.40718326232667773,0.4586421006251288,0.24271771427483121,0.26532768506864085,0.4966491424195289,0.48456246249904134,0.04036841766297763,0.048449058096222006,4572.2591457451181,2126.1349847976485,2553.4738078500736,2252.0488599373452,3320.4487363623648,3946.1503057787249,2844.4796418464216,0.5873736092884049,0.670642175977264,480.94288009760868,485.61353686303511,438.77607608622264,623.1368601110529,0.7656347527060023,0.5286728953518324,0.23696185735416997,0.3239179425790174,0.30490593443239805,0.28321121732014432,0.26435210968495737,0.30948865093282762,0.27968338797140418,0.28043264243815852,0.25710393997620223,4436452,6358345,2939237,3536468,161089,2021
76,0.3861599246176723,0.5789781295069533,0.03828276657713666,0.9336849014552724,0.9846282349645689,0.9375528163301978,0.9850319849417982,0.4048225396262862,0.4567645591136852,0.24457910407531178,0.26548741013800664,0.4923155827204185,0.484133253021331,0.04013292369740517,0.04802146086417427,4747.0332014553096,2228.1489417694083,2641.7250213033662,2325.3440495681134,3443.6000606094817,4099.743190942806,2937.1087816510449,0.5983457127860093,0.6892719935705065,495.53860408273044,500.55576769780595,451.55938414296321,657.93345651366053,0.772608092015179,0.5398006059351328,0.23280748608004612,0.32547218301092928,0.31066896321981791,0.28549676462201556,0.26829957235857249,0.31009238512282411,0.28333123381377379,0.28258176369081472,0.25926817544247371,4426502,6339286,2937665,3535152,160805,2021
77,0.3866376734026634,0.5751671119646585,0.04243711328600343,0.9267179709731371,0.9840784488179158,0.9310505493068271,0.9844788792213642,0.4015406649545415,0.4528725698361582,0.24434889702676782,0.2638824511671865,0.48550985264626384,0.48377590469282516,0.04407285647476597,0.0526974703875497,4933.3172124791699,2328.3648620432518,2722.3204523036602,2408.6340760294738,3565.0998958021719,4250.3648896609948,3039.3348913740706,0.6128052689145486,0.7122847596167277,651.38848776496127,640.16447567004229,590.8187579817851,814.68859150147034,0.7722289599898617,0.5543964315143395,0.21783252847552226,0.32744184885123506,0.31557541059391203,0.28387985451185227,0.26925806989992512,0.30998696778296675,0.28529022177944036,0.28119612919546211,0.26013922521211935,4422167,6319968,2928896,3518967,177926,2022
78,0.3881970412016053,0.5726022568177997,0.043552157838344256,0.9187393065077978,0.9836665107585452,0.9235533782203568,0.9840519557425405,0.39904998707549144,0.4502162561643181,0.24398690316465824,0.2625452462866637,0.4793926711881932,0.4851776202443845,0.04476975911177854,0.05363111587944862,5027.1861429884993,2401.4456152910579,2771.0300433421849,2452.6508758066534,3634.2865517362961,4340.3257500754871,3094.2629102329151,0.6180609326839451,0.7238956021725736,525.53229984664858,530.93128534856021,486.63515902344329,712.16756487237683,0.7712015543497385,0.5663137530606128,0.2048878012891256,0.32987975358517774,0.32183465462588162,0.28248199456571588,0.27036753484197024,0.31072363838748507,0.28772790225702927,0.27982654442227634,0.26093283238229742,4411505,6294895,2925070,3513235,181857,2022
79,0.3873320524506319,0.5709191218988866,0.04658880227048521,0.914172741863558,0.9854582524968405,0.9192251742014824,0.9858425627584244,0.3955893677669796,0.4458016676771841,0.24616629046611543,0.2645580667223774,0.47594452859025965,0.48860006974628467,0.04758200287994782,0.05697553998973212,5141.6824760164091,2462.5978655788772,2822.1484706284764,2492.4206307918898,3706.7108822290024,4433.9516524782384,3142.7000482911471,0.6263208927193434,0.736239991072437,536.08827742179528,540.10982271577871,495.20024492579665,700.56466904919614,0.7746445835441075,0.5583092982203103,0.2163352853237972,0.33404917769713377,0.32614411544119676,0.28479643871242033,0.27049093792914558,0.3126892402511503,0.28919341230412637,0.28251226562045129,0.26238868199358051,4400064,6279147,2915573,3502939,193768,2022
80,0.3895481349600999,0.56718106755169,0.048633183693386615,0.9110202438823756,0.9865296592125656,0.9169466619921892,0.9870367442277796,0.39537877956966083,0.44551963354266544,0.24838466118525424,0.26511836708687986,0.47172300195466277,0.48858035777697434,0.04936111121992111,0.058927078252132024,5236.6923883898316,2528.1430697760743,2866.0148259157227,2530.5156925388337,3774.8806201316693,4518.6424358361028,3189.6869100245699,0.6380277036547009,0.7509931568430235,544.12219731702407,550.45845635763249,505.70580220286217,719.02491716390261,0.7877795053893889,0.5711907218538744,0.2165887835355145,0.33540399639428525,0.32876143051014567,0.28541802077377038,0.27059874018340974,0.31352432715308548,0.28985204056944441,0.28316875524515023,0.26353721319207862,4397435,6267451,2920553,3506201,201620,2022
81,0.38963627642246107,0.564670968822967,0.05130697913516343,0.9053137197647034,0.9853122775412956,0.9118712918056185,0.9857591562186742,0.3922127125836454,0.4413153574593582,0.2510450338286286,0.26558191565092326,0.4671061130396335,0.4891671146107245,0.051646242094913204,0.06156669039559513,5312.5896214794166,2584.4830730108988,2910.7707943430742,2564.9472001737154,3830.6939621106053,4591.8128264691431,3231.8185287333858,0.645532582005446,0.7618352736368634,706.37107536945598,691.85552258418147,644.40004150857885,858.34521127191977,0.7934885825316781,0.5689545649783568,0.22453401755332122,0.3367047803394328,0.33215501792165059,0.28461548677888421,0.27169703409606094,0.31342396523386412,0.29069878875320715,0.28220870178289387,0.26423646258862332,4394222,6261595,2919468,3501201,211891,2023
82,0.3921496446202694,0.5612215119730324,0.0522435296979169,0.9005616241926835,0.9857841092917308,0.9074099710881578,0.9861988452619229,0.39196992041471396,0.4404666284736302,0.2510358619537255,0.265100271151318,0.4619842306108015,0.48993305636166595,0.05221958621868855,0.06205339040161854,5393.991717040647,2641.9181626640284,2951.8348937142546,2596.2973532634951,3892.8368500169086,4669.7763308459935,3270.9544341309429,0.654340265412659,0.7732011203657323,562.50350112859815,566.4135636605464,521.48152343553238,736.78876945417437,0.7893267555167041,0.5728666202269853,0.21646013528971872,0.3422999086111187,0.33583586391059439,0.28713816294696309,0.27244589108609718,0.31738995655522756,0.29236744706510154,0.2846625582639758,0.2652533427338053,4383214,6236426,2918471,3494392,215006,2023
83,0.3955583748604749,0.5574311523705543,0.053272420081854725,0.894232500778941,0.9855957590273942,0.9020298876463702,0.9863366995995932,0.3918961611804806,0.44007732902846575,0.25163625956514185,0.26461662574112016,0.45576110574091006,0.4901610619209696,0.05277920593701709,0.0627311488945793,5470.2962041019764,2697.3157802728533,2995.9789945541847,2626.1469781924934,3957.2069898215495,4748.9476738915364,3308.1760665355205,0.6646196431805736,0.7847486995955647,565.09910550195161,568.60376697455933,521.35267315955957,751.08122315096023,0.7859979298659612,0.572237665784615,0.21376026408134624,0.34666931078135482,0.33991576838714749,0.28699907890689175,0.27275565552435199,0.31834617791287745,0.29252903268465347,0.28483182229223247,0.26621300391567843,4371905,6211989,2918004,3491159,218349,2023
