period,Contributory_pensioners_share,Moratorium_pensioners_share,universal_pensioners_share,retirement_coverage_for_legal_age,retirement_coverage_65+,All_coverage_legal_age,All_coverage_65+,Contributory_retirement_coverage_legal_age,Contributory_retirement_coverage_65+,survivors_benefit_coverage_legal_age,survivors_benefit_coverage_65+,Moratorium_benefit_coverage_legal_age,Moratorium_benefit_coverage_65+,PUAM_coverage_legal_age,PUAM_coverage_65+,Mean_Contributory_retirement_pension,Mean_survivors_benefit,Mean_moratorium_pension,Mean_universal_pension,Mean_retirement_pension,Mean_pension_benefit,Median_pension_benefit,Median_pension_to_labour_income_ratio,Mean_pension_to_labour_income_ratio,Mean_family_benefit,Mean_child_benefits,Mean_Contributory_child_benefits,Mean_AUH_benefits,Child_benefit_coverage,Contributory_child_benefit_coverage,AUH_coverage,Gini_retirement_age,Gini_retirement_age_non_labour_income,Gini_65+,Gini_65+_non_labour_income,Gini_retirement_age_has_income,Gini_retirement_age_(has)_non_labour_income,Gini_65+_has_income,Gini_65+_(has)_non_labour_income,Total_SIPA_beneficiaries,Total_SIPA_benefits,Total_non_moratorium_beneficiaries,Total_non_moratorium_benefits,Total_PUAM_benefits,
84,0.3957655352393584,0.5551586707709885,0.05539660601152066,0.8887451689952737,0.9855479497319493,0.8968725850989194,0.9862977878773401,0.3892518096801201,0.4367182093373016,0.2506068744875569,0.2637636496433477,0.4512252815746099,0.49141519719656085,0.05448485838232383,0.06480936058918224,5544.8315247849259,2761.3657107252825,3030.7076062803317,2656.7684040337735,4007.2388870125978,4815.888414520462,3345.8462549801798,0.6669097258801312,0.7906166337072694,576.92753488193432,578.97434723479932,530.38413359043693,777.36069549539172,0.8060230184502384,0.5866971643641392,0.21935463180201045,0.34959656262469596,0.34400901570284659,0.28984289896895621,0.27376253913412119,0.31964734577296344,0.29433232679228755,0.28768113403989543,0.26693696084979374,4368374,6194726,2912917,3484435,226536,2023
85,0.3950025827332277,0.5522155636386448,0.05950088067772488,0.8832634183430076,0.9863399603594125,0.8922269236271836,0.9872028731188758,0.3856572910241976,0.4318688054481096,0.25161908188786264,0.2633812546262974,0.4460730296245931,0.49328899283481326,0.05809316054832747,0.06897053201213191,5622.5904902740403,2816.2364439307794,3078.4224797974639,2689.6839093239655,4062.735693016275,4888.3401841050181,3385.6635871272974,0.6817685910648035,0.803898511348843,736.65300968512543,721.40742449670859,677.18760052094865,878.83095917394962,0.8043059319179604,0.5926371483099317,0.21166878360802865,0.35095525857581678,0.34739377063675569,0.28818458472204056,0.27369727258210003,0.31848109139792691,0.29388727191818881,0.28607889673051895,0.26769553739348489,4366033,6186639,2904898,3477386,242820,2024
86,0.3960111171233214,0.5494003640120025,0.06090019184416351,0.8761576676543559,0.9839924240373858,0.8857292827368057,0.9848954386344773,0.38310777804665,0.42977151447078776,0.25156261190618784,0.26302872731045435,0.4402400434573739,0.49164817220598317,0.05891586415430509,0.0698075673920104,5698.4764333083704,2865.7441716652434,3128.110037011998,2719.0240003381155,4123.5592833312649,4961.5551626421893,3422.1512345749975,0.6851257748608652,0.8133046514998626,594.03380201123048,594.36163177481956,547.25287584567604,776.10812242266593,0.8080631200690144,0.58610797941309,0.2219551406559243,0.35501519872302828,0.3534234590285581,0.28998010154293108,0.27795474698947631,0.3201397443500294,0.29726758931241426,0.28787062127610974,0.2700587638710234,4359037,6169124,2902162,3472981,247608,2024
87,0.39707647094234455,0.5462894979142674,0.06307700582149839,0.8703157571613287,0.9841147078163257,0.8807607011646522,0.9850132295615057,0.3812106120706868,0.4264160343631969,0.251535132961167,0.2626418615193686,0.4347340220045396,0.49330358645669925,0.06055665786425078,0.07172099875895717,5758.8552703438727,2923.3929959902584,3153.9101654147844,2733.2248097699826,4164.2913937314252,5020.4994505280538,3447.8061172751209,0.6920642912532305,0.8243487003829542,591.2788126735494,591.64560604912958,541.87213289433726,776.04698792078693,0.8067219449991955,0.5840389737088955,0.22268297129029993,0.35848024691161295,0.35737553074191675,0.29035239285746667,0.27906853305261059,0.32258871072417056,0.29888499998817764,0.28779085310247177,0.27134918546100711,4350775,6148830,2897778,3466375,255667,2024
88,0.39533883910728396,0.5404541157372744,0.07097758377509147,0.8711433786724022,0.9830066885513377,0.8817895858065643,0.9839336572383521,0.3787585948334798,0.4229027855868768,0.2539963605971409,0.2638639910975343,0.4308705388525213,0.48732613416443815,0.06800083178276811,0.08045207764135924,5837.6298085359285,2973.1487789413877,3167.0480439813509,2753.1681823318672,4196.1126080428603,5070.5173369289532,3469.4403734849579,0.6988191216892697,0.8320634140939394,593.6062438141372,593.84072186022263,545.18614712326564,793.87063319413676,0.8128022887160974,0.6000169223826715,0.2127853663334259,0.35769562637891811,0.3586028118199146,0.29083603403395536,0.28138932116934545,0.32264339121856572,0.30139173946930858,0.28829368612279271,0.27293670325035102,4365592,6162433,2896445,3466586,288752,2024
89,0.3965016704474645,0.5346702626073181,0.07653575271746116,0.871428377296813,0.9822819950511245,0.8821263760259863,0.9832797477530482,0.37942188633411494,0.4229274817713462,0.25529557966002575,0.2654501396493683,0.4261432753963836,0.4814871445852249,0.07323888354691843,0.08658731734990013,5898.5160459690815,3019.105114874129,3190.7823492666212,2774.4698464460016,4235.5843267487535,5124.3927474816901,3495.8509113195505,0.7009439735614239,0.8395854200362672,762.18045121718399,744.22271954679206,695.44703947737219,935.95052777311821,0.810808859067293,0.5973379817436498,0.21347087732364325,0.35916213696236826,0.35949583967245879,0.29302679463239845,0.28352240737656687,0.3244435569642441,0.30261699721399749,0.2899542217940605,0.27460454214337487,4386177,6184917,2904230,3477115,312590,2025
90,0.3980936220569664,0.5280097213783526,0.08228379040845192,0.8712117319411758,0.9811084040824323,0.8821964130395179,0.9822443444407349,0.38028306848895294,0.4231133650267223,0.2581508664704118,0.2682336775827675,0.42033811451479247,0.47460426950233287,0.07860244568035374,0.09285546766143073,5937.4872475659449,3069.4035923322267,3211.5236609644367,2797.4727996983315,4265.9473738162787,5174.6930438958689,3522.9009344958899,0.705035428358571,0.8478205849431699,617.39575060641494,612.33690043834554,561.66214713140516,807.99133924351793,0.815112534120508,0.5872441960634486,0.2278683380570595,0.36046916873841428,0.36020066803024303,0.29344677623084314,0.28554806020754164,0.32372899671290517,0.30332941380836498,0.29025535261685892,0.27581840166584437,4397928,6197132,2915650,3488212,336537,2025
91,0.3996107602853808,0.5207987956299239,0.08895322406520653,0.8712900917583701,0.9795908145527936,0.8823523129507878,0.981114770466457,0.38122721538119353,0.4231520323928215,0.25862013724983063,0.26975087097857514,0.41413388150303376,0.46692826815055305,0.08486105300402909,0.10004026111977368,5974.0471518214317,3103.7918356627038,3217.2085643145979,2810.2297406832363,4286.3059064298877,5207.0349224159745,3536.9579621124853,0.7141248267504037,0.8558900203390434,619.79535636407718,615.42934516198693,565.53468958044471,816.71993256262817,0.8201686064299092,0.5955647256195373,0.22460388081037183,0.36147481034901907,0.36089005594742812,0.29665259665347549,0.28795753606348046,0.32516184165597967,0.30515212445530898,0.29333380900548867,0.27747978878368412,4415808,6210587,2922477,3493336,365512,2025
92,0.40033354321596926,0.5156065162480764,0.09497959114214241,0.8717453937931352,0.9808968835432775,0.8827696698530891,0.9822850851661287,0.3814201248395729,0.42324000639407466,0.26156713989337516,0.27436854420777035,0.41023666894350996,0.46333527374223044,0.09049236099385252,0.10657427628840332,5999.1819485848537,3134.3937665516914,3230.4775042778037,2820.617415983053,4304.2401344716982,5238.811567286687,3548.5248407530971,0.7048782579111377,0.8563596109799734,616.00973974993724,613.75347733374838,567.17260830191856,790.90333254253551,0.8161659694066151,0.5970537584566007,0.21911221095001437,0.35935313800825319,0.36075465222386865,0.29543748951760124,0.28812029686327695,0.3231095343428797,0.30532331503079746,0.2924865365286437,0.2784627153992455,4425071,6223318,2929079,3502284,390690,2025
93,0.3992398479310292,0.5078304531223492,0.10421968259843613,0.8719187766541316,0.9813665367498776,0.8821418177401651,0.9826557172699713,0.379654289754043,0.4214637759438807,0.2603959420409417,0.27365906735779266,0.40389365159025337,0.455810071533863,0.09910696484920149,0.1167388591562184,6044.8250413289625,3169.3783419349252,3254.5839293515824,2842.0608023460754,4330.0451858242341,5273.8323371037832,3573.3740908948439,0.7109664051166853,0.8602398139922793,775.32190132370249,765.31052487168961,716.48808470349957,968.88894272302093,0.8210412963316635,0.6073964653513346,0.21364483098032877,0.3602115120436431,0.36225517646752187,0.29728261042699383,0.28930182042700253,0.3238897417071317,0.30566258037509764,0.29444892512170084,0.27996071200155537,4458582,6258553,2935437,3509589,432480,2026
94,0.3984341536754412,0.5020915801143937,0.11088991930731351,0.8736776237804322,0.9831336437630945,0.8850745418072399,0.9842926648912513,0.37913877997629253,0.4215651339867005,0.2615592231239172,0.27366241031384125,0.39988191848272087,0.4503172170632773,0.10551974104130574,0.12401847575057737,6110.4052705052463,3221.7432845237199,3286.8772100915089,2871.1056325034797,4370.3383320389667,5325.0721710679391,3608.5734675343801,0.7137951389605226,0.8668406074447653,631.05130028564656,632.05730847630139,586.3523023143224,838.04417915517286,0.8246402791363893,0.6130338284792316,0.21160645065715772,0.35881851098490469,0.36087344929433718,0.29692277576145998,0.2891914894073927,0.32315435555927252,0.30525901193329208,0.29403495531536006,0.28098996758801725,4490394,6290592,2944764,3521519,462894,2026
95,0.4015560452852144,0.4964139476622958,0.11348934614711093,0.8711080750619572,0.9824628154962892,0.8831719115977658,0.983663232266904,0.38056019641313416,0.424018474518159,0.26136423150685956,0.27390500991898054,0.39385263528285624,0.4446478194918974,0.10755541690292908,0.1265773980652985,6174.9682453538762,3290.6465804254035,3320.6552684397884,2905.8905095003961,4424.3346228187957,5393.6616622544589,3651.8330709359366,0.7238856252199629,0.876759989979763,636.51834875018642,639.02235551342062,595.45448291857099,838.29155468751901,0.8285954898446967,0.6222033361469226,0.20639215369777414,0.36220974671807243,0.36318242161296604,0.30013252674079843,0.29074884301685572,0.32540215189012861,0.30593101413597018,0.29735728802077116,0.28226982328043804,4509225,6297319,2959502,3535357,474395,2026
96,0.4048558228788359,0.4920795493624945,0.11511785135027194,0.8706143090155016,0.9823065646252881,0.8824213467585578,0.9841959761879748,0.3830800716156794,0.4266937110805482,0.26169004676018703,0.27499444055446204,0.3900130885076386,0.4407016473557037,0.10892607256065881,0.1283498659067069,6237.6057939316343,3342.5121401095034,3354.0590653773302,2943.6912559541634,4479.0080745422829,5465.0545377866629,3699.065917448293,0.7347098689159921,0.8866418386784094,641.49162979468508,648.23219333056545,602.68934521777499,834.52309759220827,0.8226839568441944,0.6058202139883306,0.2168637428558638,0.36047715510359629,0.36301459985702339,0.29725515648498707,0.28953136965970155,0.32317941447051635,0.30515023342114322,0.2936043025156625,0.28143093408480219,4511955,6294253,2971242,3543371,481360,2026
97,0.406280496663094,0.48633236618681475,0.1199392088418645,0.8689871477345855,0.9811317406833898,0.8801618864954606,0.982787473738543,0.38308946066550886,0.4276261655611232,0.2631125654573914,0.27738666425139386,0.384640351826239,0.43428511500750405,0.11309291783695781,0.13315568366388408,6261.803011578686,3372.4665870524077,3373.719992764572,2957.6930496596569,4502.2383142432136,5503.1793375243487,3715.8693271606007,0.7404413026221083,0.8936915346954225,819.88096356975166,802.71528596638927,754.7129663409662,1006.4309039280968,0.8334635476691834,0.6183379525261006,0.21512559514308285,0.36133757153475821,0.3654113195268483,0.29921959371214718,0.29166072604824517,0.32468556045727809,0.30690866383283311,0.29511926951870626,0.28290972669097336,4523828,6312509,2985947,3556393,502792,2027
98,0.4045146551670778,0.480412322538899,0.12832478434699884,0.8673589384619306,0.9790176793145796,0.8784734130339426,0.9806254626348583,0.37987898694942396,0.42435974224001005,0.26162812274615205,0.2759232412785698,0.37941508272250746,0.4277357458573256,0.12050957475967525,0.141538498703769,6322.3079098535954,3409.1713955347982,3401.37574110985,2982.9021664694519,4534.6043219683816,5540.0296032576716,3746.3361839805657,0.7453169028715837,0.8978330742234832,667.68141882474026,663.58367746798285,617.84621485189416,903.39231817258224,0.8276194381205454,0.6251129907049099,0.20250644741563548,0.36305807521399885,0.36763808954891863,0.30013336420081094,0.29409478376716863,0.32556468477651535,0.30894913348453573,0.29652153280905419,0.2838638891237289,4532988,6309296,2976799,3541411,539028,2027
99,0.40494776720454906,0.4745910983823602,0.13401810971394296,0.8659547576534551,0.9784511058501631,0.8774622945269162,0.9800860877640916,0.3785572400928921,0.42413362051933706,0.2618002962362621,0.2746573354766739,0.3747868594090782,0.4216777457974711,0.12528412265612,0.1475673232849634,6369.455239780661,3461.1659595364372,3421.1561421154315,3001.8495584218131,4564.369364778604,5584.3280654868422,3770.3443753660854,0.7504771028822025,0.9056173384108891,664.47271487670287,663.37403305036582,622.152052279131,856.71363696128606,0.8345506863448663,0.6325264160015851,0.20202427034328116,0.36457054892631086,0.36928501054557056,0.30392426505117504,0.29560803415423265,0.32643547704801035,0.30996931966657715,0.29996433493784563,0.28535072121028643,4537165,6297226,2970258,3524788,563921,2027
100,0.40346144291983643,0.47142303764482163,0.14056918840874894,0.8619899686212744,0.977503738868074,0.8734440764892075,0.9788479075366201,0.3747787277128054,0.42147517235269905,0.2630479645601862,0.2774922747429691,0.37099038259854394,0.41902445506323505,0.1305759013951675,0.15392620230012038,6412.6772584392838,3492.5492790669578,3456.5950230287026,3018.8433432590768,4594.300960769242,5625.5258429619716,3789.9955935638836,0.7481249351183255,0.909490397848552,669.19213093935059,667.14179733699427,628.59257055654098,860.87519423817582,0.8354907923866152,0.6436355867097613,0.1918552056768539,0.36666207072301371,0.37232475246841396,0.30445273373824455,0.2974690813016993,0.32876295817269618,0.31277479261619789,0.29977472550928863,0.28713021645031728,4538951,6299663,2967450,3520810,590778,2027
101,0.4046944767547591,0.4682925866786098,0.144470253075938,0.8597135036672903,0.9775258924057676,0.871986546379194,0.9789268279017794,0.37433472918167404,0.42185122173973827,0.26471775629912847,0.280182430281995,0.36789421281453866,0.4170873666536888,0.1336322489342034,0.15763546159151565,6419.3520513657822,3520.4631448504529,3480.4335022148366,3030.0339935946186,4612.38193421297,5653.3144391187943,3803.6133715564006,0.7475858686957491,0.9110167047520369,838.68553775541875,817.30599164946864,780.88303839896878,994.93998789531497,0.8429155244012649,0.6528393519773056,0.1900761724239594,0.36638846685547427,0.37307807517982311,0.30344448570910526,0.29722436728609286,0.32694939431447761,0.31258493518525277,0.29883916781069564,0.28662481021188069,4546994,6307569,2979376,3533614,607729,2028
102,0.4070858233993398,0.46177574366587176,0.14771348476663876,0.8568808962071033,0.9764000757418235,0.8698945028598754,0.9777670918287058,0.3750136743421304,0.42327012743510223,0.263478206756053,0.278909462207255,0.36106049572629045,0.4104009827862775,0.13607591689056925,0.16076898589024763,6429.0164601977522,3547.6706297096653,3477.2745730217189,3035.988003788761,4620.8232453820319,5662.444095035783,3810.7136527925377,0.746940673946683,0.9098475837148291,676.29342867817149,670.45438592914161,630.16395553312259,870.3524213825101,0.8362241149502507,0.6406223302028163,0.1956017847474343,0.36754186436119818,0.37502091843224539,0.30521730126458263,0.29848237412462042,0.3289219566813939,0.31354615325785368,0.30004791450412893,0.28757991864328269,4568052,6318094,2990477,3541812,623193,2028
103,0.4089844406698409,0.4559967770934412,0.15171112133508574,0.8594388992107673,0.9771903169328726,0.871944569484974,0.9786820127498258,0.3773658730310462,0.42447809849493884,0.26350741871737965,0.2797034633663985,0.3574925395702584,0.40588848588009796,0.13998234176676186,0.16497551478356073,6418.7435999129711,3577.350226546354,3495.7015193417237,3045.5561749420781,4630.2126632182144,5681.2321185186929,3822.2400624419015,0.7485971036876088,0.9144527735749739,672.16129136930977,664.28423769466315,619.8508341489362,873.45827608087143,0.8340975996420456,0.6339204726183176,0.2001771270237279,0.36438752992896573,0.37304652644882413,0.30418534480733916,0.29795559400787708,0.3265072266852635,0.31377372917560881,0.29896621211856411,0.28762793530274144,4593623,6344966,3003365,3556369,644332,2028
104,0.40740392512885754,0.45068125743115856,0.15956389958126427,0.859222205936541,0.9774377522700646,0.8707946335538232,0.978963308973487,0.37507746791570884,0.4220268896238972,0.26201715983139356,0.2792420649279581,0.3534904975928012,0.4012855826361039,0.14690291313901183,0.17329290306743592,6434.9576954050235,3614.3896223693164,3510.7987890176428,3056.6740439545606,4637.4752077308185,5696.4252404758636,3835.4325912188979,0.7552715516103227,0.9185493280275565,684.98682534728198,672.38345956771263,626.87330603965813,888.43385105269783,0.8297923654128334,0.6255390216931497,0.2042533437196838,0.36705818761996539,0.37458950295369381,0.30644741097597294,0.29824192033309044,0.3276334420522114,0.3131389202719746,0.301226750917921,0.28830414349334138,4612657,6353680,3002269,3544435,680537,2028
105,0.4067518916786715,0.4457587840506253,0.16537483892584964,0.8583961100013014,0.9762192150788497,0.8693926751987672,0.977807909993709,0.3735844915465717,0.4203335220958515,0.26253711515243144,0.2806524665925799,0.34934888221809984,0.3961358725437657,0.15188982861207262,0.17912212259568386,6435.3224988188686,3647.2157062630704,3516.0697561726834,3063.3834635950898,4636.528927373909,5709.9354311410543,3843.3388121910652,0.7555787703908087,0.9177386008014508,853.3609122591389,826.71997833010869,784.74868582966485,1013.2537348422578,0.8428943462416542,0.6358339464871018,0.20706039975455245,0.368060142463835,0.37547925646766184,0.30751857712489433,0.29999655849567969,0.32995077953452573,0.31493778382478238,0.30279043554403234,0.28965510792424887,4625612,6369351,3007158,3549508,707268,2029
106,0.40786416563921285,0.44076185545121677,0.17058007062425734,0.8619471742497078,0.9761550814222255,0.8722221817400925,0.9778339005722377,0.3754714441675943,0.4205597976157346,0.2636741847696798,0.280480053706109,0.3471239280391566,0.39198766450389533,0.15703253891678107,0.18436589601688078,6401.7038215920993,3686.4146287613444,3523.5553806095363,3064.8443296837013,4627.8192001628286,5717.1787540648393,3844.7183807213814,0.7540803648604443,0.9162710920880921,681.7010069696147,672.77272421272562,631.70752740612306,849.82000848624784,0.8363777931946987,0.6324600649563261,0.20391772823837262,0.36745347596893363,0.37457709254458893,0.30785427785246422,0.30017847150764232,0.3318517477770036,0.31723787604472165,0.30303930961079989,0.29008245019902135,4643195,6388290,3012300,3561918,732711,2029
107,0.4105241415427753,0.4346437278503968,0.1734117167611027,0.8605119966469271,0.9745377660826584,0.870866785990421,0.9761760445119424,0.3770679007932604,0.423070832715237,0.26273626711562104,0.279124470386285,0.3412302269107575,0.3847640356233626,0.15927928566230554,0.18670695529118403,6385.778637488429,3719.3347666866716,3522.7228769690105,3067.0728791845931,4627.3438306471107,5725.9076282214455,3847.2834837143396,0.7526258224527288,0.9134995362032902,682.36052366503884,670.15762551404475,625.21069809578523,866.53776531130313,0.8430639270447152,0.633562071803078,0.20952181844332612,0.3678221628657542,0.3752584721279793,0.30727591954813804,0.30136214571630082,0.32980960266426779,0.3175170651592375,0.30218477834939145,0.29018981812679207,4652546,6387183,3021918,3569472,746359,2029
108,0.41041311899378935,0.4305601517961438,0.17818143785659837,0.8571382842916747,0.973838088103094,0.8681444102769349,0.9754785104179133,0.3751613747068757,0.4226295673619407,0.26323548178802963,0.2801489492514096,0.33660951369877823,0.38058792954718323,0.16287684306344205,0.1911717760775022,6373.0880415848551,3753.8405961289036,3527.0441346043881,3068.5675692792902,4622.0042268004008,5736.4882968373331,3848.8042917755929,0.7515448391180748,0.915643844352625,686.27519017342001,676.49873985922125,635.06502549110428,835.25791259766049,0.8556752133889839,0.6351481993877852,0.22052701400119865,0.36842163416257911,0.37777376610460167,0.30819887435923926,0.3029373917929743,0.33144166998493474,0.31854710266158853,0.3031745229331837,0.29153557442119116,4659053,6393616,3018174,3569018,768336,2029
109,0.41281410877210867,0.4254055669596727,0.18121973597023294,0.8535951506016225,0.9722425946449867,0.8645156544925894,0.9739404893844388,0.37551982829332775,0.42375837728074023,0.2601109922450428,0.2783399409406357,0.3309104887924472,0.37535424461287853,0.16484805797292046,0.1939331503534388,6333.8124369030284,3744.4959787055946,3501.5249992426575,3046.395342638873,4596.9204555189472,5698.4863352305065,3820.7831578763466,0.7471561901997745,0.9075813120746724,846.16652390163586,819.95141633415892,771.07118742146963,1023.6065292629263,0.8502301646152035,0.6269618508509205,0.22326831376428297,0.37039882822979114,0.37939315529769896,0.30867270520932494,0.30422164131769558,0.33154212072759598,0.31915674898413432,0.30320003629376402,0.29180049883060355,4667857,6384114,3022327,3566078,782177,2030
110,0.41366175283241813,0.41991507891592056,0.1861452678316815,0.8528332746355751,0.9719867341125612,0.8639803884384527,0.9732856670382969,0.37561987037770905,0.4238996237275046,0.2601266233500312,0.2780673777856496,0.32609513321030953,0.3700862995105316,0.1690266525624039,0.19909492748263533,6323.3141435422858,3765.2285761135322,3494.7168564052026,3045.295981535477,4589.8262193092714,5697.7154982184011,3819.0741701500278,0.7478481120593395,0.9049598661253726,685.51631586879853,668.52955194797266,623.54298566768864,842.77655996947499,0.8396662908551631,0.6185087882381036,0.22115750261705955,0.37071265203714976,0.38064830333637334,0.30756344042052369,0.305469182212177,0.33261862868756953,0.32037969940633138,0.30244499308192302,0.29311880153716263,4676507,6387509,3022868,3564043,804851,2030
111,0.4158976940399457,0.41434901652053474,0.18969222400016247,0.8527426217782297,0.9713137339925404,0.8643764445668577,0.9723734735394585,0.3774273174072728,0.42493704865744525,0.2585283247684766,0.2761147193973058,0.32126412887185807,0.3648598856004496,0.17214576628675496,0.2028374563388047,6352.2829094350382,3798.8919547416549,3479.0018781932267,3047.4512046549899,4600.5582530855299,5710.9587971521405,3821.5408215397233,0.7487583050218182,0.9083829439432164,692.00114643094935,668.20335501112891,625.73519870847258,839.41174184358408,0.8416617414957385,0.6286698909373981,0.21299185055834036,0.37120323240178771,0.38024207800854198,0.31065858326652146,0.3069749795022908,0.33344679209835221,0.32097144592212207,0.30544281222215902,0.29418263096314301,4687529,6383667,3031114,3565693,821885,2030
112,0.4184004062180055,0.4089902870110505,0.19235034279243604,0.8517345587146985,0.9712388490140801,0.8638436930975915,0.9723487942014873,0.3787420147972544,0.4266437397422709,0.25661959698392645,0.27417511170617936,0.3167441377313333,0.3604038404152564,0.17411827353291578,0.20525691439655105,6360.9637342424921,3829.9479166858032,3486.121469703593,3053.3731205522504,4614.0873010731193,5722.4459498284305,3828.7727264079622,0.748122676995044,0.9085568823281881,689.76765159201955,669.00129693749273,625.21154077069934,844.67792060482702,0.8454079244070185,0.6290028913264373,0.21640503308058126,0.37394379581117881,0.38120386938002798,0.31061803155836654,0.30730363552247048,0.33568752758298653,0.32150076003798927,0.30548025956277969,0.29487132177524644,4708351,6389403,3043719,3574281,836417,2030
113,0.41820012244750304,0.40129467399153673,0.2009918064578465,0.8527652049395648,0.9706905195400597,0.8652757083926527,0.9720283825742609,0.3783988096915175,0.42566285364333817,0.25693642241200715,0.2742163684083084,0.3110403929244431,0.35297854790704336,0.18186283608978193,0.21384590799536377,6360.6836336359456,3856.5626161423588,3488.7521447330496,3056.4880956319253,4611.574647024293,5728.5187813334642,3833.5347716000592,0.7421724971397566,0.9062394250979954,839.89938590134989,826.45367565078675,781.52700837833936,1015.1211030884463,0.853760910492567,0.6392855517530861,0.21447535873948084,0.37198837768729226,0.38028535763471627,0.31256260932291691,0.30906369496865826,0.3333934278544145,0.32050648139881988,0.30754800711684727,0.29626497180075589,4720754,6397734,3037713,3560592,877849,2031
114,0.42156968826201313,0.3951266770851738,0.20368683665908335,0.8521127805999685,0.9713699118549584,0.8641365642526867,0.9728606375364338,0.38077019348650554,0.42909065490719855,0.25368294868469504,0.2720343794059475,0.3057790696763376,0.34738495600029223,0.18397403410353783,0.21656637479154234,6356.1779176227128,3891.0977370687579,3491.6054938710586,3060.250452954197,4619.971018373788,5736.0673168266194,3837.6086015742935,0.7372313851921664,0.9038273271182836,690.47737690156816,670.20612218811186,628.40909980794584,865.60169776571877,0.85138297208782,0.649232915262228,0.202150056825592,0.37299664522144615,0.38082185722783857,0.31282109781998052,0.30794646431635181,0.33340096601897928,0.32088832915055665,0.30737493120731474,0.2959294855979655,4735931,6394458,3051033,3566455,892284,2031
115,0.42137680432856556,0.3895387682255871,0.20954753692515796,0.8521020276787716,0.9708078363072166,0.8641420259511621,0.9724575240500802,0.38030915982649866,0.42820143132678606,0.2523410136542848,0.2700664207463724,0.30113672589213547,0.34177676888228087,0.1891249041073915,0.2225638364534037,6387.7526671707947,3915.3995482607079,3494.4656386164902,3066.1761465201685,4632.4687646047123,5753.8386614022556,3844.7059365593736,0.7422559019588476,0.9036335195092347,688.00977562990465,665.39948271763444,629.80204290548409,846.03524477522603,0.8491149641730454,0.670338216233401,0.17877674793964443,0.37654906895337087,0.38176455549255189,0.31386074057818125,0.30842655268210067,0.33713671877756513,0.32218049297914353,0.30735878055840937,0.29596599090507497,4733635,6379917,3037794,3548262,919565,2031
116,0.4248999668738097,0.3841911802372108,0.21230131400554836,0.8503116794706725,0.9700371179155516,0.8622052754457973,0.9718734168272722,0.382447176175184,0.4300019306541918,0.2522409998825784,0.2713597370052215,0.2960298189310211,0.3371645609310108,0.19108977258126422,0.2256034745968973,6386.7828169088916,3965.0165319255871,3498.6713497592359,3074.1187694309333,4644.6172144720103,5785.7185525963405,3853.2125249950609,0.7420879568646761,0.9071304990256964,694.43470652079691,666.3580890448917,627.29574419847722,849.36852031475587,0.844931167631792,0.6550661243386048,0.1898650432931872,0.37820122795836059,0.38357783990113453,0.31416598852873584,0.30962644090098901,0.33783899198156098,0.32253318705615713,0.30655833869288335,0.29665632583384899,4737496,6381423,3052674,3559940,932490,2031
117,0.4259543436445021,0.37803087450221085,0.2184335629041204,0.8497062025002933,0.9692689056145594,0.8629222015095619,0.9713451293887647,0.3823117365827587,0.43007633345423796,0.251880026984396,0.269278430459492,0.2914630479983314,0.33144127259625145,0.19605320618946434,0.23151242030158162,6403.4351066488316,3988.6865581776142,3499.8522587341022,3072.8114424144019,4652.6915763837251,5789.8379195709003,3855.9605210371719,0.7366249671122966,0.9039763226693324,840.59351533284473,820.53182158886079,775.76207706907087,1049.6947320152517,0.8551799181079567,0.6614663609653749,0.1937135571425817,0.37735903525387565,0.38341257094038772,0.31558940986170858,0.31064626154315722,0.33743283377637562,0.32249468801089798,0.30792818424304869,0.29688498399019952,4756613,6382999,3055615,3554619,962524,2032
118,0.42540698972490487,0.3724756480268121,0.22443741235811884,0.8476563392897419,0.9697508210220961,0.8611232425755944,0.9722138273949483,0.3804150356617856,0.42899905405408645,0.25124248335247285,0.2692528273525282,0.2865003063602161,0.3266142493917978,0.20070043108897756,0.2377849671051922,6380.6432365163209,4021.7165948617603,3488.8999105330299,3073.334822667508,4634.8224326852223,5781.9673353139306,3856.9162263076855,0.7406275122613908,0.9037916810519372,692.58731304902619,665.28509812962034,629.65043383729937,840.31777195208474,0.8499289995029385,0.6706742208525125,0.17925477865042613,0.3802109155709309,0.38516039298311627,0.31542387233167651,0.30948309202974889,0.3388586097909847,0.32253643321335185,0.30785120389156218,0.2965350875938918,4769711,6388342,3055651,3555735,992168,2032
119,0.425518483757724,0.3675522039694185,0.23037727018321313,0.8463213967771238,0.9697445850699578,0.8607088844957731,0.9727100401529819,0.37968930021130876,0.42839464372573893,0.250014152386858,0.2693034745205009,0.2819894810999658,0.3228132838653683,0.2055651818647185,0.2432998884109529,6384.3637138663325,4043.8177657278188,3496.3468020847722,3075.8665617574907,4637.9528663856308,5785.9005913886285,3861.3451135442278,0.7421604245645808,0.9026109372902773,706.50425096230401,667.28290292555153,628.6215532711002,865.00883561004309,0.8556308529433722,0.670635954180111,0.18499489876326114,0.38034173361235696,0.38462947122553542,0.31752485306174166,0.30946910589166837,0.3395096599587476,0.32285037393728877,0.30991974731945593,0.29670281547383237,4776018,6382263,3053919,3547329,1020390,2032
