Period,Total_IFE_expenditure,Total_pension_expenditure,Total_labour_income,Total_fam_benefits,Total_IFE_coverage,No_labour_or_pen_income_hh,IFE_ben_18_65,pop_18_65
49,0.0,8801732.064962577,26663112.174877413,1428032.9098448888,0.0,0.09731558363476417,0,6958642
50,0.0,9099472.649209546,25704978.291211076,1044061.6218452152,0.0,0.08276097971762915,0,5857720
51,0.0,8036352.993964306,24925934.1027568,1157388.4914491219,0.0,0.08256287318042886,0,5366614
52,0.0,8299984.766355711,24061148.83945323,1000020.6330135657,0.0,0.08392368924574671,0,5166880
53,0.0,7083784.231008478,22118187.552436277,1046055.0489254504,0.0,0.08470623880469705,0,5001810
54,0.0,7142131.063232574,20852276.68993058,998805.2184563021,0.0,0.08213805166538901,0,4838165
55,0.0,6525975.919115589,20594764.956309125,893726.8922309912,0.0,0.08863086994853026,0,4677801
56,0.0,6833680.373713202,20277959.62889022,1287258.619454499,0.0,0.09370155222019036,0,4525853
57,0.0,6453658.829291722,19728533.872677464,1412074.5337631686,0.0,0.09678952342111223,0,4393292
58,0.0,6755217.586139754,19191773.961746752,1209556.8854727077,0.0,0.09191944904916202,0,4237335
59,0.0,6307762.245179661,19297407.47987442,1079768.5762554891,0.0,0.09823508367035969,0,4132143
60,0.0,6595343.1433535395,18780930.570648815,1146597.240408106,0.0,0.10073165104977426,0,3994424
61,0.0,5915490.417992021,17705249.001925196,1241166.0163982976,0.0,0.10831058303029019,0,3842103
62,0.0,5685723.978772698,16406597.517963704,999697.7277917879,0.0,0.11579455483901387,0,3716954
63,0.0,5166577.991900656,15208148.358807202,882218.519401623,0.0,0.11186827945008483,0,3598148
64,0.0,4550238.217123871,13872957.853066303,793623.7333401499,0.0,0.11723267808051123,0,3491105
65,0.0,4409451.999389387,13313398.412869329,928348.1309858934,0.0,0.12219661473392816,0,3373884
66,0.0,4362572.9245457575,12931278.583145222,850963.6272201914,0.0,0.12116738837418399,0,3300224
67,0.0,4392436.606314257,12312390.605490731,796414.9511384784,0.0,0.12133072534978316,0,3220871
68,0.0,4211822.516843227,11673466.244070726,814246.6732159449,0.0,0.12251817621770927,0,3125100
69,0.0,4682878.738338646,11907261.918926377,920702.6940177178,0.0,0.1276599817728221,0,3066552
70,672538.9639899998,4290375.219119255,9853826.548218446,643775.48863911,0.3693459405544463,0.0,1163611,2980147
71,894094.63864,4241314.177978739,9826806.971225586,638204.5805722118,0.35373211961718015,0.0,1085132,2916055
72,779977.2278100003,4065612.151061776,9543642.125750557,624677.3474640751,0.3424898287955616,0.0,988787,2866967
73,712966.1662731142,3832901.3505756385,9273041.73129416,747132.050142364,0.33515220556514236,0.0,0,2778889
74,700300.9375466073,3812856.860712833,9435421.152673112,585718.4337842123,0.33158148686513755,0.0,0,2722909
75,628930.3174402781,3834930.3761814698,9481817.155125596,583208.7099273714,0.32705569129848416,0.0,0,2660408
76,706022.9707355942,3915109.615178855,9470265.833290096,576680.4700328761,0.32617866351902153,0.0,0,2608040
77,654729.6395088116,3922033.717576535,9374042.671992525,724081.2559365762,0.3277125363846231,0.0,0,2536604
78,728729.2350781081,3961213.1519375094,9216886.322814014,575140.5842775308,0.33034997563950896,0.0,0,2473971
79,691146.9471139375,3986550.1438296293,9156854.211935822,594027.4612399286,0.3351745428362857,0.0,0,2421063
80,756811.6604194443,4012707.9513005572,9015211.337852761,582738.778867187,0.3372442005251333,0.0,0,2356925
81,728839.8985585476,4045339.0304877213,8847952.188544476,736360.6462154273,0.34731513826481875,0.0,0,2316940
82,783551.2446787963,4048133.9224464516,8865174.198341083,562362.7343952453,0.3461941369835657,0.0,0,2286108
83,744782.6342402516,4044891.6169174546,8636132.083477601,567419.637137877,0.35146575897879745,0.0,0,2249624
84,793655.5521430329,4092701.9405997465,8546102.723194038,546112.084179311,0.3535348391634654,0.0,0,2207567
85,741546.4794139455,4154675.151985091,8322804.573721206,697511.0904982984,0.3490940484232364,0.0,0,2176931
86,795838.7844299895,4180094.975725786,8234698.651033594,564561.7332271427,0.35620825918731275,0.0,0,2124461
87,743915.4903861693,4181045.2222940363,7971577.416359736,539853.1941236736,0.3543015592927365,0.0,0,2047653
88,787121.7855724957,4194615.962299707,7791899.183187196,538685.1369371272,0.3598480508938442,0.0,0,2000938
89,755755.4122780935,4240359.658716965,7653282.12078735,671274.4878601327,0.36279741508358604,0.0,0,1971941
90,785337.5295069515,4214203.030685533,7475495.711465968,531406.4763732327,0.3618065646733537,0.0,0,1939610
91,764729.1370700173,4310241.141123947,7400945.511536148,498293.9314443811,0.36904905393671167,0.0,0,1888650
92,780463.5106987987,4276878.556582136,7326369.86069836,480746.3308556027,0.36610481216364493,0.0,0,1865001
93,737339.9500901125,4243904.610236003,7445997.896880582,584094.9356141638,0.36152876648011817,0.0,0,1846315
94,776054.2336841634,4184162.3633773886,7127991.110711866,419737.30028017005,0.3722441151074295,0.0,0,1801608
