Period,SIPA_missing_contributions,PAMI_missing_contributions,Obras_sociales_missing_contributions
49,3523.6083146706223,960.984085819684,960.984085819684
50,3167.8842418678105,863.9684296003543,863.9684295998886
51,7515.842451438308,2049.7752140290104,2049.7752140285447
52,11545.467944517732,3148.7639848697,3148.763984871097
53,12760.117469355464,3480.0320370951667,3480.0320370951667
54,6377.197334300727,1739.235636626836,1739.235636625439
55,7268.842789679766,1982.411669912748,1982.4116699136794
56,8675.195444017649,2365.9623938221484,2365.962393824011
57,6854.36925515905,1869.3734332229942,1869.3734332239255
58,6669.798342529684,1819.0359115996398,1819.0359116001055
59,9418.421839434654,2568.6605016659014,2568.6605016654357
60,5129.505704078823,1398.9561011120677,1398.9561011139303
61,1414400.9649076909,129853.29889213666,499365.3136417661
62,1632925.0146828666,149586.52658224525,574405.0835737139
63,1208755.158804521,111625.94223966077,429013.9759835694
64,1336996.1781243607,122801.86755403457,470684.2658470804
65,2282754.0026227105,206948.78896229388,790628.2815181725
66,2436097.533517506,220876.33305431996,841661.0838735122
67,1925736.4874378517,174696.4347139704,668553.8944601351
68,1983635.3582438566,179607.9493309767,686949.556570542
69,1525255.6937313862,148322.1496372274,565608.3331234278
70,1702925.2231884897,165800.8418403389,630171.6354977582
71,1364728.960605286,133110.37783783115,508421.5569714159
72,1540338.318185918,151270.99145328533,576332.0791971199
73,1256903.8754203543,125637.28733803658,476400.68259096704
74,1473070.5995698422,147707.1661643125,556981.18304032
75,1173563.808205206,119117.63711643638,451271.0185483331
76,1377294.3929223008,139599.75754815806,527687.8524243487
77,1084217.6313970909,112523.37828875659,422940.78355001286
78,1324855.109780293,135797.12617065664,509913.5667855749
79,997078.0701379739,104985.47528874548,394562.5928421831
80,1252778.15177593,130391.76161430683,490491.9812246682
81,948718.8207727373,100643.42347073462,378871.4948692648
82,1220679.7222455814,128075.47394023323,479032.5699886698
83,908701.9734324813,98632.0166486688,366158.3394630216
84,1201623.812839359,127850.16835631989,474091.93859560415
85,873120.5621606894,96097.21185041778,354352.3378815381
86,1170139.3446698561,125147.88339203782,463613.6219685599
87,821377.8667958826,91745.39090377744,339448.9583337158
88,1131182.5197776556,123141.65324658249,454802.0328811994
89,794281.3519030772,91257.43873363081,334351.50423091
90,1122780.3757602945,123665.40020639775,454117.4937079167
91,770425.9754166193,89142.61239985144,325091.71792046167
92,1103600.944481045,122479.91588083655,448061.48673405685
93,743292.5520979054,87838.56640566979,318898.7912382046
94,1087758.138511937,122259.80798235908,446027.34617160726
95,740040.3906289935,88375.38730137888,322425.506190707
96,1083899.2214551196,121912.66881921329,446809.762309378
97,724744.9006899334,85822.83826698223,315160.1450214302
98,1085968.3080685511,121707.11712979618,447794.60955297574
99,721980.3551396914,86115.37899929425,314248.0978008881
100,1100381.3443119861,123327.0845882995,451414.75731662475
101,711604.9620530382,85873.89690953959,310984.17985342536
102,1097491.0008674823,123524.84772261139,452453.6093630213
103,721729.0785252303,87221.6633970919,314345.89159088954
104,1098158.0285483375,122740.51425852627,452529.17461163364
105,716475.349796731,86087.46995429648,315770.4826394981
106,1114697.5709344074,126269.1446050806,459052.16157201864
107,719450.59160956,87382.76575919753,315866.4532729881
108,1111920.9505600967,125745.63355858158,456115.07799960114
109,716457.1204616204,88124.97125749383,314801.3549042735
110,1121415.965464346,127722.57935436442,459797.02440142445
111,713350.0949548483,88445.07500098925,314238.3324326463
112,1148004.6454585493,131098.63086033892,469203.1151872482
113,724546.4537333138,89873.47951267846,317875.52237067744
114,1142901.1819501072,130970.1034047259,466684.4117559772
115,717054.1974994466,90513.86722353101,314047.21826138534
116,1153726.8832297027,133112.78839030303,468687.391324427
117,702604.111451909,89789.67726707086,309216.35929794796
118,1147033.446336478,133649.59388233442,469458.8752071671
119,702047.550540898,90007.22838161234,311211.98745521717
120,1142851.3079995736,134324.66054409184,472483.17206494696
121,711553.797191035,92631.09604100324,315909.5197603535
122,1154378.2085035443,136470.0717381453,475238.0428176522
123,692520.1959381849,90943.29288747441,310477.9853410162
124,1142792.963729661,135771.79665330704,473163.64229329675
125,689453.876046177,90874.77724224515,311154.38845579326
126,1153488.7048908174,137012.80809338018,477359.71631189436
127,698160.9159300067,92441.2595995497,312780.4194049686
128,1169537.7579920217,139895.74827458058,484553.6418324653
129,700673.9762916155,95020.70560664218,319151.5996459406
130,1184202.3645313084,144022.70033567864,493044.5905661825
131,701350.8431138545,96411.37651078869,320118.780504385
132,1175776.0828233138,143435.63997152355,490926.9428567458
133,711009.9815787226,98632.01737599168,324792.58336990885
134,1195606.329561904,149285.36425327044,499076.22260159627
135,696817.8256968223,98572.41855262406,321658.5082276277
136,1187465.5575968921,148858.78663293365,499464.5536523983
137,692723.5532816388,99251.32660600077,323263.93763414025
138,1186648.9749560952,151263.51026782114,504482.73766943254
139,705638.8215894923,101835.41365671065,327369.20511387475
140,1208372.1758214384,153084.3997185249,509467.8513581678
141,705361.1132777594,101690.34650515486,330597.1575056575
142,1207600.4770905077,152791.28956724424,513569.324803086
143,713321.6069481298,103104.543449739,331439.52270714194
144,1205376.8175539076,152869.50194296334,510809.370043939
145,701407.6149549223,102423.52464917488,328639.0670802016
146,1220078.4637787044,153252.3916074615,511671.7777253818
147,713832.5535012521,101911.66635533422,328420.19856145047
148,1239498.2480004951,156527.05702580698,516194.41525066085
149,703964.4449909851,104612.01479752455,329988.0335013848
150,1234707.195894003,160114.20648129284,521572.6638259571
151,704437.805782266,106741.67686012574,330398.19737439044
152,1242305.9395343512,162193.8656870015,523934.4396463316
