Period,"Gini insee, all income","Gini insee, labour income","Gini insee, labour and pension income","Gini insee, labour and family benefits income","Decile ratio, all income","Decile ratio, labour income","Decile ratio, labour and pension income","Decile ratio, labour and familiy benefits income","Top 10%, share of all income","Top 10%, share of labour income","Top 10%, share of labour and pension income","Top 10%, share of labour and familiy benefits income","Bottom 10%, share of all income","Bottom 10%, share of labour income","Bottom 10%, share of labour and pension income","Bottom 10%, share of labour and familiy benefits income"
49,"0,369703939","0,4043871415","0,3800518571","0,3954040252","6,0042007077","8,0076367047","6,6861030256","7,2907398408","0,2172091736","0,2314684505","0,2255013145","0,2212588982","0,0320896164","0,0268725943","0,0248650646","0,0354456639"
50,"0,3652758227","0,3972697515","0,3759603773","0,3901676848","5,54150683","7,9259909309","6,5306118604","6,7021295111","0,2093294803","0,2135359208","0,215710042","0,2058104418","0,0356276861","0,0313417728","0,027444168","0,0412100953"
51,"0,3661583704","0,3956106942","0,3781221231","0,3843391466","5,6429873483","7,7355229087","6,4999957514","6,542896317","0,2097741559","0,2189977801","0,2172276205","0,2099209092","0,0376067518","0,0305916933","0,0277063295","0,0424313767"
52,"0,3716946373","0,399217885","0,3800780812","0,3902228138","5,7979661371","8,0839416081","6,6080352292","6,8924358263","0,2105510346","0,213497223","0,2174107213","0,2052297974","0,0345803374","0,0280396999","0,0248452114","0,039864034"
53,"0,3647630245","0,3972858155","0,3754883792","0,3873850972","5,6167349338","8,1963211951","6,574665038","6,6934141453","0,2032748925","0,2149304249","0,2109826161","0,205383589","0,0362911463","0,0293711282","0,0259333195","0,0418120295"
54,"0,3697695888","0,4031910893","0,3786394277","0,3954964362","5,9063762854","8,3846001791","6,6713627569","6,9964128275","0,2095902761","0,2211292621","0,216300355","0,212689699","0,0348917066","0,0288576476","0,0256631598","0,0400893768"
55,"0,3778812242","0,4056539043","0,3859171361","0,3999363504","5,8522413541","8,1703420283","6,6509334501","7,1150715184","0,2151872422","0,226293721","0,2213312925","0,2186770792","0,0364783611","0,0302131377","0,027373045","0,0411576861"
56,"0,3698025823","0,4036718899","0,3826141074","0,3903130613","5,7762160741","7,7937028147","6,5083982626","6,9399716063","0,2067009483","0,2123349521","0,2159065373","0,2012477821","0,0363356186","0,0304475199","0,0276210142","0,0409723415"
57,"0,3715255508","0,4044838718","0,386946013","0,3874519489","5,6294925196","7,8502528437","6,7081953428","6,6204955515","0,2114034741","0,2264002028","0,22297459","0,2120455926","0,0360930412","0,0287835825","0,0261743846","0,0407362447"
58,"0,3718654086","0,4070547283","0,3849864141","0,3928123698","5,9770633831","7,9664791419","6,9625583961","6,5410276088","0,2079832657","0,2141166709","0,2178554099","0,2021061661","0,0347104252","0,0293551019","0,0258390994","0,0401391937"
59,"0,3746741194","0,4031410418","0,3845432954","0,3932991331","5,8795798187","7,923215493","6,6088964119","7,0554841745","0,2089382426","0,2205485622","0,2176680876","0,209728859","0,0339362419","0,0282588931","0,0251258903","0,03888115"
60,"0,3659062638","0,401429668","0,3786559289","0,3870307991","5,6080859669","7,5879916065","6,5068532888","6,4608156414","0,2049248078","0,211740824","0,213867503","0,2007547201","0,035134041","0,0315395999","0,0275372507","0,0407582634"
61,"0,3666395754","0,4018666211","0,380904796","0,3861802732","5,5107223275","7,9940333557","6,5638492728","6,6243301758","0,2064564192","0,2228378667","0,2172513796","0,2092652212","0,0358199802","0,0304204299","0,0267559083","0,0413066322"
62,"0,3712052877","0,4015980566","0,3802596811","0,3914116423","5,6513772512","7,867152553","6,4353775977","7,0106819216","0,2067806636","0,2175393156","0,2145001118","0,2079426019","0,0357271736","0,0302251928","0,0274557432","0,0402423437"
63,"0,3721092272","0,4015117855","0,3814193272","0,3910933844","5,4826611653","7,8056894936","6,1272737941","6,5830596772","0,209101742","0,2207449567","0,2166256243","0,2113371535","0,0371003139","0,0312859482","0,0284728341","0,0417525544"
64,"0,3712160795","0,4012664483","0,381932228","0,3889938736","5,4317475891","7,9432849668","6,2835328749","6,5664635538","0,2093093168","0,2186001654","0,2169623017","0,2090756373","0,0402929312","0,0352935227","0,0306238246","0,0470336588"
65,"0,3696144204","0,4013111722","0,3809225046","0,3876736746","5,394957362","7,98569458","6,2857173508","6,5936898985","0,208723442","0,2212413812","0,2182518496","0,2093409463","0,0389418936","0,0325118829","0,0282645459","0,0454386"
66,"0,3731733957","0,4002757204","0,3825384853","0,3897563955","5,6553982598","7,9679864849","6,3933043494","6,6859481118","0,2127203046","0,2216598449","0,2202802782","0,2122507826","0,0379176868","0,033504236","0,029147853","0,0441662841"
67,"0,3722619368","0,4024918607","0,3816085568","0,3926198398","5,5515941374","7,9881736531","6,4696532506","6,8246382454","0,2082148377","0,2185329378","0,2157230466","0,2090902075","0,0382282483","0,0332775499","0,0289715159","0,0445836562"
68,"0,3728491283","0,4009195437","0,3808263751","0,3921173975","5,5861857197","7,5046368522","6,3384577898","6,7304650327","0,2047983919","0,2115232704","0,2120619618","0,202488271","0,0362434398","0,0328323625","0,0286107822","0,042170254"
69,"0,366375046","0,4031869628","0,3816816819","0,3857266634","5,2206185757","7,5093051304","6,3750688356","6,4487451943","0,2054231077","0,2162345285","0,2148728209","0,2043134496","0,0401544003","0,0350212152","0,0313227107","0,0458886603"
70,"0,3721631266","0,4024214825","0,3799092723","0,3940556555","5,6363657751","7,3954340768","6,3133026557","6,765177834","0,2106507743","0,2219773423","0,2181235491","0,2123943315","0,0355340762","0,0295040251","0,0275418741","0,0394905742"
71,"0,3670882141","0,3979188987","0,3748574531","0,3893438758","5,6561403222","8,1977401957","6,3004164543","6,7783924487","0,2023296684","0,2079032471","0,2093720142","0,1990546101","0,0368368818","0,0312892767","0,0280941125","0,0422161135"
72,"0,3656700298","0,3930660998","0,3719322715","0,386267216","5,5617322921","7,03656242","6,0703007784","6,5001741119","0,2072737015","0,2061732912","0,2141361147","0,1977877393","0,03566209","0,0303505395","0,0274700097","0,0406304935"
73,"0,3604878944","0,3911597765","0,3711123001","0,3784058145","5,4870140617","7,5578641941","6,247197192","6,3396508879","0,1990658568","0,1993784621","0,2074004815","0,1892164226","0,039427304","0,0327517315","0,0303007817","0,0442025203"
74,"0,3628439617","0,3926058723","0,3716420541","0,3828134741","5,4580934257","7,9661543964","6,1098888854","7,0935839487","0,1986462067","0,2014210945","0,2050695702","0,1933477301","0,0400426471","0,0363728711","0,0321034659","0,0463610467"
75,"0,3676816188","0,3946116963","0,3737397262","0,3873930333","5,7121261254","7,9136454524","6,2653437925","7,0507476985","0,2085262973","0,2115129895","0,2153999385","0,2028852608","0,0382823999","0,0336522602","0,0296526583","0,0445202175"
76,"0,3639283736","0,392145724","0,3720045178","0,3827078629","5,4368567976","7,5925370033","6,298412161","6,5538295012","0,2011408006","0,2040717834","0,2074664859","0,1961030061","0,0380975487","0,0347056315","0,0307037879","0,044018587"
77,"0,3590607518","0,391004424","0,3678244746","0,3812549322","5,2675411396","7,6803922434","6,0353365112","6,6328955433","0,2015122075","0,2122176907","0,2094121076","0,2019485541","0,0396854093","0,036699864","0,030778255","0,0478364917"
78,"0,3557544354","0,384480737","0,3629509775","0,3750045524","5,1323889783","6,8911832569","5,5897002931","6,2493515929","0,2009193108","0,2044236879","0,2073990762","0,1962086014","0,0411568237","0,0405113012","0,0330127685","0,0506849728"
79,"0,3538363417","0,3812129222","0,3602701634","0,3734183221","5,2749094157","7,0148733185","5,954118634","6,3005840286","0,1985509116","0,1988846773","0,2048613519","0,1909608457","0,0398007496","0,037656445","0,0321003299","0,0473950161"
80,"0,3506808938","0,3800414399","0,3588638709","0,3699348302","5,1565457362","6,8721861535","5,57505256","6,1836080093","0,1961666099","0,1925751395","0,201855307","0,1855189756","0,0399214531","0,0399714744","0,0330850821","0,0486080707"
81,"0,3482130789","0,3781080741","0,3579386616","0,3651536182","4,7405274005","6,6785819147","5,4101888187","5,717613419","0,1880082468","0,1815394344","0,195463174","0,1725370264","0,0408193101","0,038955322","0,0318937173","0,0502098641"
82,"0,3491615373","0,3851256959","0,3570637183","0,3744990872","4,9654614425","6,9218506744","5,2824145647","6,2894063862","0,1875477942","0,1800036521","0,1932215178","0,1730685878","0,0404124187","0,0400214186","0,0326481418","0,0499242574"
83,"0,3560684254","0,3895611348","0,3609123597","0,3834796775","5,2366879815","7,3481125917","5,5742951694","7,0982722832","0,1953182054","0,1939374491","0,2014834912","0,1860872984","0,0401187594","0,0387152099","0,0319762967","0,0492135488"
84,"0,3560888631","0,3867022987","0,3621556777","0,3788167332","5,2883729336","7,3243924562","5,531823969","6,5919298223","0,2006491551","0,2016928764","0,2065270441","0,1940967588","0,0413253631","0,0393910769","0,0332094543","0,0498979941"
85,"0,3587642674","0,3914166973","0,3651781445","0,3836259966","5,2292911012","7,8769609221","5,8455080874","7,1079939252","0,2020476553","0,2077049411","0,2097611121","0,1976158162","0,0371702198","0,0336286089","0,0278600511","0,045645781"
86,"0,3561103648","0,3794354818","0,359355102","0,3753834944","5,2507364624","6,7899715136","5,4530865017","6,4397005843","0,1987679918","0,1968463223","0,2042774477","0,1898688969","0,0374443123","0,0345709284","0,0295631329","0,044751146"
87,"0,3639529227","0,3945440728","0,3688849118","0,3878209336","5,3693289455","7,2246586882","5,6269172192","6,5331312683","0,2026418057","0,2085564148","0,2083176343","0,2010153206","0,040794282","0,0392184427","0,0315913035","0,0511562744"
88,"0,36309647","0,3930764212","0,370251075","0,3831997322","5,2632301096","7,046119201","5,7654445017","6,3576920892","0,2007460855","0,2018103756","0,2063393484","0,1945799181","0,0385710209","0,0369761794","0,0304823649","0,0474344475"
89,"0,3585655125","0,3924468697","0,3671439831","0,3818255722","5,341780047","7,4868854186","6,0735406584","6,3809811437","0,1939685348","0,1978896112","0,2013129439","0,1883529529","0,0421900694","0,0383412126","0,0312753943","0,0524185604"
90,"0,3603033968","0,3897519286","0,3666676191","0,3812451369","5,4310406191","7,1818488544","5,7757323154","6,5318594564","0,197576472","0,1939455657","0,2035344444","0,1863796955","0,040915101","0,0389844471","0,0318975768","0,0507250359"
91,"0,3521406036","0,3804907927","0,3577061127","0,3726750349","5,1278730488","6,9570891442","5,2698528512","6,2689502922","0,1974422956","0,1952238273","0,2027675044","0,1883651871","0,0415733001","0,0418291526","0,0329830201","0,0530096922"
92,"0,3570999639","0,3888670308","0,3638792524","0,3791960114","5,3179516137","7,2262144876","5,6716497517","6,6098435885","0,2065633219","0,2066005523","0,212196146","0,1991832067","0,0429773","0,0426953588","0,0341181357","0,0543691863"
93,"0,3568246922","0,3929064272","0,3662446081","0,3793462875","5,0129988","7,2356330002","5,7510877121","6,3596994365","0,2081250589","0,2149356118","0,2152364416","0,2053396856","0,0395764841","0,0413045832","0,0322287032","0,0508285327"
94,"0,3658732499","0,3979549999","0,368331302","0,3949367986","5,6759049157","7,8261123588","5,91988339","7,3317178328","0,2088161048","0,2075707572","0,2142369509","0,2004163881","0,0353973163","0,0361490062","0,0281813425","0,0457037683"
95,"0,3673399173","0,4011119412","0,369701063","0,3982959067","5,639293926","7,9411493284","5,8594976237","7,7251099298","0,2052923632","0,20830998","0,2107625449","0,2010380683","0,0359042321","0,0363252603","0,0283153941","0,0462529389"
96,"0,3566056749","0,3903345128","0,3611506841","0,384269629","5,3340596337","7,2668456753","5,6645851539","6,6802777089","0,2052099658","0,2052658637","0,2104479412","0,1982983631","0,0439646472","0,0449356142","0,0349605204","0,0568766171"
97,"0,3598169764","0,3931662491","0,3658762462","0,38672797","5,1579960764","7,4545026164","5,6554734998","6,5354380234","0,2061892721","0,2046173975","0,2129233755","0,1958339107","0,0403759844","0,0418668821","0,0325743963","0,0520568776"
98,"0,3554137943","0,387107024","0,3603100174","0,3801783418","5,1470540815","7,1273231471","5,5403126982","6,5431150935","0,2091961368","0,2046317941","0,2136198185","0,19888628","0,0419795545","0,0461127183","0,0352362628","0,0549501439"
99,"0,3678693908","0,3933041668","0,3658538233","0,3974692554","5,9160116516","7,5530766737","5,8337086831","7,2004118513","0,2131359928","0,2120660842","0,2177901325","0,2058771823","0,036905498","0,0359557579","0,0280060029","0,047877242"
100,"0,3669438357","0,391177225","0,3675035993","0,3907328496","5,6688885321","7,2291385124","5,7718164632","6,8605751001","0,2116106523","0,207377853","0,2161062018","0,2014748215","0,0426247032","0,0464396633","0,0348133119","0,056797205"
101,"0,3658959088","0,3889350147","0,3679565074","0,3884987765","5,4982529406","6,9322140567","5,7827383266","6,5376016402","0,2145918631","0,2093176756","0,2199959464","0,2022748365","0,0386909424","0,0409791683","0,0307378751","0,0515290624"
102,"0,3638813079","0,3853091634","0,3606074849","0,3906163115","5,6514196173","7,4812338521","5,4732896764","7,7629774854","0,2074589678","0,2007546903","0,2120415669","0,194825782","0,0352569079","0,0374905992","0,0287074415","0,0461815734"
103,"0,3668328496","0,3908218603","0,3652529011","0,3934224054","5,8215059601","7,4785334615","5,6161623971","7,3441833886","0,2119905855","0,208445439","0,2166139568","0,2023431718","0,0380118518","0,0379371818","0,0296468478","0,0491681877"
104,"0,3608848984","0,3848597764","0,35852122","0,3897520218","5,1912104647","7,0132579842","5,2248668617","7,389296627","0,2147938652","0,207622888","0,2185983706","0,2026539637","0,0384303358","0,0440705195","0,0323204259","0,0521913172"
105,"0,3593101235","0,3846863594","0,3616835713","0,3818367309","5,1051747813","6,7970560871","5,2449021177","6,6014076475","0,2093528732","0,1976026832","0,2145055068","0,1910834104","0,0399955464","0,0450236387","0,0333600436","0,0537543132"
106,"0,3606325533","0,3864293951","0,3597186078","0,3882693261","5,1369313795","6,7566337935","5,1680862944","6,7590206396","0,2138582628","0,2082139845","0,2189704747","0,2014757823","0,0403409323","0,04236048","0,0314127366","0,0543824131"
107,"0,3563742984","0,3798870407","0,3575962308","0,3784438339","5,3320196555","6,7725036443","5,3758005598","6,4522460969","0,2124211522","0,2032427368","0,2167802049","0,197616766","0,0446105867","0,0490492417","0,0367894978","0,0594772776"
108,"0,3649780409","0,3884106673","0,3666686897","0,3866574906","5,7322820053","7,0815901851","5,8707161108","6,6587054494","0,2186078835","0,2157125059","0,2230247242","0,2098100784","0,0424552201","0,0461015676","0,0348933287","0,0562426449"
109,"0,3513611353","0,3742884871","0,3547443017","0,3698605968","5,1227690346","6,0558193675","5,1971205576","5,8675288207","0,2166336922","0,2077909543","0,2217899925","0,2010311406","0,0442734625","0,0536837803","0,0391165523","0,0604258545"
110,"0,3523149576","0,3718213215","0,3510201237","0,3752204325","4,7701383101","5,90445089","4,8007560066","5,9827676878","0,2215992958","0,2171730948","0,2252399395","0,2122442737","0,047423424","0,0554955675","0,0411941738","0,0639175892"
111,"0,356833489","0,3814492551","0,3589854559","0,3788359834","4,8921154433","6,3623490828","5,0966764609","6,1639112669","0,2193566503","0,2149067098","0,2230722558","0,2099070319","0,04796752","0,0574835243","0,0420467531","0,0653940131"
112,"0,3532001219","0,36989492","0,3509487823","0,3742054494","4,5204052027","5,621833864","4,5329466078","5,8090635079","0,2165722708","0,213096628","0,219767937","0,2087970853","0,0464161469","0,0568999239","0,0423024635","0,0623139327"
113,"0,3538451507","0,3747284286","0,35472056","0,3744414107","4,7678177461","5,6878289981","4,7560072265","5,7181442936","0,2257120984","0,2254814256","0,2295633062","0,2202201795","0,0440999536","0,0544497363","0,0394976854","0,0605002286"
114,"0,3494150032","0,367831676","0,3513463508","0,3660566728","4,7017924955","5,9922569874","4,9603762682","5,7471960645","0,2198827669","0,2133694658","0,2227909913","0,2094879825","0,0393845153","0,0492426715","0,0363807244","0,0531951181"
