Period,SIPA_missing_contributions,PAMI_missing_contributions,Obras_sociales_missing_contributions
49,10309.429152704775,2811.6624961928464,2811.662496192381
50,9360.569621920586,2552.8826241614297,2552.8826241614297
51,11825.75465227291,3225.205814257264,3225.205814256333
52,10254.224934983999,2796.606800450012,2796.606800450012
53,12608.983327619731,3438.8136348039843,3438.8136348035187
54,11904.314460709691,3246.631216556765,3246.631216555834
55,15050.698826853186,4104.7360436883755,4104.736043688841
56,15504.017353329808,4228.3683690908365,4228.368369090371
57,19178.539735946804,5230.510837075766,5230.510837076232
58,14218.364875990897,3877.735875270795,3877.7358752712607
59,16821.8021367006,4587.764219101518,4587.764219101518
60,14809.819527361542,4039.041689279955,4039.041689282283
61,1418335.7532541938,132925.51513518393,500700.23292948026
62,1638949.5446467586,153763.41442186013,574053.6678094957
63,1208118.6948512606,113929.12152665341,427477.6204973664
64,1346855.2207047045,126312.9117856198,473628.34487794153
65,2293329.344331173,210033.23106292775,795456.0842469195
66,2430748.837743234,222810.65237880778,842425.6326358765
67,1903951.060653448,174934.25565534597,663291.6207365626
68,1975251.6129222848,181255.3479774231,686847.0521000288
69,1522696.382179631,150612.18275576597,565689.3274773872
70,1654791.5774672963,164460.21447903616,616989.4881840991
71,1305410.9287816398,130300.31463067373,493902.9325157339
72,1512505.9412844926,151322.59566172538,572911.3300418817
73,1202703.4545759857,122501.63674070965,462146.9439028548
74,1421628.2355534583,145342.5819350453,544426.3482543128
75,1122193.480866354,116762.8267380721,437691.0880327122
76,1366454.3495964035,142140.80555616878,531191.4782054564
77,1046523.5233588666,111380.90270328987,416961.1198567869
78,1312720.5856486186,138788.38948139688,518875.3172450727
79,985114.7572936714,106662.03034666087,398491.9592982568
80,1274308.6798752062,135590.30999582633,504523.38587962
81,947859.468649216,103442.1854649731,384754.9663443584
82,1220964.185214825,129592.12596941972,486361.83284367435
83,880232.0857611746,96742.4660987258,362426.85784612596
84,1171459.2174798958,125705.31048264494,469078.53748736624
85,850734.3387562297,95327.75119852927,354734.6626359876
86,1165430.9498854578,126264.29299071897,467134.3480546102
87,813607.0887529328,93188.82128244499,342678.5851026112
88,1136966.5916055515,125903.2049017679,463227.09941159375
89,783779.5757618025,91235.53761375975,334754.8015612466
90,1113588.2996052466,124151.82723344164,455468.39284783695
91,747862.693447832,88213.88505883701,324668.2166778473
92,1089533.9719392695,122562.53899364918,449269.5171224717
93,726235.0866264291,87787.7679634844,319484.389491844
94,1064784.6775986925,121395.98466307763,442683.5409270143
95,694073.1272024773,85027.84710410936,309389.8100921633
96,1045962.8295368552,119903.8093857551,438245.21396175586
97,661746.2286411114,81712.58113950305,297920.84294456337
98,1034573.3586854227,118211.88736059889,432188.2211957257
99,649992.4156638645,82021.03392015584,295243.73116159067
100,1044523.8335537761,120349.41831290908,437291.2427221108
101,644085.6368977651,81839.10338887805,293696.5636359239
102,1033483.9341738261,120454.2052907208,437526.7113604285
103,638885.2235470861,83271.32227806887,298008.77848092746
104,1059484.0559102967,125177.11878287233,449573.7259597033
105,635472.4332395643,83890.80866609048,296479.01398989744
106,1061277.5814144947,126119.78761419188,451733.47816095315
107,636282.6677410044,83876.84896293376,295970.9822907401
108,1074078.1358386166,126563.56320796069,452809.1457285322
109,635502.5794545487,84630.75047340803,295827.921092039
110,1077984.4182749055,127693.33521060552,454064.83094544895
111,623624.3306360245,82446.6440898357,289519.8995188158
112,1082224.8428988606,127670.38135009538,454515.11433071084
113,618091.3077045828,82945.73892391473,287597.53212852776
114,1086894.8738913424,129562.04217303824,459163.92274855264
115,639260.1821194887,86533.94696909375,299120.29207216017
116,1112027.1079795212,134147.3791856505,471382.2026692778
117,630320.7678998038,87154.39197846223,298509.96531697735
118,1102112.5097169206,133887.63572429027,468288.2340042442
119,609807.3499188349,85437.33315526135,293488.8890952971
120,1086754.6178746372,131128.20135968179,464327.87465872057
121,592104.2227671854,84233.4635658618,288249.42939607985
122,1084389.195224695,133645.0940079568,467717.3485188391
123,591000.2785414681,84908.50180841424,290600.2888343893
124,1089282.8782423958,134835.67441358138,473700.10820044763
125,576494.4874871261,83855.21943328623,287812.9668658618
126,1096890.953695044,136145.18568402622,475505.5836904142
127,574440.1762030236,85630.21563703567,284819.18803437613
128,1093116.0664295629,137545.55213636067,470971.18628766574
129,578144.1106953211,86930.19296836294,285578.1059331633
130,1133435.955300592,142383.17851304822,483022.8035731781
131,570406.9674011283,88369.55747057684,281771.015257651
132,1135138.5155971572,144067.00716583896,484012.7437971458
133,569460.7465985119,88712.83555767778,282540.30108272843
134,1135657.3130876496,144566.8122645188,485931.03922014683
135,562766.2430544123,88003.50938611198,283796.18251092173
136,1135897.6994152293,144522.56382121705,487125.2224957254
137,552930.7266317382,88040.60785028338,276738.8219811581
138,1128225.120352082,144889.37341854442,479988.39792735875
139,546409.8540310934,88232.24203047715,274709.319697205
140,1131784.8425176814,146375.53216750547,483763.9852272365
141,548216.1636685804,89769.97845871001,278389.341119647
142,1151643.1774210557,150782.01498372853,495580.82478950545
143,537118.3057136536,90079.42594434321,274296.92542248406
144,1161134.210954234,152518.23621990997,498557.1248104833
145,554904.61652717,95182.91239083651,283250.51456351765
146,1177692.743043378,157636.10895685665,507438.3110681139
147,546806.4990828857,95214.09304657578,282645.05253634043
148,1177062.8311158195,157583.520717958,507279.5315286331
149,544028.3150527328,95510.8106674105,283376.7878563907
150,1196756.5574187636,163219.86194818374,518642.784190068
151,556590.4540612027,99641.09420088585,289570.21982324123
152,1195544.1451688856,164299.56205133907,520131.58680120856
