Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
49,999473,1179713,1010319,991855,865363,807519,671266,644422,543087,516295,423509
50,1005404,1177352,1009203,1008087,858846,809959,683405,640597,556282,506288,427695
51,998203,1194447,1013410,1009334,855600,816237,691927,640175,563286,507644,417309
52,987674,1204880,1020799,999723,855367,838138,692054,631587,580266,504050,429069
53,973792,1228502,1026810,992591,864367,839731,696372,635673,579509,505367,436447
54,964182,1250129,1011895,993004,883401,838417,699498,638364,584359,505085,438543
55,957440,1255347,1021629,996309,885384,836345,717387,642655,574249,505471,447170
56,950932,1275810,1024459,991439,886150,861393,717779,639313,574143,510312,450013
57,933540,1276709,1041685,983014,906160,852266,727009,634724,579497,513318,457703
58,959256,1256138,1066607,978340,917305,852643,735287,636450,579919,510919,461547
59,953765,1262503,1081770,966391,935977,844937,721544,660105,578967,503287,466166
60,946833,1261209,1100119,970685,926508,835336,750423,646005,593077,507533,462763
61,950251,1260436,1100453,974446,919784,846729,757347,640089,602124,517721,460633
62,941192,1259485,1103814,997041,926374,839982,769480,631262,614119,512922,468526
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
49,999473,1179713,1010319,991855,865363,807519,671266,644422,543087,516295,423509
50,1005404,1177352,1009203,1008087,858846,809959,683405,640597,556282,506288,427695
51,998203,1194447,1013410,1009334,855600,816237,691927,640175,563286,507644,417309
52,987674,1204880,1020799,999723,855367,838138,692054,631587,580266,504050,429069
53,973792,1228502,1026810,992591,864367,839731,696372,635673,579509,505367,436447
54,964182,1250129,1011895,993004,883401,838417,699498,638364,584359,505085,438543
55,957440,1255347,1021629,996309,885384,836345,717387,642655,574249,505471,447170
56,950932,1275810,1024459,991439,886150,861393,717779,639313,574143,510312,450013
57,933540,1276709,1041685,983014,906160,852266,727009,634724,579497,513318,457703
58,959256,1256138,1066607,978340,917305,852643,735287,636450,579919,510919,461547
59,953765,1262503,1081770,966391,935977,844937,721544,660105,578967,503287,466166
60,946833,1261209,1100119,970685,926508,835336,750423,646005,593077,507533,462763
61,950251,1260436,1100453,974446,919784,846729,757347,640089,602124,517721,460633
62,941192,1259485,1103814,997041,926374,839982,769480,631262,614119,512922,468526
63,952702,1257437,1123152,986747,941309,845833,773341,634346,610332,514678,474082
64,935093,1260104,1132418,970401,946602,860892,780083,633184,610713,513690,474195
