Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
49,901478,1124285,1031277,1030014,1028851,919037,740996,701617,676258,655790,478441
50,884030,1127493,1037233,1039573,1031356,916783,749685,699497,676562,649480,497998
51,865054,1140452,1043719,1029845,1039121,923613,762980,695385,677856,645377,507978
52,862192,1134536,1056696,1003035,1059221,936972,768762,687456,673828,650547,512102
53,863892,1149483,1043831,1011745,1058542,948127,762754,684666,677058,654491,523778
54,863494,1133148,1060297,1009179,1067540,949558,775946,678453,678885,657192,531012
55,859935,1135789,1061918,1015790,1068840,948859,782551,687022,678753,648245,545546
56,833338,1151253,1069989,1011799,1077150,942279,788555,708611,669742,643389,553095
57,826882,1137274,1085644,1007774,1082076,953097,787737,714316,666388,645950,567059
58,826999,1138207,1090868,1007473,1077056,956644,798783,720259,668390,644495,564092
59,825487,1133625,1098814,1008306,1077396,954713,807926,725362,671603,640678,578869
60,834002,1115573,1122558,992818,1087957,948978,822410,724013,672059,644255,581043
61,827732,1097617,1141351,991803,1082307,967570,822713,727291,667549,637447,597381
62,830342,1099223,1130337,1004242,1074163,979585,819686,734257,681616,623941,609669
63,838764,1102740,1118146,1022330,1061456,984716,838739,734944,676403,628388,612892
64,845379,1098511,1127153,1033340,1045606,1008848,829869,734706,685175,640705,606020
65,825964,1105151,1132528,1012222,1048828,1016133,850241,732426,680500,642306,616380
66,837475,1100997,1136493,1008851,1036611,1011390,868937,734519,685885,647362,614876
67,864690,1100145,1134839,1007740,1036310,1015053,884334,736663,674370,650052,628466
68,870102,1083925,1136670,1007598,1043018,1020406,903127,726367,679699,650660,636134
69,859896,1094909,1122836,1027815,1025073,1026809,909314,731180,691177,648415,631741
70,857858,1082240,1126286,1033693,1034632,1030120,907134,741246,687937,648539,624200
71,864187,1068827,1139245,1039988,1024595,1038484,913013,754269,684006,652772,617314
72,883469,1064541,1133429,1052865,998157,1058612,927367,758793,675199,650799,622931
73,895418,1055755,1148376,1040183,1006684,1057254,938945,752016,672081,653858,626960
74,887918,1061000,1131730,1056649,1003921,1066196,941446,763396,665931,658812,627261
75,887128,1061591,1134168,1058758,1010532,1067552,940110,769840,675339,659643,617559
76,897085,1046151,1150057,1066514,1009861,1072542,933531,774575,695735,649501,612216
77,899064,1037818,1135673,1082169,1005836,1077023,945228,775775,700944,644949,615469
78,891896,1035426,1135661,1085919,1005689,1071377,949023,788294,705528,649181,613811
79,881872,1044136,1131079,1095193,1006575,1071810,947739,797422,711071,654931,607468
80,854094,1065248,1112432,1119536,991398,1081556,940596,811500,710548,655904,612741
81,860830,1054476,1094476,1139012,989700,1075861,958360,812133,710606,650206,607291
82,848845,1059498,1096280,1127998,1002139,1068314,971433,808521,720470,664759,592262
83,825533,1074666,1099532,1116029,1020337,1055197,976354,827473,723143,658346,596954
84,829061,1064363,1095417,1122901,1031179,1039780,1000548,820390,721906,666474,609493
85,835933,1052073,1102057,1129034,1009278,1043681,1009762,839647,718833,662217,610970
86,845275,1054814,1097903,1133253,1006550,1032645,1004134,859061,721891,668020,616420
87,838824,1066476,1096351,1131599,1006122,1031741,1010059,869165,724715,655699,618454
88,827888,1084868,1079400,1133364,1006500,1039254,1015232,887671,713736,660408,619988
89,812718,1086270,1090090,1119530,1026506,1021309,1021889,893917,718518,672712,616355
90,822263,1084102,1077421,1123754,1031610,1030868,1025909,891027,728682,670032,618268
91,829235,1087462,1064253,1136118,1038827,1020313,1034608,897639,740169,665441,622344
92,820622,1110073,1059069,1129703,1051727,993796,1054615,912371,745200,661216,620094
93,829913,1109770,1050561,1144650,1039045,1002736,1053430,925083,739106,658565,627874
94,843278,1101590,1057451,1126359,1055511,1001971,1060336,926339,752684,650781,630201
95,842353,1102018,1058042,1129212,1057632,1008961,1060102,925725,759588,659951,631061
96,860227,1086837,1042602,1145101,1065388,1008290,1065240,920710,765921,678112,622675
97,861592,1089071,1034269,1132526,1079234,1004265,1070720,932011,764909,683608,615452
98,853404,1079498,1032257,1134159,1083197,1004049,1066121,933511,777535,687733,621187
99,872081,1063251,1040967,1129577,1092471,1004639,1064818,931962,787785,691299,625783
100,872112,1049861,1062079,1111525,1116814,989512,1073644,927594,800359,691057,625406
101,865093,1063858,1051307,1093569,1136213,982929,1070723,944350,801480,691337,623138
102,850136,1064312,1056698,1094694,1124990,995708,1064009,957471,796557,701045,637388
103,850481,1042308,1072400,1098522,1113021,1013906,1049795,963091,814167,703712,633740
104,847409,1043818,1062097,1094407,1121991,1024839,1034915,987327,805806,702674,644030
105,859219,1040256,1049807,1101047,1128264,1001287,1039070,996615,825031,701300,643041
106,860167,1049671,1052548,1096893,1133044,998179,1027886,991611,844502,705940,646573
107,852756,1053638,1064560,1095452,1131390,997631,1027243,998353,855301,709837,633986
108,851234,1046857,1083751,1078207,1133155,997738,1034756,1004070,873390,699773,637886
109,852990,1043377,1085153,1089033,1119321,1018266,1016500,1010005,878749,703970,648763
110,841833,1056062,1082985,1076364,1123545,1023549,1025077,1014764,875178,715049,644660
111,824365,1056355,1086345,1063546,1135909,1030725,1015275,1022668,880577,725785,642521
112,807889,1049456,1108839,1058009,1129393,1042889,989513,1040321,895021,730461,635892
113,800462,1049873,1108536,1049740,1144101,1030673,997630,1038629,912200,720647,633997
114,804298,1039280,1100356,1056630,1125810,1047421,996263,1044471,913075,730463,627184
115,780855,1051504,1100784,1057379,1128714,1051024,1001459,1047479,911386,736482,633608
116,779230,1067126,1085517,1041132,1144293,1058521,1000794,1051171,906599,744738,651427
117,777016,1067368,1087751,1032799,1131187,1072924,996154,1056760,917611,746178,657110
118,778154,1064850,1078178,1031904,1132449,1080126,993240,1051189,922186,757305,662587
119,779594,1066718,1061931,1040614,1127867,1088900,995762,1050748,920902,769617,664423
120,779839,1061928,1048241,1061726,1109916,1113142,981405,1058777,916116,779759,667274
121,773570,1062778,1062355,1050837,1090857,1132911,979212,1054624,933625,781766,667885
122,760148,1064104,1062809,1056228,1092663,1121680,991683,1049624,945249,776054,680064
123,756620,1067377,1040805,1071930,1096288,1111201,1008269,1038812,949159,793082,682196
124,744767,1070276,1042049,1061627,1092022,1120100,1018680,1022807,973832,784231,678927
125,727556,1084022,1038487,1049260,1098662,1126373,995427,1026825,982305,801288,680386
126,719229,1076005,1046379,1051828,1094397,1131158,993070,1015212,975734,822096,686338
127,723952,1051858,1050612,1063917,1092865,1129624,993080,1014826,981704,834585,688215
128,724816,1036208,1043831,1083108,1075487,1131553,993798,1026784,982168,853764,678361
129,727689,1021816,1040164,1084510,1086471,1116191,1013883,1008009,990298,859232,681428
130,720035,1002220,1052323,1082074,1074905,1119536,1018705,1017767,994873,856605,692240
131,710496,991926,1052616,1085434,1062087,1132115,1026076,1008481,1003164,861468,704488
132,699881,986481,1045717,1108398,1056656,1125415,1038687,980590,1020231,877390,706325
133,700317,982982,1047122,1108095,1048387,1140233,1026519,986874,1015849,890680,692921
134,694774,989790,1036529,1099915,1053422,1122682,1042257,985906,1023170,893920,706689
135,696341,974421,1048753,1100343,1054171,1125586,1045295,992586,1026126,890741,713823
136,692353,969545,1064375,1085076,1038455,1140466,1052311,992411,1032118,885598,719469
137,682968,971671,1064617,1087310,1030108,1128129,1067577,987749,1038057,895799,718490
138,681139,974532,1062099,1077737,1029346,1129780,1074783,984903,1033954,898969,734149
139,672974,973932,1063967,1061490,1038585,1124383,1083994,986707,1028902,897928,743661
140,678821,967784,1060409,1046277,1059744,1105790,1107870,972220,1037497,894614,753449
141,668251,952509,1061785,1060391,1048855,1086499,1127543,972234,1034954,909669,754249
142,670763,935030,1063111,1059652,1054123,1088423,1116762,984174,1029873,923131,751035
143,667815,922803,1066384,1037648,1069825,1091904,1106097,1000882,1017928,928127,765586
144,661937,910427,1069574,1038601,1059112,1085850,1114396,1012885,1001214,953908,758320
145,661178,896665,1083320,1036405,1045456,1092366,1118163,990859,1007411,960573,776257
146,672497,880609,1074740,1045628,1048197,1088448,1122430,987957,999152,951123,795268
147,678491,878244,1050593,1049861,1060286,1084322,1120917,987639,999770,954066,807711
148,672829,878660,1036046,1043133,1079209,1067129,1126150,983788,1007503,954235,823673
149,664143,883186,1021654,1038879,1082185,1076404,1112507,1001648,989319,961183,827139
150,666201,880615,1002058,1051038,1080017,1066496,1113830,1005533,999454,965954,821634
151,646522,888975,991764,1051331,1083082,1054027,1126126,1012297,990053,974599,826504
152,650473,881736,986319,1044240,1106737,1049320,1117523,1024917,964551,992115,841218
