period,Contributory_pensioners_share,Moratorium_pensioners_share,universal_pensioners_share,retirement_coverage_for_legal_age,retirement_coverage_65+,All_coverage_legal_age,All_coverage_65+,Contributory_retirement_coverage_legal_age,Contributory_retirement_coverage_65+,survivors_benefit_coverage_legal_age,survivors_benefit_coverage_65+,Moratorium_benefit_coverage_legal_age,Moratorium_benefit_coverage_65+,PUAM_coverage_legal_age,PUAM_coverage_65+,Mean_Contributory_retirement_pension,Mean_survivors_benefit,Mean_moratorium_pension,Mean_universal_pension,Mean_retirement_pension,Mean_pension_benefit,Median_pension_benefit,Median_pension_to_labour_income_ratio,Mean_pension_to_labour_income_ratio,Mean_family_benefit,Mean_child_benefits,Mean_Contributory_child_benefits,Mean_AUH_benefits,Child_benefit_coverage,Contributory_child_benefit_coverage,AUH_coverage,Gini_retirement_age,Gini_retirement_age_non_labour_income,Gini_65+,Gini_65+_non_labour_income,Gini_retirement_age_has_income,Gini_retirement_age_(has)_non_labour_income,Gini_65+_has_income,Gini_65+_(has)_non_labour_income,Total_SIPA_beneficiaries,Total_SIPA_benefits,Total_non_moratorium_beneficiaries,Total_non_moratorium_benefits,Total_PUAM_benefits
101,0.405659781275175,0.477726628912134,0.11661358981269,0.851418278867801,0.965961684213142,0.871450570459911,0.976659374042261,0.372125031780038,0.417832951618114,0.254310119598327,0.26652255709162,0.372319773704176,0.422008177541064,0.106973473383587,0.126120555053965,7225.81738360856,3993.98377343452,3804.48986760977,3419.84913570292,5147.53050288474,6257.32665208523,4297.10643341828,0.71479036289873,0.867608363688291,916.621835637065,903.30112313088,859.005392507848,1143.44724064891,0.829990178613449,0.664449589592571,0.165540589020878,0.367381565710048,0.37404712051147,0.305081711335225,0.298238752223064,0.3311927436869,0.314770813505771,0.299911778117593,0.286206528051946,4549142,5916442,2959440,3218623,487237
102,0.405985512735128,0.472370155410844,0.121644331854028,0.847910746881248,0.964437749672008,0.869227546808872,0.976192547207481,0.370593663743587,0.416948672197253,0.255519044673105,0.268501442699944,0.366277114465586,0.416335921563789,0.111039968672075,0.131153155910966,7266.96823258681,4040.48135213684,3815.86957068056,3435.91602110493,5170.74643476039,6296.09291593489,4316.42061180165,0.716195589811741,0.86977606575851,743.098566373175,725.054773390204,682.538083453799,969.495839107235,0.832906791118817,0.672600938129622,0.160305852989195,0.368358521928597,0.375623262259328,0.30612752931565,0.299256374595533,0.332693778862266,0.3164764311127,0.300676196612421,0.287356770601904,4551987,5920776,2958841,3220590,508131
103,0.408465501763746,0.465591844644141,0.125942653592113,0.848384134256249,0.963498972744656,0.86999812922478,0.976331636099066,0.37273342935774,0.418634620033702,0.255205355737284,0.269473084933734,0.360725363656463,0.409450595016816,0.114925341242047,0.135413757694139,7309.88271536681,4090.92286081832,3820.91773340366,3458.85069862543,5200.43988225918,6336.7200620524,4345.32308793722,0.71355266933131,0.869652757873312,745.381118124596,731.058573594263,687.742786028604,976.801201132712,0.841945604317436,0.677684240804887,0.164261363512549,0.368529172461666,0.375316296569635,0.306318896591121,0.299179718642552,0.33339545023564,0.316792825155358,0.300926252198871,0.287383052511605,4562258,5927740,2970516,3230438,527086
104,0.408223871774722,0.459034410957056,0.132741717268221,0.847388343800118,0.962720302667959,0.869117064188478,0.976292674129093,0.371288791450896,0.416987422630095,0.254950564018381,0.269865004832355,0.355367975419706,0.403346781732933,0.120731576929515,0.142386098304931,7345.29429379119,4130.24747625146,3835.23851616358,3477.92334791525,5220.69644681269,6363.01749129221,4368.10276249456,0.715894876594837,0.871311744765096,763.742065316569,731.514984632142,689.063232159251,977.652661619967,0.84946325016457,0.68850961698619,0.160953633178379,0.368733188143152,0.37625732020063,0.30766362576259,0.299599253178649,0.332000254043596,0.316601339594373,0.302006596603274,0.287921012819885,4593352,5960769,2977252,3239736,558954
105,0.411651741144984,0.452524945183039,0.135823313671977,0.845572017861086,0.961155018062837,0.86728017967627,0.975439306030271,0.373140794813171,0.419567160911291,0.255143826076945,0.271103971796837,0.349314485883745,0.396343187817012,0.12311673716417,0.145244669334533,7378.816424169,4179.30133954616,3844.92626522793,3497.58241164245,5252.48090899357,6410.75536101363,4391.53705341395,0.713577239827762,0.873852251341843,954.634006959457,919.988853629958,869.848220740448,1214.11521002418,0.851275207243776,0.676439397034448,0.174835810209328,0.371145818581316,0.377389108956661,0.308791454085231,0.300861174935153,0.335902075523307,0.317669484414639,0.303915789739824,0.288591792560988,4604339,5974501,2989569,3254414,573168
106,0.411387249766338,0.447702355678599,0.140910394555063,0.848493684043054,0.961463479298308,0.870438770762529,0.976131854535814,0.373574687991748,0.418464179980684,0.255855891447087,0.271375168069083,0.346960347088313,0.392518984704924,0.127958648962993,0.150480314612699,7402.5271227684,4228.02033910452,3858.51052008415,3518.26931378021,5268.53024076448,6435.19977332403,4416.80448013747,0.718407457556975,0.873521641572178,773.135081291404,743.830866806076,697.09156562513,1010.53801909521,0.850563584051781,0.680327992811531,0.17023559124025,0.370313676784024,0.376105223945973,0.309520381407434,0.301357776198824,0.335661137867082,0.319033438838123,0.304441770571383,0.28953336395821,4621157,5988141,2990121,3259618,595966
107,0.412264275197682,0.441723231211399,0.14601249359092,0.847939954298217,0.960109048460367,0.87015916717405,0.97565523394082,0.373815629668411,0.419030742619315,0.253681147428235,0.269085607094304,0.341729267587882,0.38576330669917,0.132395057041924,0.155314999141883,7445.54699352364,4267.70143356638,3869.25085124806,3535.38170514298,5294.88092167969,6461.74094558243,4437.86692434807,0.718935495946752,0.874094165511594,776.780632876886,748.123359870542,702.533555747097,1000.29705620114,0.836885733736278,0.669252767232241,0.167681955289885,0.368830676893198,0.376569992023496,0.30812482223417,0.302187261557446,0.334237872122874,0.319303989269201,0.302618872296166,0.290520523206665,4647259,6008315,3000747,3271539,620813
108,0.413106366128884,0.436791450774771,0.150102183096345,0.846777125135735,0.959673703529728,0.869849727277492,0.975848230027299,0.373712703714259,0.418645049795473,0.254501040787098,0.270884880442272,0.337275924129602,0.381574491361018,0.135788497291874,0.159454162373237,7480.54971679578,4333.24491092004,3872.96871923666,3556.09255214409,5315.71959120213,6508.59381464765,4463.34237220873,0.714029111929582,0.871150424950615,770.456343890376,746.282422781524,703.596430358096,1003.22564412301,0.844274985804222,0.688156330615723,0.156118655188499,0.367245907371292,0.376972089634369,0.309610765274836,0.303688332964895,0.33202388492638,0.319463311814356,0.303947172368471,0.291754684924969,4655147,6018376,2998834,3275043,639876
109,0.415381450912586,0.4315968500075,0.153021699079914,0.844783145273547,0.958091540712756,0.867956410423073,0.974298203589841,0.374605893262178,0.418973387711333,0.254271758279513,0.272322326173674,0.332176794488794,0.376797341005166,0.138000457522574,0.162320811996257,7525.7901798406,4371.16374164657,3885.23498433011,3571.94447111015,5349.51383693007,6551.49253185482,4482.87155266522,0.714000355308491,0.872908674173202,967.5831487449,933.69752375586,887.764895019254,1210.1856488002,0.848750649763082,0.69020590181365,0.158544747949432,0.370529840269218,0.378255372166019,0.312082406021488,0.306313246223541,0.333529519205133,0.319456551744069,0.306154061101102,0.293320527892796,4670666,6036089,3014956,3295506,653924
110,0.41568822541491,0.427630803786839,0.156680970798251,0.842805112692069,0.956799215989807,0.866776553799224,0.973062772564496,0.373458308943725,0.418000194615971,0.254714466729213,0.271934470375908,0.328583109179965,0.372852755685399,0.140763694568379,0.165946265688437,7529.92611899522,4412.86835654313,3899.35835482956,3587.92460306986,5359.74688339911,6572.96236941424,4502.51903681086,0.713097176627427,0.873529761609921,783.886957882643,752.761266675001,709.915236730003,982.056178903217,0.847037634360393,0.684097436344142,0.162940198016251,0.372282831783537,0.37983401329892,0.313489015013578,0.307643345836407,0.337331359525047,0.322328922264599,0.307751822590568,0.2941453752202,4676198,6039570,3013336,3297666,670211
111,0.417453184693796,0.42360655109225,0.158940264213954,0.840737863939487,0.954328882975258,0.865769244213147,0.972213804730422,0.373777414700808,0.417955941257642,0.253845430933781,0.271831710923481,0.324649207576141,0.368591711397273,0.142311241662538,0.167781230320343,7607.05489694033,4453.81943781933,3913.87645831478,3607.76425899543,5406.95200532254,6620.58137794199,4525.95837272663,0.717639915635924,0.88028671200073,787.171345315611,752.089914548426,706.835888367919,1030.69415283951,0.853298658351092,0.695798949315932,0.157499709035161,0.36918774756909,0.381053441642745,0.314188934362846,0.309435319155693,0.335542962514401,0.324173446016716,0.308495517744761,0.295604873899827,4682508,6036751,3021037,3303417,679918
112,0.420230531687611,0.417715767770345,0.162053700542043,0.838680052384687,0.952886242880061,0.864067438313451,0.971151308204426,0.374952577623381,0.41949550848996,0.252270603162685,0.270784824534291,0.319134333259594,0.362953259840356,0.144593141501712,0.170437474549745,7645.64197958405,4488.37690743386,3926.53980216178,3627.8572903739,5441.01748125808,6655.60096783947,4550.84207875936,0.718926869607563,0.881948728900034,790.655976970268,755.353157278255,709.232905745476,1048.72908160544,0.852766376563078,0.696780045030123,0.155986331532955,0.371508415437363,0.381914950814518,0.313657007270939,0.310000143871974,0.336115828968242,0.324639571437258,0.30760844498164,0.295506333041793,4696120,6043781,3027527,3312801,694802
113,0.420692052232581,0.41160803428961,0.167699913477809,0.839849286569705,0.953255312704227,0.86493363191264,0.97125115779406,0.375217213962039,0.419568253603406,0.252055112591177,0.270163147914218,0.31505973345154,0.357700901009704,0.149572339156126,0.175986158091118,7670.71085357344,4526.32828339967,3934.94500865035,3646.38983173488,5458.16133040913,6677.82705290459,4573.51573351703,0.715154251439449,0.881527169972048,982.158573588721,958.956570903626,921.347852680889,1237.46511489334,0.854505128297196,0.717620659013766,0.136884469283429,0.371798642808318,0.381221759024913,0.315345119438321,0.310367245757359,0.336167320348845,0.323538507786156,0.309195756864261,0.295908937605652,4723896,6072211,3041865,3328227,722766
114,0.422781080710543,0.405445932977123,0.171772986312334,0.838565730221548,0.952981224764354,0.86382436224432,0.971076755675389,0.376174780559955,0.421243430147781,0.251021319858876,0.269675583554785,0.309553776050199,0.351747321645453,0.152837173611394,0.17999047297112,7691.79685539031,4587.57279142547,3941.10369338672,3663.33507431817,5479.11265663099,6714.05723937572,4594.40339722059,0.723204339739426,0.884848097625163,798.180937169481,769.807982950232,727.688151482083,1048.18282298661,0.857930596277208,0.706958660608105,0.150971935669104,0.373018386354416,0.38318760891057,0.317434545814056,0.311456831092464,0.337619998859981,0.324906574416213,0.311140896075597,0.296851801161031,4731965,6076059,3046746,3336363,741724
115,0.423546897812619,0.399912634915712,0.176540467271669,0.837502146144336,0.950768660541739,0.863279234788395,0.969285871447848,0.376053044902462,0.420740037754028,0.25004005453153,0.267550646573278,0.304704758150534,0.345657816826208,0.156744343091341,0.184370805961502,7733.66129167706,4631.38241607857,3939.30671770799,3679.21555121669,5500.47721064811,6742.25822019077,4613.89285354701,0.721222224329622,0.884106618892057,804.216371725514,769.118850244919,729.199742995661,1028.34171686119,0.843361476181314,0.699396260526732,0.143965215654582,0.375835657147692,0.384176078211951,0.317288722618101,0.312404799310087,0.338190225007431,0.325837874218816,0.310063284629894,0.296692161332113,4747331,6087744,3047221,3339217,765045
116,0.426743923095699,0.394785352074313,0.178470724829988,0.837005162809009,0.951334106296266,0.863632283976934,0.970557853102265,0.378391879845871,0.423302981356336,0.249250668554189,0.266811643293072,0.30036410960413,0.341530538726957,0.158249173359008,0.186500586212973,7751.20781680798,4685.01864122542,3949.95033993191,3693.0921821942,5526.27220672092,6776.62820714042,4631.10577238278,0.722184486261187,0.884998382251054,827.482723451818,780.412266132486,739.79877106349,1067.68523603594,0.860999387151614,0.714492361609295,0.146507025542319,0.375824401787552,0.383280784285805,0.317583014757704,0.311805291576261,0.339488216883365,0.324730282475809,0.310018138213292,0.297375803554078,4761078,6096061,3058478,3353403,775796
117,0.428877979689638,0.388447249667109,0.182674770643253,0.835575439504227,0.950070494247646,0.863009458708283,0.969813181290194,0.378809667534278,0.424168603616994,0.247918926282966,0.264649850714553,0.295416921221426,0.335594163243428,0.161348850748523,0.190307727387224,7770.89952444419,4731.7545026411,3958.04529522714,3701.12596691309,5546.36183453125,6798.37150699584,4650.49228414649,0.720909732169808,0.882898293634725,992.104075937118,956.193882148462,912.827819076107,1287.25100796403,0.862497457396121,0.72387428415764,0.138623173238482,0.376031095163109,0.383996880901203,0.317297312389667,0.312659802048164,0.339588391404965,0.325798979047448,0.310178369834267,0.29763477029394,4781323,6106067,3065070,3359783,797063
118,0.42957562813531,0.382263767272608,0.188160604592083,0.83471563671079,0.950511297033455,0.862446425430679,0.9711361158481,0.378529763694342,0.423469092428411,0.245648933982285,0.263467386874236,0.290384126995626,0.330782227649082,0.165801746020822,0.196259976955962,7809.74789469798,4789.33468996939,3958.46907363264,3715.47489982233,5567.1626616595,6818.63694268487,4667.77417140942,0.719136052136137,0.882978794964739,821.990311178635,775.421355807804,740.900522509463,1029.51271388524,0.86000409431637,0.730803623683404,0.129200470632966,0.377894372637363,0.385364488137074,0.318311964554434,0.312258711597551,0.34050681885344,0.326523626295701,0.310877970971075,0.298262061534258,4802294,6116032,3068286,3361802,823909
119,0.429631681872238,0.376970891432064,0.193397426695699,0.833331929067736,0.949867247467886,0.862086072654295,0.970960413237602,0.377662387267564,0.422361463402837,0.245505748260917,0.264016784813812,0.285665938855869,0.32657834201358,0.170003602944304,0.200927442051469,7814.53343410683,4866.46347555474,3962.88559436374,3728.44060723679,5572.33447652007,6840.96376464692,4687.26782518621,0.71663021996138,0.880719678416215,815.350563770426,777.391423985247,742.484110546655,1053.68203608857,0.870611550503449,0.743387960221905,0.127223590281544,0.377686286651819,0.385774937120124,0.318158989620474,0.313869931265349,0.340389426457563,0.327219205950672,0.310815691995071,0.29974486127882,4817485,6125785,3074978,3368623,847436
