Period,0,[1;5[,[5;10[,[10;15[,15,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[,[70;75[,[75;80[,[80;85[,[85;90[,[90;95[,100+
107,158557,690806,876077,938456,236123,916933,1124011,1127126,1218085,1171674,939378,966072,835825,731531,598686,541543,397804,325808,204479,85000,41510,15518
108,164490,675580,864117,959989,205318,925626,1119662,1128928,1228968,1157355,961306,964199,824810,756015,598214,532955,403056,329383,206743,84195,41971,16560
109,152593,678804,854226,960183,195174,915329,1119451,1131541,1229002,1153073,983545,972434,825630,754350,609549,524147,413204,326226,210656,89054,41230,18062
110,152533,674290,857474,943082,195064,921592,1114093,1132932,1217047,1169059,988445,970129,817266,770371,613231,523816,419702,326116,212164,90307,41839,16100
111,157034,676731,857473,927975,200888,916092,1117843,1135230,1210431,1167075,994864,968725,823052,775091,617699,522536,429928,323181,212217,94533,40148,12157
112,156306,677666,850548,928240,206893,899253,1118168,1111769,1221766,1187705,999975,963848,823781,773038,625911,530724,436053,318834,207986,94417,38754,14570
113,165471,654287,870407,915303,204870,892234,1119046,1112302,1208143,1202897,1007461,947310,835077,788459,618926,526952,443127,325689,209201,98136,37374,15723
114,172291,644944,866558,918687,196493,888811,1120866,1105273,1195527,1235881,998097,960285,837500,779990,626742,531762,442669,322230,216402,98521,40527,14905
115,170661,652324,865069,920425,180499,881540,1131133,1101888,1180721,1248956,1003426,958193,841090,792558,625450,541375,446399,321340,221489,95324,41105,15283
116,178600,651876,866204,911822,181890,871269,1144019,1088910,1166880,1263180,1001110,961268,846878,799458,643242,537689,441438,321235,223995,96956,40578,14662
117,174716,645991,873040,908573,176787,865526,1152734,1083844,1165660,1248530,1022597,960120,859054,792956,644297,540904,435716,328630,227399,97101,44452,13170
118,166963,640439,876462,895807,189485,845499,1172949,1076088,1161999,1230076,1064667,954438,865381,776371,662758,534577,450245,326923,222815,101464,46047,13801
119,166020,646352,872955,881791,205895,833727,1153040,1087393,1165061,1232080,1080841,949228,865781,782870,659333,544584,446346,333955,224569,106060,44290,15695
120,157606,651360,869836,876934,208886,826197,1148075,1089946,1154597,1250906,1080600,936785,886388,775298,671062,544535,451939,335498,222692,106563,46005,14102
121,164086,649586,862090,879972,210573,814173,1151848,1100043,1141729,1254458,1081522,934608,891131,780946,683986,543472,452807,338415,218669,109742,46884,14328
122,165968,647731,855613,895138,180927,827459,1126956,1118651,1132972,1252224,1097541,928857,900440,801858,674839,545420,454960,341508,222052,110556,44722,14618
123,164425,650294,846072,897331,173258,822750,1122733,1126403,1134738,1248083,1104903,939047,892970,802599,695518,541332,459112,340290,226468,112823,45765,13939
124,161256,654892,846074,886123,168424,802534,1141242,1116875,1133408,1246674,1119912,938368,900418,809504,692568,536888,469175,337474,226296,116915,42712,16782
125,151566,655924,852595,881255,165737,786951,1153380,1114320,1132965,1227754,1143039,929441,915332,805643,693059,547948,472326,337277,221041,126919,42558,14861
126,156063,657066,848013,875854,183388,761100,1156049,1113968,1137086,1214626,1154131,925813,935952,805035,683096,559543,476334,328776,229174,128308,44701,15495
127,154703,656267,849121,875978,176619,760381,1147594,1119994,1123594,1215405,1164394,928862,941333,803796,698035,553537,481345,328036,228430,125400,45325,17014
128,162182,651678,839828,864018,192599,765934,1125713,1115311,1125262,1226375,1150971,950498,940539,792021,720535,552735,474016,335807,227296,123660,47488,16945
129,169826,655164,831045,854127,200919,757808,1104686,1114938,1128440,1225859,1146586,972715,952041,791781,716404,566177,468567,340583,227810,126571,47661,18032
130,166669,660483,826604,857474,192103,749207,1112079,1108340,1130013,1213419,1164099,974547,950276,783016,731931,573598,461967,346569,227948,121858,48621,17331
131,160773,652306,833470,857473,190895,735895,1113754,1113625,1130776,1207130,1160100,981310,953201,791469,738381,579608,458361,353317,225172,122153,52079,17860
132,151571,656088,833605,850548,175632,751145,1101914,1113950,1106542,1218214,1179646,985961,949561,792796,738160,587942,463115,357600,225787,123429,49405,19177
133,157764,657771,819391,870407,160478,753362,1093518,1114742,1105229,1204987,1193807,993377,934068,803949,756413,579931,460417,366742,230714,124266,51051,19725
134,156804,654602,816948,866558,172685,745408,1081051,1117468,1098273,1191438,1226914,984854,944580,805937,750955,587677,465839,361185,231620,128344,51180,18854
135,174126,643080,821598,865069,173310,746172,1058496,1127735,1094697,1176523,1240030,989778,941051,811965,761689,582249,474373,365383,230644,131121,49004,17908
136,186909,630067,829089,866204,165833,745046,1049659,1139777,1083247,1162164,1254261,988603,942894,821175,761872,599027,471016,360233,231296,131710,50028,17425
137,176872,640819,820707,873040,170418,737212,1038702,1148603,1078284,1160842,1242456,1009350,940439,831526,755385,601726,479287,358623,235480,131727,50943,19510
138,175792,643068,807239,876462,166605,728754,1030668,1167709,1070684,1157154,1224565,1050746,934731,835867,739495,619957,473832,373567,232846,128226,53768,19091
139,168801,649811,812081,872853,167360,714082,1035306,1147684,1080022,1159029,1225452,1066133,929570,838619,748956,614664,484571,371284,234031,132231,53232,19278
140,163016,658266,807077,869734,174097,702363,1030926,1142598,1083288,1147718,1245558,1067018,918266,859433,738613,625143,487664,375205,237567,132296,48009,21219
141,162890,652430,811783,861988,182071,697212,1020589,1145780,1093223,1134850,1247497,1064926,915356,864967,745883,637089,483608,372053,240995,127648,54192,22667
142,159307,654488,811904,855511,180357,714092,1004523,1119042,1113651,1124273,1244088,1081714,909867,872439,764953,628742,487891,372061,241009,130962,54335,22312
143,157866,655791,812916,845970,188798,707844,992355,1115058,1120954,1127755,1239477,1091605,918173,864686,768326,646781,483619,373227,242485,132044,54820,21398
144,171864,660403,814105,845972,177613,707624,967127,1134838,1110661,1126490,1238722,1104058,919460,871504,774716,645405,481224,375554,243825,130809,59502,21160
145,171773,663834,805584,852493,167020,713349,948943,1147017,1108771,1123059,1219888,1126876,912336,888910,766197,645444,493990,379910,242117,129240,64075,21313
146,180952,657714,810976,847911,164104,710864,940743,1149462,1108173,1127180,1207214,1138646,907145,914003,763355,637346,506506,382447,241689,131404,65414,21449
147,171574,661125,807133,849019,155266,719826,933255,1142491,1113983,1114905,1207521,1147247,910035,920785,762638,653843,499777,385817,240948,134941,62353,27196
148,167260,671854,809137,839726,170494,692978,954448,1121236,1107617,1114217,1218813,1136999,926628,919238,753283,674683,497608,378306,245218,140294,60202,28433
149,174037,667741,820076,831045,173689,679790,954384,1101053,1109287,1113420,1218166,1131862,946297,929341,752202,671163,512623,374904,248839,141834,61684,30088
150,167541,672279,824044,826260,173621,683205,936647,1108446,1102921,1117325,1203207,1148089,950452,925992,747447,683604,520910,375011,251625,142464,63104,29874
151,170432,672296,809792,833126,172288,684290,922385,1109831,1109852,1115649,1198349,1142804,956774,927806,752041,688405,520361,370195,258315,142001,58649,30995
152,165994,687722,804604,833261,162060,687476,925012,1100609,1107635,1091051,1208684,1163567,963758,920389,752720,689536,525769,374635,264409,140611,59078,30007
Period,0,[1;5[,[5;10[,[10;15[,15,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[,[70;75[,[75;80[,[80;85[,[85;90[,[90;95[,100+
49,195587,917628,1127523,1139748,251166,993475,1173238,1007284,1009891,854687,814998,672116,633455,550174,513030,422931,269992,197564,134033,65172,22266,3321
50,195475,923708,1121482,1140328,254485,979552,1188805,1011894,1006565,846040,834158,677736,629982,553867,518553,427891,274878,194272,135216,65433,24548,3543
51,201159,917978,1126435,1142745,237429,989885,1186417,1016774,1007311,854067,838291,683190,622704,570728,512820,431197,279272,190959,137970,64602,23207,3183
52,207659,902264,1126991,1119051,249723,988337,1207683,1020503,1000973,856003,837851,690440,633289,576275,507327,428536,286449,187668,135255,66326,22263,5407
53,207517,895686,1127869,1119052,237207,986562,1224073,1025569,988832,869255,852787,684204,628303,580875,509985,428759,295235,189853,133883,72347,22197,5639
54,199091,892465,1129104,1112077,246677,964767,1256464,1013769,1000968,873193,845676,692110,631790,579555,503292,434345,299525,188501,139582,71797,22345,5049
55,183654,885239,1138000,1109955,254897,941849,1267039,1019187,995772,880938,858437,690500,641399,583169,502131,443915,297591,188977,134738,76361,21739,5277
56,183329,875555,1149965,1097898,232413,951067,1281367,1017215,995981,888734,860158,712835,636681,573707,510870,443532,301880,191585,129776,77252,22990,5277
57,177870,869812,1158139,1093389,226674,954853,1264722,1037230,996388,900892,853958,710689,647073,568692,514247,451452,304124,194062,128590,80822,25027,5277
58,191960,850153,1178795,1085789,216038,961947,1244834,1079953,989794,906248,835960,732291,639178,585538,501988,456462,310554,193070,130437,72949,28844,4044
59,207254,836726,1160541,1096081,220908,959571,1247225,1094577,985425,905015,841470,734485,646707,584504,506657,454259,319436,189325,134989,72701,26495,5672
60,209785,829355,1155670,1096846,223413,947510,1266264,1095674,970778,927569,835740,748023,640260,588059,509317,453796,326108,188061,133556,73784,27486,6581
61,211484,815975,1160388,1106622,213322,943231,1269235,1097148,968170,936524,839603,762830,638965,587768,514255,451610,332007,189697,124851,84370,25289,7314
62,182118,829555,1135496,1124858,211684,934315,1269046,1111172,962915,945260,857890,758175,637280,593382,515418,455483,330461,191459,124017,88679,24847,7410
63,173977,824801,1131273,1132113,209120,939131,1264660,1118702,969348,943033,858326,776031,634993,598635,511446,463202,331293,192880,125498,86899,24128,7741
64,170289,804383,1149984,1124042,212303,932837,1262458,1133376,969712,950511,859745,780126,627026,609555,515910,464414,339237,187008,127681,85722,24493,7373
65,167830,788800,1162122,1123825,218766,925420,1243833,1156355,958231,965595,859787,779819,637450,613781,518678,461470,341297,198543,130310,84351,26768,7435
66,183976,762655,1164799,1123163,220174,927291,1230592,1169180,954406,986524,858169,769368,651905,613595,516342,467126,351328,205210,132816,82741,26723,6175
67,177108,761936,1156465,1130356,212688,920994,1230497,1181218,951241,996591,857082,783782,645691,625014,503607,481057,353686,208355,136695,83793,27518,6253
68,192986,767489,1133282,1127309,218753,915322,1241868,1170072,972670,997638,843994,807795,645708,620252,513768,476621,366410,210258,137976,86172,26931,7184
69,201147,759363,1112707,1127264,240988,895437,1238638,1168937,993871,1004534,847000,803925,659365,612512,520123,473726,370171,214074,138735,82626,30100,7622
70,192287,750979,1118772,1121128,243126,893879,1227664,1184639,998671,1002276,837747,819914,665240,605648,523947,477734,376244,221332,134183,82972,30826,7757
71,191800,737667,1118866,1126110,242503,896919,1220941,1182602,1005983,1003428,846494,823889,670370,596600,538824,472734,378457,223650,133449,83116,30925,8125
72,176162,752608,1109744,1126666,231431,884297,1231687,1203546,1010275,996188,848234,822942,678451,605382,547707,465990,372023,229092,132317,77587,34984,5583
73,161199,754726,1101143,1127544,216511,899750,1218559,1217755,1015732,982112,861146,839582,672320,600493,553053,470577,369826,235858,133218,79180,36708,4972
74,173320,746002,1089545,1128779,218426,890860,1206341,1251566,1006324,995115,864526,832950,681805,603120,549206,468043,377696,238543,133949,79334,35862,4327
75,175965,747197,1066990,1137675,222107,885057,1191643,1261686,1013452,988476,873884,842897,679242,613538,551731,471349,384419,234903,132711,75565,39839,4719
76,168595,746071,1058110,1149640,211260,883847,1178297,1276028,1011696,989719,882102,845637,700387,611099,540961,479657,389599,233985,134502,76085,38421,4318
77,173284,738237,1047264,1157909,201011,889516,1176876,1261063,1031299,988874,894028,838247,699947,618274,537366,483203,397175,238886,138195,74451,40693,4397
78,161151,729633,1039494,1178565,188829,892858,1173233,1241092,1074207,983941,899970,820561,721889,611380,556101,471222,398050,245061,139476,75305,40057,6142
79,157783,714530,1042477,1160243,206294,885866,1175927,1241959,1090612,976274,899501,828385,721522,619795,555429,473821,397061,250417,135869,79809,38456,6550
80,164347,702936,1038097,1155372,222542,872274,1164713,1261270,1091818,961424,923243,824708,732386,615443,559677,476357,397522,254245,136767,78404,36773,7737
81,169953,698104,1026340,1160090,229184,875293,1151163,1263747,1093158,960166,930974,828652,745508,613480,558663,478387,395953,257613,135634,74317,40372,6168
82,168925,708826,1010274,1135198,253382,869477,1140463,1263682,1108572,955296,940028,847062,739937,612959,561126,481084,398165,254201,136806,71957,41662,6354
83,177744,698420,997246,1130911,247043,881643,1143645,1258875,1116294,961832,937612,847514,757575,611479,565334,478145,407355,257822,138632,68709,39913,6571
84,173896,698356,971994,1149622,239499,876710,1142180,1256398,1130968,962971,945119,850735,760488,601613,577575,483198,404595,265069,132599,70531,37330,7510
85,168308,701974,954086,1161046,235969,879225,1140995,1238058,1153748,953310,957430,851508,758024,613379,576166,485423,397858,269823,139469,72174,36947,8151
86,174852,692757,945592,1163791,218411,896215,1144242,1226321,1164930,949330,978523,850054,747546,628124,574842,480746,404318,282769,138734,73867,36909,9321
87,168023,697542,938104,1155457,210863,914650,1127386,1225491,1175205,947732,986081,849965,760579,622648,586433,467369,415753,286924,141968,77628,35889,8537
88,174638,678859,959637,1132274,220896,898215,1127779,1236981,1163313,968973,987326,838873,783334,624321,577982,476417,414752,292623,142671,76772,35114,8897
89,186680,668858,959287,1111699,243465,879393,1126196,1235457,1160118,989027,992368,841702,781129,634332,572466,481968,416077,297526,146727,76792,34703,9940
90,189180,674902,942186,1117764,240035,876748,1126449,1225591,1175229,993827,990849,826739,797937,639508,571528,487159,417791,301135,150507,77756,32269,11686
91,192786,674398,927666,1118088,238257,883508,1127063,1219125,1173043,1001193,991719,835395,803326,643854,567567,499846,408794,303540,156660,77646,34143,10592
92,187817,677172,927344,1108966,230661,891533,1102841,1228637,1194341,1006623,984783,837447,799693,656315,573640,509019,404186,301297,157155,78653,36031,10173
93,184179,695358,914010,1100365,216664,906523,1103046,1215614,1211402,1011076,970088,850713,815796,649134,571699,508149,411531,300360,160204,80856,35167,12069
94,187738,691445,917394,1088767,226077,898345,1097403,1202064,1245368,1002963,981642,853836,807842,658744,574691,504456,409440,308558,166970,81331,37334,11657
95,190652,693606,919484,1065860,233672,899892,1095162,1186879,1255840,1010156,973933,862697,822659,651514,584705,506353,410426,314778,165294,80081,33116,14353
96,189796,699100,910810,1055838,233763,912216,1082184,1174013,1269645,1007961,976511,870335,824186,672784,577967,495093,419334,319871,163960,81492,33000,14353
97,191843,708237,907665,1044647,230905,923900,1076950,1172592,1255618,1027481,976607,881980,818762,673963,584459,492252,420996,324912,165948,83020,28111,16499
98,188932,717650,888741,1036877,239065,936616,1068829,1168955,1236353,1067851,972829,887700,801740,692834,578077,507310,410653,326628,172096,85411,29610,15681
99,185249,726596,870666,1039860,229937,928490,1078807,1171250,1239026,1084513,968522,888054,808125,692744,589054,506067,414253,327043,176416,82073,31456,14121
100,195838,724670,865768,1035480,228899,924657,1082886,1158038,1258238,1084493,954645,910543,805195,704611,583716,505284,416777,332226,181696,79462,33750,13968
101,183791,729640,866699,1023787,231433,926841,1090342,1145767,1261000,1085964,952995,919658,809401,718420,580521,505252,420251,329351,185234,83760,32366,15143
102,179087,737905,875133,1007721,210083,923299,1109524,1133942,1260935,1101199,947365,928033,827034,712624,576950,507196,421539,332427,184667,84370,32518,15422
103,181690,732466,873546,996083,216569,911384,1115662,1137724,1255857,1109178,953706,926399,826260,727723,579067,513400,414320,334212,187226,84382,33162,13733
104,162182,744073,870843,970831,232527,914219,1104687,1136176,1253695,1121970,954748,933927,828709,730521,568863,524567,418348,329380,196198,80290,32790,15095
105,160614,743025,869162,953741,235237,922254,1104470,1135222,1234231,1144189,945493,946754,827345,729824,580223,523786,419719,322892,200432,85805,33019,16005
106,159952,741919,867033,944703,245316,914285,1104432,1137680,1222613,1155454,942607,965447,824477,721712,592935,527753,411134,327854,205586,85434,32461,16713
107,150092,745576,865321,937215,234943,916268,1114377,1120824,1220705,1167525,940968,974306,825243,736715,583217,538865,398253,336385,211523,86270,34032,16395
108,153783,731602,852832,958593,204138,923890,1111670,1121095,1231370,1155607,962318,975141,815454,757204,582545,529585,405650,338531,219681,83508,33963,14541
109,157623,716558,855467,958787,195174,912373,1115416,1119764,1228859,1152505,986256,981360,819336,756078,593755,518585,415082,339217,219641,88135,34870,12767
110,153741,713167,863430,941686,195064,918443,1109326,1120339,1219120,1166655,989024,980191,809971,773486,599979,514392,419246,340131,215516,93246,33931,13120
111,160784,701853,866636,927321,200733,912767,1114539,1122491,1214117,1163092,996524,981503,820915,774899,604585,513016,432529,332668,216669,96322,33484,13220
112,169310,696027,864582,926910,207325,896178,1115554,1098745,1224561,1184697,1001811,973830,824805,773766,615466,517958,441820,326117,214030,95526,35264,14189
113,181862,688786,878805,913665,205213,889600,1119044,1096419,1211240,1200792,1005238,960987,835178,789311,607190,518545,445215,325523,213155,100660,34039,13402
114,180568,678204,878130,917049,196836,886379,1120279,1090776,1196617,1235113,996756,969932,841139,780911,618778,518754,445272,324908,219282,106367,36749,12414
115,173849,672189,883673,919484,181010,879828,1128578,1088119,1181432,1245907,1004048,964285,848806,797724,611519,529333,445538,322415,224058,106784,37464,11785
116,181503,675335,888162,910810,181814,871940,1139668,1075675,1168032,1259787,1001830,964493,857196,800552,633206,522898,435856,326166,231816,103995,38353,12380
117,171875,679050,898895,907665,176800,866108,1150229,1068874,1166182,1248114,1018762,966387,868020,795401,636483,532476,428540,331013,234140,101729,40978,12599
118,169007,670748,904872,888741,188788,846071,1170490,1061170,1162679,1229019,1059898,964333,872033,777532,653001,528126,442891,320157,229594,109215,42481,13555
119,179014,664288,908074,870666,205895,831947,1153483,1070057,1164885,1231692,1075482,960446,867371,782150,653694,539920,437652,325035,229581,112116,40180,13543
120,161309,663134,917042,865768,208886,824697,1148491,1074711,1152281,1251077,1075314,944891,886790,779015,664019,537004,441216,320676,234877,113675,40001,13869
121,163550,669598,909635,866699,210573,811317,1151417,1083566,1140010,1253922,1077279,942690,896196,780250,677206,538753,437614,328432,228629,116369,41778,10633
122,164678,662057,914821,875133,180927,825067,1126117,1103219,1128753,1252360,1092774,939866,901499,797361,677298,536461,442613,329658,225847,117828,40381,12254
123,160937,662364,911584,873546,173258,821882,1121270,1109357,1132362,1248064,1100753,946217,898264,797331,694798,535879,446168,330645,227686,119129,39699,12957
124,167179,663192,903804,870843,168424,801222,1141595,1098992,1132771,1246029,1113443,946916,908283,800241,699911,525290,453062,336172,227417,124338,37882,13737
125,158824,672935,901396,869162,165737,786819,1152553,1098775,1131079,1228250,1135138,937940,923351,800281,695842,537416,449761,341633,222989,124120,39169,15386
126,168998,665078,899924,867033,182844,760674,1155424,1099054,1133480,1216892,1146143,936416,942112,798510,686434,550325,452539,336047,227910,124796,41674,14983
127,157500,673217,893732,865321,175931,759955,1148146,1106533,1117336,1215531,1158530,933956,952532,797957,701655,538650,467207,327134,238012,119928,40352,17078
128,162270,676967,883078,852832,192055,765318,1124963,1103826,1117294,1227257,1147356,954106,951719,789794,723334,536816,458943,332016,238913,126612,39296,17671
129,156251,673903,871874,855467,200375,757238,1104977,1105487,1116406,1224945,1144495,978631,954764,791762,723880,547086,453157,335860,239675,129752,43819,16670
130,147067,679769,864762,863430,192202,748310,1111169,1099397,1117141,1215470,1158473,982798,956730,780037,743794,552823,451269,342459,243845,129191,47177,16572
131,155626,669384,862058,866636,190994,735153,1111549,1105465,1119020,1210439,1152083,988587,958514,790234,745324,554827,448701,354744,236867,126204,50441,17845
