period,Total_pensions_pre-2016_cost,Total_net_pensions_pre-2016,Total_pensions_post-2016_cost,Total_net_pensions_post-2016,Total_retirement_benefits_pre-2016,Total_survivors_pensions_pre-2016,Total_retirement_benefits_post-2016,Total_survivors_pensions_post-2016,Total_universal_pensions_cost,Total_net_universal_pensions,Total_thirteenth_month_of_pension_pre-2016_cost,Total_net_thirteenth_month_of_pension_pre-2016,Total_thirteenth_month_of_pension_post-2016_cost,Total_net_thirteenth_month_of_pension_post-2016,Total_thirteenth_month_of_universal_pension_cost,Total_net_thirteenth_month_of_universal_pension
49,17739527.2524825,17045993.585294,17790674.4114912,17094071.9119471,14771650.380987,2274343.20430707,14819728.8094792,2274343.10246781,0,0,0,0,0,0,0,0
50,20424409.1077372,19624343.6349277,20486059.0264249,19682294.5551728,16954103.2927259,2670240.34220181,17012054.399503,2670240.15566985,0,0,3407289.44071352,3216782.2961424,3417564.42657257,3226440.78233894,0,0
51,19770941.4719785,18995633.8176256,19832742.1064001,19053726.4109004,16349963.0275695,2645670.7900561,16408055.8337071,2645670.57719328,0,0,0,0,0,0,0,0
52,21368020.6263182,20527716.209749,21437449.8453717,20592979.6722771,17570118.7662511,2957597.44349789,17635382.6466529,2957597.02562418,0,0,3564125.25414174,3365584.70395314,3575696.79005098,3376461.94718877,0,0
53,18728923.3078402,17994767.3234763,18790329.7903482,18052489.4135752,15350017.6317076,2644749.69176866,15407740.0878729,2644749.32570234,0,0,0,0,0,0,0,0
54,19344939.4610582,18584916.8848135,19409610.6124181,18645707.7621164,15749220.9600181,2835695.92479545,15810012.584801,2835695.17731546,0,0,3226716.17019581,3047918.2359174,3237494.69871588,3058050.05192964,0,0
55,18427065.9747827,17701618.3941952,18490509.9294381,17761255.7061828,14950734.8413267,2750883.55286849,15010372.9160617,2750882.79012104,0,0,0,0,0,0,0,0
56,20136622.1574841,19341866.8639566,20206404.9788813,19407462.712266,16247087.8655577,3094778.99839896,16312684.4175973,3094778.29466875,18733.83204,18171.8170788,3358284.04062708,3172742.47854978,3369914.51448916,3183675.1233826,3122.30534,3028.6361798
57,19378037.6569396,18611080.2238672,19444565.207662,18673616.1181736,15504651.9744531,3106428.24941408,15567188.296185,3106427.82198861,52369.773696,50798.68048512,0,0,0,0,0,0
58,20699323.8662251,19878648.1031294,20771569.6351908,19946559.122589,16488869.2967803,3389778.80634905,16556780.7307449,3389778.39184403,99239.45136,96262.2678192,3451641.6296936,3261708.44862235,3463682.59494249,3273026.95543437,16539.90856,16043.7113032
59,19874590.4560428,19086086.0174314,19946734.4213589,19153901.3415087,15808753.5817285,3277332.43570289,15876569.3567819,3277331.9847268,117230.139,113713.23483,0,0,0,0,0,0
