Period,Total_SIPA_income,Total_wage-earners_SIPA_contributions,Total_taxable_income,Total_gross_wages,Total_SAC,Total_autonomous_workers_SIPA_contributions,Total_Monotributo_SIPA_contributions,Monotributo_integrated_tax
49,17988019.3244422,17320699.4008343,61232536.8832971,61232536.8832971,0,394108.18041906,180775.0997745,132052.34773485
50,22379333.030356,21642292.9215885,76515354.6258118,65584589.6792673,10930764.9465445,465703.582191013,175132.93077852,137433.70828279
51,20205458.9831879,19529361.8103497,69102422.9191092,69102422.9191092,0,405476.538030461,168204.56279265,146308.6743073
52,23553440.3183998,22869582.703407,80936677.0994911,69374294.6567067,11562382.4427844,420057.523411644,160842.39892461,147082.41808081
53,19176960.5855075,18559113.6402447,65686919.3883332,65686919.3883332,0,378365.829300644,140577.15229138,141291.37667246
54,21688151.0483679,21038885.2317854,74480494.8721828,63840424.1761567,10640070.6960261,425863.356923515,125514.55932372,139839.85762179
55,19045032.3153784,18443724.581317,65302080.0147472,65302080.0147472,0,385440.307353776,116819.32696896,141497.28534102
56,22376521.5779173,21765608.8271281,77036131.5524593,66030969.902108,11005161.6503513,397938.275224397,111307.82831322,145238.06750215
57,19662189.7166103,18975103.055851,67156312.4705973,67156312.4705973,0,372259.806158371,230951.83789738,119821.45243363
58,23429956.5569167,22748995.6096805,80436152.1232206,68945273.2484748,11490878.8747458,361156.692001925,230833.08648956,127101.66963526
59,20729850.7831701,20033603.2500414,70812796.9948862,70812796.9948862,0,365046.000894087,235074.21587412,137324.73765782
60,24576152.8419597,23851407.7212379,84213581.3454368,72183069.7246601,12030511.6207767,399507.144602333,227268.62932195,139956.20971083
61,19420996.3398237,18708438.2683968,62749407.3808939,71056045.1316823,0,361091.812480588,261746.05407568,128171.72124373
62,21906195.2759213,21223480.3256995,71187629.8095401,69123760.6888143,11520626.7814691,353223.922833349,240298.69924351,127417.61163558
63,18064743.4408401,17402796.4033353,58618536.6224825,65663200.7415978,0,355332.239022788,223626.07816966,118555.31473204
64,19869810.1477674,19251784.9492504,64878341.0331519,62299059.1140883,10383176.5190147,325424.025453428,211134.7543626,116380.59814418
65,15932391.0455179,15327738.4171966,49010069.7303008,62108500.8125214,0,319819.144516732,204289.50102667,115062.83253976
66,18738338.2423051,18144746.3140415,58650875.6674404,62124156.28915,10354026.0481917,315299.52688608,201884.21770701,109154.54810081
67,15900981.6666663,15254554.4015726,49499167.8992736,60536283.2427147,0,375698.396058458,197138.88029656,105128.55534109
68,18058389.2631385,17443729.8728368,57086997.1608596,58696497.6359396,9782749.60598993,339050.130115112,200974.11076392,106621.64203236
