agegroup,period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154
16,0.0197301649,0.0404804665,0.013826143,0.019164886,0.027392067,0.0346443827,0.028971913,0.0157610795,0.0297890427,0.0261253395,0.0219604289,0.0214545576,0.0284201034,0.0327566831,0.0231879785,0.0221754123,0.0194734748,0.0167715374,0.0194468301,0.0258708616,0.0200937534,0.0226614566,0.0234392731,0.0279318975,0.0318389716,0.025518074,0.0278864165,0.0323061913,0.0355464791,0.0259558554,0.0253897438,0.0186389488,0.0333785066,0.0239195016,0.0268279907,0.0349151816,0.0242496105,0.0286599769,0.0253056779,0.0262712804,0.0342268128,0.0242120235,0.0326134275,0.035001189,0.0264148705,0.0268882565,0.0237055149,0.0255508787,0.02676196675,0.0279730548,0.02918414285,0.0303952309,0.029289168,0.0272742335,0.0223184804,0.0322083581,0.0257265067,0.0413929012,0.0244182036,0.0192496911,0.0203856238,0.0284110282,0.0338529268,0.0358740443,0.0236991687,0.02956964,0.0259485779,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.028164283388,0.02825660445,0.02825660445
20,0.1342978059,0.115577582,0.133184428,0.1329044522,0.1178513536,0.1411697864,0.122347054,0.1353860911,0.1342990687,0.1409848967,0.1299227229,0.1391199083,0.1507427367,0.1544998945,0.1512829104,0.1191874012,0.1350974697,0.1510075383,0.1537658884,0.1429625586,0.1486392251,0.1336622249,0.1391819588,0.1273129892,0.1335315018,0.1397615466,0.1443306393,0.1456697369,0.1438549101,0.1658096326,0.1618926038,0.151173566,0.1342072232,0.1585338778,0.172704622,0.1262784364,0.1295476807,0.1542756448,0.1474058981,0.1375294429,0.1619045589,0.160425818,0.165260107,0.1757703291,0.1580486208,0.1701186451,0.1514074359,0.1561741917,0.152093886025,0.14801358035,0.143933274675,0.139852969,0.1527913541,0.1403036608,0.1471385395,0.1710336042,0.1675514508,0.1635417291,0.1705870411,0.1580881995,0.1887557839,0.15442663,0.1410993121,0.1293150602,0.1305155892,0.1501329566,0.1432116986,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.154766625974,0.15524808128125,0.15524808128125
25,0.2647993419,0.2352797647,0.2411534961,0.2740005061,0.2587720982,0.2474228689,0.261238518,0.2676669374,0.2724255881,0.2618384647,0.2783770282,0.2777671362,0.2782309424,0.2796574948,0.2935377147,0.3166154566,0.2942454945,0.2718755324,0.3086133456,0.323164403,0.2605823364,0.2951107851,0.3080335049,0.2925152896,0.305769988,0.3077673825,0.2976426618,0.2963202386,0.324147758,0.3300287491,0.2945347868,0.3101836151,0.3007472101,0.297615766,0.3151856947,0.3106955943,0.3226230207,0.3073002384,0.3032597627,0.3089750682,0.3304572537,0.3161839754,0.324298371,0.3390167818,0.3227986254,0.3074952779,0.3444304247,0.3348619816,0.33379365145,0.3327253213,0.33165699115,0.330588661,0.3214411283,0.3321267131,0.3137222914,0.3068382106,0.3193525319,0.3275636003,0.3235129612,0.3067565601,0.3369925197,0.3323857352,0.3321649136,0.329541956,0.3188972227,0.3084108043,0.2837515519,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.323804991504,0.325473884820833,0.325473884820833
30,0.2453132945,0.2822144791,0.2975624774,0.2662885962,0.2668638678,0.288471086,0.2883474616,0.2883034239,0.28701576,0.298964329,0.3091398171,0.295022734,0.30984044,0.330838176,0.3323948486,0.338127694,0.3330667735,0.3280058529,0.3446612205,0.3462400215,0.3156440966,0.2977887463,0.331414121,0.3592428302,0.3497141174,0.3116830614,0.3268036069,0.3523626452,0.3600037054,0.3787091741,0.3654385414,0.3940542805,0.4232704921,0.3868325419,0.3713388288,0.3885506341,0.3940300036,0.3731372299,0.3874708464,0.3686914168,0.4145033493,0.4130466392,0.4487529185,0.4166221303,0.4095926862,0.4139322155,0.4055735714,0.4183541755,0.412033022225,0.40571186895,0.399390715675,0.3930695624,0.3883512684,0.4028854773,0.3996684367,0.4016872466,0.4197019026,0.4274900899,0.4339404568,0.4516439977,0.4201339854,0.4529600631,0.4290981213,0.4031948697,0.4198800361,0.4215688322,0.4210624105,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416652002438,0.416468235435417,0.416468235435417
35,0.2137923763,0.2108745108,0.2153476379,0.199970193,0.1943511998,0.2253797635,0.2306007679,0.2306860484,0.2208968745,0.2487885159,0.2653461949,0.2466794304,0.2609936396,0.2658961133,0.2845673949,0.313181103,0.2800787461,0.2469763892,0.283558872,0.2945382373,0.2923210047,0.2703093052,0.2950631743,0.3021893751,0.2931948175,0.2738646538,0.2998199772,0.3056270829,0.3067328008,0.2997778231,0.3261568861,0.3408130617,0.3385681614,0.3485792194,0.3437673497,0.3104339645,0.3309291859,0.3624713171,0.3933821292,0.3241589773,0.351717277,0.3835781543,0.4010751903,0.3753191875,0.3864259333,0.3752495339,0.390279156,0.3915297185,0.3912596973,0.3909896761,0.3907196549,0.3904496337,0.4044315945,0.3932493592,0.386208397,0.4073263461,0.4036035056,0.3995290321,0.3917655277,0.4291723858,0.4461286744,0.3972358832,0.4459616183,0.4287500417,0.4362171154,0.4470671209,0.42656234,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.405060252936,0.404164332641667,0.404164332641667
40,0.1448626269,0.1783806031,0.170987632,0.1732248358,0.207380605,0.199826151,0.2004806331,0.1905698611,0.2188511089,0.1888289441,0.2087999422,0.2284138005,0.2104307392,0.2179490614,0.2118534045,0.2267232264,0.219723452,0.2127236777,0.222294806,0.2317046692,0.248334215,0.2461541771,0.245457133,0.2280229681,0.223451766,0.2211795803,0.2803904781,0.2664939907,0.2550766785,0.2586964509,0.2741915174,0.2674345672,0.2966805085,0.2943051241,0.2790886132,0.2586459247,0.290877852,0.258297889,0.2583272183,0.2825292001,0.3003229741,0.2753883599,0.2983242224,0.3042235394,0.3020595779,0.3045481855,0.3032942612,0.3113331071,0.315424350125,0.31951559315,0.323606836175,0.3276980792,0.3191612571,0.3221294376,0.3449571441,0.3633438775,0.3305950352,0.3213843412,0.3339797424,0.3131348714,0.3504219149,0.3597401179,0.3452578313,0.3611454791,0.3719312132,0.3583374477,0.3599880665,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.33062142117,0.329397810947917,0.329397810947917
45,0.1447313978,0.1519327056,0.1581557485,0.1650669623,0.1516503049,0.1622286962,0.1953751835,0.1823466129,0.1677609424,0.1824171416,0.1743383373,0.1940192044,0.1906382542,0.1647308561,0.1499484956,0.1600581555,0.1597023069,0.1593464582,0.1697205916,0.1843501269,0.1909341594,0.2066218503,0.2126068361,0.1898198271,0.1996535807,0.1961695694,0.1804453429,0.1984268612,0.2065104222,0.2139867543,0.241509846,0.2153276814,0.2081685777,0.2308372511,0.2612742005,0.2622395572,0.2230511585,0.2067562739,0.2527172499,0.2022039545,0.2083515381,0.2509623978,0.2453107717,0.246063427,0.2430585642,0.2579396535,0.2817539503,0.2603969364,0.261691568,0.2629861996,0.2642808312,0.2655754628,0.2553202353,0.2706802051,0.2609731165,0.2839594032,0.2728164592,0.2849143929,0.3139416677,0.2838177957,0.2453099279,0.2855560902,0.2873463023,0.2697155303,0.2788401764,0.286843608,0.289412353,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.270340185136,0.269545511475,0.269545511475
50,0.1493029168,0.1391034396,0.1393633577,0.1479051134,0.1537233151,0.1562839984,0.1712432874,0.1842410769,0.1628232304,0.1707712727,0.1485452544,0.1550598286,0.1497362076,0.1671138432,0.1666938515,0.142462358,0.1672302045,0.1919980509,0.1639259291,0.1885871426,0.1898501902,0.1955870999,0.185134866,0.1648081082,0.1765112082,0.1429735465,0.1861644155,0.2001521037,0.1888761793,0.1892840148,0.1912772962,0.2130968734,0.1888712504,0.2034192552,0.1888969778,0.2074815403,0.2036824327,0.2170760433,0.2178987351,0.2128274066,0.2044199938,0.2008590862,0.2160272919,0.185494787,0.2021957366,0.2137477325,0.1966204738,0.2193883502,0.2155107933,0.2116332364,0.2077556795,0.2038781226,0.2145774152,0.2459217269,0.2180001972,0.226462761,0.2192894824,0.2118857644,0.2186004989,0.2281876857,0.2372194633,0.2285984064,0.2599021683,0.2457174141,0.2622374943,0.2635955962,0.27294156,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.225015593524,0.223018678254167,0.223018678254167
55,0.1192579647,0.1117642922,0.1215459378,0.1241254142,0.1307224626,0.0936288267,0.1172412375,0.126417523,0.1241678804,0.1290426701,0.1144443164,0.1348690188,0.1426468926,0.1371181181,0.1163662733,0.1217651233,0.1340570943,0.1463490652,0.1526485484,0.1375558336,0.1544718342,0.1600497548,0.150190855,0.1593570137,0.1396270192,0.1448965906,0.1382700934,0.1435402558,0.1647032162,0.1582109717,0.157197696,0.1625236337,0.1873733596,0.1802435581,0.1747081489,0.1786917829,0.1857360662,0.1515480484,0.1700033872,0.2120465888,0.1833750189,0.175454423,0.1662737208,0.1683512042,0.1675628597,0.188982233,0.1847654265,0.1753208443,0.17798023345,0.1806396226,0.18329901175,0.1859584009,0.1993133029,0.2028439233,0.2126771046,0.2136580229,0.1858212321,0.197847532,0.1819954233,0.1957659673,0.2084299641,0.2044590867,0.1802037244,0.2003769796,0.2058471649,0.2401998672,0.250195336,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.19435072754,0.192023868854167,0.192023868854167
