Period,"Gini insee, all income","Gini insee, labour income","Gini insee, labour and pension income","Gini insee, labour and family benefits income","Decile ratio, all income","Decile ratio, labour income","Decile ratio, labour and pension income","Decile ratio, labour and familiy benefits income","Top 10%, share of all income","Top 10%, share of labour income","Top 10%, share of labour and pension income","Top 10%, share of labour and familiy benefits income","Bottom 10%, share of all income","Bottom 10%, share of labour income","Bottom 10%, share of labour and pension income","Bottom 10%, share of labour and familiy benefits income"
49,"0,369703939","0,4043871415","0,3800518571","0,3954040252","6,0042007077","8,0076367047","6,6861030256","7,2907398408","0,2172091736","0,2314684505","0,2255013145","0,2212588982","0,0320896164","0,0268725943","0,0248650646","0,0354456639"
50,"0,3652758227","0,3972697515","0,3759603773","0,3901676848","5,54150683","7,9259909309","6,5306118604","6,7021295111","0,2093294803","0,2135359208","0,215710042","0,2058104418","0,0356276861","0,0313417728","0,027444168","0,0412100953"
51,"0,3661583704","0,3956106942","0,3781221231","0,3843391466","5,6429873483","7,7355229087","6,4999957514","6,542896317","0,2097741559","0,2189977801","0,2172276205","0,2099209092","0,0376067518","0,0305916933","0,0277063295","0,0424313767"
52,"0,3716946373","0,399217885","0,3800780812","0,3902228138","5,7979661371","8,0839416081","6,6080352292","6,8924358263","0,2105510346","0,213497223","0,2174107213","0,2052297974","0,0345803374","0,0280396999","0,0248452114","0,039864034"
53,"0,3647630245","0,3972858155","0,3754883792","0,3873850972","5,6167349338","8,1963211951","6,574665038","6,6934141453","0,2032748925","0,2149304249","0,2109826161","0,205383589","0,0362911463","0,0293711282","0,0259333195","0,0418120295"
54,"0,3671977431","0,4031910893","0,3786394277","0,3923205592","5,7732801428","8,3846001791","6,6713627569","6,8183493201","0,208348973","0,2211292621","0,216300355","0,2111420812","0,0351675897","0,0284048021","0,0249831261","0,04076289"
55,"0,3754642225","0,4056539043","0,3861784075","0,396685683","5,6413021025","8,1703420283","6,6509334501","7,0596645104","0,2142268692","0,226365809","0,2216418309","0,2171911848","0,036133885","0,0287438208","0,0264324697","0,040403334"
56,"0,3673919799","0,4036718899","0,3827190866","0,3871841499","5,6532435372","7,7937028147","6,4943678139","6,7777420444","0,2056849997","0,2123317387","0,2160224393","0,1998897488","0,0357714112","0,029030451","0,026413149","0,0403363732"
57,"0,3693870941","0,4044838382","0,3871876593","0,3845654546","5,4439437675","7,8502528437","6,6809010698","6,5672918988","0,2106399537","0,2264357554","0,2233733249","0,2106538472","0,0360787804","0,0279260021","0,0254939146","0,0406977611"
58,"0,3693716286","0,4064004381","0,3849267868","0,3890634971","5,8755368676","7,9613771968","6,9021496138","6,4713067551","0,2068689464","0,2140637185","0,217937971","0,2005890135","0,0353254769","0,0285401607","0,025551781","0,0404653649"
59,"0,3715327349","0,4036546878","0,3835814364","0,390929137","5,7370449155","7,9697824902","6,5843613157","6,8353915187","0,2072076497","0,220424201","0,2170619667","0,2081619399","0,0339027295","0,0274553299","0,0245545639","0,0387480505"
60,"0,3625950633","0,4016166983","0,3779668571","0,3837843908","5,4575022651","7,629620676","6,4935278344","6,4226654359","0,2040561176","0,2123312433","0,2143871006","0,1995995544","0,0354037166","0,0303415623","0,0267126425","0,0409383115"
61,"0,3623093416","0,4013101302","0,3796126716","0,3818547129","5,3637694689","8,0069778273","6,5783910694","6,4555350439","0,2046651102","0,2221072091","0,2169656745","0,2066247482","0,0365568787","0,0295234512","0,0264286968","0,0417596399"
62,"0,368487119","0,4011246952","0,3796391177","0,3881534879","5,4746575067","7,8310732332","6,4370860906","6,8981632785","0,205748401","0,215994401","0,2144773767","0,2051680196","0,036309244","0,0297947006","0,0270951518","0,0410072294"
63,"0,3683541429","0,4004693856","0,3796209649","0,3875032264","5,3661841207","7,7323711553","6,1081030781","6,4029505483","0,2074020899","0,2202336595","0,2159015697","0,2095403052","0,0377328048","0,0318309488","0,0282242509","0,0433834913"
64,"0,3675807937","0,4012292513","0,3806978552","0,3857954204","5,3316217692","7,8997689348","6,1744143655","6,3116658881","0,2067111852","0,217314009","0,2154010751","0,2064438866","0,0411280752","0,034629793","0,0301796163","0,0479820581"
65,"0,3667295011","0,4030742777","0,3809781837","0,3856133075","5,1939303674","8,0290327677","6,2384708396","6,498692685","0,2075132899","0,2220967411","0,2181999927","0,208651387","0,0391954749","0,0316351265","0,0275439665","0,04578959"
66,"0,3720602658","0,4037809099","0,3829405829","0,3902557073","5,5367643382","8,2989430512","6,6572988283","6,8304373993","0,2097898116","0,2207296475","0,218457359","0,2098117191","0,0378664137","0,0314269203","0,0274547104","0,0442104459"
67,"0,3693103199","0,4027629686","0,3790229316","0,391049694","5,4129912832","8,0360886153","6,4182922803","7,0032237909","0,2092732236","0,2223121855","0,2179383766","0,2112697644","0,0369240473","0,0325944627","0,0270689787","0,0446318382"
68,"0,3683076945","0,3966005359","0,3786723916","0,3844340074","5,3404497179","7,5371043355","6,1282339808","6,628382038","0,2081361496","0,2177382728","0,2162878792","0,2074787419","0,037902784","0,0335150307","0,0288952344","0,0445581325"
69,"0,3636019501","0,4005014339","0,3786405515","0,3825330411","5,2421615294","8,3506689449","6,2702653505","6,5072499819","0,2040378078","0,214760537","0,2140675882","0,2020948016","0,0389626439","0,0319830813","0,0274744398","0,0461772808"
70,"0,3676578452","0,4009085074","0,3778970366","0,3888500596","5,3407107191","7,8811533155","6,1247842741","6,6949250223","0,2034050161","0,2090698652","0,2110139465","0,1995354824","0,0390552486","0,0341669778","0,0287665272","0,0469328995"
71,"0,3601856852","0,3934748728","0,3695900165","0,3819310092","5,1592553101","7,7388413096","5,8520558543","6,6554374173","0,2037126916","0,2104088585","0,2110872388","0,2010576391","0,0390309279","0,0358051925","0,0296114341","0,0475126956"
72,"0,3615629053","0,3862691649","0,3699900062","0,3761152726","5,4428157487","7,6588233295","6,0352967815","6,7024699172","0,2035140258","0,2080914999","0,2107891672","0,1989534053","0,0379090739","0,0350034197","0,0289855475","0,0460930087"
73,"0,3629477016","0,4010622871","0,3764255112","0,3847373946","5,187860524","7,9836746309","6,0179519547","6,5766495594","0,2057024579","0,2143596879","0,2157827592","0,2015118938","0,0403657305","0,0362698288","0,0292509061","0,0501095696"
74,"0,3634585932","0,3947087987","0,3748393818","0,3819402164","5,3008912306","7,8526262103","6,0923914051","6,7136780489","0,2051034222","0,2125514608","0,2123221596","0,2032744058","0,0405631985","0,0378051674","0,0317865486","0,048809572"
75,"0,3648488854","0,3931475892","0,3727969406","0,3859875039","5,1861015755","7,6291209806","5,478809159","7,1185105304","0,2027125934","0,2098602241","0,209788174","0,2007493123","0,0388387841","0,0354358415","0,0298314829","0,0467868926"
76,"0,3671601361","0,3931055246","0,3732550757","0,3860271191","5,4415773589","8,1388248503","6,0115657154","7,4525592489","0,2066605795","0,2143635255","0,2139593017","0,2049186989","0,0383983255","0,0342102809","0,0289299311","0,0462070263"
77,"0,3573651064","0,392218244","0,3686294043","0,3771573882","5,0979473758","8,1470117696","5,6571622451","6,5582934708","0,2021355581","0,2105119703","0,2104372918","0,1997880253","0,0404689807","0,0358536018","0,0300793897","0,048975727"
78,"0,3589495178","0,3881721509","0,365997793","0,3793012928","5,1436430471","7,3883619553","5,5672360576","7,0634931546","0,2034799866","0,2081442376","0,209862063","0,1999405489","0,0388623444","0,0376783101","0,0312456578","0,0472963079"
79,"0,3648540462","0,3971898388","0,3736645963","0,3858543882","5,1651167353","8,0790406135","5,6121954358","6,9565592589","0,2068267285","0,2143219533","0,2134804118","0,2056634982","0,0407563404","0,0373580076","0,0311846796","0,0495154595"
80,"0,3647278016","0,4011290926","0,3756789777","0,3870785363","5,1191953452","7,5122833158","5,6311836355","6,4659677052","0,2069421516","0,2148113224","0,2138499125","0,2058289874","0,0425026216","0,0398739662","0,0333616008","0,0514347859"
81,"0,3656019092","0,4006731764","0,376272111","0,3880182333","4,9796685213","7,7562362741","5,5663715379","6,4579944773","0,2067648475","0,2170104207","0,2155911283","0,2055240249","0,0433975208","0,0385572427","0,0312512912","0,0538742995"
82,"0,3714514924","0,4077046194","0,3788579658","0,3974205971","5,3973361737","8,6872137527","5,903024673","7,3383399249","0,2082956004","0,2169114027","0,2150710039","0,2080320992","0,0413614007","0,0387854604","0,0311203895","0,0517790058"
83,"0,37114735","0,4103729479","0,3782076059","0,4007427205","5,320255506","8,1836816174","5,6304030059","7,3021993798","0,2105351231","0,2236400728","0,2170823133","0,2148619231","0,04161196","0,0382448467","0,0311041666","0,0516400144"
84,"0,3714046269","0,4100246991","0,3781904301","0,4011803246","5,3567341411","7,7337814779","5,6564173642","7,0509299988","0,2157662026","0,2305253332","0,2225657695","0,2213945461","0,0423499777","0,0386540233","0,0326681357","0,0509694998"
85,"0,3690324351","0,4054416061","0,3799135997","0,3908595801","5,1111525627","7,7888585598","5,8350185479","6,9497762976","0,209280418","0,2210723917","0,2175352492","0,2102070039","0,0441978602","0,0395726281","0,0336162067","0,0529850652"
86,"0,3715365599","0,4043794811","0,3764327339","0,3977992792","5,500847696","8,2547505782","5,7347451066","7,5475834714","0,2133698371","0,2235850243","0,2196975691","0,2152181105","0,0414307677","0,0384377352","0,0315804616","0,0509793747"
87,"0,3771503356","0,4039101322","0,3814306255","0,3983114425","5,4596448662","7,6677552627","5,7237894282","6,9815752642","0,2151363796","0,224317132","0,2214684597","0,2159032799","0,0395896905","0,0378482902","0,0305990777","0,0493711649"
88,"0,3770870801","0,4073470847","0,3822770768","0,4001754055","5,5839939962","8,1335351976","6,0556859077","7,3946671268","0,209720619","0,2158432922","0,2159443584","0,2076175647","0,0383423092","0,0362269519","0,0298691809","0,0471886347"
89,"0,3785786833","0,4065897353","0,3857835428","0,3970653338","5,6684962498","8,2961798698","6,2718260193","7,2325184486","0,2138039925","0,2238250724","0,2214059031","0,213698984","0,0380790013","0,03442097","0,0294805488","0,0455272025"
90,"0,3801429203","0,4064762923","0,3827119328","0,4027891029","5,5471336221","7,7139234969","5,8805098493","7,1766982565","0,2120912294","0,2167970086","0,2182106375","0,2086997132","0,0398723444","0,0373721828","0,0308159062","0,0491891039"
91,"0,3820441448","0,4126204968","0,3863304104","0,4061585722","5,7959025507","8,5482893521","6,239083296","7,4592407521","0,2164680571","0,2255081976","0,2227585059","0,216999504","0,0385202021","0,0376217873","0,0299554319","0,0487764198"
92,"0,3746279133","0,4037867593","0,3802035197","0,3954772942","5,3879866255","7,5912664418","5,6117328775","7,0156884217","0,2158776633","0,2243785554","0,2222388147","0,2158063067","0,0442407199","0,0436528966","0,0347730698","0,0559507226"
93,"0,3622450697","0,393065379","0,3704413096","0,3804125211","4,7058025408","7,0200822913","5,2172977153","6,3348251216","0,2079801021","0,2185787453","0,2152185666","0,2088024161","0,0471366197","0,0444197237","0,036753557","0,057885135"
94,"0,3707644257","0,3976822251","0,3719017292","0,3974544443","5,1180275724","6,9004846151","5,4126588223","6,8253866127","0,223719761","0,2375451896","0,2296683483","0,2292770055","0,0390863545","0,0358123071","0,0301610987","0,0476101923"
95,"0,3700835397","0,3910761732","0,3691314518","0,3921943342","4,9828439285","7,0299194269","5,0447124992","6,9757759405","0,2217610984","0,2340041334","0,2273863246","0,226187295","0,0391365279","0,0335026131","0,0297392848","0,0460664439"
96,"0,3687806721","0,3958330826","0,3713082144","0,3919241221","4,9864152157","7,5726375198","5,0965139484","6,9387425254","0,2158433656","0,2259390418","0,2212773525","0,2184421124","0,0434483001","0,0416428323","0,033948446","0,0542237802"
97,"0,369529959","0,3954098627","0,3697092194","0,394602626","5,1062204005","7,2407089504","5,3425598967","7,2209694744","0,2149860547","0,2268264363","0,2225472345","0,2164057846","0,0372592335","0,0322523326","0,0278229522","0,0448083948"
98,"0,3733127775","0,4089851943","0,3776335101","0,4019656687","5,3077242813","7,6453054937","5,6648293992","6,7691500253","0,2173567072","0,2278162052","0,2231054697","0,2197989313","0,0431621617","0,0434390854","0,0351973159","0,0540275765"
99,"0,3752140149","0,4101190086","0,3778885285","0,4055007334","5,2621525702","7,7024641758","5,6079747016","7,0747288001","0,223470424","0,237518734","0,2292392801","0,2293591632","0,0441834978","0,0457918531","0,0360594106","0,0565482228"
100,"0,3764317763","0,4059992444","0,379397037","0,4029199262","5,2645324873","7,0904022166","5,6773306626","7,0644495596","0,2174677877","0,2285319109","0,223187723","0,220511869","0,0419613876","0,0429801493","0,034426824","0,05299777"
101,"0,3714092615","0,4075950285","0,377958573","0,3971089742","4,6621210069","7,1912101515","5,1363064039","6,3582479857","0,2159054792","0,2288919652","0,2234631062","0,2181880627","0,05120432","0,0516754352","0,0397321226","0,0669806"
102,"0,3777041691","0,4132658289","0,3801261539","0,4091795963","5,2879023311","7,4949686639","5,7453585136","6,9831359475","0,2256354093","0,2401816288","0,2316375842","0,2315334526","0,0463495878","0,0496108169","0,0374499066","0,0615406845"
103,"0,3741523434","0,4007032456","0,3729089135","0,4027489423","5,1379332116","7,1622859082","5,2167915082","7,0307273124","0,2145217619","0,2233542676","0,2200434985","0,2155975988","0,0411550209","0,0439024967","0,0337134292","0,0538479128"
104,"0,3773147636","0,4092077234","0,3791067453","0,4059363527","4,9942156732","7,5081549373","5,2766751165","7,1456602346","0,2216929773","0,2363062234","0,2272542868","0,2283289039","0,0449629275","0,0483572233","0,0363291385","0,0598620835"
105,"0,3718006758","0,3989244483","0,3735898731","0,3972214088","4,6304372059","7,1879015672","5,0401287325","6,422288855","0,2133185519","0,2258673765","0,2198520745","0,2166532942","0,0472892602","0,0488412498","0,0368199824","0,0627237453"
106,"0,3820407955","0,4110217857","0,3801285398","0,413296183","5,3275075315","7,4086237217","5,3666459357","7,3307428838","0,2182181022","0,2311437048","0,2228476151","0,2244353953","0,0419619073","0,0461307837","0,0340500598","0,0568340912"
107,"0,3819967483","0,413668739","0,381981784","0,4131806071","5,2227831918","8,4742052162","5,295604539","7,9244396556","0,2250562738","0,2421128889","0,2298573027","0,2349564357","0,0432957078","0,0463990094","0,0349291975","0,0579008188"
108,"0,3743931224","0,3915673967","0,3719679619","0,3972269828","4,6827484593","6,6026774646","4,7214287654","7,006561019","0,2167435514","0,2287005071","0,2209868581","0,2224943638","0,0439746039","0,0469919277","0,0359909569","0,0579775217"
109,"0,3801525834","0,4043052584","0,3768220769","0,4097025027","4,9329056932","7,1357620531","4,9149815683","7,4532127489","0,2234099301","0,2421624186","0,2289875897","0,2339143302","0,0377591738","0,0413408286","0,0314019125","0,0498929848"
110,"0,3873275851","0,4187054398","0,384209342","0,4230699425","5,2507364624","7,8837975264","5,226454361","7,8037073561","0,2323676186","0,2570740511","0,2369321198","0,2501240004","0,0451069614","0,0509656758","0,0374356351","0,0613672116"
111,"0,3874843817","0,4185791018","0,385373096","0,421675323","4,9606036011","7,8994993823","4,9775400068","8,1894351377","0,2372406672","0,263289131","0,2416100945","0,2566138369","0,0434647064","0,0500019352","0,0379026696","0,0574937453"
112,"0,3850799596","0,4108635278","0,3817317144","0,4157231033","4,9785559145","7,2019469419","4,7980862642","7,3711250043","0,2312751869","0,2527004083","0,2351117807","0,246879793","0,0417638047","0,0485679004","0,0365666064","0,055628741"
113,"0,3787138511","0,4099642784","0,3784795576","0,4096686718","4,7773444568","7,1412211838","4,846011801","7,2244631722","0,2328683045","0,2580038078","0,2376091109","0,2507366932","0,0442340711","0,0501043263","0,0384206552","0,0579849682"
114,"0,3863481702","0,4149165484","0,3856436694","0,4155773609","5,2272374258","7,6189099684","5,1587535336","7,5967903464","0,2338756268","0,251885602","0,2377845768","0,2460315449","0,0429856375","0,0470332331","0,035181168","0,0577933268"
