decile_ratio_all,decile_ratio_labour,decile_ratio_labour_pen,decile_ratio_labour_fam,d9_d5_all,d9_d5_labour,d9_d5_labour_pen,d9_d5_labour_fam,d5_d1_all,d5_d1_labour,d5_d1_labour_pen,d5_d1_labour_fam
7.5555555556,10.3125,8.0952380952,10.040816327,2.65625,2.9203539823,2.65625,2.9285714286,2.8444444444,3.53125,3.0476190476,3.4285714286
