period,"total pensions, pre-2016, cost","total net pensions, pre-2016","total pensions, post-2016, cost","total net pensions, post-2016",total retirement benefits pre-2016,total survivors pensions pre-2016,total retirement benefits post-2016,total survivors pensions post-2016,"total universal pensions, cost",total net universal pensions," total thirteenth month of pension pre-2016, cost",total net thirteenth month of pension pre-2016," total thirteenth month of pension post-2016, cost",total net thirteenth month of pension post-2016," total thirteenth month of universal pension, cost",total net thirteenth month of universal pension
74,21933500.4042522,21040792.6166633,22041938.0915529,21142722.9173703,16811726.5271537,4229066.08950966,16913657.5096481,4229065.40772222,539168.468667768,522993.414607735,3655049.62377467,3447504.73905434,3673122.37212697,3464493.12248885,89861.411444628,87165.5691012892
75,22021209.4493958,21122140.1412586,22132447.8734113,21226703.1323734,16821134.4670507,4301005.67420793,16925698.1412277,4301004.99114572,580236.428909356,562829.336042075,0,0,0,0,0,0
76,22185796.0720694,21277141.3029964,22300311.7158037,21384784.8783864,16918375.2127213,4358766.09027511,17026019.4773762,4358765.40101011,615504.740046519,597039.597845123,3696931.13315431,3486657.09536494,3716016.87347169,3504597.69122036,102584.123341087,99506.5996408539
77,22317212.5913249,21402094.1814711,22433969.6833691,21511844.7161601,16959008.1860233,4443085.99544777,17068759.4221965,4443085.29396358,652738.5438982,633156.387581254,0,0,0,0,0,0
78,22415725.9842864,21494537.9913248,22533742.6921279,21605472.5627346,16944524.0954356,4550013.89588922,17055459.3700403,4550013.19269436,681166.462322896,660731.468453209,3735093.39505835,3522331.48005451,3754762.64530832,3540820.57524429,113527.743720483,110121.911408868
79,22569290.2848304,21640408.0439526,22688732.2755758,21752682.3792102,16992365.1796919,4648042.86426072,17104640.2182219,4648042.16098838,707188.830889516,685973.16596283,0,0,0,0,0,0
80,22664135.1130345,21730245.8883435,22784017.2995493,21842934.0055285,17030374.7382569,4699871.15008661,17143063.5453615,4699870.46016698,747895.880142732,725459.00373845,3776531.29649368,3560921.58397377,3796511.45911512,3579702.93681833,124649.313357122,120909.833956408
81,22794043.7919458,21853086.6859105,22916515.8479446,21968209.278271,17081378.1708507,4771708.51505982,17196501.4547916,4771707.82347943,770733.829550472,747611.814663958,0,0,0,0,0,0
82,22837782.2831058,21893885.2694921,22960751.5188304,22009475.2086402,17076972.9281675,4816912.34132458,17192563.5609218,4816911.64771834,795753.573841499,771880.966626254,3805341.11782745,3587646.39313592,3825835.78788916,3606911.38296839,132625.59564025,128646.827771042
83,22955399.2688006,22004934.0435405,23082256.0856754,22124178.3067925,17118565.0371795,4886369.00636099,17237809.996661,4886368.31013151,820189.404088983,795583.721966313,0,0,0,0,0,0
84,23079522.8533878,22122288.0226881,23207388.2271858,22242480.3274833,17158162.0979701,4964125.92471809,17278355.1025309,4964125.22495237,847518.456567901,822092.902870863,3845547.24242624,3625106.28572641,3866857.9347658,3645138.33652306,141253.07609465,137015.483811811
85,23282774.4580969,22314555.1823846,23414261.7573246,22438152.0949054,17286533.4159252,5028021.76645945,17410131.0306339,5028021.06427158,885571.575887414,859004.428610791,0,0,0,0,0,0
86,23402794.6438454,22427914.1751332,23534599.7952515,22551809.8665685,17315592.9360807,5112321.23905253,17439489.3305441,5112320.53602441,929247.119700046,901369.706109044,3899445.46505275,3675515.37317092,3921412.78622922,3696164.65507083,154874.519950008,150228.284351507
87,23552420.2728008,22570259.644381,23687983.5881445,22697687.79334,17397625.8740853,5172633.77029569,17525054.7369388,5172633.05640122,961069.624322548,932237.535592872,0,0,0,0,0,0
88,23681571.0905566,22693578.8967316,23818799.0727439,22822571.8299062,17475429.4258205,5218149.47091108,17604423.0761806,5218148.75372567,1063077.71067235,1031185.37935218,3945908.3720283,3719577.20279706,3968779.45947061,3741077.34225864,177179.618445391,171864.22989203
89,23851764.8470593,22855021.1217951,23990786.467097,22985700.0718805,17633485.2530752,5221535.86871986,17764164.9285777,5221535.14330279,1160528.24207786,1125712.39481552,0,0,0,0,0,0
90,24021359.8668833,23016360.5916259,24161247.5706516,23147853.603516,17740799.3629568,5275561.22866909,17872293.105238,5275560.49827801,1240415.9895572,1203203.50987049,4002374.25043477,3773333.51188008,4025688.61424507,3795250.33602043,206735.998259534,200533.918311748
91,24174866.8079148,23162572.9478262,24316874.5262233,23296058.7707033,17839894.8282862,5322678.11954002,17973381.3831723,5322677.38753095,1362432.05908114,1321559.0973087,0,0,0,0,0,0
92,24327170.5578399,23305959.7890789,24471999.4166395,23442097.4813036,17914532.18379,5391427.60528894,18050670.6204685,5391426.86083505,1428731.89863442,1385869.94167539,4053036.75505274,3821718.75172598,4077174.64374505,3844409.69423566,238121.983105737,230978.323612565
93,24432104.0456492,23405230.8465961,24574835.4046519,23539396.8876675,17938507.0688059,5466723.7777902,18072673.81243,5466723.0752375,1509273.48478731,1463995.28024369,0,0,0,0,0,0
94,24578517.6770097,23544118.5743805,24722230.6350615,23679207.31527,18038345.9215799,5505772.65280059,18173435.382209,5505771.93306104,1597510.91031154,1549585.5830022,4094945.59898893,3861837.19085164,4118897.50340196,3884353.31323342,266251.818385257,258264.263833699
95,24807241.5167686,23762501.0579301,24952262.3108549,23898819.1621736,18185994.0971383,5576506.96079178,18322312.8950232,5576506.26715037,1729403.80070508,1677521.68668393,0,0,0,0,0,0
96,24915503.1548198,23864977.1104318,25061169.3329111,24001901.8729885,18247822.6573178,5617154.453114,18384748.1133579,5617153.75963065,1813807.83039201,1759393.59548025,4150919.05920901,3915293.91412381,4175196.49937864,3938116.0850027,302301.305065334,293232.265913374
97,25143810.2236944,24082984.9005405,25290652.653858,24221015.3372937,18389675.341096,5693309.5594445,18527706.4742417,5693308.86305194,1914269.0394281,1856840.96824526,0,0,0,0,0,0
98,25315434.3714723,24247008.2368711,25462772.8413044,24385504.9482002,18482765.3362474,5764242.90062371,18621262.7460266,5764242.20217358,2020481.2222771,1959866.78560879,4217423.85596905,3978675.71774455,4241980.01046002,4001759.88523044,336746.870379517,326644.464268131
99,25380075.0216703,24308728.9586511,25527504.2888434,24447311.016694,18502390.3436644,5806338.61498668,18640973.1038869,5806337.91280701,2128510.69803115,2064655.37709022,0,0,0,0,0,0
100,25595698.9073903,24514555.9076779,25744110.8960226,24654061.7206913,18637827.8008478,5876728.10683008,18777334.3337892,5876727.38690214,2248232.9965209,2180786.00662527,4263925.2975058,4023288.66058609,4288660.37073513,4046542.27218759,374705.49942015,363464.334437545
101,25763155.3446163,24673970.0842832,25910237.9392446,24812226.2641949,18725654.2493575,5948315.83492569,18863911.1510309,5948315.11316396,2348788.33717058,2278324.68705546,0,0,0,0,0,0
102,25913238.3098059,24816640.4399444,26060879.3143578,24955421.5224633,18839744.8435196,5976895.59642479,18978526.6489222,5976894.87354104,2465688.64135186,2391717.9821113,4316478.45038261,4073595.41142198,4341085.0252973,4096728.25970318,410948.106891976,398619.663685217
103,26041715.9339285,24939162.1944536,26189331.9310044,25077919.7672119,18897255.1803066,6041907.01414707,19036013.4773002,6041906.2899117,2570401.02663937,2493288.99584018,0,0,0,0,0,0
104,26179151.1606387,25069871.3965115,26327417.9351913,25209240.697209,18992477.2927451,6077394.10376643,19131847.3239084,6077393.37330057,2672393.32444588,2592221.5247125,4360468.4224383,4115800.04014808,4385179.29135629,4139030.93475223,445398.887407646,432036.920785417
105,26451332.3871125,25329636.3324877,26599617.5697009,25469022.9339166,19145727.7804024,6183908.55208525,19285115.1161989,6183907.81771774,2788269.21306389,2704621.13667197,0,0,0,0,0,0
106,26563961.8683089,25437039.6798762,26709877.3826916,25574198.7904063,19212396.4465821,6224643.23329415,19349556.2940362,6224642.49637013,2883386.03461926,2796884.45358069,4424287.52198793,4176514.41980339,4448606.51321667,4199377.86080755,480564.339103211,466147.408930114
107,26691003.9832429,25558129.6321463,26838652.7369107,25696917.9843097,19337048.8480917,6221080.78405461,19475837.9535363,6221080.03077342,2962353.62967851,2873483.02078816,0,0,0,0,0,0
108,26803899.2604596,25665339.91223,26947402.6885753,25800231.7757868,19320289.7084389,6345050.20379107,19455182.3266854,6345049.44910143,3048875.61651262,2957409.34801724,4463998.60914558,4214608.89912708,4487915.60623013,4237094.47899041,508145.936085436,492901.558002873
109,26934203.0208475,25789681.7490323,27078319.1812763,25925149.5784227,19406212.1037002,6383469.64533214,19541680.7015092,6383468.87691358,3121119.66393821,3027486.07402007,0,0,0,0,0,0
110,27203784.2174057,26045373.9815825,27350066.8502518,26182878.2923911,19600764.8365557,6444609.14502676,19738269.9172196,6444608.37517145,3224188.20609982,3127462.55991683,4530383.28158674,4277540.26610491,4554763.47853862,4300461.26730938,537364.701016637,521243.759986138
111,27363842.6293396,26198275.3314391,27509569.2383177,26335256.9777812,19683168.3949852,6515106.93645386,19820150.7958092,6515106.18197205,3320932.31031893,3221304.34100937,0,0,0,0,0,0
112,27362979.0662458,26197425.780738,27508163.3438242,26333897.6330103,19648929.3244277,6548496.4563103,19785401.9315136,6548495.70149666,3367050.01913863,3266038.51856447,4556646.06345798,4302840.87360459,4580843.20038568,4325589.81201086,561175.003189772,544339.753094078
113,27534603.5534426,26359994.752379,27680446.1569081,26497085.4284776,19767989.2023187,6592005.55006021,19905080.6329743,6592004.79550323,3440491.23057888,3337276.49366152,0,0,0,0,0,0
114,27711444.5195232,26529353.3232761,27855820.4226105,26665065.2983981,19876378.6858827,6652974.63739342,20012091.41037,6652973.88802811,3554270.30759781,3447642.19836988,4614467.21123393,4357987.43232825,4638529.61817046,4380609.7434399,592378.384599636,574607.033061647
115,27890896.3793347,26699657.7032594,28035860.3603307,26835922.4695617,19993931.6463664,6705726.05689292,20130197.1467942,6705725.32276751,3657406.92965071,3547684.72176119,0,0,0,0,0,0
116,27928785.1868622,26735813.8105704,28073574.9328234,26871914.7933804,20004761.3011042,6731052.50946627,20140863.0306543,6731051.76272609,3717541.47700817,3606015.23269792,4650506.09966043,4392560.76973804,4674637.47959127,4415248.18745348,619590.246168028,601002.538782988
117,28060193.4756749,26861591.2540384,28204271.9411068,26997023.6729949,20076525.1919846,6785066.06205382,20211958.3590775,6785065.31391743,3826008.11523603,3711227.87177895,0,0,0,0,0,0
118,28221121.1036755,27014752.2421081,28366503.2929377,27151410.1589623,20191912.2497268,6822839.99238124,20328570.9161162,6822839.24284602,3931193.17989967,3813257.38450268,4698967.19054978,4439087.19427079,4723197.31765159,4461867.44900166,655198.863316612,635542.897417114
119,28350528.7997449,27138686.5624023,28495356.9108275,27274821.627142,20249200.735752,6889485.82665031,20385336.53606,6889485.091082,4020320.98069997,3899711.35127897,0,0,0,0,0,0
120,28613754.463509,27389101.9354564,28759898.5294929,27526473.9914155,20453097.9066487,6936004.02880773,20590470.7029802,6936003.2884353,4124287.78243116,4000559.14895822,4764164.50168483,4501010.23610357,4788521.2491953,4523909.52871713,687381.29707186,666759.858159704
121,28565058.1354412,27343411.1781913,28709055.3486386,27478765.4147225,20394853.0848141,6948558.09337724,20530208.063102,6948557.3516205,4205442.03477502,4079278.77373177,0,0,0,0,0,0
122,28753802.1179473,27523583.3558505,28896960.6802573,27658149.2546693,20517549.6754091,7006033.68044135,20652116.3173716,7006032.93729772,4295993.9682242,4167114.14917748,4787478.11101707,4523784.19055827,4811337.3129353,4546215.80509977,715998.994704034,694519.024862913
123,28824472.3451312,27591399.5757107,28966479.9593632,27724883.5774469,20569912.1874342,7021487.38827643,20703396.9458655,7021486.63158134,4402384.89047591,4270313.34376164,0,0,0,0,0,0
124,29041308.8504127,27797536.2162225,29183159.4428944,27930872.6604077,20681333.1952386,7116203.02098392,20814670.3975337,7116202.262874,4491124.81691246,4356391.07240509,4835166.32162286,4569335.0541972,4858807.53513087,4591561.77449928,748520.802818743,726065.178734181
125,29187146.6758993,27937005.5177204,29328805.1330243,28070161.3926182,20784201.7397571,7152803.7779633,20917358.3741823,7152803.0184359,4575541.20161113,4438274.9655628,0,0,0,0,0,0
126,29367416.4236373,28110170.1452587,29508052.5854646,28242365.0568277,20898992.600352,7211177.54490675,21031188.2895854,7211176.76724229,4697799.31216619,4556865.3328012,4889636.0244389,4621657.48883052,4913074.83854687,4643693.28279434,782966.552027698,759477.555466867
127,29597853.0887076,28330605.4110009,29738176.7003015,28462506.5195907,21058959.7953448,7271645.61565618,21190861.6874395,7271644.83215114,4797982.63640431,4654043.15731218,0,0,0,0,0,0
128,29678116.9183358,28407207.0703727,29812557.8157989,28533579.7221278,21041863.7277595,7365343.34261321,21168237.1669317,7365342.55519604,4897471.87531178,4750547.71905243,4941234.32471595,4671118.41214069,4963640.82325408,4692183.57775762,816245.312551964,791757.953175405
129,29833323.4795851,28556159.7124747,29968014.7508028,28682767.7687492,21174207.5919932,7381952.12048151,21300816.4371571,7381951.33159207,5013221.90198145,4862825.244922,0,0,0,0,0,0
130,30095976.8319639,28806863.1705825,30230914.2775182,28933702.3121638,21378669.5290577,7428193.64152482,21505509.4610034,7428192.85116036,5100363.34913263,4947352.44865865,5011068.86251689,4737887.04457078,5033558.07201711,4759030.2007536,850060.558188772,824558.741443109
131,30233622.1651794,28938517.2635939,30365981.4649817,29062932.9443218,21481283.3184615,7457233.94513239,21605699.7910317,7457233.15329014,5200517.59693915,5044502.06903098,0,0,0,0,0,0
132,30482742.4134067,29176832.1155922,30615566.9274228,29301685.0938273,21653052.9771985,7523779.13839368,21777906.7447435,7523778.34908386,5324682.35235751,5164941.88178679,5075388.75541881,4799390.21733305,5097525.80829738,4820202.54774272,887447.058726252,860823.646964465
133,30801286.750632,29481037.3824983,30932756.703331,29604617.0693741,21846185.3346725,7634852.04782573,21969765.812334,7634851.2570401,5468885.40441873,5304818.84228617,0,0,0,0,0,0
134,30863618.9144403,29540897.238038,30992491.949097,29662035.8180862,21876583.6848514,7664313.5531866,21997723.0571638,7664312.7609224,5547073.87939625,5380661.66301437,5138730.6551081,4860053.32904005,5160209.12674784,4880246.60618834,924512.313232709,896776.943835728
135,31005116.0554136,29676628.8186412,31133262.1063482,29797084.0301154,21966536.5604648,7710092.25817635,22086992.521066,7710091.50904947,5679153.59076893,5508778.98304586,0,0,0,0,0,0
136,31107030.8711574,29774478.3036471,31233826.9783376,29893665.3237969,21996858.1177936,7777620.18585353,22116045.8901282,7777619.43366867,5787257.26424355,5613639.54631625,5179035.39895613,4899095.56513146,5200167.84933729,4918963.59544302,964542.877373926,935606.591052708
137,31228867.2286969,29891599.2957983,31355616.9918776,30010742.7501193,22085988.2757046,7805611.0200937,22205132.4836169,7805610.26650245,5916377.72256131,5738886.39088447,0,0,0,0,0,0
138,31335611.0902764,29994746.6999206,31461341.237608,30112931.7128698,22227059.6121336,7767687.08778698,22345245.3800831,7767686.3327867,6025908.4892227,5845131.23454602,5217350.87827905,4936361.12606241,5238305.66780904,4956067.04630465,1004318.08153712,974188.539091004
139,31541041.7726603,30191064.0434343,31665614.6297253,30308161.2010544,22394599.5984427,7796464.44499159,22511697.5124747,7796463.68857965,6160846.38524407,5976020.99368675,0,0,0,0,0,0
140,31688104.871405,30332436.4624466,31812870.3185251,30449714.6526639,22497116.1833334,7835320.27911321,22614395.1313769,7835319.52128697,6303562.73999707,6114455.85779715,5275821.24089158,4992339.22750558,5296615.24624925,5011894.04220835,1050593.78999951,1019075.97629953
141,31881009.1095959,30515764.4350569,32005019.1871652,30632332.5544331,22649135.152062,7866629.28299488,22765704.0306814,7866628.5237517,6398998.66772312,6207028.70769143,0,0,0,0,0,0
142,32006329.2106922,30636049.826214,32129012.0601103,30751370.3485972,22789659.2316192,7846390.5945948,22904980.5246632,7846389.82393405,6524681.65752349,6328941.20779778,5328679.28625779,5042920.97725179,5349126.18738957,5062149.56484626,1087446.94292058,1054823.53463296
143,32155497.9039464,30778334.4368339,32278047.248779,30893529.8064381,22892053.7440384,7886280.69279554,23007249.8857442,7886279.92069384,6653640.5382769,6454031.32212859,0,0,0,0,0,0
144,32311260.0872631,30927440.881194,32432143.3527714,31041070.1343364,22996224.7467467,7931216.13444727,23109854.7742629,7931215.36007351,6743291.84833529,6540993.09288523,5379293.55525585,5091516.29220315,5399440.58595486,5110462.98979725,1123881.97472255,1090165.51548087
145,32499029.8202541,31107212.880766,32618698.461791,31219700.3854749,23112316.1062784,7994896.77448761,23224804.3868089,7994895.99866597,6874654.37698197,6668414.74567251,0,0,0,0,0,0
146,32772026.3232039,31369220.2906509,32891205.6011122,31481247.7916447,23357433.1984171,8011787.09223374,23469461.4766832,8011786.31496151,7052198.4827008,6840632.52821977,5455953.37476943,5165071.01842986,5475816.40686053,5183750.65086403,1175366.41378347,1140105.42136996
147,32990019.5657549,31577571.4574357,33108784.3984693,31689209.3780397,23543132.6602257,8034438.79721007,23654771.3595552,8034438.01848453,7153843.49477913,6939228.18993575,0,0,0,0,0,0
148,33210569.1840441,31788166.4317309,33327366.5876759,31897954.9672659,23674075.7659186,8114090.66581229,23783865.0820385,8114089.88522735,7265828.13966124,7047853.2954714,5528906.04690247,5234586.34787608,5548372.09930229,5252892.14874554,1210971.35661021,1174642.2159119
149,33421360.9490135,31990634.6996442,33535129.6894954,32097576.2899038,23812066.0830322,8178568.61661202,23919008.4553362,8178567.83456758,7406945.96892043,7184737.58985281,0,0,0,0,0,0
150,33610688.8456095,32171149.0378866,33723412.9530173,32277108.670985,23905245.7505186,8265903.28736799,24011206.1751585,8265902.4958265,7539720.84742021,7313529.2219976,5595601.48025128,5298520.20698875,5614388.64924035,5316187.92475522,1256620.1412367,1218921.5369996
151,33751047.5853473,32305447.394988,33862873.8144749,32410563.0205811,24025901.2405711,8279546.15441685,24131017.6591857,8279545.36139539,7624848.01017831,7396102.56987296,0,0,0,0,0,0
152,33904253.7348364,32451991.4618185,34015374.4113827,32556443.8660598,24135795.5102856,8316195.95153289,24240248.7002918,8316195.16576799,7740805.0319641,7508580.88100518,5644407.86501593,5345130.58315037,5662927.79484595,5362547.26816051,1290134.17199402,1251430.1468342
