period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit,,
82,2665196.52278505,1349865.19986079,958827.661305831,273835.261731076,0,8486.6483112359,44834.7834042716,21979.9528224524,7519.3205578211,2665348.82799347,152
83,2664672.09801589,1311326.99767999,983079.747082024,272688.47759842,0,6813.7446297373,48501.8812074737,33102.3814285563,8317.9302933592,2663831.15991956,-841
84,2666260.68018234,1328798.92089851,966962.655843128,270915.799743734,0,9613.7624228993,52501.8710110798,30497.7845762637,8826.6179824605,2668117.41247808,1857
85,3217430.21229182,1296024.99348116,965273.668123211,270701.097850907,580144.317904342,6007.4802651958,62581.4384683137,27322.4876628204,9147.1672188703,3217202.65097482,-228
86,2657855.16948356,1350300.20800334,940786.30932077,269952.842546485,0,7504.7790850975,50903.248037461,32133.4358418673,7478.5610643983,2659059.38389942,1204
87,2613368.79649203,1336079.33474074,901026.945766662,268627.211310262,0,6020.9352545912,64667.6795247693,28542.1145847813,8898.695504728,2613862.91668653,494
88,2566200.9002429,1298023.99241659,920619.203317695,263388.285932029,0,6885.1595734516,43731.5460438634,28298.5447767512,6588.7605978127,2567535.4926582,1335
89,3169319.98188272,1316302.55647747,907613.405247066,262507.851662441,565600.976921443,10630.4766215745,52780.6937475303,44384.8193975997,9279.5780025884,3169100.35807771,-220
90,2570119.00465484,1314921.30767559,909027.413913635,261424.667096447,0,5646.6105496158,44680.8392372823,27603.3929888697,8149.3656086954,2571453.59707013,1335
91,2616611.42907017,1330920.6117263,921901.056103021,259976.531996921,0,6983.1394962285,60866.0998202611,27265.5954448864,8730.3610996881,2616643.39568731,32
92,2578994.76984918,1297062.98937839,923371.364360254,257850.286081484,0,8177.183555141,54238.2735293931,30392.8895494479,9084.0706019333,2580177.05705604,1182
93,3113682.21625682,1241110.05376975,951279.960393249,254776.733868872,550062.96646702,9235.6427209149,50669.9514147646,47487.223156815,9014.7564351522,3113637.28822654,-45
94,2564781.43621567,1233290.29958619,967138.073515091,256960.176710032,0,5018.7110444957,52968.3345667944,43275.421147886,7861.9766381212,2566512.99320861,1732
95,2551888.24753926,1185964.40829127,991478.460754536,256484.816190527,0,7899.8037737583,56950.9572855485,45362.6543933409,8176.0780450629,2552317.17873404,429
96,2542828.27781249,1238697.8832439,950919.643013,252899.052702784,0,6714.384708048,53058.1717405146,34138.886524042,7613.5049239789,2544041.52685626,1213
97,3107663.58953447,1279526.72958648,922517.981091243,251724.950635453,552997.034701975,6196.8851159161,47567.8322173688,40171.2395068602,7252.8870330179,3107955.53988831,292
98,2549726.86229628,1205884.24686149,982007.091723059,250404.441511981,0,8548.0582628356,46710.2787326672,49793.1358649539,6758.7069602196,2550105.9599172,379
99,2507964.62436576,1195920.29796277,954336.139225393,250646.7459013,0,10001.1971175421,55459.3257786978,34357.5659867259,8856.554333562,2509577.82630599,1613
100,2509050.68994529,1187511.78159725,948734.033640701,248195.530387974,0,7922.5737558121,70621.5274417242,37415.5227006803,10287.7421958368,2510688.71171998,1638
101,3015538.6909993,1218503.56255424,918187.653628285,247801.554548852,530409.852139134,7565.8440369691,56689.3555756707,28202.5391589875,9821.6562371491,3017182.01787929,1643
102,2538749.97516914,1249138.34098239,936360.568867318,248522.63419951,0,5840.1553970731,59789.6490445791,30965.3674924091,10400.3489319031,2541017.06491518,2267
103,2496756.27515827,1258094.41934335,884794.884837357,248528.040874081,0,7360.2241990287,57762.4658977814,31374.28030881,9150.3911336043,2497064.70659401,308
104,2485830.57796037,1225764.45998849,910143.923690591,247151.899914892,0,7578.2640271803,48950.2146497398,40606.8205504176,8258.2878707801,2488453.87069209,2623
105,3056153.83477308,1246580.48277939,921494.513795701,246051.783920637,541882.368170046,7676.5889496854,49820.579711935,38096.4514340783,7697.326707063,3059300.09546854,3146
106,2529087.52399508,1280424.51541173,893668.885580526,245895.417200812,0,6293.1400400526,55910.2630875245,39762.3266904593,9610.9503813194,2531565.49839243,2478
107,2533224.51506541,1256938.61359372,908584.128715566,248499.01556849,0,6884.1245742673,54707.9402942613,50326.5004080855,7826.0530167994,2533766.37617118,542
108,2481514.23543773,1219854.53406246,908720.4329877,248774.898252512,0,7280.8742615685,63139.6681743301,29646.1791890637,5942.1354140207,2483358.72234166,1844
109,3044044.92379362,1271568.08657077,888533.770284709,246378.034046714,536449.802670709,8101.6286146897,57802.0955380805,26778.4558288262,8479.5865893072,3044091.46014381,47
110,2546302.36477633,1312366.00801072,870010.01970175,247483.84127736,0,5477.9056825807,59339.9469355092,43454.9872107403,8554.8880263086,2546687.59684497,385
111,2469461.15145807,1246765.87690334,867612.842394008,247995.198867033,0,7871.168796327,47785.9866257221,44671.0583690803,6757.5555621003,2469459.68751761,-1
112,2518585.37566044,1246090.4358481,909820.349201091,246926.100111105,0,8400.743378942,56575.2110305982,41598.8786006424,9096.7359812455,2518508.45415173,-77
113,2989153.86377142,1238772.0560869,879673.399968754,246680.523260861,523516.949798064,11457.4409698014,55646.0159600251,25128.5815087392,7965.6024688571,2988840.570022,-313
114,2491204.90216133,1304886.28253726,839125.24951808,245213.180238518,0,8723.3181247042,61047.8303157152,22632.4354468834,9461.268625812,2491089.56480698,-115
115,2433562.43601082,1247839.55215201,842856.430810921,245364.851688321,0,7086.6394146549,56665.2068538281,25923.2946780052,9646.6437230173,2435382.61932076,1820
116,2417216.87674639,1234428.82387134,844279.328886542,248254.861527343,0,7534.4490617131,49160.7626954748,27299.3751992847,8080.0514419143,2419037.65268361,1821
117,2963991.70872467,1198335.9675917,910929.154823535,247194.86874964,526829.372771314,6498.0698785369,48142.8082605508,19930.0550950167,8348.7877629561,2966209.08493325,2217
118,2424681.80010865,1242633.2569488,854537.114305503,245884.31928985,0,4939.0161073073,51712.3706114288,18993.1113809156,7802.7947747898,2426501.98341859,1820
119,2427261.4909465,1253282.55746064,820677.355225699,243528.005143333,0,7575.8490290837,59441.2786439653,33086.3804922623,8604.398145438,2426195.82414042,-1066
120,2412931.13735048,1225022.69294537,854643.194586859,241854.781644569,0,7231.1943007238,52875.9577417909,24693.0004651817,8592.6538846213,2414913.47556912,1982
121,2998787.97250432,1301361.27089945,823138.536278617,241329.338244829,549824.841107254,4798.2562182474,42463.2892697191,30801.8023658488,7925.9943735536,3001643.32875751,2855
122,2405328.03921878,1274971.82618738,795264.31262729,238174.828194564,0,9294.982674146,48787.6077158551,33002.8200471717,8062.780470125,2407559.15791653,2231
123,2395944.23478374,1259852.32348705,791958.637714415,237248.721752944,0,12590.0750771142,40101.8013864041,48004.5867636526,7795.8863860741,2397552.03256765,1608
124,2423856.98648256,1295616.9284743,779479.092659676,237971.651055429,0,5819.4554133878,50531.3484035668,46571.6140244391,9226.3834094773,2425216.47344027,1359
125,2944839.5632416,1272299.9543881,786293.121011817,239027.944529479,541726.098402699,8333.8134316929,54378.048784192,32460.566094988,9872.3177543977,2944391.86439737,-448
126,2412085.21032862,1306241.33444372,764300.130389421,236843.363441041,0,8124.0535970154,57654.6119316904,29052.3666643772,11625.8970900731,2413841.75755734,1757
127,2358909.09247061,1251145.04575116,771008.671087476,232393.812550151,0,7797.6838542442,61252.4844062417,28714.5691203938,7850.2323773045,2360162.49914697,1253
128,2391770.29502599,1262873.54780294,785597.969223935,231193.388514515,0,10265.1219095294,56791.2224114428,35020.7159020195,11151.9816241742,2392893.94738856,1124
129,2872664.64794267,1258943.55726898,755888.971544236,231406.383036424,518744.686077579,6799.2546411577,51753.0453238956,37406.6332916282,9898.1090722698,2870840.64025617,-1824
130,2397267.83169675,1249075.97871401,827199.218333658,229721.919345788,0,7182.8943387915,48398.9390805786,27071.8063275486,9945.7769544083,2398596.53309479,1329
131,2308732.47541763,1204531.77237999,784678.211700669,228175.468137619,0,8757.473097785,52079.9653034599,23395.1467435615,7583.7988525013,2309201.83621559,469
132,2356379.01849754,1269073.29784361,756655.238604535,231090.377135849,0,6516.3548641255,57533.877136338,26741.120310807,9561.44026219,2357171.70615745,793
133,2890177.13605015,1279558.51111252,756385.593196619,230640.911741921,526088.207589041,6082.3452061909,58304.0978431558,25027.2422455442,7639.5265214748,2889726.43545647,-451
134,2322827.53682075,1191221.49652014,819765.894484215,231171.192692592,0,8549.783261476,42092.6260947037,21464.3670974252,9037.7843975379,2323303.14454809,476
135,2410368.25846408,1247530.48653793,840713.490602072,232803.723851166,0,8594.9782258555,36788.1872827053,41509.9845101204,6982.5387546091,2414923.38976446,4555
136,2367170.65979744,1255247.42240837,773197.836223396,232538.796797195,0,8933.4229591098,57957.9863093743,29994.6440239096,9190.6900677794,2367060.79878914,-110
137,2887005.2846571,1204463.28741572,829922.933267251,228107.315581844,530185.121330855,5477.2156831246,50263.6361693086,35626.9735993791,7927.3760512967,2891973.85909878,4969
138,2352916.18613553,1166521.694272,848658.251785652,228450.781698002,0,9568.2224587917,56728.4160923313,35001.1592021047,9142.791906017,2354071.3174149,1155
139,2319281.13925697,1228786.03266177,774331.532191186,227383.532593901,0,7891.8687800122,46443.7009683181,26895.7960283151,7346.1502806802,2319078.61350418,-203
140,2335437.53794055,1230353.5641088,775786.432139395,228408.808829623,0,7364.0191960377,54725.4975067006,36217.2303604447,8402.212635691,2341257.76477669,5820
141,2815119.14784104,1214295.11023245,757089.634393552,229222.797914354,518320.359915662,9652.057392717,51559.2259876032,29647.9570708741,9674.2772778802,2819461.42018509,4342
142,2250509.31344742,1190719.38886843,751861.476616323,226278.152205984,0,6525.6698567839,41634.3531347251,28054.9749687211,8106.3033190341,2253180.31897,2671
143,2279349.15832066,1217045.92149505,733610.33457763,228825.691895217,0,7349.8742071861,44245.6057116987,42777.6142409632,7651.5010619154,2281506.54318966,2157
144,2262069.92416559,1201829.99556779,740999.804009083,225338.529077936,0,7013.4994723003,55338.9674611493,24198.7493218798,9438.0103838024,2264157.55529394,2088
145,2828658.63712728,1236353.97062044,729025.177388509,225612.846671951,520273.814689912,7792.1638585948,63123.1975851199,40793.4981405137,10853.9997909025,2833828.66874594,5170
146,2295056.93969967,1176304.51033902,785069.345698965,221868.297688916,0,5568.2956113398,54105.4738165406,42078.9066894608,10059.7653682178,2295054.59521246,-2
147,2264325.80827569,1120286.70806618,820414.821345025,217725.789001286,0,7718.333916784,54066.714230301,40139.2376342723,9190.4597881555,2269542.06398201,5216
148,2272642.97693948,1173742.39336201,763743.060755484,219047.151810217,0,8426.6183585486,67283.6815140585,28567.0049301274,8974.9180602248,2269784.82879067,-2858
149,2737385.58433192,1145371.9782587,757320.75902891,219292.301817732,505197.998944202,7550.6640489332,47756.4904080932,44807.955268484,8482.8105040412,2735780.95827909,-1605
150,2311872.59774809,1156252.29386219,833889.387586339,218034.538575463,0,7740.0688996535,45894.9940102709,40349.027687904,8404.0548726819,2310564.3654945,-1308
151,2242075.75480237,1142868.26192908,785709.975777993,217410.63678617,0,7440.9541354013,45939.454905886,35475.8536454918,7336.7088161021,2242181.84599613,106
152,2261989.54258661,1179764.69056808,744186.360840659,214751.691144596,0,8660.1831744641,71205.2317262026,35666.0869992088,10001.7349030057,2264235.97935622,2246
