Period,90_100_dec,80_90_dec,70_80_dec,60_70_dec,50_60_dec,40_50_dec,30_40_dec,20_30_dec,10_20_dec,0_100_dec,count_100_dec,count_90_dec,count_80_dec,count_70_dec,count_60_dec,count_50_dec,count_40_dec,count_30_dec,count_20_dec,count_10_dec,count_0_dec,count_all_cont_pen
74,10928.819315994773,6708.8700584924145,5632.8599761861433,4200.1985080188288,3178.4866704691863,2927.4607391869013,2927.4607391869013,2927.4607391869013,2675.017859135949,20.591047306498009,110821.0,400352.0,344420.0,344166.0,266065.0,176958.0,0.0,0.0,1199880.0,436063.0,0.0,3278725.0
75,11291.158471386829,6931.0710367074926,5823.5431647667565,4327.739485657401,3278.2526928010061,3018.9296329434969,3018.9296329434969,3018.9296329434969,2769.0257866950342,21.155366854569007,113141.0,397394.0,352056.0,344799.0,263969.0,174357.0,0.0,0.0,1185744.0,433187.0,0.0,3264647.0
76,12023.339610374933,7342.758517864193,6089.9899303171887,4743.267805366635,3573.9040532369286,3149.0697104166488,3149.0697104166488,3149.0697104166488,2893.8502592900809,21.988055030294618,105881.0,402234.0,365992.0,310559.0,242617.0,225442.0,0.0,0.0,1170893.0,432373.0,0.0,3255991.0
77,12453.880155779199,7636.8798538816227,6314.5995327437195,4909.5819490692893,3703.0607223761917,3257.7473033067213,3257.7473033067213,3257.7473033067213,3001.0988735276424,22.758454785253718,105718.0,396733.0,375700.0,314934.0,241410.0,222909.0,0.0,0.0,1158264.0,430389.0,0.0,3246057.0
78,12763.040151831379,7807.5623586578586,6455.4879208635566,5061.7874221407055,3809.5019986427383,3328.7113518139167,3328.7113518139167,3328.7113518139167,3073.0058032614488,23.235186792375877,105282.0,394705.0,379949.0,218995.0,334686.0,221180.0,0.0,0.0,1144807.0,429270.0,0.0,3228874.0
79,12998.813960647525,7946.3711425933443,6679.3103139603218,5385.8050159470295,3901.8223804976351,3380.2784607013564,3380.2784607013564,3380.2784607013564,3127.627061551324,23.483559511691091,104102.0,402249.0,331355.0,261335.0,350187.0,220194.0,0.0,0.0,1120836.0,429562.0,0.0,3219820.0
80,13288.982597640994,8122.8957009371979,6813.9865494848846,5592.1705174230365,4028.3649480244349,3435.3786509505326,3435.3786509505326,3435.3786509505326,3185.5387482683586,23.775649907429152,103349.0,418480.0,294258.0,287472.0,345373.0,238491.0,0.0,0.0,1110327.0,426830.0,0.0,3224580.0
81,13517.181202227426,8388.9972963685505,6960.3414320157372,5713.3519360070823,4156.3259514770953,3485.8576625102273,3485.8576625102273,3485.8576625102273,3242.2948030718667,24.102510126233547,102820.0,377320.0,318369.0,304149.0,342034.0,247741.0,0.0,0.0,1078646.0,441187.0,0.0,3212266.0
82,13745.188228029019,8517.5191651428086,7073.6130409682382,5817.6883163363027,4237.3404421221758,3539.4904440453465,3539.4904440453465,3539.4904440453465,3301.4558478580338,24.484493102378163,102992.0,374964.0,281103.0,343639.0,346163.0,245363.0,0.0,0.0,1071976.0,439153.0,0.0,3205353.0
83,13962.012169387724,8674.3183690183851,7207.4964090837229,5953.7203358406769,4326.8076441660287,3589.8586624292416,3589.8586624292416,3589.8586624292416,3360.0427374042811,24.825157585348332,102980.0,374822.0,309328.0,307530.0,356147.0,242733.0,0.0,0.0,1058675.0,438999.0,0.0,3191214.0
84,14172.788246623704,8798.6806697191605,7308.5534324250257,6033.3654426053654,4386.8081392692848,3634.8268817873673,3634.8268817873673,3634.8268817873673,3409.5474786644349,25.054608202814599,103384.0,372315.0,324047.0,302833.0,352598.0,238078.0,0.0,0.0,1051856.0,439568.0,0.0,3184679.0
85,14362.536190397821,8942.7940815279944,7405.5484604153962,6164.4005368239932,4481.649900956023,3677.8013325632892,3677.8013325632892,3677.8013325632892,3460.6786256584655,25.218252613670359,103041.0,373352.0,315738.0,311865.0,354043.0,235907.0,0.0,0.0,1038974.0,438423.0,0.0,3171343.0
86,14574.749344768865,9075.8551074725401,7506.8167335747848,6285.1705512094486,4598.8367116295212,3721.0576316485522,3721.0576316485522,3721.0576316485522,3507.4173019027999,25.267549210915657,103739.0,373136.0,326213.0,305161.0,285088.0,312879.0,0.0,0.0,1021987.0,440452.0,0.0,3168655.0
87,14785.504379605114,9232.0864987839468,7619.6533134536548,6412.4505486099133,4690.6335772009797,3766.5264028203478,3766.5264028203478,3766.5264028203478,3560.2985052628405,25.398258296695147,103764.0,371511.0,330232.0,315500.0,283569.0,310057.0,0.0,0.0,1005227.0,438749.0,0.0,3158609.0
88,15005.836476949953,9383.8213958929118,7730.1490123496151,6529.5175741834473,4832.198957528457,3823.5712791502606,3823.5712791502606,3823.5712791502606,3591.3988542160596,25.547476244292081,102431.0,373930.0,263731.0,392805.0,283166.0,293366.0,0.0,0.0,1012218.0,433644.0,0.0,3155291.0
89,15185.893386486352,9501.8239953445682,7799.2890983326042,6591.1102709707793,4893.8095532594998,3860.5470265270505,3860.5470265270505,3860.5470265270505,3620.0893187414399,27.243646274436166,104311.0,374333.0,266930.0,389903.0,285373.0,292123.0,0.0,0.0,1013416.0,426884.0,0.0,3153273.0
90,15343.16020063388,9597.5468195449321,7859.8140727706541,6650.3857491254566,4927.284469053785,3885.7260904607215,3885.7260904607215,3885.7260904607215,3635.1810157465316,27.570632840452372,103086.0,375187.0,266989.0,395257.0,289194.0,290833.0,0.0,0.0,999927.0,422343.0,0.0,3142816.0
91,15471.14640145977,9696.3861328645562,7934.7684474830567,6721.3964690031908,5031.2283587782795,3926.7108607855625,3926.7108607855625,3926.7108607855625,3648.6302283949658,27.568066245119965,103392.0,375614.0,270828.0,400708.0,279115.0,297566.0,0.0,0.0,997401.0,418141.0,0.0,3142765.0
92,15640.460883643587,9802.6284077268319,7982.9053078606212,6777.3497047141009,5078.706699310228,3956.9156739515383,3956.9156739515383,3956.9156739515383,3664.8864286906501,27.586905826305326,100536.0,377145.0,270537.0,403584.0,281078.0,293563.0,0.0,0.0,992485.0,411875.0,0.0,3130803.0
