polimodal,period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
1,0.87498521584861,0.87498521584861,0.87498521584861,0.87498521584861,0.87498521584861,0.87498521584861,0.87498521584861,0.87498521584861,0.87498521584861,0.87498521584861,0.87498521584861,0.87498521584861,0.87498521584861,0.87498521584861,0.87498521584861,0.87498521584861,0.87498521584861,0.87498521584861,0.860260999918373,0.860260999918373,0.860260999918373,0.860260999918373,0.854047410707405,0.854047410707405,0.854047410707405,0.854047410707405,0.859670707534909,0.859670707534909,0.859670707534909,0.859670707534909,0.853084245531449,0.853084245531449,0.853084245531449,0.853084245531449,0.848929720772142,0.848929720772142,0.848929720772142,0.848929720772142,0.860282342709091,0.860282342709091,0.860282342709091,0.860282342709091,0.875220144522705,0.875220144522705
2,0.931944753842727,0.931944753842727,0.931944753842727,0.931944753842727,0.931944753842727,0.931944753842727,0.931944753842727,0.931944753842727,0.931944753842727,0.931944753842727,0.931944753842727,0.931944753842727,0.931944753842727,0.931944753842727,0.931944753842727,0.931944753842727,0.931944753842727,0.931944753842727,0.92323182376556,0.92323182376556,0.92323182376556,0.92323182376556,0.917375130146472,0.917375130146472,0.917375130146472,0.917375130146472,0.914670497166716,0.914670497166716,0.914670497166716,0.914670497166716,0.905311601028327,0.905311601028327,0.905311601028327,0.905311601028327,0.905273201373722,0.905273201373722,0.905273201373722,0.905273201373722,0.907641534891503,0.907641534891503,0.907641534891503,0.907641534891503,0.913704220012455,0.913704220012455
3,0.98434850658667,0.98434850658667,0.98434850658667,0.98434850658667,0.98434850658667,0.98434850658667,0.98434850658667,0.98434850658667,0.98434850658667,0.98434850658667,0.98434850658667,0.98434850658667,0.98434850658667,0.98434850658667,0.98434850658667,0.98434850658667,0.98434850658667,0.98434850658667,0.983829288976987,0.983829288976987,0.983829288976987,0.983829288976987,0.981741711138819,0.981741711138819,0.981741711138819,0.981741711138819,0.980124764217274,0.980124764217274,0.980124764217274,0.980124764217274,0.98108263315969,0.98108263315969,0.98108263315969,0.98108263315969,0.981351112618699,0.981351112618699,0.981351112618699,0.981351112618699,0.980890672865649,0.980890672865649,0.980890672865649,0.980890672865649,0.985867839930112,0.985867839930112
