Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
68,20459599.7065644,19740171.6832432,62817921.8508422,68664245.6936782,11444040.9489464,470099.465276144,176671.517480507,103795.772235135
69,16337773.8079153,15616249.989516,46491219.4111313,68416141.0754535,0,470550.818079584,178409.584552511,103662.022524521
70,19198020.3971488,18448730.1086441,55456237.0285295,68615022.4332948,11435837.0722158,496267.37347472,179422.202137061,105143.875561273
71,16392398.8592856,15633350.4859236,46524087.5174388,68566624.6088878,0,500724.034772239,184392.314492775,105617.177281378
72,19076856.195083,18300529.003879,54941070.2248947,68094899.9833603,11349149.9972267,507276.46177534,192994.892797726,108651.195187003
73,15243746.4098757,14477474.7122632,40085979.3163701,68069450.8655259,0,496340.137558931,193301.955384904,109470.863812314
74,17953027.4681234,17166777.6565635,48315407.625537,68101527.0584279,11350254.509738,522535.754952603,189155.87601479,106511.686560861
75,15255892.6123154,14457032.8526521,39990869.5218535,67988142.7093829,0,537236.856932738,187053.880751308,106527.174256091
76,17834949.5392244,17047504.3542646,47937469.5659317,67657412.2600396,11276235.3766733,513662.752470332,195197.654862569,112263.968038475
77,14258119.3043735,13478000.3886666,34805492.4591492,67213089.0426815,0,498850.464261382,200914.389775401,114791.516671631
78,16820380.7953635,16054404.6037014,41962402.6981957,67904526.8235322,11317421.1372554,498035.162959678,191388.8504564,109360.254637271
79,14248849.6678659,13452348.5330273,34670677.6035218,67172581.2623303,0,522276.696234336,195591.336090963,112333.003590399
80,16755368.6751193,15937774.5359178,41695656.7050088,67361035.0094987,11226839.1682498,538643.560452726,198154.701091581,115422.68236734
81,14264629.5571039,13448551.2098335,34608839.740409,67230230.383659,0,544104.674322997,191904.284255105,114384.840989073
82,16620397.4181965,15850306.4275028,41392140.8513216,67105868.8165515,11184311.4694253,502879.863326979,188670.789801587,112200.482235935
83,14203950.6728804,13403491.9029443,34386102.7709293,67205191.9180038,0,526159.634522484,194907.585327739,113416.500122765
84,16694717.6443453,15877019.7615102,41442929.2978523,67253358.8489348,11208893.1414891,541758.937726857,196378.393547529,113657.930800995
85,14284700.0849384,13485298.4456104,34616291.2585519,67560097.072811,0,520772.956708183,198888.640269984,113914.346214047
86,16691119.2406584,15878726.679599,41355515.1239827,67370987.6684852,11228497.9447475,527103.089393893,202996.324944607,117561.638172704
87,14252482.5844068,13421765.1238217,34438207.9976768,67272963.442234,0,548742.71114047,201104.550479941,115528.85566393
88,16835733.5989024,16024548.0561036,41709282.7468734,68048206.5520351,11341367.7586725,536197.981050707,195865.790864079,113031.101263006
89,14406945.2594745,13623945.9914533,34922306.8031862,68354421.5626122,0,509212.349986421,194941.439689725,112636.397635665
90,16902821.1093545,16101290.7255924,41950606.4434756,68328275.6664965,11388045.9444161,532365.793453949,192391.338621614,109676.073837792
91,14276859.732612,13488435.5056244,34519169.6208125,67778704.1159579,0,513790.069374088,196621.057785778,111447.285468298
92,16726550.0658976,15921559.3696329,41339513.8693693,67786433.1365539,11297738.8560923,526374.494629194,199415.296659643,113144.149965463
93,14200325.2961068,13403163.0936461,34242766.147402,67473377.2857697,0,517512.447603192,199429.20685997,114600.78285363
94,16622954.1871821,15769616.2684536,40919740.2603248,67170551.1588523,11195091.8598087,574212.424886287,199443.618984773,113831.249796348
95,14140745.5987011,13307289.4502768,33990699.3939203,67036793.4388236,0,549947.285950375,201889.9380789,116598.463421405
96,16554348.596301,15722736.8333127,40818836.6311522,66987031.3109594,11164505.2184932,548985.46554911,201122.176226471,116434.458875258
97,14179508.7589,13369917.4804684,34126870.415479,67392940.1850868,0,527963.65168822,202072.641753958,113649.978556409
98,16559135.447873,15696928.2649315,40766158.453922,66869753.850562,11144958.9750937,572256.789644769,206774.309936131,118822.976229416
99,14174501.0926676,13361396.3178337,34125941.6062032,67306932.8747922,0,539499.334223923,194127.250583298,113540.271466758
100,16709223.5314396,15859281.8101645,41224424.519634,67450329.2503939,11241721.5417323,565261.103042488,203032.101636769,116640.737994156
101,14284361.737548,13415780.2825936,34191618.758047,67671186.0479993,0,574974.405011818,208214.226279157,121989.748090542
102,16790947.6235288,15947454.186211,41410409.5511168,67893672.6867378,11315612.1144563,555518.682152857,204889.382093861,118693.390101556
103,14281048.9698832,13446766.8506947,34267647.2164521,67814465.7519648,0,552598.184894428,200381.912739648,116145.745077715
104,16733602.9340753,15906175.3815991,41251454.657923,67784962.9155751,11297493.8192625,546957.750596694,199609.754388773,115514.353558104
105,14258264.2830834,13402856.7757405,34103619.1234516,67644253.4942631,0,562990.000274097,208730.303697756,119553.147672817
106,16775955.5309519,15957568.9454426,41349913.0072572,67996486.987603,11332747.8312672,531822.690407987,204319.255571804,117492.342185071
107,14311069.6641338,13476071.6314365,34331494.6677803,67929753.1190465,0,554680.628223781,200725.642331523,113702.517345756
108,16751373.9665152,15933679.2535176,41271291.832812,67897651.2602074,11316275.2100346,538516.23560178,200084.612221914,112991.235962592
109,14275703.0769265,13402074.7030676,34068511.7431847,67668903.4590309,0,597636.543238124,197074.541050444,112738.98510046
110,16651912.7759371,15835677.640253,40955990.174453,67580703.7520265,11263450.6253378,540686.707902449,196808.899813786,112485.039953984
111,14073204.5215658,13253815.2297692,33588665.7528316,67088566.0212172,0,526890.371634965,207959.57885182,120770.487585516
112,16548849.8367854,15740492.1958571,40685090.437131,67188696.5536068,11198116.0922678,515395.249051924,208862.95302878,120142.055496579
113,14085046.5700416,13240382.7895743,33583344.8042089,66969113.8697332,0,541806.955592904,215732.755206761,124462.956668052
114,16574699.8146477,15746517.571636,40701271.0443687,67242651.7936944,11207108.6322824,530258.49141383,212409.491967869,122163.228042905
115,14013629.4518404,13157668.8516709,33325578.5042031,66651913.0222364,0,559196.054650054,211343.738886388,122029.723761482
116,16493972.5992264,15648177.2688402,40391324.4728902,66880812.3613827,11146802.0602305,544905.223783473,214702.195281708,123125.587601396
117,14127694.6115812,13287749.0906867,33639232.0960859,67314597.2389166,0,547204.312349723,209368.552450824,119103.794419878
118,16488659.2345147,15627187.6390499,40342061.7712327,66770970.252652,11128495.0421087,566680.900147254,210582.619635477,120297.250974341
119,14007435.645649,13140469.5904076,33271303.5165053,66561423.9009171,0,575548.365361564,208484.708366953,118475.687875572
120,16390426.4643112,15552376.7576092,40222677.675818,66369460.4270754,11061576.7378459,540781.674741195,213027.057681874,120344.248969802
121,13943526.5369463,13071187.7649194,33133862.1306569,66181794.5034552,0,564338.344833622,220327.122725225,125247.577811501
122,16243960.0360656,15373246.2526061,39702512.2571719,65720137.3322817,10953356.2220469,566859.73489537,217857.546475513,122852.145840892
123,13752466.9016246,12852746.3572305,32479004.3920765,65228485.2693902,0,602621.209086987,213501.045775931,119426.12790166
124,16118494.615618,15198858.4698106,39181749.3264957,65104218.7483365,10850703.1247228,609454.507570261,222329.895808291,125502.489184133
125,13730535.9109506,12863919.5356795,32392726.4318831,65480139.9039568,0,570749.573942705,211852.534832411,120020.380708445
126,16031809.3207113,15173004.266867,39041067.9779455,65044721.1412849,10840786.8568808,570807.592171003,206050.4226805,117067.198561125
127,13674455.2524734,12780425.1146591,32155534.3447658,65116539.5513637,0,598986.419500812,211791.65392428,118931.520555927
128,15953781.748381,15110930.4288029,38842476.4820492,64842969.2035228,10807161.5339205,543389.939615978,215845.075444403,119451.86359677
129,13452701.6830292,12584959.2916682,31597562.5549087,64222091.4221074,0,572206.765626245,212057.291196314,119254.763626365
130,15774367.4763915,14902579.8286473,38229057.7113403,64062699.8533875,10677116.6422312,573307.090344331,214088.924138002,120559.476088407
131,13454407.5063696,12555822.8359442,31445903.4848092,64153475.3085053,0,593755.716199753,218875.267549479,122790.980965867
132,15678223.8569746,14775427.5172199,37815545.0006042,63609133.7284544,10601522.2880757,594511.928663617,221205.77823272,124398.046940544
133,13403667.0387981,12489080.4551161,31253418.6181179,63855620.6069081,0,605749.533973269,221170.638097709,125237.730872935
134,15677926.3684328,14771390.0034849,37794499.2272357,63622336.130353,10603722.6883922,588129.47534641,227055.647419481,130501.774545784
135,13370582.9307508,12444902.2901425,31132494.4293452,63684486.8277032,0,610042.833500082,225863.865205214,128248.488432878
136,15502610.2310114,14571426.9745375,37270669.4620356,62823541.345329,10470590.2242215,611274.739087861,228267.588161102,130915.613178468
137,13177131.0305133,12265552.2455257,30660232.9236734,62850303.7123918,0,591176.968979097,228971.938362559,130614.110922696
138,15512165.513044,14591829.22956,37321185.3028517,62937314.1139004,10489552.3523167,603812.808085038,225850.776645661,129532.426790497
139,13136887.1371587,12280515.9609848,30667813.8592979,62931298.3094105,0,536363.842974286,227997.786154201,131442.210064862
140,15249346.6832394,14387158.6232,36671533.8064157,62203230.2804562,10367205.0467427,555555.351725112,218978.803740896,125219.863676363
141,13098349.4646746,12180149.5694982,30342292.3781967,62569805.9363239,0,609617.854895741,221396.901828094,124550.197789338
142,15251986.8494771,14369654.2153418,36621736.9412725,62125546.8093951,10354257.8015658,562506.61771795,230105.968513274,128171.497005753
143,13007226.5535314,12125895.0283256,30222147.8065405,62247714.0475986,0,559999.377237948,229673.130224366,130941.453919203
144,15277426.3960994,14392664.2005384,36697500.356684,62214795.0486303,10369132.508105,565006.791445062,230066.715381998,128126.698191371
145,13085371.5572465,12221419.2984057,30468937.372565,62704630.4764558,0,548797.471064043,227346.945610589,125439.774523016
146,15246124.9548872,14380948.9034726,36662803.6868329,62140679.8917345,10356779.9819558,555818.674818781,223093.622838736,123233.933938678
147,12963655.5512269,12080865.937015,30037832.9319819,62093443.5701049,0,575250.56794279,223126.666495344,120589.1139624
148,15235755.7275252,14337267.6645874,36485533.3245985,62002348.6797542,10333724.779959,596913.071369545,218372.292864333,118860.998148469
149,12929851.7693617,12035707.2085561,29979659.8644173,61763772.3977127,0,589312.184633904,220447.975640227,120549.143616355
150,15274095.5629913,14356115.0094924,36545954.81914,62068209.2711775,10344701.5451962,617213.928280407,216747.418358889,120027.438370902
151,12919796.7966937,12012662.1704631,29845245.832693,61749417.1194984,0,604473.49689065,216934.123677005,122467.150946925
152,15129576.8516017,14182540.9953348,36003687.1303116,61446679.2290213,10241113.2048369,647690.869267885,214483.377558272,121230.870629543
