agegroup,period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,993,994,995,996,997,998,999,1000,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023,1024,1025,1026,1027,1028,1029,1030,1031,1032,1033,1034,1035,1036,1037,1038,1039,1040,1041,1042,1043,1044,1045,1046,1047,1048,1049,1050,1051,1052,1053,1054,1055,1056,1057,1058,1059,1060,1061,1062,1063,1064,1065,1066,1067,1068,1069,1070,1071,1072,1073,1074,1075,1076,1077,1078,1079,1080,1081,1082,1083,1084,1085,1086,1087,1088,1089,1090,1091,1092,1093,1094,1095,1096,1097,1098,1099,1100,1101,1102,1103,1104,1105,1106,1107,1108,1109,1110,1111,1112,1113,1114,1115,1116,1117,1118,1119,1120,1121,1122,1123,1124,1125,1126,1127,1128,1129,1130,1131,1132,1133,1134,1135,1136,1137,1138,1139,1140,1141,1142,1143,1144,1145,1146,1147,1148,1149,1150,1151,1152,1153,1154,1155,1156,1157,1158,1159,1160,1161,1162,1163,1164,1165,1166,1167,1168,1169,1170,1171,1172,1173,1174,1175,1176,1177,1178,1179,1180,1181,1182,1183,1184,1185,1186,1187,1188,1189,1190,1191,1192,1193,1194,1195,1196,1197,1198,1199,1200,1201,1202,1203,1204,1205,1206,1207,1208,1209,1210,1211,1212,1213,1214,1215,1216,1217,1218,1219,1220,1221,1222,1223,1224,1225,1226,1227,1228,1229,1230,1231,1232,1233,1234,1235,1236,1237,1238,1239,1240,1241,1242,1243,1244,1245
16,0.00180433131094979,0.00202363962242266,0.00214522772366737,0.000715832532959294,0.00100638294622496,0.00130518525136533,0.00164666775693537,0.00195426428545178,0.000776258548874368,0.00197471790647566,0.00183732281728026,0.000567471707739759,0.00133914357266764,0.00111684499829362,0.000762250395583655,0.00113683795128619,0.00137053841819463,0.00102315479863573,0.00145636594550321,0.00145099640447508,0.00134339620847218,0.00131803233963092,0.00149975135502836,0.00134759957781584,0.00112229766514374,0.000605444138771895,0.000464266045499618,0.000455745157981198,0.00154739392156773,0.00117064815154853,0.0018164268711425,0.00183091619300235,0.00225609040926436,0.00225626205729221,0.00193373884591896,0.00136476091264388,0.00206526549407849,0.00153635445532071,0.00115959226986699,0.000807237471251762,0.00227358398154354,0.00235351060756582,0.00168643292836623,0.00116229677748428,0.00107412536298287,0.00159025354737508,0.00269445481630958,0.00195442296695175,0.00239093684609491,0.00116870770536131,0.0017976597047323,0.00164832471986409,0.000846797614288156,0.00173242583395141,0.00138120987104769,0.000232975903512064,0.000717820397105346,0.00145753113927506,0.00158902848244558,0.00173522746249792,0.00157816509025939,0.00151135130846918,0.00148465672754352,0.00143029907731302,0.00154149868467618,0.00166789739233194,0.00131936207444602,0.000976146606703654,0.00140752834451329,0.00180015087049919,0.00138421197634667,0.00102386284926166,0.00111816214023628,0.00123407924173497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.00522356963574729,0.00392402992684407,0.00610599909281484,0.00449600870359574,0.00437101195765631,0.00428576922114327,0.00430677031031238,0.00421260830998432,0.00465833783716849,0.00419474701170802,0.00416413143216272,0.00585483641507331,0.00629124777530449,0.00477791727807647,0.00397660040897912,0.0036096837736652,0.00317937373516061,0.00368536562289557,0.00408469879548773,0.00404380963923399,0.00267683887789802,0.00331248489517821,0.00385308935817044,0.0030132524179548,0.0028273156952209,0.00328866707672171,0.00262350085734313,0.00407539704791064,0.00447201059166316,0.00348580993493049,0.00380157943787095,0.00399457064674737,0.00471533933282078,0.00451077898587998,0.00346345412081083,0.00454268984858642,0.00562713506720696,0.00512487264627732,0.00436967951977013,0.00358903547013897,0.00565329555166181,0.00649822498181294,0.00473725775825347,0.00456885270391157,0.00543721662321962,0.00476033552246886,0.0047923987132268,0.00381678679365347,0.00493655120742787,0.00599605773234006,0.00483731909747119,0.00477776809657149,0.00409169097118693,0.00428996904168629,0.00350659953463379,0.00399436308865814,0.00374083632666322,0.00416390335498877,0.00404191612776245,0.00397675633604492,0.00419386502434241,0.00463455415707911,0.00388356873840798,0.00301323866195106,0.00324501102265379,0.00350875793504364,0.00306936522116141,0.00264529733436077,0.00353779844354499,0.0043404763154796,0.00431236348720256,0.00441673024670839,0.00408540981431864,0.00380989483170105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.00856867460138618,0.0119133424871151,0.00803657230349388,0.0092727484199996,0.00906900675934033,0.0089475901021548,0.00904978115838548,0.00891174759438919,0.00914637234219042,0.0112183392268016,0.00923454755984469,0.0100912641963154,0.00913230991518691,0.00972987760979233,0.0101017441296663,0.00732642928581297,0.00850587823333017,0.00964325834019924,0.00723133623798524,0.00708058658760982,0.00585327970768532,0.00736467874716521,0.00789821606356936,0.00669587866953874,0.00627420402056448,0.00734664053780802,0.00789085768969805,0.00745540615549381,0.00802627441486621,0.00717690975681171,0.00767739196516101,0.00798240649942229,0.00726378371232004,0.00713657951567793,0.0081515733844033,0.00815589931814928,0.00889391182213545,0.00835957377020638,0.0088453536536222,0.00892366090668665,0.00847966287053091,0.00714065913711648,0.008702109099647,0.00898495760620877,0.00802871956427388,0.00806380684933225,0.00860046312873849,0.00741498525745286,0.00617087311648301,0.00760426033368695,0.00731758774448915,0.0068256594801789,0.00673740880618353,0.00686193770363687,0.0069055832344178,0.00572488879715855,0.00592340151592154,0.00733387577691298,0.00748819135676348,0.00773159756779489,0.00764378134554842,0.00797584785237766,0.00817314827603624,0.00824190681462685,0.00770934819063572,0.0072428902112826,0.00792031579208652,0.00865166493101786,0.0080531341948344,0.00735433667795904,0.00768872569104665,0.00824697281536391,0.00821221643613572,0.00831128535713364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0.013158639575661,0.0117707601700487,0.0142672117201196,0.0142788301069217,0.0138357582829422,0.0135186553832423,0.0135351456868891,0.0131881995644259,0.0128514636881098,0.0127007216571131,0.0131151529119374,0.0138479018357032,0.0112466523549233,0.0120207878334524,0.0131726670132337,0.012522459810845,0.00947208581276653,0.010408596203073,0.0119254458385373,0.0127581808892395,0.00952312557100484,0.00985170254081533,0.0104545116615395,0.0103417257938426,0.00901592824280143,0.00941454528189095,0.0102613216188903,0.00980526203561252,0.00924327982209808,0.0110105936364386,0.0097003961306902,0.0111904662974188,0.00997405231352681,0.0112007505535265,0.0126063734218134,0.0146520134078497,0.0120310076935336,0.0119254482330083,0.011856137728769,0.0113679585647561,0.0103276856781732,0.0115296749703271,0.0111663364353968,0.0125247926002188,0.0114584459676627,0.0104505753615219,0.0114755070851167,0.0108929550201446,0.0112078464449971,0.011936751788473,0.0101591739720248,0.00976960352717124,0.00910317389978306,0.00918956490824317,0.00839430760182717,0.0101223491285647,0.00921744894126895,0.00991400777313575,0.00960184306988071,0.00942562829801107,0.00988237181584169,0.0108673621479457,0.0115230112008964,0.0120234711579005,0.0125384184092431,0.0131734467891996,0.0127691445015075,0.0124398981797583,0.0127688883980925,0.0128882664586923,0.0123224655435008,0.0121508093921384,0.0121621637752176,0.0123738660578874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0.0178285982915517,0.0163853663843759,0.0154264080684034,0.0173904202038216,0.0165945176178475,0.0159504476542309,0.0156913976186161,0.0150025491905602,0.0151950463958627,0.0142080241103452,0.0151138595310104,0.0137989186508051,0.0142230037866232,0.014920201396244,0.0132776786166024,0.0122793288954069,0.0106772362990933,0.0108162703875789,0.0120822562318125,0.0114730964042138,0.0126733392917452,0.0110828245240115,0.0134922960250559,0.0120633235691939,0.0125057722480883,0.012156407098704,0.012277682566921,0.0127543153858736,0.011665943067756,0.013475284315044,0.0140582265882728,0.0121426398188758,0.0113715306604846,0.0148867246042895,0.0137001543861087,0.0142266586936234,0.0130683027165091,0.015653939571838,0.0130208951920362,0.0103796330741681,0.0135130530843215,0.0131511820903677,0.0126858307342796,0.0138011065649242,0.0152062180567096,0.014210420819943,0.0142064410909425,0.0131971000704647,0.012873173409178,0.0121607646211792,0.01185616848753,0.0105347621366157,0.00985631103315206,0.0101831394686321,0.0105738852824391,0.00868083521592742,0.00954979111323089,0.0125013381781664,0.0122364909103116,0.0121392362503702,0.0121300426495399,0.0127838344253081,0.0131322737030341,0.0132763448067537,0.012852227635053,0.0125425289435992,0.0134987785666894,0.0145453571543908,0.01459608039108,0.0144200858141987,0.0147202120317781,0.0154598380775631,0.0147158361332121,0.0141882615757871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.0169568725312843,0.0169289340597553,0.0154435316977898,0.0161765005898652,0.0162994998795416,0.0165690794853999,0.0172684526094431,0.0175247847329146,0.0151156626144806,0.0149596729687474,0.016701633616139,0.0146011424908792,0.0157205407553911,0.0150585227351096,0.0132134816275831,0.0137388344341647,0.0130689358377102,0.0116266825563732,0.0125156163353516,0.0120544325390129,0.0147950391453847,0.012897768002011,0.0111047546747182,0.013052063388096,0.0146503912467258,0.0134613377422231,0.011358553826068,0.0134038079979062,0.0141479662679895,0.0128232491369819,0.0142156815731318,0.0118550666455544,0.0146380701483857,0.0150005608332535,0.0147497339416302,0.016193495867531,0.0149346554545186,0.0151653408428105,0.0156846706901471,0.0155419069035554,0.0169826487471979,0.0138004849655786,0.0164616199423129,0.0138997784178819,0.0115295449581249,0.015784795681735,0.0137899208539954,0.0147622652597548,0.0125407234354592,0.0169137288404384,0.0129270358960044,0.0132818644855421,0.010858295673584,0.012045067755983,0.0121035810418139,0.0111736299072688,0.0102267091109006,0.0110699718549636,0.0122006960427961,0.013439146554364,0.0140176070128721,0.0153471343044116,0.0151476419205807,0.0146709350912752,0.0158975999943562,0.017281741425716,0.0162497004774171,0.0153090653975783,0.0162739240490225,0.0169500187599222,0.0156891578037487,0.0149474821723933,0.0150390577645039,0.0153810315977381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0.0199136684427541,0.0181064703377633,0.0178070213479789,0.0184586629445315,0.0177916495246423,0.017286896247738,0.017205567545066,0.0166591343797245,0.0168654233047033,0.0182521513654168,0.0188500979504835,0.0169846090253365,0.0190188196346351,0.0177213622226304,0.0151292497741887,0.0133221531921337,0.0140486710469412,0.0139804398506319,0.0124496490441554,0.0116805157171995,0.0127900453760341,0.0151936710291313,0.0150825381573914,0.011875171848783,0.0115956034504546,0.0136298056281966,0.014910728017962,0.0134352243170706,0.0119626564021285,0.0148035817671094,0.0151752635784585,0.0178056761863537,0.015105703705446,0.0134877750110159,0.0142507771970777,0.0168661001270306,0.0156252849688668,0.0174409335973221,0.0176536339042871,0.017186825202825,0.0154563826857707,0.0183438297520755,0.0170271939067383,0.0158941537947497,0.0164354065757161,0.0153986444548799,0.0153751499314647,0.0149141438861706,0.0131784218264591,0.0144121671764919,0.0120432902579108,0.0110897820618908,0.0137975012862607,0.0112282658178108,0.0132011248245357,0.0134807779965547,0.0135578203091799,0.0163204348715707,0.0165426559477936,0.0169667454884756,0.0162450642468239,0.0164294475607348,0.0169459304734171,0.0172033074274729,0.0168112227240035,0.0165702831696686,0.0163267747467031,0.0161814044599116,0.0162336801547272,0.0160339654881012,0.0165546674805192,0.0175637589563076,0.0177886821204642,0.0183137834087887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0.0158592870611897,0.0166812966759601,0.0181664999023063,0.0165236469631763,0.0162143888777393,0.0160521636386561,0.0162928628971554,0.0161027971586619,0.0144772741499689,0.0168521617461287,0.0155159696396308,0.0174054764192347,0.0175562136616586,0.0181809365053168,0.0152440605638609,0.0151350027308942,0.012894906143011,0.0137916162297184,0.0142382186071947,0.0156438405302035,0.0152958789289878,0.0167337718273148,0.0142428119996474,0.0163488620824082,0.0165020120992884,0.0152591005626886,0.0126603366026065,0.0141637867681029,0.0133234231177124,0.0171850962295046,0.0146743898377347,0.0135488439059732,0.016481701271154,0.0175902331010834,0.0184229711076644,0.0209931128455072,0.0195356322333723,0.0195544419065541,0.0178059512113272,0.0157189494594215,0.0166182711438,0.0160686564177903,0.0168070219649848,0.0179016067411903,0.0152709162946027,0.0142550210400264,0.016298271516709,0.0165814914257988,0.0154558551731536,0.0138454784111434,0.0133976175921039,0.0130559821388836,0.0118665030371492,0.00991971312069673,0.0117284442522913,0.0141899583558139,0.01250152716057,0.0128770625855659,0.0126493222119791,0.0125928686359995,0.0127423555363103,0.0135842190736124,0.0148648337396611,0.0159752445343803,0.0155972424730786,0.0153593414148739,0.0160895988611792,0.0169242710428817,0.0160706777531763,0.0150034915730968,0.0141322703990078,0.0137202206426415,0.0142056270926788,0.0149412360231033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0.0166014674903733,0.020472973227389,0.019426209532534,0.018791740684519,0.0182075064307458,0.0177890473630489,0.0178095221251429,0.0173517506270592,0.0184652111301914,0.0201754580813811,0.0152649206400825,0.0162844038877135,0.0164073292457094,0.0147661471916336,0.0162266159274315,0.012525197067557,0.0139959445637348,0.0169321013249424,0.0142330642852125,0.0144024364143859,0.0148289754480198,0.0136330446111294,0.0131502387686383,0.014979435017521,0.00972179183955507,0.014160799190693,0.0137743591212726,0.0127849289007668,0.0125638986163678,0.0150186444551856,0.0153816397037805,0.0147933275139633,0.0165140005256619,0.018280900175386,0.0164132892846677,0.0148710097792684,0.0183113012924083,0.0200211507703463,0.0175439214723958,0.0148664750412851,0.0158753490397354,0.020003450688921,0.0192793335140391,0.0154304548973208,0.0157220084093694,0.0175538746095795,0.014104557655358,0.0140834433833454,0.0128234109372932,0.0157919773915714,0.0123410808840205,0.0109036182917916,0.0110436082681193,0.0121161657121999,0.0107116953927995,0.0109401358997435,0.0132706545486076,0.0187583986465707,0.0153551232203912,0.0122928820041048,0.0137095136793941,0.0158389137162573,0.0164833168289612,0.0168854833905936,0.0166582947039068,0.0165823452299131,0.0170663155810597,0.0176587320695702,0.0158654068803795,0.0138988785663123,0.0139942140206282,0.0145134735784963,0.0139675569056688,0.0136325586311721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
