age;period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040
0;0.012666613;0.012615385;0.012212285;0.01180436;0.01139401;0.010996661;0.010638082;0.010307601;0.009965692;0.00777809;0.009344239;0.009047108;0.008786045;0.008507408;0.008280912;0.008041844;0.007799119;0.007598588;0.00738567;0.007192971;0.007001223;0.006837128;0.00664951;0.006493388;0.006324487;0.006184223;0.006048128;0.005918711;0.005784761;0.005674043;0.005544688
1;0.000437697;0.000416895;0.000401898;0.000383862;0.000368204;0.000353594;0.000342867;0.000326049;0.000317089;0.000254822;0.000289925;0.000280523;0.000269004;0.000262191;0.000248943;0.000241435;0.000232217;0.000225029;0.000218262;0.000208668;0.000201658;0.000196731;0.000193922;0.000186681;0.00018266;0.000178587;0.000171722;0.000165923;0.000162302;0.000157554;0.000152784
2;0.000437697;0.000416895;0.000401898;0.000383862;0.000368204;0.000353594;0.000342867;0.000326049;0.000317089;0.000254822;0.000289925;0.000280523;0.000269004;0.000262191;0.000248943;0.000241435;0.000232217;0.000225029;0.000218262;0.000208668;0.000201658;0.000196731;0.000193922;0.000186681;0.00018266;0.000178587;0.000171722;0.000165923;0.000162302;0.000157554;0.000152784
3;0.000437697;0.000416895;0.000401898;0.000383862;0.000368204;0.000353594;0.000342867;0.000326049;0.000317089;0.000254822;0.000289925;0.000280523;0.000269004;0.000262191;0.000248943;0.000241435;0.000232217;0.000225029;0.000218262;0.000208668;0.000201658;0.000196731;0.000193922;0.000186681;0.00018266;0.000178587;0.000171722;0.000165923;0.000162302;0.000157554;0.000152784
4;0.000437697;0.000416895;0.000401898;0.000383862;0.000368204;0.000353594;0.000342867;0.000326049;0.000317089;0.000254822;0.000289925;0.000280523;0.000269004;0.000262191;0.000248943;0.000241435;0.000232217;0.000225029;0.000218262;0.000208668;0.000201658;0.000196731;0.000193922;0.000186681;0.00018266;0.000178587;0.000171722;0.000165923;0.000162302;0.000157554;0.000152784
5;0.000244602;0.000235399;0.000225936;0.000218332;0.000212534;0.000200241;0.000194123;0.00018998;0.000180551;0.000115561;0.000169939;0.000166626;0.000162864;0.000154479;0.000151322;0.000146094;0.000140868;0.00013669;0.000132495;0.000129864;0.000129337;0.00012503;0.000119045;0.000117305;0.000112262;0.000107691;0.000107427;0.000107684;0.000102443;0.000101001;0.0000989819
6;0.000244602;0.000235399;0.000225936;0.000218332;0.000212534;0.000200241;0.000194123;0.00018998;0.000180551;0.000115561;0.000169939;0.000166626;0.000162864;0.000154479;0.000151322;0.000146094;0.000140868;0.00013669;0.000132495;0.000129864;0.000129337;0.00012503;0.000119045;0.000117305;0.000112262;0.000107691;0.000107427;0.000107684;0.000102443;0.000101001;0.0000989819
7;0.000244602;0.000235399;0.000225936;0.000218332;0.000212534;0.000200241;0.000194123;0.00018998;0.000180551;0.000115561;0.000169939;0.000166626;0.000162864;0.000154479;0.000151322;0.000146094;0.000140868;0.00013669;0.000132495;0.000129864;0.000129337;0.00012503;0.000119045;0.000117305;0.000112262;0.000107691;0.000107427;0.000107684;0.000102443;0.000101001;0.0000989819
8;0.000244602;0.000235399;0.000225936;0.000218332;0.000212534;0.000200241;0.000194123;0.00018998;0.000180551;0.000115561;0.000169939;0.000166626;0.000162864;0.000154479;0.000151322;0.000146094;0.000140868;0.00013669;0.000132495;0.000129864;0.000129337;0.00012503;0.000119045;0.000117305;0.000112262;0.000107691;0.000107427;0.000107684;0.000102443;0.000101001;0.0000989819
9;0.000244602;0.000235399;0.000225936;0.000218332;0.000212534;0.000200241;0.000194123;0.00018998;0.000180551;0.000115561;0.000169939;0.000166626;0.000162864;0.000154479;0.000151322;0.000146094;0.000140868;0.00013669;0.000132495;0.000129864;0.000129337;0.00012503;0.000119045;0.000117305;0.000112262;0.000107691;0.000107427;0.000107684;0.000102443;0.000101001;0.0000989819
10;0.000319083;0.000306416;0.000296244;0.000281386;0.000270281;0.000261812;0.000250922;0.000240315;0.000232103;0.000133015;0.000213265;0.000205357;0.000198428;0.00019205;0.000190443;0.00018233;0.000179044;0.000170647;0.000168528;0.000163332;0.000156579;0.000149293;0.000147791;0.000145237;0.00014213;0.000136848;0.000133111;0.000129854;0.000126534;0.000124236;0.000119157
11;0.000319083;0.000306416;0.000296244;0.000281386;0.000270281;0.000261812;0.000250922;0.000240315;0.000232103;0.000133015;0.000213265;0.000205357;0.000198428;0.00019205;0.000190443;0.00018233;0.000179044;0.000170647;0.000168528;0.000163332;0.000156579;0.000149293;0.000147791;0.000145237;0.00014213;0.000136848;0.000133111;0.000129854;0.000126534;0.000124236;0.000119157
