age ,period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
30,0.099581908,0.098805099,0.0980276547,0.0972495743,0.096470857,0.095691502,0.0951655301,0.0946392676,0.0941127142,0.0935858697,0.0930587338,0.0926404532,0.092221989,0.0918033413,0.0913845097,0.0909654942,0.0906556688,0.0903457429,0.0900357163,0.0897255891,0.0894153611,0.089196316,0.0889772206,0.088758075,0.0885388791,0.088319633,0.0881917161,0.0880637822,0.0879358311,0.0878078629,0.0876798776
31,0.099581908,0.098805099,0.0980276547,0.0972495743,0.096470857,0.095691502,0.0951655301,0.0946392676,0.0941127142,0.0935858697,0.0930587338,0.0926404532,0.092221989,0.0918033413,0.0913845097,0.0909654942,0.0906556688,0.0903457429,0.0900357163,0.0897255891,0.0894153611,0.089196316,0.0889772206,0.088758075,0.0885388791,0.088319633,0.0881917161,0.0880637822,0.0879358311,0.0878078629,0.0876798776
32,0.099581908,0.098805099,0.0980276547,0.0972495743,0.096470857,0.095691502,0.0951655301,0.0946392676,0.0941127142,0.0935858697,0.0930587338,0.0926404532,0.092221989,0.0918033413,0.0913845097,0.0909654942,0.0906556688,0.0903457429,0.0900357163,0.0897255891,0.0894153611,0.089196316,0.0889772206,0.088758075,0.0885388791,0.088319633,0.0881917161,0.0880637822,0.0879358311,0.0878078629,0.0876798776
33,0.099581908,0.098805099,0.0980276547,0.0972495743,0.096470857,0.095691502,0.0951655301,0.0946392676,0.0941127142,0.0935858697,0.0930587338,0.0926404532,0.092221989,0.0918033413,0.0913845097,0.0909654942,0.0906556688,0.0903457429,0.0900357163,0.0897255891,0.0894153611,0.089196316,0.0889772206,0.088758075,0.0885388791,0.088319633,0.0881917161,0.0880637822,0.0879358311,0.0878078629,0.0876798776
34,0.099581908,0.098805099,0.0980276547,0.0972495743,0.096470857,0.095691502,0.0951655301,0.0946392676,0.0941127142,0.0935858697,0.0930587338,0.0926404532,0.092221989,0.0918033413,0.0913845097,0.0909654942,0.0906556688,0.0903457429,0.0900357163,0.0897255891,0.0894153611,0.089196316,0.0889772206,0.088758075,0.0885388791,0.088319633,0.0881917161,0.0880637822,0.0879358311,0.0878078629,0.0876798776
35,0.0626725432,0.0620155039,0.0613580187,0.0607000873,0.0600417091,0.0593828838,0.0589308591,0.0584786238,0.0580261778,0.0575735208,0.0571206528,0.056837503,0.0565542707,0.0562709558,0.0559875583,0.0557040782,0.0554583285,0.0552125167,0.0549666427,0.0547207065,0.0544747082,0.0542854363,0.0540961277,0.0539067821,0.0537173998,0.0535279805,0.0534143113,0.0533006288,0.053186933,0.0530732239,0.0529595016
36,0.0626725432,0.0620155039,0.0613580187,0.0607000873,0.0600417091,0.0593828838,0.0589308591,0.0584786238,0.0580261778,0.0575735208,0.0571206528,0.056837503,0.0565542707,0.0562709558,0.0559875583,0.0557040782,0.0554583285,0.0552125167,0.0549666427,0.0547207065,0.0544747082,0.0542854363,0.0540961277,0.0539067821,0.0537173998,0.0535279805,0.0534143113,0.0533006288,0.053186933,0.0530732239,0.0529595016
37,0.0626725432,0.0620155039,0.0613580187,0.0607000873,0.0600417091,0.0593828838,0.0589308591,0.0584786238,0.0580261778,0.0575735208,0.0571206528,0.056837503,0.0565542707,0.0562709558,0.0559875583,0.0557040782,0.0554583285,0.0552125167,0.0549666427,0.0547207065,0.0544747082,0.0542854363,0.0540961277,0.0539067821,0.0537173998,0.0535279805,0.0534143113,0.0533006288,0.053186933,0.0530732239,0.0529595016
38,0.0626725432,0.0620155039,0.0613580187,0.0607000873,0.0600417091,0.0593828838,0.0589308591,0.0584786238,0.0580261778,0.0575735208,0.0571206528,0.056837503,0.0565542707,0.0562709558,0.0559875583,0.0557040782,0.0554583285,0.0552125167,0.0549666427,0.0547207065,0.0544747082,0.0542854363,0.0540961277,0.0539067821,0.0537173998,0.0535279805,0.0534143113,0.0533006288,0.053186933,0.0530732239,0.0529595016
39,0.0626725432,0.0620155039,0.0613580187,0.0607000873,0.0600417091,0.0593828838,0.0589308591,0.0584786238,0.0580261778,0.0575735208,0.0571206528,0.056837503,0.0565542707,0.0562709558,0.0559875583,0.0557040782,0.0554583285,0.0552125167,0.0549666427,0.0547207065,0.0544747082,0.0542854363,0.0540961277,0.0539067821,0.0537173998,0.0535279805,0.0534143113,0.0533006288,0.053186933,0.0530732239,0.0529595016
40,0.0191155351,0.0188800729,0.0186445547,0.0184089806,0.0181733504,0.0179376641,0.0177019218,0.0174661235,0.017230269,0.0169943583,0.0167583916,0.0166010492,0.0164436819,0.0162862896,0.0161288723,0.01597143,0.0158926995,0.0158139627,0.0157352197,0.0156564704,0.0155777149,0.0155186442,0.01545957,0.0154004922,0.0153414109,0.0152823261,0.0152232378,0.0151641459,0.0151050506,0.0150459517,0.0149868493
41,0.0191155351,0.0188800729,0.0186445547,0.0184089806,0.0181733504,0.0179376641,0.0177019218,0.0174661235,0.017230269,0.0169943583,0.0167583916,0.0166010492,0.0164436819,0.0162862896,0.0161288723,0.01597143,0.0158926995,0.0158139627,0.0157352197,0.0156564704,0.0155777149,0.0155186442,0.01545957,0.0154004922,0.0153414109,0.0152823261,0.0152232378,0.0151641459,0.0151050506,0.0150459517,0.0149868493
42,0.0191155351,0.0188800729,0.0186445547,0.0184089806,0.0181733504,0.0179376641,0.0177019218,0.0174661235,0.017230269,0.0169943583,0.0167583916,0.0166010492,0.0164436819,0.0162862896,0.0161288723,0.01597143,0.0158926995,0.0158139627,0.0157352197,0.0156564704,0.0155777149,0.0155186442,0.01545957,0.0154004922,0.0153414109,0.0152823261,0.0152232378,0.0151641459,0.0151050506,0.0150459517,0.0149868493
43,0.0191155351,0.0188800729,0.0186445547,0.0184089806,0.0181733504,0.0179376641,0.0177019218,0.0174661235,0.017230269,0.0169943583,0.0167583916,0.0166010492,0.0164436819,0.0162862896,0.0161288723,0.01597143,0.0158926995,0.0158139627,0.0157352197,0.0156564704,0.0155777149,0.0155186442,0.01545957,0.0154004922,0.0153414109,0.0152823261,0.0152232378,0.0151641459,0.0151050506,0.0150459517,0.0149868493
44,0.0191155351,0.0188800729,0.0186445547,0.0184089806,0.0181733504,0.0179376641,0.0177019218,0.0174661235,0.017230269,0.0169943583,0.0167583916,0.0166010492,0.0164436819,0.0162862896,0.0161288723,0.01597143,0.0158926995,0.0158139627,0.0157352197,0.0156564704,0.0155777149,0.0155186442,0.01545957,0.0154004922,0.0153414109,0.0152823261,0.0152232378,0.0151641459,0.0151050506,0.0150459517,0.0149868493
45,0.0020977973,0.0020578804,0.0020179619,0.0019780417,0.00193812,0.0018981967,0.0018582718,0.0018183453,0.0017784172,0.0017384875,0.0016985562,0.0016586233,0.0016186889,0.0015787528,0.0015388151,0.0014988758,0.0014789056,0.001458935,0.0014389639,0.0014189925,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207
46,0.0020977973,0.0020578804,0.0020179619,0.0019780417,0.00193812,0.0018981967,0.0018582718,0.0018183453,0.0017784172,0.0017384875,0.0016985562,0.0016586233,0.0016186889,0.0015787528,0.0015388151,0.0014988758,0.0014789056,0.001458935,0.0014389639,0.0014189925,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207
47,0.0020977973,0.0020578804,0.0020179619,0.0019780417,0.00193812,0.0018981967,0.0018582718,0.0018183453,0.0017784172,0.0017384875,0.0016985562,0.0016586233,0.0016186889,0.0015787528,0.0015388151,0.0014988758,0.0014789056,0.001458935,0.0014389639,0.0014189925,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207
48,0.0020977973,0.0020578804,0.0020179619,0.0019780417,0.00193812,0.0018981967,0.0018582718,0.0018183453,0.0017784172,0.0017384875,0.0016985562,0.0016586233,0.0016186889,0.0015787528,0.0015388151,0.0014988758,0.0014789056,0.001458935,0.0014389639,0.0014189925,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207
49,0.0020977973,0.0020578804,0.0020179619,0.0019780417,0.00193812,0.0018981967,0.0018582718,0.0018183453,0.0017784172,0.0017384875,0.0016985562,0.0016586233,0.0016186889,0.0015787528,0.0015388151,0.0014988758,0.0014789056,0.001458935,0.0014389639,0.0014189925,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207,0.0013990207
