period,Total_pensions_cost,Total_net_pensions,Total_retirement_benefits,Total_survivors_pensions,Total_thirteenth_month_of_pension_cost,Total_net_thirteenth_month_of_pension
49,17715121.486239,17023180.2310724,14752704.6459454,2270475.58512698,0,0
50,20544273.8160203,19739608.8068971,16983376.0778793,2756232.72901782,3427495.04505415,3235849.99721899
51,19904647.1958466,19122786.0052417,16368106.2199112,2754679.78533055,0,0
52,21565532.0343132,20716393.0021183,17643849.8380926,3072543.16402572,3597150.71982864,3396777.44347078
53,18938602.4304899,18195363.4644723,15460046.97907,2735316.48540226,0,0
54,19471816.3518133,18706565.530396,15805943.8288714,2900621.70152454,3248427.08245178,3068477.57155892
55,18512972.6048935,17784795.4304638,14984145.2251351,2800650.20532872,0,0
56,20157497.8261254,19363940.1514728,16278081.5580878,3085858.59338505,3362550.20778282,3177006.50109362
57,19322672.8613111,18560738.2556432,15524822.331277,3035915.92436618,0,0
58,20588073.8779619,19774739.9938983,16484689.9785497,3290050.01534859,3433795.78474414,3244999.83656133
59,19771157.4021549,18990379.5369209,15796817.467918,3193562.06900287,0,0
60,21534311.4894563,20682353.0675682,17135515.3797324,3546837.68783577,3591397.13978249,3394759.60428993
61,19948555.5829496,19160656.9799961,15837280.4854535,3323376.4945426,0,0
62,21429739.9717399,20581124.3725295,16984658.144983,3596466.22754643,3573895.29450204,3378960.47017649
63,19172386.444504,18415211.0341632,15128084.687593,3287126.3465702,0,0
64,19296168.7197321,18533209.8516123,15162314.1290483,3370895.72256398,3219396.83358607,3044860.50879577
65,17684434.5966824,16985354.6105647,13895490.0459941,3089864.56457064,0,0
66,20592051.1240859,19774453.7441323,16118771.6339836,3655682.1101487,3434982.82222896,3249077.16957077
67,18889378.6226711,18139258.8848769,14747254.1283343,3392004.75654251,0,0
68,20296119.2571702,19487744.2449492,15798731.6105279,3689012.63442129,3385225.33387821,3201723.44203818
69,18259985.4747412,17533170.3621347,14227422.4767245,3305747.88541023,0,0
70,20579325.4141794,19758928.430941,15976790.91879,3782137.51215098,3431783.15205287,3239836.92817904
71,18854973.7937147,18102483.7958778,14594769.92875,3507713.86712781,0,0
72,20381899.9555773,19567350.0487246,15734241.8448285,3833108.20389611,3398051.80988586,3207649.18755443
73,19070776.3462726,18306190.0095236,14678987.3068415,3627202.70268215,0,0
74,21571021.9060538,20705868.4172546,16567292.5991137,4138575.81814086,3595497.59859267,3393873.41281684
75,20296542.5618051,19481267.5798957,15556141.2008636,3925126.37903212,0,0
76,22405242.8658573,21504138.0707829,17130795.4437488,4373342.62703417,3733926.33227973,3524331.77031932
77,21275897.8069849,20418979.0156088,16242164.0791192,4176814.93648959,0,0
78,23222064.1874433,22285385.3778434,17654857.9144447,4630527.46339862,3871208.38269478,3654035.29227686
79,22412183.2817142,21507499.6581614,17002116.5176341,4505383.14052731,0,0
80,24186888.358536,23208951.1167867,18306265.0348555,4902686.08193119,4030446.3994192,3803912.69171549
81,23515046.2438559,22563157.4434849,17749054.5380634,4814102.90542148,0,0
82,25015848.9336791,24003535.0368792,18869855.9326052,5133679.10427403,4167723.35416718,3933374.37467607
83,24487862.2133166,23496627.2258821,18430153.0952347,5066474.13064739,0,0
84,25844547.9189557,24796035.4318701,19412523.9730926,5383511.45877749,4304265.02228693,4061672.99267986
85,25540801.2065496,24503206.9477388,19147545.3241763,5355661.62356246,0,0
86,26788905.2116492,25698758.1237112,19990604.6817112,5708153.44200001,4459664.95083848,4208069.38057605
87,26743357.6828041,25653225.2184904,19968234.7694238,5684990.44906666,0,0
88,27798336.9226337,26664797.9784905,20717304.3190435,5947493.65944694,4626730.73167416,4365739.3310858
89,27907930.5691353,26768851.6967082,20752627.4285944,6016224.26811382,0,0
90,28675723.270838,27504819.5568632,21257894.1676955,6246925.38916765,4771508.91084997,4502346.40604336
91,28814474.1760919,27637359.7432693,21305522.5437794,6331837.19948988,0,0
92,29472756.2628159,28268085.6222609,21761124.5858234,6506961.03643752,4905106.22980601,4628352.6745865
93,29604753.8094731,28394583.796301,21840177.1976925,6554406.59860844,0,0
94,30226656.9270971,28990044.794671,22309803.3325876,6680241.46208332,5029590.83558876,4745511.7320444
95,30439213.5903153,29191500.6546229,22381247.5793231,6810253.07529977,0,0
96,31049092.8441998,29776520.1613583,22838127.1713533,6938392.99000497,5166220.75951405,4874337.12015723
97,31177983.0058825,29900835.3486906,22888997.7908409,7011837.5578497,0,0
98,31815865.38454,30511812.8528474,23334219.987022,7177592.86582537,5292995.89463249,4993851.83548295
99,31914273.0367966,30605757.1635708,23391170.477753,7214586.68581789,0,0
100,32415796.988733,31085978.3060038,23730323.3938759,7355654.91212787,5391590.36750269,5086659.85186753
101,32635420.3736484,31295602.0227436,23853703.9527967,7441898.06994686,0,0
102,33329003.3521395,31959917.7371088,24345635.2474742,7614282.48963462,5544497.71178055,5231242.78380082
103,33446068.8326711,32071713.4088523,24388964.2904458,7682749.11840644,0,0
104,33871307.1549693,32478191.3053392,24671022.295644,7807169.00969527,5632086.04841871,5313301.67194892
105,34042653.6704952,32641049.3141635,24799657.6144593,7841391.69970419,0,0
106,34704746.2978856,33276850.9496242,25294036.632308,7982814.31731615,5770436.22337679,5443693.70870463
107,34841303.3417619,33407894.9068102,25396814.8487801,8011080.05803015,0,0
108,35154386.6156268,33707624.3792388,25594137.1503162,8113487.22892257,5844819.1166931,5513455.45988281
109,35385389.8150039,33928590.0232801,25746913.9294171,8181676.09386307,0,0
110,36081014.6572222,34594675.6818307,26256731.9582402,8337943.7235905,5999014.39881998,5658747.41466028
111,36390338.7382206,34889587.1369627,26500299.5384355,8389287.59852717,0,0
112,36827045.186705,35306115.7543972,26781951.1795841,8524164.57481317,6123641.47724007,5776417.07675323
113,36967639.5426523,35440211.906163,26850240.15346,8589971.75270296,0,0
114,37663940.6008251,36108583.7628391,27363683.5979786,8744900.16486053,6264364.174576,5909072.56234836
115,37826638.8064344,36264713.9094484,27475267.2962989,8789446.61314953,0,0
116,38333482.1849848,36749646.5759735,27822459.029467,8927187.54650648,6376260.4649247,6014743.97373747
117,38407360.1652891,36819974.6797516,27848410.064035,8971564.61571664,0,0
118,39195469.9703548,37575731.4594326,28430720.1972851,9145011.26214751,6521654.7237522,6152080.54997285
119,39408804.220255,37780483.8215384,28620787.0711363,9159696.75040209,0,0
120,39711797.3437203,38070440.9725071,28799813.8619765,9270627.11053065,6608629.37309465,6234433.75419247
121,39911404.0189391,38261636.9106106,28918100.7503414,9343536.1602692,0,0
122,40730427.1784402,39045102.9481776,29462651.2697836,9582451.67839399,6774432.90998782,6389862.95706962
123,40954193.8233571,39259294.4274288,29571220.9874583,9688073.43997052,0,0
124,41281371.1312012,39572623.5968095,29757175.8829689,9815447.7138406,6870192.95638702,6480883.12908836
125,41509430.0490397,39791194.1746491,29910681.7485746,9880512.42607456,0,0
126,42543136.9352815,40781773.5443662,30635640.6187516,10146132.9256146,7080158.65270003,6679659.32531634
127,42748990.3878213,40979459.0514659,30786064.0192674,10193395.0321986,0,0
128,43117566.1594447,41332488.6040317,31023170.7311627,10309317.8728691,7177024.60621062,6771946.70586195
129,43183788.173604,41395873.00172,31046393.2545642,10349479.7471558,0,0
130,43898465.9345101,42081056.4290085,31552178.5643937,10528877.8646148,7308951.83588554,6897288.36499322
131,44144334.575124,42316986.8656698,31732553.985313,10584432.8803569,0,0
132,44509496.191971,42667385.3370964,31953067.2301388,10714318.1069576,7408431.96468547,6990622.69515418
133,44710429.3999747,42859623.6778133,32082854.7257447,10776768.9520686,0,0
134,45531208.6210332,43645368.6667617,32572331.0351156,11073037.6316461,7575604.54306822,7147724.19275844
135,45786125.2144679,43889599.3186558,32737432.9144799,11152166.4041759,0,0
136,46044308.741516,44137715.4456402,32948758.2396621,11188957.2059781,7666296.04877066,7234487.06566335
137,46274635.3701087,44359283.145782,33168022.0805765,11191261.0652056,0,0
138,46997499.8823025,45051920.3141074,33627427.4000246,11424492.9140828,7818088.80547,7376507.25735033
139,47304024.6456041,45344719.657817,33866701.9667145,11478017.6911025,0,0
140,47997530.9888148,46010158.7193873,34366414.7904431,11643743.9289442,7983379.88145178,7532146.14998912
141,48200791.6653322,46205608.2962649,34498454.0765757,11707154.2196891,0,0
142,49021096.7273936,46992474.5977161,35084914.5275776,11907560.0701385,8148619.08864504,7687306.63329703
143,49240554.5606655,47203829.5844629,35230273.310499,11973556.2739638,0,0
144,49679245.2676371,47624952.7786766,35520352.8559511,12104599.9227255,8257107.39312895,7790088.46869865
145,50145121.327096,48072097.98067,35894795.5739341,12177302.406736,0,0
146,51038314.4874508,48926642.2595621,36465775.093734,12460867.165828,8479491.32522517,7998714.87977907
147,51116534.6367131,49002836.8438859,36471446.7280127,12531390.1158732,0,0
148,51687403.408257,49550680.1287724,36894057.0597701,12656623.0690023,8589063.03778134,8102135.93431052
149,51960881.6195213,49812001.2429839,37086597.3308276,12725403.9121563,0,0
150,52659847.0382598,50482576.4933498,37566881.5468264,12915694.9465234,8750044.70698231,8253668.60050734
151,53001926.8440431,50809175.9009162,37730995.7005416,13078180.2003746,0,0
152,53695638.5493144,51474991.1736103,38368429.3178248,13106561.8557855,8928225.66900829,8423181.21085246
