Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
49,901478,1124285,1031277,1030014,1028851,919037,740996,701617,676258,655790,478441
50,884030,1127493,1037233,1039573,1031356,916783,749685,699497,676562,649480,497998
51,865054,1140452,1043719,1029845,1039121,923613,762980,695385,677856,645377,507978
52,862192,1134536,1056696,1003035,1059221,936972,768762,687456,673828,650547,512102
53,863892,1149483,1043831,1011745,1058542,948127,762754,684666,677058,654491,523778
54,863494,1133148,1060297,1009179,1067540,949558,775946,678453,678885,657192,531012
55,859935,1135789,1061918,1015790,1068840,948859,782551,687022,678753,648245,545546
56,833338,1151253,1069989,1011799,1077150,942279,788555,708611,669742,643389,553095
57,826882,1137274,1084995,1007774,1081930,953831,788614,714974,664856,645591,566363
58,826999,1138207,1090219,1007601,1076910,957357,799059,721185,668720,643404,565940
59,825487,1133625,1098770,1008117,1077250,955026,808414,726458,671699,639207,581681
60,834002,1115573,1122514,992387,1087324,949410,821748,725859,669268,645456,584005
61,827732,1097617,1141307,991372,1080062,968497,821528,729116,663967,639136,600822
62,830591,1099421,1130293,1003601,1073686,980586,818584,736023,677637,625938,613704
63,839013,1103144,1118324,1021567,1061125,983883,837202,737632,673922,630502,615455
64,845628,1098915,1127331,1032313,1046094,1007418,830214,736994,684458,641543,611101
65,826213,1105555,1132821,1010236,1048991,1015239,852155,735344,679559,644111,621915
66,837724,1101190,1136856,1007763,1037872,1010591,870818,738041,686172,647301,616905
67,864655,1100338,1135202,1007063,1037843,1012697,887772,740178,671846,650052,631079
68,870067,1084118,1137275,1007656,1044415,1017954,904940,729843,673804,652020,638680
69,859511,1095102,1123636,1027920,1026228,1024440,910728,733576,686141,648125,633554
70,857222,1082573,1127260,1033484,1033727,1027556,906096,741440,684932,647401,624806
71,863802,1068909,1140219,1039712,1024327,1034135,912460,753919,681596,648072,622620
72,883084,1064246,1134303,1052811,997690,1054045,925611,759722,673475,643914,628618
73,893951,1055738,1149250,1039946,1006175,1054188,936393,753880,673293,647633,630157
74,886451,1060777,1132810,1056412,1005053,1061252,937082,766322,667706,651097,629328
75,885661,1061368,1135169,1059419,1009742,1062608,937706,770086,676361,650875,617882
76,895618,1045928,1150726,1066617,1006357,1070312,931231,778258,695341,645406,610267
77,897597,1036901,1136747,1082272,1002914,1074656,943014,778178,701820,644084,610089
78,890180,1036255,1137052,1087496,1002173,1070099,944534,789307,706271,647864,607676
79,880386,1044965,1132470,1096143,1002162,1070514,942905,799251,710929,651116,602191
80,851984,1066077,1114418,1119887,988546,1078864,938335,810753,710712,648409,609511
81,858002,1055478,1096289,1139200,988646,1072006,956995,811497,713960,644378,602561
82,845682,1060500,1098093,1128186,1001085,1065634,968891,808378,718483,659228,590835
83,822654,1075918,1101921,1116134,1019295,1052991,973331,825123,721856,655472,595139
84,826182,1065992,1097032,1125141,1031084,1036917,998033,817428,723397,662222,603559
85,833404,1053352,1104300,1131271,1008908,1039427,1006143,839963,719376,656031,605974
86,842980,1056093,1100075,1135284,1006374,1028213,1001458,858966,724708,663621,606702
87,836299,1066747,1099223,1133630,1005941,1025824,1003442,875925,725898,652620,609954
88,825363,1084605,1083003,1135703,1006534,1032396,1009208,895708,714469,654539,614753
89,811635,1084565,1094163,1122643,1025937,1016978,1014777,898287,719108,666906,612129
90,821180,1082513,1081518,1126267,1031726,1026312,1017592,897030,728211,665244,615307
91,828563,1086124,1067854,1139226,1038640,1016451,1026368,902613,739444,663517,619434
92,819950,1107238,1063568,1133310,1051739,992492,1044805,914823,745925,655024,614829
93,829241,1106935,1055060,1148257,1038874,1001202,1046358,924710,740432,654932,619757
94,842606,1098755,1060099,1131900,1055257,999141,1053572,926017,753186,649482,623028
95,842399,1098465,1060690,1134541,1058164,1004729,1054687,928282,757339,656839,626157
96,860851,1083020,1045250,1149531,1066252,1001141,1062241,923373,764702,674563,621213
97,862216,1085254,1036512,1135552,1081907,997358,1065862,932615,764153,680509,618663
98,854363,1073523,1035672,1136277,1087131,997416,1062729,933499,773147,687749,620349
99,872825,1057491,1044382,1131903,1095669,998286,1063008,932640,780678,692460,622972
100,872780,1044101,1065777,1113568,1119413,984887,1071725,928786,792640,692778,618456
101,865761,1058098,1055178,1095439,1138548,985347,1064145,947631,792665,695861,615356
102,850568,1058904,1060023,1096545,1127534,998025,1057656,957777,789922,702092,630101
103,850628,1038422,1073906,1100267,1115565,1016235,1045113,963197,808699,706214,625906
104,847556,1039932,1063980,1095661,1124572,1028024,1029511,986804,799697,707412,633936
105,859619,1036720,1051340,1102929,1130702,1004218,1032241,994886,821933,704988,630145
106,860664,1046135,1054081,1098704,1134798,1004592,1019242,988882,841586,708346,639994
107,852842,1050440,1065973,1097701,1133144,1004159,1018778,990525,858024,706774,628684
108,851268,1043659,1083831,1081238,1135153,1005082,1024186,997017,875747,697638,628000
109,852805,1043714,1082217,1092504,1121913,1024896,1008527,1002037,879539,701516,642373
110,842018,1056399,1080342,1079682,1125663,1030158,1017176,1003241,884630,705971,635925
111,824550,1056692,1083953,1066018,1138622,1037013,1004865,1013066,888322,717906,635697
112,808234,1049742,1105217,1062027,1132008,1050315,983319,1030973,898431,722629,630435
113,800807,1051362,1105108,1053325,1147055,1036879,992163,1032881,908511,715645,633487
114,804643,1040769,1096824,1058931,1130131,1051935,990359,1040401,909122,729562,628645
115,781276,1053635,1096534,1059522,1132671,1054942,997020,1042469,911870,734419,635473
116,778422,1068033,1081089,1044082,1148228,1063374,993167,1051152,906237,741265,653146
117,778231,1068275,1083323,1035587,1134006,1079124,989504,1056056,916496,741958,659288
118,779253,1066208,1072861,1034941,1134939,1084348,990275,1051160,918717,752362,666440
119,778773,1067861,1056829,1043651,1130565,1092985,992458,1050386,918372,762011,671680
120,781998,1062771,1043439,1065046,1112230,1116370,980153,1058126,916363,772063,672897
121,772051,1064400,1057436,1054447,1094281,1134406,980763,1050182,935432,772306,674049
122,750878,1064927,1058242,1059469,1096079,1123079,994200,1043868,947946,769118,678838
123,732885,1068200,1038013,1073502,1099595,1111110,1011469,1029956,953502,787462,683695
124,722918,1070781,1039523,1063576,1094989,1120218,1022569,1014873,976222,780120,682567
125,709276,1084527,1036311,1050861,1102257,1126348,999709,1019606,982338,800426,679860
126,704144,1076880,1045726,1053828,1097123,1130203,998264,1006467,976775,822488,683052
127,701319,1052431,1050031,1065720,1096004,1128630,998126,1005254,977926,839073,683813
128,700292,1037778,1043250,1083578,1079784,1130910,998904,1011167,983567,857985,674757
129,705864,1022680,1043305,1081964,1091050,1117966,1018782,996069,986995,861097,674255
130,703816,1002915,1055633,1080089,1078228,1121832,1024030,1004969,988329,866971,679306
131,695549,992621,1056231,1083395,1064401,1133548,1031498,995049,998354,871401,692092
132,684560,984189,1049385,1104808,1060410,1126934,1044280,973265,1016200,880856,696716
133,682963,982875,1051005,1104121,1051571,1142787,1030252,983511,1014969,889266,692561
134,674721,989683,1040412,1095335,1055384,1125990,1044853,981762,1021668,889550,708767
135,675323,972470,1053278,1095045,1055975,1129119,1047372,989490,1021906,890093,716258
136,671422,970859,1067676,1079600,1040535,1144934,1055546,985019,1028722,886085,719694
137,670861,969560,1067918,1081834,1033833,1129155,1071530,980994,1031948,895651,720674
138,680765,964464,1065851,1071677,1033187,1129909,1076415,981577,1028396,896344,729668
139,677748,949399,1067504,1055645,1041897,1126633,1084408,981642,1030024,893491,739088
140,677751,945085,1062414,1042255,1062564,1108298,1107421,969256,1038056,888410,749796
141,678298,933126,1064043,1056252,1052976,1088539,1127089,969136,1029267,905608,751387
142,672425,918855,1064927,1057058,1057998,1090155,1115782,981906,1018906,921506,745602
143,681259,899294,1068200,1037435,1071689,1091036,1105517,999512,1006629,926573,762014
144,675225,885188,1070781,1038945,1061763,1086217,1115771,1011302,990852,943566,754801
145,665115,874125,1084527,1035650,1050118,1092919,1121346,989159,996607,949325,775342
146,678313,864448,1075296,1044923,1053000,1088468,1125797,987923,982107,944640,796953
147,689065,863355,1050847,1049228,1064892,1087616,1124335,988694,982667,944027,815556
148,686179,861652,1036194,1043025,1081924,1071396,1126479,989995,990754,952859,832382
149,682795,866168,1021096,1043222,1079824,1083598,1112501,1009472,973747,961084,835406
150,688366,861163,1001066,1055550,1077949,1074328,1113033,1015162,984157,958456,840666
151,673586,867919,990772,1056148,1081255,1060799,1125903,1021411,976117,967802,842723
152,664602,865383,983742,1049302,1102668,1056808,1119547,1035228,952125,987615,849654
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
49,901478,1124285,1031277,1030014,1028851,919037,740996,701617,676258,655790,478441
50,884030,1127493,1037233,1039573,1031356,916783,749685,699497,676562,649480,497998
51,865054,1140452,1043719,1029845,1039121,923613,762980,695385,677856,645377,507978
52,862192,1134536,1056696,1003035,1059221,936972,768762,687456,673828,650547,512102
53,863892,1149483,1043831,1011745,1058542,948127,762754,684666,677058,654491,523778
54,863494,1133148,1060297,1009179,1067540,949558,775946,678453,678885,657192,531012
55,859935,1135789,1061918,1015790,1068840,948859,782551,687022,678753,648245,545546
56,833338,1151253,1069989,1011799,1077150,942279,788555,708611,669742,643389,553095
57,826882,1137274,1084995,1007774,1081930,953831,788614,714974,664856,645591,566363
58,826999,1138207,1090219,1007601,1076910,957357,799059,721185,668720,643404,565940
59,825487,1133625,1098770,1008117,1077250,955026,808414,726458,671699,639207,581681
60,834002,1115573,1122514,992387,1087324,949410,821748,725859,669268,645456,584005
61,827732,1097617,1141307,991372,1080062,968497,821528,729116,663967,639136,600822
62,830591,1099421,1130293,1003601,1073686,980586,818584,736023,677637,625938,613704
63,839013,1103144,1118324,1021567,1061125,983883,837202,737632,673922,630502,615455
64,845628,1098915,1127331,1032313,1046094,1007418,830214,736994,684458,641543,611101
65,826213,1105555,1132821,1010236,1048991,1015239,852155,735344,679559,644111,621915
66,837724,1101190,1136856,1007763,1037872,1010591,870818,738041,686172,647301,616905
67,864655,1100338,1135202,1007063,1037843,1012697,887772,740178,671846,650052,631079
68,870067,1084118,1137275,1007656,1044415,1017954,904940,729843,673804,652020,638680
69,859511,1095102,1123636,1027920,1026228,1024440,910728,733576,686141,648125,633554
70,857222,1082573,1127260,1033484,1033727,1027556,906096,741440,684932,647401,624806
71,863802,1068909,1140219,1039712,1024327,1034135,912460,753919,681596,648072,622620
72,883084,1064246,1134303,1052811,997690,1054045,925611,759722,673475,643914,628618
73,893951,1055738,1149250,1039946,1006175,1054188,936393,753880,673293,647633,630157
74,886451,1060777,1132810,1056412,1005053,1061252,937082,766322,667706,651097,629328
75,885661,1061368,1135169,1059419,1009742,1062608,937706,770086,676361,650875,617882
76,895618,1045928,1150726,1066617,1006357,1070312,931231,778258,695341,645406,610267
77,897597,1036901,1136747,1082272,1002914,1074656,943014,778178,701820,644084,610089
78,890180,1036255,1137680,1086982,1002877,1066952,946404,789307,706309,648909,607952
79,880386,1044965,1133098,1095728,1004367,1065870,945072,798724,711038,651890,602099
80,852608,1065810,1115046,1119472,990968,1074437,940225,810708,710625,647555,609681
81,859344,1055211,1096917,1137220,989567,1069385,956775,811272,713390,644676,602060
82,847024,1060067,1098721,1126720,1001492,1063069,966940,808451,720035,658766,589415
83,823996,1074596,1102417,1114270,1019514,1052321,970685,824905,723016,653636,596674
