period,Total_family_benefits,Total_contributive_child_benefits,Total_auh,Total_spouse_benefit,Total_school_aid,Total_wedding_benefit,Total_prenatal_benefit,Total_pregnancy_benefit,Total_birth_benefit,,
49,2732950.38600311,769756.508725482,1347875.48370656,184502.360701633,338093.926038193,31526.3823338806,22013.568099542,31658.6935432472,8628.29603387195,2734055,1105
50,2419502.96617776,721749.974433647,1198939.80559238,184490.905958938,232811.153335001,16137.3749999999,25597.0226439658,31808.9075393088,9265.2913119679,2420800,1297
51,2882752.81211788,897226.134311055,1531098.65096203,352663.844166735,0,6805.97482222045,24135.1080343466,65492.8324648875,7044.80601870516,2884467,1715
52,2795045.56361207,876956.681209488,1475322.92572732,330418.374078458,0,7465.77946213115,32078.7216082709,64600.6847017924,9096.66700669662,2795940,894
53,2785956.18068428,617294.465096948,1277186.82595818,289059.277122579,530049.086370462,4933.21021839665,18918.2026991476,43569.4034121687,6167.41335448125,2787178,1222
54,2359855.12730043,719203.414510711,1277403.50912271,289148.526761537,0,2861.16469196155,27582.7200621991,38178.514555828,6442.34937523244,2360820,965
55,2042594.74794552,516235.167658875,1184748.52181828,270868.340771007,0,4375.10034105341,18165.9892145549,43902.7103824896,5025.44714168128,2043321,727
56,3454125.98151695,1663806.85955473,1301387.26421632,352178.008210746,0,9837.26668231502,50258.4313936205,68441.6807747184,9287.73700998403,3455197,1071
57,3776695.69493838,1389361.93886498,1292326.22317724,327650.180735774,661367.26793771,7219.22065120015,44941.2631184611,46498.2250977931,8345.60472274641,3777710,1014
58,3478736.9335523,1671982.14986451,1332234.52030777,360782.267652872,0,5715.10618201646,49286.571337885,50643.2578547259,9576.27544442246,3480220,1483
59,3125500.16352033,1455886.21880469,1211661.93819438,347976.43807513,0,7015.90753478515,43371.6743062787,52132.4785463758,8492.48643091523,3126537,1037
60,3566144.20880394,1803558.69374306,1241284.98099189,371861.037987986,0,12695.4522571912,69074.4039802932,56929.0502124571,11861.1547092808,3567265,1121
61,3725666.55822782,1467775.95496095,1145779.77225856,344710.85997845,652974.192581824,7183.34766426935,47596.5909474342,51482.7714115379,8972.88974980129,3726476,810
62,3544425.74732256,1724224.84333269,1303612.37474202,375477.406191878,0,10256.53584285,53294.0049708427,68363.2458529998,9825.93722650107,3545054,629
63,2984902.25035905,1405820.93706881,1136909.10093443,333208.152597095,0,12194.687722523,31528.1547236761,59864.5737022915,5935.38109654301,2985461,559
64,3011867.14462508,1498219.48288134,1081773.67447092,336878.044343463,0,10030.1850812518,36602.755199989,41874.6889270672,7485.4186659119,3012864,997
65,3188182.67767962,1206580.13682263,1020784.01387332,304050.442690961,568910.053897667,5210.13616652644,33168.833379654,43313.1831161515,6816.76152437661,3188834,651
66,3385649.42240944,1684652.29907727,1196745.66685659,367296.387943079,0,10061.8585919262,53576.1041102211,64042.6690087778,9808.68425718617,3386184,534
67,2914737.6929805,1376123.76716068,1096735.90858291,328853.516979996,0,5333.17935475539,60591.8400936971,37301.4315591796,10949.3503841198,2915889,1151
68,3234013.92897722,1607264.55164783,1146900.05689423,353103.788758503,0,5946.0559370567,63644.480120724,46000.5059882294,11890.3677052979,3234750,736
69,3167459.53558167,1181347.38479941,1040998.20964526,306579.271122057,563283.563299319,5837.25606027229,33640.4805417891,29650.215661936,6123.15445162784,3167460,0
70,3087476.05121566,1477741.60599931,1153939.08367027,346472.558243281,0,6775.15273265901,47309.6419432869,46846.2444541957,8391.76417266111,3087476,0
71,2667447.89187053,1198199.06912752,1049247.60995529,312489.104719161,0,3659.92489159975,53003.3916512031,42033.4342439839,9697.90458786748,2668330,883
72,3012733.91240845,1476541.46054789,1093654.92867011,340834.386293157,0,5411.39653438736,52832.6011860958,34907.9494002477,9355.75371832397,3013538,805
73,3179460.76988441,1237027.67019073,983044.879698755,312695.296489239,562601.973447971,5888.56167058757,34019.4554398289,37930.5242674988,6576.30060144857,3179785,324
74,3079839.06259405,1521880.153609,1090020.53400744,352788.574682433,0,7809.874674626,46425.495604759,52373.4304418375,8540.9995739541,3079839,0
75,2731905.63241451,1305691.32902671,1011269.33490946,326773.208909066,0,4312.11632924587,37173.8526321243,39878.5167108048,7162.66926465068,2732261,355
76,3084680.58921548,1498054.08483818,1120612.7117174,355597.493784315,0,8222.22413771629,51330.5315353855,41961.7015020324,9284.53624508946,3085063,383
77,3403063.30961609,1348649.24502809,1016590.80057144,338774.750969759,601624.296433538,4287.40331247388,39467.1320850128,46661.3461735815,7470.1703576949,3403525,462
78,3117452.35097945,1551182.71639066,1085722.3731665,366106.427961417,0,6159.18934051862,55137.7268039067,42152.5134924659,10991.4038239798,3117452,0
79,2851913.98039717,1387523.94564806,1015748.66789332,350882.603555029,0,6430.72319324287,51863.9042960457,29365.5631301708,10098.5726813003,2851914,0
80,3096139.23607208,1570774.66874585,1068165.28354582,374347.132792705,0,8283.56525029219,43681.700149822,22487.5177959847,8645.66994696018,3096386,246
81,3538789.22384099,1407055.84856513,1047819.71522077,359972.543053912,639041.838431177,7878.66570868419,36563.2070036492,34119.8989687067,6830.18160025561,3539282,493
82,3139670.10566339,1557432.95484642,1088973.6142122,382744.103769096,0,8755.07733890959,45127.0333854435,46873.1657984517,10423.0685136946,3140329,659
83,3011437.26752965,1454632.02529826,1064700.98052883,374164.042657821,0,8188.21097319163,46759.8979610712,53976.9613550358,9015.14875544397,3011437,0
84,3146556.49219259,1591676.46088106,1065560.81330661,395584.188488255,0,9372.38081381164,38940.3638345359,38622.4195002786,8750.75452114992,3148507,1951
85,3724983.50401012,1568799.0955766,1004185.43191589,390230.267437121,655039.13921646,10697.2010193496,50106.0898096865,37184.6109545443,8741.66808045793,3724984,0
86,3314055.8119914,1685028.60762082,1081118.71263197,411246.089420225,0,7190.08068430785,59774.7108027825,60611.6782842163,11354.0821446952,3316324,2268
87,3264992.302,1605110.14697448,1132695.3546232,406911.168668947,0,5819.25316122011,51233.6942897544,53238.0450865784,9984.63919582516,3264992,0
88,3417405.26709671,1758779.03559846,1115312.2480932,420012.225747918,0,11576.532005014,53896.179045161,49619.6782115553,10514.5966755312,3419710,2305
89,4067317.51340518,1706880.47438876,1098272.246775,422555.191304375,711482.126198203,9296.13189336803,55931.4054160954,53316.7941576781,9583.14327169758,4067318,0
90,3439131.13348722,1820297.72802854,1061246.54920947,430265.627222976,0,10638.6115107058,71330.7049731737,32822.2831309513,12803.0575371877,3439405,273
91,3353918.38346523,1769547.12569378,1019316.05523959,430353.620780964,0,12277.7959026459,76101.2190471771,32772.1061610602,13550.4606400119,3353918,0
92,3424734.82326519,1879170.58879692,987602.440742706,442819.201931369,0,11575.9152778088,71710.0537765095,20445.7360782722,12134.4733506123,3425458,724
93,4129685.64873525,1783757.03606695,1042950.20428045,448733.704748067,732083.162260874,10258.2618173193,71524.021616094,28129.4325349643,12821.6753759077,4130257,572
94,3467259.21288591,1815123.67989653,1085191.96232068,456180.193616878,0,12088.6953508834,62397.7469340522,26168.8239293375,10842.4857732784,3467994,734
95,3441052.39220531,1800452.5604923,1061685.99384935,454443.229829031,0,12578.3431247637,63778.3786632654,28640.6224935049,11977.2521911354,3433556,-7496
96,3495317.19890517,1839256.52779301,1076538.31262913,460542.88873759,0,15186.5962492746,57305.7880979599,33777.3372416726,10321.0021488808,3492928,-2389
97,4263549.74362122,1889193.96944988,1019689.81732659,464374.688208002,753536.050666823,10620.6655919814,66382.3267329467,37099.4750798862,12065.1236568249,4252962,-10588
98,3569773.14829869,1900662.83445286,1073525.18567294,473156.85271824,0,9933.1502940237,58067.9649161081,40564.0938570484,10577.9805195394,3566488,-3285
99,3516247.7443892,1847572.35605526,1047530.80219201,472917.837104228,0,7311.09797405673,63478.7267465317,56913.6963726058,12180.0651025128,3507905,-8343
100,3551756.89246254,1874381.50691544,1079420.29163936,475822.936050987,0,11860.2079853479,53477.1124626166,37988.5437445897,9409.32797481718,3542360,-9397
101,4192939.69471363,1864388.4637881,991795.6608121,480006.179495658,742819.040615202,17440.3760645341,43678.6258001239,38115.4568166879,7789.40047264105,4186033,-6906
102,3576707.52414636,1942602.2731813,1019605.41175689,489844.453650334,0,10548.0136763352,53808.3480511817,40940.4298540544,9470.9494115032,3566820,-9888
103,3547678.8210566,1963021.75122295,938426.45044951,490017.84255192,0,12067.9239505483,85534.4280327524,34646.7668860445,15147.2087327033,3538862,-8816
104,3516709.42416184,1998729.01683417,901324.055180881,491982.526917725,0,14899.4325813539,61896.1084347949,33613.247388523,11335.7218788585,3513780,-2929
105,4332066.6615184,1988224.31147565,939253.610420257,493535.821589502,753466.829366475,11496.2931117929,82432.1049800948,46376.8512018354,14756.3704505372,4329542,-2524
106,3591340.94817752,2011527.03599538,926858.450404954,507148.060412317,0,9140.77293655052,65102.8410454464,56605.9539513432,12749.255398609,3589132,-2209
107,3570781.10433448,2003648.66626042,903799.673618805,509713.772743541,0,8561.76958945579,85138.3375547406,42898.22378263,15337.1372778905,3569098,-1684
108,3470901.87327528,2005977.23741508,817757.583103219,512468.939906095,0,14035.2932145233,61258.0010227528,42616.6239977202,12569.0185450331,3466683,-4219
109,4293151.41538936,2051845.05193369,824364.053877915,516128.470160467,749944.534808194,10178.2130968624,83748.9021761285,45117.5939878522,15045.0244094643,4296372,3220
110,3638011.60211891,2104794.34074516,872392.871718451,523544.680778527,0,13754.114495593,73436.5445719238,34235.33907506,13257.6933023573,3635416,-2596
111,3660949.66196011,2088351.15545236,893395.624681506,527989.664716372,0,10390.3136134446,90286.4155869822,31670.4608342584,16245.1314106674,3658329,-2621
112,3682846.35762431,2119659.51223922,935530.097891329,530589.549820147,0,13799.8735904202,68771.2951280463,23064.5469451774,11131.0822513998,3702546,19700
113,4479274.42373729,2083762.67312149,972147.680439484,533758.128264883,780064.384417902,10059.3914348482,57560.3415518866,50445.9747491203,11616.8022041882,4499415,20141
114,3724982.47363598,2104245.30377021,939996.691227669,542605.551635733,0,11073.5824029265,73133.2629577183,58585.5604967208,13405.6502019614,3743046,18063
115,3695784.42096399,2099441.95194174,901273.122466754,540883.836557176,0,9562.87797593853,82402.4083830319,62538.1794027064,13756.5917673053,3709859,14075
116,3569218.00524388,2085429.18898574,844234.867449092,551897.40150772,0,12336.5450575447,50362.3094433932,28095.581744796,10020.5962127345,3582376,13158
117,4392510.98312501,2132998.449478,839944.776867057,549680.863033785,755991.405451299,7977.16130627408,69019.5257593327,39417.9756843429,12151.06459768,4407181,14670
118,3665970.09774931,2204848.0852895,767240.506981774,561060.601656941,0,9077.5220600358,77088.4016144167,37708.758374652,13589.6012426065,3670613,4643
119,3670052.42491003,2232790.43088463,762257.273754187,567764.300017867,0,12020.9963034383,60832.8508079237,36248.8559102067,11623.2871577236,3683538,13486
120,3682976.56870809,2201430.04254903,791578.662601394,575928.734836292,0,10910.0899958711,53163.1760931552,38080.8497778562,10311.8692504549,3681403,-1573
121,4448779.63704251,2166879.46366239,842238.997221972,572754.181960252,779622.912810454,9186.4742488349,60066.942184174,34586.9186897521,11621.2872733113,4476957,28178
122,3768704.45270057,2218225.39898604,849968.927761986,577964.246086567,0,13926.647662668,75986.2372339523,36017.8006621545,14612.0085952048,3786701,17997
123,3739570.80328774,2197691.84834732,819617.463186992,579691.166889734,0,14451.8487565391,77462.6626058201,49757.382269013,12878.5023945651,3751551,11980
124,3705036.191234,2252351.58465521,758078.088990544,586884.327543748,0,8384.11643096992,74760.4119197377,31971.6375972582,13791.0143050314,3726221,21185
125,4552811.07231528,2266245.91345018,790156.307171903,587939.138173411,793266.964725541,15027.4921369617,61008.2007543144,46451.3712372261,12842.0973333305,4572937,20126
126,3779574.66622713,2354892.26079837,725536.292381274,600036.308619891,0,15921.0486316109,61850.0967674113,27636.2836368153,12941.3352219365,3798814,19239
127,3791417.60698482,2328807.57673414,724307.956359345,604870.46228006,0,13597.4120207536,89085.8507537812,26990.1942115599,15613.2868110178,3803273,11855
128,3814759.96821435,2335028.58051705,743534.843841225,607573.580213288,0,12025.5512185604,75537.273568143,37306.5286135952,13988.3736125998,3824995,10235
129,4603084.13880844,2318049.53180456,752742.398023712,614890.470375488,784281.680329648,10336.3983973742,76369.7879556875,36599.7708725688,13876.8580931047,4607147,4063
130,3915539.95533125,2328127.93736385,820841.83640348,626934.876593817,0,11025.6260183035,88920.9354993181,35828.6432391021,19182.907443976,3930863,15323
131,3914136.15789834,2313971.32818442,859578.831680209,627105.745330336,0,9503.59708791154,77167.8193466273,28911.0130572039,15999.735213637,3932238,18102
132,3838294.36396303,2345204.13826319,748409.034871507,631152.322810212,0,17639.0545906788,75158.0343005252,22228.5251081289,14973.0989641334,3854764,16470
133,4694129.47361969,2379091.59486183,751159.125809355,632937.705569186,798733.314309495,17594.5128017041,76490.2054650537,35351.2321978961,15725.8249843976,4707084,12954
134,3973147.04445045,2431453.25246317,761643.86804835,646706.18949383,0,13671.1260954648,78957.8347478572,34075.3677840861,18161.3623505644,3984669,11522
135,3955770.50923648,2449585.49874433,713075.194727797,654162.137700549,0,13543.9457025121,88648.2570454863,24457.6176000099,16198.6628883392,3959671,3901
136,3827705.03940027,2289469.06950661,757216.336853371,664856.528687792,0,14962.7106072191,66762.5590301075,31075.2255460141,13376.7032020334,3837719,10014
137,4677620.46370496,2294890.39932928,799606.321722203,667803.061615942,800962.21588889,16120.3651470424,56696.502042051,40373.1786456775,10835.0610303297,4687287,9667
138,3954436.70264306,2322561.45787073,813965.18963122,674953.35567239,0,14913.7841497119,80224.4725394407,43990.4155392042,15963.9352182383,3966573,12136
139,3919046.47955178,2378332.02367058,715514.012644995,676708.463493449,0,14568.9897379625,85036.5770795662,38451.5348654451,16190.2709282784,3924802,5755
140,3830681.0997138,2359528.63954615,680920.215264974,681999.16770492,0,15198.9285764306,58526.2255904429,32086.9608363688,10677.0598981932,3838937,8256
141,4571131.69239966,2292063.8568018,685304.985729057,679536.809987014,782388.877149409,13778.5556145057,75063.177048849,36643.5777852657,13811.3160481123,4578591,7459
142,3866865.27484445,2344126.85591206,697168.070725721,694708.571799239,0,16533.4260489562,76408.3944044338,34692.9853678719,15890.7083648963,3879529,12664
143,3896573.86972338,2363077.15986938,691293.076701617,694868.386185695,0,18624.4228189476,92323.0152236651,28634.1430646098,16875.7176155517,3905696,9122
144,3856600.9117672,2321976.87097733,705499.542076399,701526.204223326,0,13334.4873142101,71648.6930243104,35190.2311327588,13398.5082193985,3862575,5974
145,4707281.42580878,2315131.61925997,733491.58569396,708017.819338901,790304.163355598,17565.0992974946,88802.7630914308,35108.5263936533,16641.4255502639,4705063,-2218
146,3953293.9177369,2319921.41211775,773582.445629607,722158.581074424,0,19831.0843478955,75586.7573885338,35824.1746800385,14307.0829439468,3961212,7918
147,3856289.79438889,2333150.02133382,668557.84282548,726692.243136966,0,13291.0175663894,72736.2141525487,30604.5040624934,15509.9442776689,3860542,4252
148,3906296.51319835,2314783.05917813,711547.085374263,738056.038252946,0,14073.5055610361,82641.3999077539,34662.0108210377,15160.3076736302,3910923,4627
149,4669383.41650151,2334884.90612801,662701.482002379,738976.637480875,808376.469483271,14079.9308413105,75934.8748759375,24496.8422280825,16649.2122156595,4676100,6717
150,3898386.48198888,2358701.3551772,650981.161890081,747009.066014111,0,16868.1300702859,82898.3907116191,37340.7889584347,17461.6888238873,3911261,12874
151,3890038.3039067,2327651.17796831,685138.883372201,751250.668211689,0,20985.9794022507,68438.5209141048,26256.8438124523,15608.0170241133,3895330,5292
152,3943581.76647347,2400129.53068803,650710.551478365,766287.954133626,0,14696.3528726236,85526.7672427532,25351.1240163426,17230.6415189271,3959933,16351
