decile_ratio_all,decile_ratio_labour,decile_ratio_labour_pen,decile_ratio_labour_fam,d9_d5_all,d9_d5_labour,d9_d5_labour_pen,d9_d5_labour_fam,d5_d1_all,d5_d1_labour,d5_d1_labour_pen,d5_d1_labour_fam
"5,962962963","8,600000000","6,1403508772","8,1926605505","2,4305555556","2,58","2,4305555556","2,565","2,4533333333","3,3333333333","2,5263157895","3,1940197078"
