decile_ratio_all,decile_ratio_labour,decile_ratio_labour_pen,decile_ratio_labour_fam,d9_d5_all,d9_d5_labour,d9_d5_labour_pen,d9_d5_labour_fam,d5_d1_all,d5_d1_labour,d5_d1_labour_pen,d5_d1_labour_fam
6.517241482,8.9558054274,6.9114890221,8.5895475335,2.5646007854,2.7119264166,2.5714285714,2.720316926,2.541230401,3.3023777387,2.6878012864,3.1575539789
