period,Total_family_benefits,Total_contributive_child_benefits,Total_auh,Total_spouse_benefit,Total_school_aid,Total_wedding_benefit,Total_prenatal_benefit,Total_pregnancy_benefit,Total_birth_benefit,,
49,2734350.16043,769150.97016,1347875.48371,183870.10400,338093.92604,31526.38233,24077.13059,31658.69354,9202.30325,"2,735,454.99",1105
50,2477379.07107,691195.42952,1268052.48440,184400.11983,245542.07630,20998.50845,29210.90646,27931.67087,10914.71319,"2,478,245.91",867
51,2917699.64699,904566.57251,1553931.86250,353100.64717,0.00000,3427.68829,28272.24248,68274.63581,7563.11360,"2,919,136.76",1437
52,2756313.56139,868035.63625,1446456.09856,332075.99567,0.00000,7651.38230,38436.79635,54213.39770,10193.26306,"2,757,062.57",749
53,2795174.27855,651983.94109,1253642.50840,284415.40359,535174.73604,2963.34552,21138.04365,39227.97501,7113.02391,"2,795,658.98",485
54,2827291.46963,1170083.29533,1281417.83114,283463.50639,0.00000,4262.27989,40692.49941,41562.53707,6701.73710,"2,828,183.69",892
55,2477332.11619,912108.96168,1195744.49462,265506.85023,0.00000,3313.79219,44329.35328,50876.20463,5933.34745,"2,477,813.00",481
56,3910348.43986,2134725.58721,1259565.93984,345441.10718,0.00000,6017.20837,88039.77734,63419.97446,13138.84546,"3,910,348.44",0
57,4298955.28185,1860159.28305,1247158.55143,324705.61350,748947.79748,5410.31196,73375.67096,29279.86486,10554.27420,"4,299,591.37",636
58,3938877.93859,2230764.05069,1220883.19620,356978.10377,0.00000,9241.43147,64519.83033,48573.10899,8445.26291,"3,939,404.98",527
59,3599109.66879,1918501.09779,1188096.36887,338899.42996,0.00000,6384.15771,87888.10276,49450.61006,10394.78519,"3,599,614.55",505
60,4011961.89295,2267425.78761,1215955.53224,356955.85453,0.00000,8826.33476,94195.99945,57454.14036,11693.71918,"4,012,507.37",545
61,4266185.78562,1928109.02808,1138999.25175,330167.47012,751592.02601,7111.38473,70362.40953,30362.23816,9401.88873,"4,266,105.70",-80
62,3380805.35094,1759707.62828,1203221.78025,302991.36214,0.00000,5731.17480,61480.51153,40145.21106,7527.68288,"3,380,805.35",0
63,3200521.30382,1648842.27148,1128289.48087,304202.81445,0.00000,6998.37354,59194.50347,44619.14616,8301.32822,"3,200,447.92",-73
64,3094246.88787,1631135.94344,1067520.76442,289978.76990,0.00000,8729.53215,45863.27747,43419.25748,7638.26046,"3,094,285.81",39
65,3260183.79237,1391718.38957,926701.10735,262175.66134,581499.28025,3600.51912,56100.70234,31390.95643,7538.08246,"3,260,724.70",541
66,2980388.18039,1318101.28846,1305562.01340,261948.98426,0.00000,6165.46494,51081.41326,30603.50663,6960.78790,"2,980,423.46",35
67,2895242.22881,1325762.30210,1216043.93882,261552.97471,0.00000,8448.09805,47213.16214,31051.26232,5954.19098,"2,896,025.93",784
68,2799266.06400,1403782.88419,1033976.39855,266109.54643,0.00000,4238.33262,48122.09936,36776.86025,6390.95865,"2,799,397.08",131
69,3134532.20021,1341624.80819,888444.98434,258526.96640,565032.51740,4027.42496,47589.23183,23061.20871,6442.55689,"3,134,749.70",217
70,2451288.93265,1281852.75963,838302.30582,246459.67730,0.00000,6018.89002,43517.01388,30252.77618,5001.76299,"2,451,405.19",116
71,2372158.10514,1200774.29912,851413.08310,242164.81209,0.00000,4868.19495,39476.70913,28082.43332,5586.31445,"2,372,365.85",208
72,2367345.05416,1194686.92203,854150.12017,236237.20845,0.00000,5588.25288,47478.06152,23103.02755,6308.40863,"2,367,552.00",207
73,2874293.20904,1203834.90932,835347.82114,240956.42890,519651.34333,3545.48828,33033.51476,32776.73884,5454.65534,"2,874,600.90",308
74,2563644.11894,1278648.72386,930379.32760,256557.74870,0.00000,6512.31873,46789.40767,38460.35540,6333.11505,"2,563,681.00",37
75,2457445.33418,1220770.84032,890386.83158,250781.83745,0.00000,2576.16107,45109.45015,41410.31013,6446.51840,"2,457,481.95",37
76,2511473.75447,1263151.79922,904692.40200,251999.42114,0.00000,8075.15278,39388.68542,37945.03138,6679.29698,"2,511,931.79",458
77,3035844.47765,1241511.60567,900492.12111,256507.60785,558826.21586,4829.97381,44800.13770,22185.73638,6778.90972,"3,035,932.31",88
78,2523233.42169,1310533.29660,860702.88110,258486.80232,0.00000,5303.03790,47421.23114,34024.92830,6698.18460,"2,523,170.36",-63
79,2507255.85589,1290423.95498,865137.47307,264018.54313,0.00000,6627.22515,42528.84775,32039.86571,6518.21402,"2,507,294.12",38
80,2542573.85346,1289152.22356,893886.32261,265309.00335,0.00000,6128.54503,50231.36777,31349.03981,6486.62299,"2,542,543.13",-31
81,3135948.14893,1346007.13105,853136.95480,268227.80322,571308.10771,4476.04900,58271.39706,26524.93202,8087.54014,"3,136,039.91",92
82,2566563.60208,1352025.67944,846365.64288,268517.05563,0.00000,5202.91508,56473.48412,29391.28856,8516.83513,"2,566,492.90",-71
83,2518916.66908,1323133.43797,837424.39971,266918.81764,0.00000,6330.68145,42334.79283,36705.69733,6068.84215,"2,518,916.67",0
84,2567891.51037,1352973.27960,855940.20077,268957.82275,0.00000,5281.60387,39838.06377,37633.57422,7266.96537,"2,567,891.51",0
85,3100965.28376,1341686.67351,826405.40250,269030.19092,564625.65847,7858.23270,62311.09310,20489.40472,8421.81747,"3,100,828.47",-137
86,2565629.43906,1347264.22133,845747.76817,266421.03759,0.00000,6593.82688,50312.75401,42002.07732,7373.56489,"2,565,715.25",86
