Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
49,901478,1124285,1031277,1030014,1028851,919037,740996,701617,676258,655790,478441
50,884030,1127493,1037233,1039573,1031356,916783,749685,699497,676562,649480,497998
51,865054,1140452,1043719,1029845,1039121,923613,762980,695385,677856,645377,507978
52,862192,1134536,1056696,1003035,1059221,936972,768762,687456,673828,650547,512102
53,863892,1149483,1043831,1011745,1058542,948127,762754,684666,677058,654491,523778
54,863494,1133148,1060297,1009179,1067540,949558,775946,678453,678885,657192,531012
55,859935,1135789,1061918,1015790,1068840,948859,782551,687022,678753,648245,545546
56,833338,1151253,1069989,1011799,1077150,942279,788555,708611,669742,643389,553095
57,826882,1137274,1085644,1007774,1082076,953097,787737,714316,666388,645950,567059
58,826999,1138207,1090868,1007473,1077056,956644,798783,720259,668390,644495,564092
59,825487,1133625,1098814,1008306,1077396,954713,807926,725362,671603,640678,578869
60,834002,1115573,1122558,992818,1087957,948978,822410,724013,672059,644255,581043
61,827732,1097617,1141351,991803,1082307,967570,822713,727291,667549,637447,597381
62,830342,1099223,1130337,1004242,1074163,979585,819686,734257,681616,623941,609669
63,838764,1102740,1118146,1022330,1061456,984716,838739,734944,676403,628388,612892
64,845379,1098511,1127153,1033340,1045606,1008848,829869,734706,685175,640705,606020
65,825964,1105151,1132528,1012222,1048828,1016133,850241,732426,680500,642306,616380
66,837475,1100997,1136493,1008851,1036611,1011390,868937,734519,685885,647362,614876
67,864690,1100145,1134839,1007740,1036310,1015053,884334,736663,674370,650052,628466
68,870102,1083925,1136670,1007598,1043018,1020406,903127,726367,679699,650660,636134
69,859896,1094909,1122836,1027815,1025073,1026809,909314,731180,691177,648415,631741
70,857858,1082240,1126286,1033693,1034632,1030120,907134,741246,687937,648539,624200
71,864187,1068827,1139245,1039988,1024595,1038484,913013,754269,684006,652772,617314
72,883469,1064541,1133429,1052865,998157,1058612,927367,758793,675199,650799,622931
73,895418,1055755,1148376,1040183,1006684,1057254,938945,752016,672081,653858,626960
74,887918,1061000,1131730,1056649,1003921,1066196,941446,763396,665931,658812,627261
75,887128,1061591,1134168,1058758,1010532,1067552,940110,769840,675339,659643,617559
76,897085,1046151,1150057,1066514,1009861,1072542,933531,774575,695735,649501,612216
77,898898,1037818,1135673,1081347,1005836,1077468,945228,775772,700362,645501,615091
78,891730,1036923,1137119,1085871,1005799,1072369,948663,788616,705392,649834,612297
79,881936,1045633,1132537,1095145,1005184,1072056,947807,798303,710684,653148,607833
80,854158,1066745,1114485,1119488,990007,1081556,941962,812586,709176,653839,612228
81,859419,1055973,1096429,1138579,989810,1074557,962494,812214,710406,649707,607965
82,847434,1060995,1098233,1127436,1002249,1067685,975240,807925,718043,663164,594010
83,824122,1076697,1102061,1115314,1019676,1054839,980633,824982,720387,657113,599523
84,827650,1066394,1097946,1124207,1030686,1039790,1002983,816445,720004,668480,611872
85,834522,1054104,1104586,1130670,1008474,1043281,1011085,836077,718019,663716,614063
86,843864,1056845,1100432,1134749,1005886,1033331,1005596,855323,718004,670363,616640
87,837183,1068737,1098913,1132899,1006119,1032369,1009033,870829,720025,655920,619024
88,826247,1086595,1082693,1135923,1005519,1039895,1010651,890327,708295,658239,620709
89,811077,1087997,1093677,1122089,1025736,1021735,1020345,892153,712641,670446,616445
90,822097,1084354,1079023,1125599,1031461,1031233,1022429,890274,721400,669338,614316
91,829480,1087714,1065610,1137773,1038467,1019789,1031888,893748,734380,663972,619738
92,820867,1108828,1061324,1132078,1049696,993351,1051696,905157,739791,657291,618923
93,830068,1108220,1051249,1146912,1036940,1001736,1050894,920944,732107,652940,624783
94,843433,1100040,1055167,1130266,1053320,999226,1058492,925098,742103,645141,629494
95,842145,1100209,1055758,1132907,1055429,1005837,1057390,925475,745667,654134,628668
96,860571,1085426,1039920,1148796,1062225,1005387,1061853,922472,749345,672523,620138
97,861306,1087660,1031587,1134412,1077880,1001504,1065336,934119,750999,679701,613111
98,853118,1078087,1032446,1134291,1082404,1001773,1059740,934793,764472,683487,621236
99,871580,1062055,1041156,1129802,1091508,1002659,1061872,934159,774263,684241,626100
100,871611,1048665,1062268,1111905,1118183,984176,1073123,926170,787843,685736,624876
101,864955,1062299,1051496,1092408,1136276,983746,1063040,945826,788869,687347,621204
102,849882,1062871,1056518,1094212,1124562,996185,1057600,956618,788298,692834,632476
103,850125,1040867,1072220,1097912,1112593,1014668,1044500,962028,805358,696970,628527
104,847053,1042238,1061917,1093797,1121316,1025554,1029764,986435,795977,696149,634949
105,858641,1038676,1049627,1100437,1127097,1002814,1033728,995239,816829,694415,628489
106,859676,1048091,1052286,1095516,1131176,1000226,1023805,987521,836928,696044,637067
107,851854,1052505,1064178,1094860,1128923,1000382,1022641,991260,852576,699836,628095
108,850432,1045624,1082036,1079169,1132123,999414,1030266,994357,871163,687609,632783
109,852327,1042444,1085284,1088168,1118289,1019737,1013431,998811,876644,691390,644693
110,841170,1056604,1081490,1075499,1122183,1026389,1022561,1001030,873016,704656,643210
111,823702,1056897,1084850,1061244,1135142,1033395,1012284,1010630,878019,715586,638158
112,807039,1050185,1105964,1058728,1127677,1046384,986111,1029573,892943,720648,629852
113,800340,1051243,1105158,1050407,1142175,1034129,994137,1031102,904437,716270,623304
114,804176,1040650,1098305,1053965,1125309,1049959,991625,1041489,907177,724768,614939
115,780733,1052874,1098733,1054556,1127950,1052068,998057,1042526,908014,728189,623307
116,780127,1067293,1083950,1038624,1143839,1058658,998874,1043627,906198,730388,642885
117,779936,1067535,1086184,1030651,1129040,1072957,995566,1047301,917841,730674,649904
118,781196,1064895,1076611,1031510,1127989,1077481,996158,1043271,919116,744630,653061
119,782636,1066548,1060579,1040220,1123090,1085747,997044,1045074,919074,752079,653992
120,782881,1061458,1047189,1061332,1107568,1110583,979057,1057054,910337,765080,653395
121,777190,1063197,1060823,1050560,1089612,1130059,978401,1051518,928811,766239,656473
122,763768,1064405,1061395,1056424,1089063,1119899,989784,1047348,938891,768300,662718
123,760026,1067678,1039542,1071975,1092891,1106640,1008974,1032738,944087,787225,669073
124,748173,1070311,1040800,1061672,1088776,1115533,1018310,1017944,969223,778597,668958
125,730962,1084057,1038087,1048209,1095416,1122020,996560,1023276,975457,798952,667795
126,722635,1076040,1047502,1049927,1090401,1126826,994110,1011739,969230,820724,670585
127,727358,1051482,1051916,1061563,1089745,1125053,994263,1012320,970108,837277,673060
128,728222,1036727,1045035,1078766,1075085,1127884,993035,1020806,975338,851334,660631
129,731095,1021987,1041855,1082014,1084377,1114006,1012148,1003889,983749,856696,664309
130,723441,1001865,1056352,1077670,1071708,1119379,1019058,1009337,988198,853679,676805
131,713902,991571,1056645,1081030,1058295,1132338,1026906,998257,995956,858960,685349
132,702268,986958,1050185,1101277,1055737,1124873,1040062,971567,1015258,872034,691232
133,700764,985900,1051243,1100712,1047430,1139479,1026968,979745,1016471,882017,688354
134,695221,992708,1040650,1094115,1051539,1122613,1043263,977000,1026735,885306,696221
135,685853,977339,1052682,1094543,1052114,1125937,1044940,986131,1024094,885834,701106
136,681553,972463,1067101,1080415,1035621,1141352,1052696,989782,1022769,885204,701144
137,670618,975167,1067343,1080653,1028976,1125715,1068044,984526,1026900,897029,699602
138,666140,978150,1064703,1072115,1028800,1125594,1073008,984314,1024471,896877,712208
139,655677,977550,1066356,1056083,1037595,1120751,1081742,985883,1023229,895847,721776
140,654796,971042,1061266,1044436,1056964,1101521,1106123,969381,1033525,888366,734596
141,656082,955828,1062747,1056875,1046192,1082018,1125801,968231,1027940,908335,736053
142,663194,937658,1063862,1056755,1051839,1082938,1115008,980273,1023692,917985,736384
143,655620,926005,1066775,1036527,1065765,1086680,1103171,998857,1009865,920746,752382
144,662410,913826,1069211,1038037,1055462,1082565,1112091,1009878,995454,945730,742346
145,661078,900064,1082957,1035324,1042323,1089205,1119235,987901,1005568,947294,762427
146,674778,883445,1074940,1044739,1045925,1084190,1124173,987434,991261,941644,785664
147,674821,881080,1050382,1049845,1055495,1083534,1121435,986277,991738,946496,801012
148,669770,881496,1035720,1043328,1072989,1068874,1124032,984962,999186,950805,817309
149,669805,885891,1020980,1040148,1076478,1077925,1108795,1005512,978876,959886,821616
150,669911,882960,1000858,1054645,1072498,1064497,1113950,1012498,986946,964368,816873
151,670672,881666,989167,1055191,1075605,1055266,1122727,1019994,977840,971461,819988
152,659566,873096,984554,1048990,1095714,1052626,1117424,1030570,949553,987783,834982
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
49,901478,1124285,1031277,1030014,1028851,919037,740996,701617,676258,655790,478441
50,884030,1127493,1037233,1039573,1031356,916783,749685,699497,676562,649480,497998
51,865054,1140452,1043719,1029845,1039121,923613,762980,695385,677856,645377,507978
52,862192,1134536,1056696,1003035,1059221,936972,768762,687456,673828,650547,512102
53,863892,1149483,1043831,1011745,1058542,948127,762754,684666,677058,654491,523778
54,863494,1133148,1060297,1009179,1067540,949558,775946,678453,678885,657192,531012
55,859935,1135789,1061918,1015790,1068840,948859,782551,687022,678753,648245,545546
56,833338,1151253,1069989,1011799,1077150,942279,788555,708611,669742,643389,553095
57,826882,1137274,1085644,1007774,1082076,953097,787737,714316,666388,645950,567059
58,826999,1138207,1090868,1007473,1077056,956644,798783,720259,668390,644495,564092
59,825487,1133625,1098814,1008306,1077396,954713,807926,725362,671603,640678,578869
60,834002,1115573,1122558,992818,1087957,948978,822410,724013,672059,644255,581043
61,827732,1097617,1141351,991803,1082307,967570,822713,727291,667549,637447,597381
62,830342,1099223,1130337,1004242,1074163,979585,819686,734257,681616,623941,609669
63,838764,1102740,1118146,1022330,1061456,984716,838739,734944,676403,628388,612892
64,845379,1098511,1127153,1033340,1045606,1008848,829869,734706,685175,640705,606020
65,825964,1105151,1132528,1012222,1048828,1016133,850241,732426,680500,642306,616380
66,837475,1100997,1136493,1008851,1036611,1011390,868937,734519,685885,647362,614876
67,864690,1100145,1134839,1007740,1036310,1015053,884334,736663,674370,650052,628466
68,870102,1083925,1136670,1007598,1043018,1020406,903127,726367,679699,650660,636134
69,859896,1094909,1122836,1027815,1025073,1026809,909314,731180,691177,648415,631741
70,857858,1082240,1126286,1033693,1034632,1030120,907134,741246,687937,648539,624200
71,864187,1068827,1139245,1039988,1024595,1038484,913013,754269,684006,652772,617314
72,883469,1064541,1133429,1052865,998157,1058612,927367,758793,675199,650799,622931
73,895418,1055755,1148376,1040183,1006684,1057254,938945,752016,672081,653858,626960
74,887918,1061000,1131730,1056649,1003921,1066196,941446,763396,665931,658812,627261
75,887128,1061591,1134168,1058758,1010532,1067552,940110,769840,675339,659643,617559
76,897085,1046151,1150057,1066514,1009861,1072542,935354,774699,696193,651947,612174
77,899064,1037600,1135673,1082169,1004332,1077468,946889,775391,701236,647145,611575
78,891791,1036705,1137306,1086693,1004115,1072448,950684,787278,705789,648584,609694
79,881997,1045415,1132071,1095705,1006505,1071377,949828,796866,710367,654437,605283
80,854219,1066650,1113896,1120048,990365,1079606,943301,810617,710311,653349,612004
81,860955,1055878,1095940,1139524,988667,1074108,961495,813342,710164,648973,606812
82,848970,1060995,1097360,1128510,1000911,1067865,974568,809989,718648,660352,592941
83,825658,1076697,1101477,1116252,1018951,1055158,980284,828613,719235,654816,599419
