Period,Mean real labour income,Total workers
47,6006.178302805152,11026168
48,6119.9401543004815,11175974
49,6311.892813984175,11013101
50,6625.132906406805,10980126
51,6900.766641629338,11099001
52,6882.9155921620295,11142703
53,6498.9698864721,11142419
54,6341.51573791205,11175306
55,6436.112903088225,11290553
56,6535.462929328199,11232015
57,6599.675665784716,11118081
58,6584.726831304322,11015058
59,6763.985450665613,11059879
60,6748.888055038544,11073121
61,6615.092384748295,11151473
62,6578.098423212482,11187989
63,6670.597329246988,11245964
64,6662.552803698312,11252722
65,6677.614904839877,11313548
66,6658.751487837032,11305799
67,6697.368872791872,11329809
68,6715.122772301663,11328737
69,6713.444647405868,11343751
70,6705.47349944521,11394065
71,6701.9683087665,11370399
72,6712.014609053008,11423549
73,6731.498475033863,11428095
74,6722.590534325643,11502730
75,6735.889992245449,11483946
76,6741.669546666423,11560756
77,6749.718341844972,11483855
78,6718.131423192808,11498322
79,6733.4666398299805,11495800
80,6745.173915747145,11494689
81,6726.621253433616,11531818
82,6762.8030801777995,11505849
83,6762.624133009521,11611959
84,6757.207045442976,11602192
85,6759.984997223563,11628953
86,6777.136549720366,11615268
87,6769.5171960081725,11668018
88,6753.684207290074,11742337
89,6789.22587979921,11761190
90,6763.940086556187,11766245
91,6794.121854045142,11751389
92,6792.923335918839,11774442
93,6793.758294813582,11792129
94,6831.810031569169,11740898
95,6790.630359126675,11797505
96,6783.1413057225955,11799489
97,6780.090609560359,11861184
98,6804.638483502336,11797830
99,6792.602913543781,11834098
100,6805.544641887714,11883325
101,6780.263733401111,11913399
102,6789.539005216602,11959426
103,6808.116819920319,11874974
104,6802.261167942711,11896493
105,6807.184444352387,11935469
106,6810.169855197015,11962279
107,6828.57102358609,11890416
108,6800.478213864799,11935994
109,6853.410519418248,11882083
110,6849.15855337191,11955578
111,6846.2504897368,11945658
112,6836.44958338924,11925192
113,6837.267640765051,11942902
114,6841.983485341519,11970941
115,6856.817360547777,11988413
116,6863.949268987884,12031740
117,6837.2259443432,12074973
118,6859.656210957224,12036403
119,6872.2210741558365,11974244
120,6847.29101201408,12041555
121,6827.029181625457,12060124
122,6830.920108144239,12036675
123,6828.347898811609,12038701
124,6809.118801241198,12079293
125,6817.303862039682,12120223
126,6805.9165395976515,12198559
127,6797.667914383536,12203523
128,6776.623699657067,12261952
129,6785.437840740559,12187206
130,6806.241171232483,12192969
131,6792.879462356859,12242909
132,6803.879396067764,12190094
133,6797.163877353715,12144397
134,6783.9609962044,12195771
135,6797.076207664857,12215672
136,6802.684967975398,12192448
137,6809.960695794442,12196586
138,6783.000714302606,12204328
139,6761.786221001295,12207720
140,6759.824852689894,12152547
141,6744.997401902462,12212213
142,6744.118712566121,12183858
143,6740.377167450696,12181806
144,6731.188664258664,12226847
145,6731.810351419988,12244138
146,6750.659539400995,12171776
147,6737.253428706183,12123007
148,6746.433183885365,12167590
149,6752.511959775094,12201957
150,6736.883072649094,12226321
151,6747.240254619333,12169090
152,6753.7107651382985,12173661
