Period,Mean real labour income,Total workers
47,6006.178302805152,11026168
48,6119.9401543004815,11175974
49,6311.892813984175,11013101
50,6625.132906406805,10980126
51,6900.766641629338,11099001
52,6882.9155921620295,11142703
53,6498.9698864721,11142419
54,6341.51573791205,11175306
55,6436.112903088225,11290553
56,6535.462929328199,11232015
57,6599.675665784716,11118081
58,6584.726831304322,11015058
59,6762.963709468168,11068924
60,6752.196768205194,11098065
61,6621.704821154092,11182484
62,6584.896399499645,11244189
63,6676.423036878081,11308039
64,6683.026379918682,11333939
65,6698.539885751781,11357072
66,6723.821325997649,11351828
67,6756.607549977146,11449110
68,6776.78150874853,11459650
69,6805.818334418321,11525644
70,6803.171238401634,11583083
71,6798.148150116058,11629280
72,6861.97004445913,11577296
73,6870.990673385655,11641554
74,6869.744518457773,11619666
75,6882.518580451508,11641111
76,6869.913607122134,11709813
77,6906.319666673095,11755723
78,6911.281615448796,11779412
79,6931.704111232438,11836764
80,6938.31447314767,11940703
81,6994.419816246382,11843913
82,7015.806817912592,11860946
83,7004.996184021419,11900713
84,7018.8056593768215,11929838
85,7004.48261850024,12047987
86,7057.121401921513,12053713
87,7069.434513408009,12085051
88,7121.98249165767,12078420
89,7130.2099736238315,12218341
90,7150.37549606198,12199854
91,7173.585631062458,12150737
92,7196.025397717676,12170656
93,7207.5327861569795,12217230
94,7248.573371954812,12274471
95,7248.01768257697,12309675
96,7250.63945281451,12393691
97,7281.964774429993,12400259
98,7288.574910871352,12441646
99,7312.781119188004,12412586
100,7329.274672197547,12427912
101,7323.054557598897,12482172
102,7332.647319865268,12573860
103,7363.187922206737,12586789
104,7403.070470032113,12554980
105,7430.070946039843,12520611
106,7458.894820613682,12491099
107,7447.043100870949,12596315
108,7480.883480454581,12683542
109,7526.559592977946,12692803
110,7585.820605287305,12713381
111,7568.053597009321,12748422
112,7560.031229230972,12710857
113,7567.917017129885,12739949
114,7573.317143178566,12760178
115,7557.563864896185,12709335
116,7570.296552533917,12703041
117,7596.507418672433,12712378
118,7637.642896072492,12711465
119,7639.150007076877,12741358
120,7639.698084898822,12820687
121,7633.193989744053,12890833
122,7674.466791949997,12846235
123,7687.953060083133,12850826
124,7712.649606340751,12811770
125,7750.346966835265,12798196
126,7708.99091058748,12877840
127,7739.842666011673,12808432
128,7764.737407118927,12824717
129,7780.058934825551,12868914
130,7793.408239838883,12911027
131,7806.369636897936,12851463
132,7814.43179860315,12870774
133,7811.4639643900155,12893964
134,7822.808662723738,12915388
135,7833.25523470919,12973858
136,7838.549178640077,12936781
137,7839.3116788878515,12976764
138,7860.074732621592,12917606
139,7893.043563661287,12897764
140,7897.339448977674,12933003
141,7913.144750761077,12898888
142,7895.994421497566,12967089
143,7900.837730916196,12966362
144,7936.48543631677,12997414
145,7959.260197254106,12978224
146,7947.0941684300005,13017128
147,7952.894664364185,12984515
148,8002.18036346129,12997339
149,8019.371630520489,12966853
150,8006.693439649728,12982640
151,8020.160930711335,13072479
152,8029.622481182903,13086645
