Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
47,16720526.848485114,16005223.327166123,56546496.29608741,56493420.56918521,0.0,465248.9440787656,177095.27770532525,104227.57076414078
48,19950177.718614567,19168687.444414973,67050858.023816645,58835083.8628417,9805847.310473617,536195.0612995913,173402.261,102704.217
49,18128588.23881303,17404803.64075134,61456128.316530816,61344241.45694108,0.0,493528.40922620427,159975.28121092537,100401.29660651514
50,21712336.77982128,20883170.436554924,73045179.19627663,64068459.361527726,10678076.560254619,598599.4913454362,157410.5888056896,104508.9473074749
51,20003565.6851681,19171052.14639808,67708124.0061458,67591887.99670444,0.0,597297.5809265337,154361.05253166205,115507.00758831915
52,22993510.75750839,22149554.66256584,77495412.15851228,67971656.85639104,11328609.476065172,620400.0186966634,144289.47399369822,113238.00321741353
53,19036521.79633862,18295925.090113852,64640044.99050752,64511714.1830719,0.0,542835.734803895,124520.44818937859,104629.3189021353
54,21486611.623490743,20725452.12949305,72487549.13262156,63582600.021321826,10597100.003553636,573177.3249644111,113074.63141044277,107010.76803263229
55,19282170.137231924,18615035.469410263,65757599.41731921,65625499.24561284,0.0,484271.7282476014,106503.95309280964,109084.26640177668
56,22286910.725479625,21562834.21295445,75410228.55323449,66145092.58154357,11024182.096923929,543553.3038055109,102329.41801653492,111705.41529018387
57,19430050.337253463,18628815.23720874,65733311.68291892,65607409.46973188,0.0,547902.5838143213,192795.62616477293,86481.27152232493
58,22027732.83553104,21285382.979986575,74443556.27764736,65283532.51242571,10880588.752070954,490666.6601530839,187892.89942298134,91128.9942405684
59,19880341.696584456,19155945.261203393,67654335.8464607,67511816.92948905,0.0,460216.5268436775,192986.09088606556,101705.45378759895
60,22643501.776576262,21879733.885598954,76509842.36907159,67090070.14224625,11181678.35704104,503646.82812026737,186570.35002483142,105072.44690316138
61,18281860.7544926,17511576.223548867,58852483.382974885,66260909.6563523,0.0,495683.9038069505,210854.83152929434,91065.42229641095
62,21161877.96992377,20408972.488107424,68485035.97797237,66316100.84051511,11052683.473419184,484556.2778039154,201205.16442896187,95920.05654780184
63,18862927.182580113,18135360.96401664,61363336.55057435,67907608.21718603,0.0,467176.03662641405,191056.05328237874,99048.75522097306
64,21864634.578277472,21162297.481152162,71341636.92155385,68201619.41068539,11366936.568447566,446309.8994492277,182882.78735328754,104492.01474685645
65,17587876.784715503,16862361.65553101,53527501.393720016,68643505.60399266,0.0,484819.89677445294,172561.4923941004,97333.91430848814
66,20478138.582519233,19732068.072280977,62781145.71101237,68599246.60628052,11433207.76771342,500938.1878302218,175641.224374991,99272.9971900697
67,17895870.89392716,17118253.434988994,54320154.5874964,69644569.62905443,0.0,529767.8601463931,177911.8826148976,99911.02310983087
68,20947473.146010704,20215722.53609477,64281621.84348108,70285212.21836275,11714202.036393793,482653.3389979327,178858.0302016748,100341.7724519011
69,16952969.382023178,16195919.887617031,48063078.854196586,71010811.7104026,0.0,505296.39079736976,180276.03678966977,102110.09545586347
70,19901515.00462729,19163508.395154454,57484640.786758274,71165786.7214714,11860964.453578567,478971.4271555284,185422.5396327082,105160.9181208653
71,17048800.33046527,16288175.685577367,48381201.21637154,71343920.56139363,0.0,501442.76911366323,185629.76752192524,105074.44036044573
72,20132067.62597909,19350290.72537668,58078095.01010672,71835240.17944238,11972540.029907063,526002.6044125843,183201.1548173693,103675.91624636523
