Period,Mean real labour income,Total workers
47,6006.178302805152,11026168
48,6119.9401543004815,11175974
49,6311.892813984175,11013101
50,6625.132906406805,10980126
51,6900.766641629338,11099001
52,6882.9155921620295,11142703
53,6498.9698864721,11142419
54,6341.51573791205,11175306
55,6436.112903088225,11290553
56,6535.462929328199,11232015
57,6599.675665784716,11118081
58,6584.726831304322,11015058
59,6766.9413812154,11071254
60,6755.788527955903,11110338
61,6635.170242630286,11201724
62,6605.087031628897,11251285
63,6694.327358425203,11332653
64,6718.702574735579,11363682
65,6746.3725460431915,11393716
66,6786.4594018194775,11394269
67,6846.824059283671,11485994
68,6887.481282686764,11483861
69,6902.454317933252,11519107
70,6922.1995291639005,11530094
71,6976.099049721271,11610282
72,7013.922027398223,11650041
73,7094.41926051092,11661388
74,7103.421414940731,11784570
75,7131.541499405699,11771156
76,7148.352560796154,11784446
77,7205.068530985761,11804475
78,7219.22403123574,11923131
79,7279.274984453445,11936237
80,7321.012526014052,11985288
81,7368.160113588074,12030837
82,7415.63208563296,11978063
83,7430.047281140056,12045107
84,7424.16665262814,12106958
85,7505.726886858281,12103978
86,7521.674710561672,12141703
87,7578.295679944782,12203437
88,7616.3358393679255,12238377
89,7654.321765432414,12264186
90,7695.368881104158,12270763
91,7755.372609399892,12243905
92,7798.110454031857,12300685
93,7821.794275249328,12365079
94,7851.764972992347,12427409
95,7871.485583727721,12464350
96,7927.109201225976,12450555
97,7956.157864158203,12462634
98,7998.778505764269,12482252
99,8011.867599251179,12564747
100,8068.514745195225,12599936
101,8103.489010335761,12585676
102,8143.397992528001,12647652
103,8210.833197923554,12696232
104,8263.807053658675,12735265
105,8303.835108924071,12750306
106,8337.469004175906,12804397
107,8397.059008906072,12811864
108,8420.393779600225,12773368
109,8463.551997351242,12843211
110,8495.13788845354,12843023
111,8507.054383527528,12892330
112,8511.14615799136,12955711
113,8549.328451047364,13002506
114,8608.496055400501,12922648
115,8644.813652055127,12989905
116,8683.191355391915,12946532
117,8684.465221598653,13007967
118,8750.025617264055,12939948
119,8767.866206548802,12957102
120,8804.024316869127,13003105
121,8804.93201444401,13048911
122,8839.029816580634,13097630
123,8904.067948261734,13085385
124,8911.782613480756,13106947
125,8952.594353630479,13043385
126,8948.41801463712,13101115
127,8973.342332153614,13097642
128,9039.269969352708,13127112
129,9062.635730364787,13149535
130,9111.786724320325,13162481
131,9147.059373067765,13151404
132,9178.402717132702,13161263
133,9180.623045488299,13208034
134,9232.706538852473,13194371
135,9272.599992350484,13178004
136,9311.892886902528,13214615
137,9357.31775106338,13160479
138,9378.095343385008,13237197
139,9411.146611285623,13256869
140,9432.809008584112,13256836
141,9469.097004087891,13220197
142,9500.165888955282,13198738
143,9534.492646600103,13138524
144,9575.905764765579,13136619
145,9615.350813220743,13140345
146,9613.272095523746,13156702
147,9649.518387370701,13226488
148,9690.941526912156,13150477
149,9718.159189759843,13160245
150,9759.138589317268,13185577
151,9768.488762721372,13232999
152,9819.81654983258,13213502
